"Nolan Arenado_COL","Charlie Blackmon_COL","Eduardo Nunez_SF","Brandon Belt_SF","Bryce Harper_WAS","Carlos Gonzalez_COL","Mike Trout_LAA","Paul Goldschmidt_ARI","David Dahl_COL","Trevor Story_COL","Hunter Pence_SF","Buster Posey_SF","Wil Myers_SD","Joe Panik_SF","Giancarlo Stanton_MIA","Josh Donaldson_TOR","Corey Seager_LAD","DJ LeMahieu_COL","Brandon Crawford_SF","Shin-Soo Choo_TEX","Rougned Odor_TEX","Ian Desmond_COL","Trea Turner_WAS","Mark Reynolds_COL","Denard Span_SF","Jarrett Parker_SF","Nomar Mazara_TEX","Christian Yelich_MIA","Nelson Cruz_SEA","Nick Hundley_SF","Adrian Beltre_TEX","Daniel Murphy_WAS","Jean Segura_SEA","Robinson Cano_SEA","Adrian Gonzalez_LAD","Jonathan Lucroy_TEX","AJ Pollock_ARI","Jose Bautista_TOR","Lorenzo Cain_KC","Carlos Gomez_TEX","Gerardo Parra_COL","Dee Gordon_MIA","Mike Napoli_TEX","Mac Williamson_SF","Eric Hosmer_KC","Jake Lamb_ARI","Yasiel Puig_LAD","Elvis Andrus_TEX","Yoenis Cespedes_NYM","Logan Forsythe_LAD","Kelby Tomlinson_SF","Yasmany Tomas_ARI","Joc Pederson_LAD","Alex Gordon_KC","Khris Davis_OAK","Albert Pujols_LAA","Adam Eaton_WAS","Kyle Seager_SEA","Justin Turner_LAD","David Peralta_ARI","Jorge Soler_KC","Joey Gallo_TEX","Brandon Moss_KC","Rajai Davis_OAK","Yasmani Grandal_LAD","Stephen Cardullo_COL","Ryan Schimpf_SD","Kole Calhoun_LAA","Chase Utley_LAD","Raimel Tapia_COL","Troy Tulowitzki_TOR","Peter O'Brien_KC","Franklin Gutierrez_LAD","Gorkys Hernandez_SF","Anthony Rendon_WAS","Whit Merrifield_KC","Conor Gillaspie_SF","Chris Owings_ARI","Delino DeShields_TEX","Salvador Perez_KC","Devon Travis_TOR","Curtis Granderson_NYM","Jose Reyes_NYM","Marcell Ozuna_MIA","Brandon Drury_ARI","Cameron Maybin_LAA","Dustin Garneau_COL","Yangervis Solarte_SD","Aaron Hill_SF","Cheslor Cuthbert_KC","JT Realmuto_MIA","CJ Cron_LAA","Tom Murphy_COL","Mitch Haniger_SEA","Trevor Plouffe_OAK","Chris Taylor_LAD","Kendrys Morales_TOR","Cody Bellinger_LAD","Manuel Margot_SD","Alcides Escobar_KC","Marcus Semien_OAK","Ryon Healy_OAK","Hunter Renfroe_SD","Russell Martin_TOR","Martin Prado_MIA","Jurickson Profar_TEX","Mike Moustakas_KC","Paulo Orlando_KC","Luis Valbuena_LAA","David Wright_NYM","Asdrubal Cabrera_NYM","Billy Burns_KC","Trayce Thompson_LAD","Jayson Werth_WAS","Alex Dickerson_SD","Jeremy Hazelbaker_ARI","Cory Spangenberg_SD","Jefry Marte_LAA","Chris Herrmann_ARI","Jay Bruce_NYM","Austin Barnes_LAD","Michael Taylor_WAS","Andrew Toles_LAD","Neil Walker_NYM","Lucas Duda_NYM","Danny Valencia_SEA","Justin Bour_MIA","Pat Valaika_COL","Ryan Zimmerman_WAS","Taylor Motter_SEA","Socrates Brito_ARI","Robinson Chirinos_TEX","Tim Federowicz_SF","Rob Segedin_LAD","Steve Pearce_TOR","Leonys Martin_SEA","Derek Dietrich_MIA","Tony Wolters_COL","Stephen Vogt_OAK","Michael Conforto_NYM","Yunel Escobar_LAA","Brett Nicholas_TEX","Travis Jankowski_SD","Ryan O'Hearn_KC","Kevin Pillar_TOR","Andre Ethier_LAD","Ben Revere_LAA","Ryan Rua_TEX","Terrance Gore_KC","Jorge Bonifacio_KC","Jarrod Dyson_SEA","Andrelton Simmons_LAA","Adam Lind_WAS","Josh Phegley_OAK","Matt Wieters_WAS","Mark Canha_OAK","Danny Espinosa_LAA","Cristhian Adames_COL","Yonder Alonso_OAK","Enrique Hernandez_LAD","Wilmer Flores_NYM","Dalton Pompey_TOR","Scott Van Slyke_LAD","Rowdy Tellez_TOR","Ben Gamel_SEA","Justin Smoak_TOR","Chris Marrero_SF","Christian Colon_KC","Destin Hood_MIA","Mike Zunino_SEA","Travis d'Arnaud_NYM","Christian Bethancourt_SD","Hanser Alberto_TEX","Alexi Amarista_COL","Tyler Moore_MIA","Austin Hedges_SD","Chris Iannetta_ARI","Jed Lowrie_OAK","Ichiro Suzuki_MIA","Guillermo Heredia_SEA","Jake Smolinski_OAK","Stephen Drew_WAS","Erick Aybar_SD","Raul Mondesi_KC","TJ Rivera_NYM","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Brandon Nimmo_NYM","Daniel Descalso_ARI","Adeiny Hechavarria_MIA","AJ Ellis_MIA","Wilmer Difo_WAS","Allen Cordoba_SD","Bruce Maxwell_OAK","Luis Sardinas_SD","Nick Ahmed_ARI","Shawn O'Malley_SEA","JT Riddle_MIA","Matt Joyce_OAK","Jabari Blash_SD","Carlos Ruiz_SEA","Juan Lagares_NYM","Chris Heisey_WAS","Adam Rosales_OAK","Chris Coghlan_TOR","Kevin Plawecki_NYM","Hector Sanchez_SD","Darwin Barney_TOR","Matt Olson_OAK","Drew Robinson_TEX","Martin Maldonado_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Drew Butera_KC","Brett Eibner_LAD","Jose Lobaton_WAS","Jeff Mathis_ARI","Miguel Rojas_MIA","Ryan Goins_TOR","Chad Pinder_OAK","Ty Kelly_TOR","Mike Freeman_SEA","Grant Green_WAS","Cliff Pennington_LAA","Luis Torrens_SD","Jaff Decker_OAK","Rene Rivera_NYM"
87.45,-1.50126752084113,0,0,0,-0.796484108912191,0,0,0,7.02820110819619,0,0,0,0,0,0,0,-17.0915794205946,0,0,0,0,0,-3.70876162567991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78746921293065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41661811124667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.50126752084113,52.5166666666667,0,0,0,8.92305205287944,0,0,0,3.86052374876384,0,0,0,0,0,0,0,-5.70097877702623,0,0,0,0,0,9.31429284559293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3122292290305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9663466751197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60.4,9.34093493221586,0,0,0,0,0,0,11.3912753887531,-11.2711399578651,0,18.4576010323118,0,0,0,0,5.6210964507485,0,0,0,0,0,8.7706115921078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9261074470344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9.34093493221586,40.1958333333333,0,0,0,0,0,0,4.58413139557302,0.666691409481639,0,19.3341742810103,0,0,0,0,-5.61064812645856,0,0,0,0,0,-6.21091835037118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07847367671055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,196.642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37845877240279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5863041501329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1505822678114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06156464020045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0418752098691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2177683964166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.635249974452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.796484108912191,8.92305205287944,0,0,0,16.552380952381,0,0,0,7.89830510285181,0,0,0,0,0,0,0,-3.15215647063694,0,0,0,0,0,-3.87929106284663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41204712641681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385560324210179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26.7833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6410240315732,0,0,0,0,0,0,0,0,0,0,0,1.38970520962721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72415755335737,0,0,0,0,0,-1.09556257241233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82129469416375,0,0,0,0,0,0,0,0,0,0,-6.3820056345755,0,0,0,0,12.0915736897533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23046212536664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35.2280701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77985090052056,0,0,0,0,0,0,0,0,22.5185104851532,0,0,0,0,0,10.719620787611,0,0,0,0,0,0,0,18.6053231292947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73171490179491,0,0,0,0,0,0,29.507655017455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09775780732273,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.02820110819619,3.86052374876384,0,0,0,7.89830510285181,0,0,0,45.1238095238095,0,0,0,0,0,0,0,3.56419543631502,0,0,0,0,0,8.913550247248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2401829339513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.90169901275548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
