"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"3B/SS","Manny Machado",5600,"NYY@BAL 07:05PM ET",4,"BAL","NYY",9.11,8.6,9.13,NA,"3","3",18
"C","Gary Sanchez",5500,"NYY@BAL 07:05PM ET",1,"NYY","BAL",7.99,8.7,9.18,NA,"2","2",21
"1B","Anthony Rizzo",5500,"CHC@MIL 08:10PM ET",5,"CHC","MIL",9.71,11.7,9.86,NA,"3","3",4
"3B/OF","Kris Bryant",5500,"CHC@MIL 08:10PM ET",1.333,"CHC","MIL",8.82,8.5,9.83,NA,"2","2",12
"OF","Mike Trout",5400,"SEA@LAA 10:07PM ET",8.6,"LAA","SEA",8.7,9.7,11.14,NA,"3","3",7
"1B","Paul Goldschmidt",5300,"CLE@ARI 09:40PM ET",14,"ARI","CLE",8.45,10.1,10.31,NA,"3","3",17
"2B","Jose Altuve",5200,"KC@HOU 08:10PM ET",2.25,"HOU","KC",9.73,9.5,10.12,NA,"3","3",0
"OF","Ryan Braun",5100,"CHC@MIL 08:10PM ET",7.5,"MIL","CHC",9.27,8.6,8.78,NA,"3","3",7
"C/OF","Kyle Schwarber",5000,"CHC@MIL 08:10PM ET",11.333,"CHC","MIL",8.51,12.3,9.74,NA,"1","1",0
"SS","Carlos Correa",5000,"KC@HOU 08:10PM ET",6.5,"HOU","KC",8.59,8.5,9.32,NA,"4","4",5
"1B","Chris Carter",4900,"NYY@BAL 07:05PM ET",2,"NYY","BAL",NA,0,1.85,NA,"x","x",NA
"1B/OF","Chris Davis",4900,"NYY@BAL 07:05PM ET",9.5,"BAL","NYY",8.48,8,8.74,NA,"4","4",3
"3B","Josh Donaldson",4900,"TOR@TB 07:10PM ET",6,"TOR","TB",7.78,8.1,8.92,NA,"2","2",23
"1B","Joey Votto",4800,"CIN@STL 08:15PM ET",5.667,"CIN","STL",8.46,8.1,8.34,NA,"3","3",7
"2B","Rougned Odor",4800,"OAK@TEX 08:05PM ET",12.667,"TEX","OAK",8.12,8.3,9.03,NA,"5","5",21
"1B","Edwin Encarnacion",4800,"CLE@ARI 09:40PM ET",7.667,"CLE","ARI",8.78,8.8,9.82,NA,"4","4",5
"OF","Michael Brantley",4800,"CLE@ARI 09:40PM ET",4.333,"CLE","ARI",8.02,10,9.76,NA,"3","3",7
"1B/OF","Mark Trumbo",4700,"NYY@BAL 07:05PM ET",10.5,"BAL","NYY",8.53,7.3,8.16,NA,"5","5",0
"2B/OF","Ben Zobrist",4700,"CHC@MIL 08:10PM ET",3,"CHC","MIL",7.87,8.9,8.49,NA,"4","4",16
"3B/SS","Jonathan Villar",4700,"CHC@MIL 08:10PM ET",8,"MIL","CHC",8.48,8.5,9.07,NA,"1","1",0
"OF","Giancarlo Stanton",4700,"MIA@NYM 07:10PM ET",5,"MIA","NYM",7.18,7.1,8.05,NA,"4","4",7
"OF","Shin-Soo Choo",4700,"OAK@TEX 08:05PM ET",4.667,"TEX","OAK",7.9,8.5,8.9,NA,"2","2",12
"OF","George Springer",4700,"KC@HOU 08:10PM ET",15.5,"HOU","KC",9.84,9.8,9.32,NA,"1","1",2
"1B","Carlos Santana",4700,"CLE@ARI 09:40PM ET",16,"CLE","ARI",8.21,10.2,9.68,NA,"1","1",7
"1B/3B","Todd Frazier",4600,"MIN@CWS 08:10PM ET",2,"CWS","MIN",8.47,7.2,8.6,NA,"5","5",0
"2B","Brian Dozier",4600,"MIN@CWS 08:10PM ET",12,"MIN","CWS",8.52,8.8,9.47,NA,"1","1",2
"1B/OF","Matt Holliday",4600,"NYY@BAL 07:05PM ET",4,"NYY","BAL",6.22,7.2,8.08,NA,"4","4",25
"OF","Adam Jones",4600,"NYY@BAL 07:05PM ET",12.5,"BAL","NYY",8.15,7.4,8.04,NA,"2","2",9
"OF","Dexter Fowler",4600,"CIN@STL 08:15PM ET",4.333,"STL","CIN",8.1,8.2,8.62,NA,"1","1",2
"3B","Adrian Beltre",4600,"OAK@TEX 08:05PM ET",0,"TEX","OAK",NA,0,NA,NA,"x","x",NA
"OF","Khris Davis",4600,"OAK@TEX 08:05PM ET",12.25,"OAK","TEX",7.8,8.4,9.04,NA,"4","4",14
"OF","Brett Gardner",4500,"NYY@BAL 07:05PM ET",5.667,"NYY","BAL",7.01,7.7,7.9,NA,"1","1",27
"1B/3B","Matt Carpenter",4500,"CIN@STL 08:15PM ET",4,"STL","CIN",8.1,6.5,8.59,NA,"3","3",2
"C","Jonathan Lucroy",4500,"OAK@TEX 08:05PM ET",2.5,"TEX","OAK",6.97,7.3,7.86,NA,"6","6",3
"2B","Jason Kipnis",4500,"CLE@ARI 09:40PM ET",0,"CLE","ARI",NA,0,NA,NA,"x","x",NA
