"Paul Goldschmidt_ARI","Charlie Blackmon_COL","Jake Lamb_ARI","Nolan Arenado_COL","Cody Bellinger_LAD","David Peralta_ARI","AJ Pollock_ARI","George Springer_HOU","Carlos Correa_HOU","Corey Seager_LAD","Gregor Blanco_ARI","Jose Altuve_HOU","Ian Desmond_COL","DJ LeMahieu_COL","Brandon Drury_ARI","Michael Conforto_NYM","Mark Reynolds_COL","Chris Owings_ARI","JD Martinez_DET","Ben Gamel_SEA","Justin Turner_LAD","Yasiel Puig_LAD","Yonder Alonso_OAK","Ryon Healy_OAK","Jay Bruce_NYM","Chris Taylor_LAD","Yoenis Cespedes_NYM","David Dahl_COL","Nelson Cruz_SEA","Jean Segura_SEA","Mike Zunino_SEA","Joc Pederson_LAD","Trevor Story_COL","Robinson Cano_SEA","Jarrod Dyson_SEA","Alex Avila_DET","Chris Iannetta_ARI","Matt Joyce_OAK","Mitch Haniger_SEA","Nick Ahmed_ARI","Yasmany Tomas_ARI","Khris Davis_OAK","Miguel Cabrera_DET","Justin Upton_DET","Rey Fuentes_ARI","Carlos Beltran_HOU","Rajai Davis_OAK","Jed Lowrie_OAK","Gerardo Parra_COL","Chris Herrmann_ARI","Brian McCann_HOU","Ian Kinsler_DET","Adrian Gonzalez_LAD","Lucas Duda_NYM","Daniel Descalso_ARI","Marwin Gonzalez_HOU","Kyle Seager_SEA","Peter O'Brien_LAD","Carlos Gonzalez_COL","Jeremy Hazelbaker_ARI","Pat Valaika_COL","Victor Martinez_DET","Nicholas Castellanos_DET","David Wright_NYM","Curtis Granderson_NYM","Asdrubal Cabrera_NYM","Stephen Cardullo_COL","Raimel Tapia_COL","Marcus Semien_OAK","Derek Fisher_HOU","Danny Valencia_SEA","Neil Walker_NYM","Dustin Garneau_COL","Socrates Brito_ARI","Leonys Martin_SEA","Jose Reyes_NYM","Chase Utley_LAD","Kike Hernandez_LAD","Alexi Amarista_COL","Christian Walker_ARI","Josh Reddick_HOU","Stephen Vogt_OAK","Chad Pinder_OAK","Franklin Gutierrez_LAD","Tom Murphy_COL","Logan Forsythe_LAD","Tony Wolters_COL","Jordan Patterson_COL","Mark Canha_OAK","Travis d'Arnaud_NYM","Wilmer Flores_NYM","Trayce Thompson_LAD","Austin Barnes_LAD","Joey Wendle_OAK","Jose Iglesias_DET","DJ Peterson_SEA","Mikie Mahtook_DET","Yasmani Grandal_LAD","Andrew Toles_LAD","TJ Rivera_NYM","Willie Calhoun_LAD","Jake Marisnick_HOU","Yuli Gurriel_HOU","Andrew Romine_DET","Tyler Smith_SEA","Rob Segedin_LAD","Amed Rosario_NYM","Alex Verdugo_LAD","Jake Smolinski_OAK","Ryan LaMarre_OAK","Evan Gattis_HOU","Shawn O'Malley_SEA","Dixon Machado_DET","John Hicks_DET","JaCoby Jones_DET","Andre Ethier_LAD","Brandon Nimmo_NYM","Ryan Hanigan_COL","Cristhian Adames_COL","Norichika Aoki_HOU","JD Davis_HOU","Bruce Maxwell_OAK","Matt Chapman_OAK","Carlos Ruiz_SEA","Alex Presley_DET","Tyler Collins_DET","Boog Powell_SEA","Scott Van Slyke_LAD","Josh Phegley_OAK","Jaycob Brugman_OAK","Alex Bregman_HOU","Tuffy Gosewisch_SEA","Taylor Motter_SEA","Guillermo Heredia_SEA","Juan Lagares_NYM","Gavin Cecchini_NYM","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Jim Adduci_DET","James McCann_DET","Matt Reynolds_NYM","Kevin Plawecki_NYM","Jeff Mathis_ARI","Adam Rosales_OAK","Colin Moran_HOU","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Mike Freeman_LAD","Rene Rivera_NYM","Jaff Decker_OAK","Kyle Tucker_HOU","Brett Eibner_LAD","Juan Centeno_HOU","Renato Nunez_OAK","Teoscar Hernandez_HOU","Matt Olson_OAK","Tony Kemp_HOU","Franklin Barreto_OAK"
67.2341346153846,0,7.35601092896175,0,0,23.1117021276596,31.089247311828,0,0,0,6.92690058479532,0,0,0,18.7278664731495,0,0,2.0461038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.1952380952381,0,0,11.7701612903226,2.48245614035088,0,0,0,0,0,0,0,0,21.2166666666667,0,0,0,0,13.2184615384615,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72.2982548915918,0,9.71186440677966,0,0,0,0,0,0,0,0,10.9714285714286,9.90268848626534,0,0,20.9208754208754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38164251207729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5862068965517,0,0,0,0,0,0,0,0,0,10.7735849056604,0,20.9363636363636,0,0,0,0,0,5.4,-40.6,0,0,0,0,4.21428571428571,0,0,0,0,0,15.3636363636364,0,0,0,0,0,0,0,20.2274774774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.35601092896175,0,66.3399897593446,0,0,26.1190476190476,-3.17241379310345,0,0,0,15.6578947368421,0,0,0,15.7466666666667,0,0,-6.38969521044993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11578947368421,0,0,-14.9310344827586,5.16904761904762,0,0,0,0,0,0,0,0,35.0474308300395,0,0,0,0,-25.2312252964427,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.935960591133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.71186440677966,0,76.1172555043523,0,0,0,0,0,0,0,0,20.4121621621622,10.7429378531073,0,0,10.8207792207792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32753623188406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6633064516129,0,0,0,0,0,0,0,0,0,-0.498252969951083,0,69.4888888888889,0,0,0,0,0,14.05,-25.4,0,0,0,0,-2.2,0,0,0,0,0,27.5384615384615,0,0,0,0,0,0,0,-0.77027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,102.47729468599,0,0,0,0,23.7885835095137,0,0,0,0,0,0,0,0,0,0,11.4916666666667,48.1251778093883,0,0,0,9.56681681681682,0,0,0,0,0,-18.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22103386809269,0,0,0,0,0,0,-0.25,0,0.805147058823529,0,0,0,0,0,0,16,0,0,0,0,-3.48198198198198,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0,0,0,0,0
23.1117021276596,0,26.1190476190476,0,0,74.6289795918367,10.7687747035573,0,0,0,20.5571428571429,0,0,0,33.7182926829268,0,0,1.50769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71428571428571,0,0,-7.11666666666667,22.5897435897436,0,0,0,0,0,0,0,0,52.6078431372549,0,0,0,0,-25.8,0,0,0,0,36.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.84782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.089247311828,0,-3.17241379310345,0,0,10.7687747035573,59.2540322580645,0,0,0,0,0,0,0,15.9692307692308,0,0,-5.20229885057471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,18.5769230769231,-12.52,0,0,0,0,0,0,0,0,19.625,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,73.3853107344633,23.4357764876633,0,0,-0.231638418079096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12882653061224,0,0,0,0,-0.000840336134453781,0,0,0,0,9.2176386913229,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,0,0,0,0,0,0,-1.40254706533776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96536796536797,0,0,0,0,0,0,0,0,28.253781512605,0,0,0,0,0,0,0,0,12.6793650793651,0,0,0,0,0,0,0,0,0,0,8.51451378809869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23.4357764876633,54.9522598870057,0,0,-3.35904416212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7070578231293,0,0,0,0,-7.66025641025641,0,0,0,0,14.031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0833333333333,0,0,0,0,0,0,0,0,0,0,17.6564482029598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6383399209486,0,0,0,0,0,0,0,0,11.9643493761141,0,0,0,0,0,0,0,0,0.568253968253968,0,0,0,0,0,0,0,0,0,0,5.34238310708899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.7885835095137,0,0,0,0,50.2897937599154,0,0,0,0,0,0,0,0,0,0,10.2867746288799,12.8616352201258,0,0,0,-9.88288288288288,0,0,0,0,0,11.2539682539683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24466571834993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08704453441296,0,0,0,0,0,0,1.56944444444444,0,12.1402116402116,0,0,0,0,0,0,7.99450549450549,0,0,0,0,15.7895408163265,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,0,0,0,0,0,0
