"Logan Morrison_TB","Anthony Rizzo_CHC","Dexter Fowler_STL","Miguel Sano_MIN","Tommy Pham_STL","Mike Trout_LAA","Max Kepler_MIN","Corey Dickerson_TB","Giancarlo Stanton_MIA","Justin Bour_MIA","Aledmys Diaz_STL","Cameron Maybin_LAA","Andrelton Simmons_LAA","Eddie Rosario_MIN","Steven Souza_TB","Stephen Piscotty_STL","JT Realmuto_MIA","Paul DeJong_STL","Randal Grichuk_STL","Matt Carpenter_STL","Jedd Gyorko_STL","Brian Dozier_MIN","Kris Bryant_CHC","Evan Longoria_TB","Brad Miller_TB","Marcell Ozuna_MIA","Ian Happ_CHC","Chad Huffman_STL","Dee Gordon_MIA","Christian Yelich_MIA","Eduardo Escobar_MIN","CJ Cron_LAA","Ben Zobrist_CHC","Trevor Plouffe_TB","Wilson Ramos_TB","Kevin Kiermaier_TB","Yadier Molina_STL","Martin Prado_MIA","Derek Dietrich_MIA","Joe Mauer_MIN","Colby Rasmus_TB","Eric Young_LAA","Robbie Grossman_MIN","Jefry Marte_LAA","Daniel Palka_MIN","Willson Contreras_CHC","Mallex Smith_TB","Matt Duffy_TB","Kyle Schwarber_CHC","Tyler Moore_MIA","Yunel Escobar_LAA","Tim Beckham_TB","Ben Revere_LAA","Jason Castro_MIN","Nick Franklin_LAA","Jason Heyward_CHC","Kole Calhoun_LAA","Javier Baez_CHC","Jake Bauers_TB","Jose Martinez_STL","Kolten Wong_STL","Albert Pujols_LAA","Kennys Vargas_MIN","Jorge Polanco_MIN","Jon Jay_CHC","Addison Russell_CHC","Harrison Bader_STL","Chris Gimenez_MIN","Derek Norris_TB","Jesus Sucre_TB","Jeimer Candelario_CHC","Mark Zagunis_CHC","Destin Hood_MIA","Peter Bourjos_TB","Rickie Weeks_TB","Adeiny Hechavarria_TB","Tommy La Stella_CHC","Ichiro Suzuki_MIA","Tomas Telis_MIA","Magneuris Sierra_STL","Luis Valbuena_LAA","Cliff Pennington_LAA","David Fletcher_LAA","Curt Casali_TB","Albert Almora_CHC","Christian Colon_MIA","Steve Lombardozzi_MIA","Luke Voit_STL","Greg Garcia_STL","JT Riddle_MIA","Carson Kelly_STL","Shane Robinson_LAA","Byron Buxton_MIN","Nolan Fontana_LAA","Daniel Robertson_TB","AJ Ellis_MIA","Alex Mejia_STL","Ehire Adrianza_MIN","Kaleb Cowart_LAA","Shane Peterson_TB","Victor Caratini_CHC","Mike Aviles_MIA","Eric Fryer_STL","Martin Maldonado_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Danny Espinosa_LAA","Taylor Featherston_TB","Miguel Rojas_MIA","Eloy Jimenez_CHC","Willy Adames_TB"
72.7907075873828,0,0,0,0,0,0,13.8276442307692,0,0,0,0,0,0,18.8656795346378,0,0,0,0,0,0,0,0,21.3597919493442,23.6177248677249,0,0,0,0,0,0,0,0,7.65,104,2.69946808510638,0,0,0,0,-11.2008547008547,0,0,0,0,0,5.05833333333333,0,0,0,0,-13.6729323308271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1589147286822,11.7489177489177,0,0,0,-7.87121212121212,22.7692307692308,-79.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44462901439646,0,0,0,0,20.2884615384615,0,0,0,0,0,0,0,-8.40476190476191,0,0,0
0,64.0740466493891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6648575305292,0,0,0,24.1984126984127,0,0,0,0,0,4.40909090909091,0,0,0,0,0,0,0,0,0,0,0,0,22.5505279034691,0,0,8.15686274509804,0,0,0,0,0,0,26.3690476190476,0,3.41649831649832,0,0,0,0,0,0,19.3103448275862,7.26981246218996,0,0,0,0,27.7,10,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,-1.85126050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,64.8315184513007,0,6.04761904761905,0,0,0,0,0,-4.43450980392157,0,0,0,0,7.2479674796748,0,28.3639705882353,-2.4758064516129,-7.71945701357466,-4.66328502415459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51147959183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39047619047619,3.01290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.52777777777778,0,0,0,0,0,0,0,0
0,0,0,80.9765027322404,0,0,31.3423529411765,0,0,0,0,0,0,-2.96326530612245,0,0,0,0,0,0,0,-0.95,0,0,0,0,0,0,0,0,22.9411764705882,0,0,0,0,0,0,0,0,20.5475113122172,0,0,13.0681818181818,0,0,0,0,0,0,0,0,0,0,3.70673635307782,0,0,0,0,0,0,0,0,7.38405797101449,13.1994680851064,0,0,0,3.37894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4350104821803,0,0,0,0,31.625,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.04761904761905,0,87.0697674418605,0,0,0,0,0,-9.24789915966386,0,0,0,0,-1.52,0,10.3316666666667,-3.89473684210526,6.86666666666667,30.504048582996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68589743589744,6.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,0,143.333333333333,5.42307692307692,0,0,0,0,0,0,0,-171,0,0,0,0,0,2.41071428571429,0,0,0,0,0,0,0,0
0,0,0,0,0,50.5264270613108,0,0,0,0,0,10.7924369747899,11.0741971207087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0584795321637,0,0,0,0,0,0,0,0,0,0,0,13.3116883116883,0,0,0,0,0,0,2.6551724137931,0,21.9125,0,0,0,0.496153846153846,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43406593406593,12.875,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,0,-5.80714285714286,16.55,0,18.9019607843137,0,0,0,0
0,0,0,31.3423529411765,0,0,62.3947368421053,0,0,0,0,0,0,17.2811594202899,0,0,0,0,0,0,0,20.4100145137881,0,0,0,0,0,0,0,0,17.9967741935484,0,0,0,0,0,0,0,0,19.6415094339623,0,0,22.6461538461538,0,0,0,0,0,0,0,0,0,0,5.94352159468439,0,0,0,0,0,0,0,0,10.4437229437229,10.0878787878788,0,0,0,9.61666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31382978723404,0,0,0,0,5.72222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0
13.8276442307692,0,0,0,0,0,0,60.4317292644757,0,0,0,0,0,0,5.40264423076923,0,0,0,0,0,0,0,0,20.3757459505541,-3.44942528735632,0,0,0,0,0,0,0,0,7.15,-30.8333333333333,-0.510204081632653,0,0,0,0,13.7948717948718,0,0,0,0,0,15.4416666666667,0,0,0,0,0.988700564971751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99390919158361,32.8416666666667,0,0,0,-11.4230769230769,21.8051470588235,-5.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17391304347826,0,0,0,0,5.87820512820513,0,0,0,0,0,0,0,45.5,0,0,0
0,0,0,0,0,0,0,0,78.6179577464789,9.09195402298851,0,0,0,0,0,0,-4.68661202185792,0,0,0,0,0,0,0,0,3.05352112676056,0,0,5.61608391608392,8.99195171026157,0,0,0,0,0,0,0,9.19169960474308,0.902748414376321,0,0,0,0,0,0,0,0,0,0,49.6818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,-4.05555555555556,0,0,0,15.2093023255814,0,0,0,0,0,5.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,-34.3846153846154,0,0
0,0,0,0,0,0,0,0,9.09195402298851,79.4361581920904,0,0,0,0,0,0,4.41333333333333,0,0,0,0,0,0,0,0,4.79514903565167,0,0,24.853249475891,18.5710111046172,0,0,0,0,0,0,0,6.2,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7142857142857,0,0,0,0,0,0,0,-8.40476190476191,0,0,0,12.0606060606061,0,0,0,0,0,22.5777777777778,0,0,0,0,0,0,0,0,0,0,0,0,8.96969696969697,0,0
