"Paul Goldschmidt_ARI","Jake Lamb_ARI","David Peralta_ARI","Chris Owings_ARI","Joey Votto_CIN","Gregor Blanco_ARI","Dexter Fowler_STL","Brandon Drury_ARI","Adam Duvall_CIN","AJ Pollock_ARI","Scott Schebler_CIN","Tommy Pham_STL","Scooter Gennett_CIN","Stephen Piscotty_STL","Jedd Gyorko_STL","Yasmany Tomas_ARI","Matt Carpenter_STL","Nick Ahmed_ARI","Yadier Molina_STL","Chris Herrmann_ARI","Billy Hamilton_CIN","Randal Grichuk_STL","Paul DeJong_STL","Daniel Descalso_ARI","Zack Cozart_CIN","Eugenio Suarez_CIN","Aledmys Diaz_STL","Chris Iannetta_ARI","Tommy Joseph_PHI","Jeremy Hazelbaker_ARI","Howie Kendrick_PHI","Cesar Hernandez_PHI","Odubel Herrera_PHI","Rey Fuentes_ARI","Aaron Altherr_PHI","Devin Mesoraco_CIN","Phillip Ervin_CIN","Socrates Brito_ARI","Maikel Franco_PHI","Jose Martinez_STL","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Kolten Wong_STL","Arismendy Alcantara_CIN","Daniel Nava_PHI","Cameron Perkins_PHI","Cameron Rupp_PHI","Andrew Knapp_PHI","Jose Peraza_CIN","Harrison Bader_STL","Chad Huffman_STL","Jesse Winker_CIN","Freddy Galvis_PHI","Jorge Alfaro_PHI","Nick Williams_PHI","Michael Saunders_PHI","Brock Stassi_PHI","Tucker Barnhart_CIN","Magneuris Sierra_STL","Andres Blanco_PHI","Christian Walker_ARI","Roman Quinn_PHI","Rhys Hoskins_PHI","Carson Kelly_STL","Scott Kingery_PHI","Greg Garcia_STL","Patrick Kivlehan_CIN","Ty Kelly_PHI","Eric Fryer_STL","Jeff Mathis_ARI","Stuart Turner_CIN","Nick Senzel_CIN"
67.6261569416499,6.16503496503497,24.7865761689291,4.19262295081967,0,8.4802371541502,0,19.6781609195402,0,31.089247311828,0,0,0,0,0,2.48245614035088,0,14.281512605042,0,18.9565217391304,0,0,0,6.84301075268817,0,0,0,-7.00197628458498,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85227272727273,0,0
6.16503496503497,65.0035118525022,25.8577648766328,-6.61309523809524,0,12.4718614718615,0,18.3653198653199,0,-3.17241379310345,0,0,0,0,0,5.16904761904762,0,-11.3649193548387,0,34.1766666666667,0,0,0,-22.2079772079772,0,0,0,0.792207792207792,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47741935483871,0,0
24.7865761689291,25.8577648766328,74.3930817610063,0.926356589147287,0,17.1830065359477,0,36.8560606060606,0,10.7687747035573,0,0,0,0,0,22.5897435897436,0,7.22794117647059,0,49.6286549707602,0,0,0,-26.4916666666667,0,0,0,19.6948529411765,0,36.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.10333333333333,0,0
4.19262295081967,-6.61309523809524,0.926356589147287,58.0362242199894,0,29.6947368421053,0,2.18069727891156,0,-5.20229885057471,0,0,0,0,0,20.1966966966967,0,-2.58666666666667,0,-19.8421052631579,0,0,0,9.52923076923077,0,0,0,5.78947368421053,0,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852688172043011,0,0
0,0,0,0,53.1850931677019,0,0,0,-0.600694444444444,0,4.24007936507936,0,-7.67096774193548,0,0,0,0,0,0,0,-6.08878968253968,0,0,0,5.73905723905724,-0.810515873015873,0,0,0,0,0,0,0,0,0,-1.12333333333333,0,0,0,0,0,0,0,0,12.4047619047619,0,0,0,0,13.7588325652842,0,0,0,0,0,0,0,0,4.78455284552845,0,0,0,0,0,0,0,0,0.00909090909090909,0,0,0,5.33333333333333,0
8.4802371541502,12.4718614718615,17.1830065359477,29.6947368421053,0,55.2155797101449,0,8.50980392156863,0,0,0,0,0,0,0,30.4,0,-21.3428571428571,0,6.41666666666667,0,0,0,-13.8571428571429,0,0,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75641025641026,0,0
0,0,0,0,0,0,64.8315184513007,0,0,0,0,6.04761904761905,0,7.2479674796748,-4.66328502415459,0,-7.71945701357466,0,6.51147959183673,0,0,-2.4758064516129,28.3639705882353,0,0,0,-4.43450980392157,0,0,0,0,0,0,0,0,0,0,0,0,0.39047619047619,0,0,0,3.01290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13.9,0,0,-4.52777777777778,0,0,0
19.6781609195402,18.3653198653199,36.8560606060606,2.18069727891156,0,8.50980392156863,0,57.7454802259887,0,15.9692307692308,0,0,0,0,0,17.2857142857143,0,18.0099715099715,0,7.42279411764706,0,0,0,-10.4545454545455,0,0,0,-0.169047619047619,0,37.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.465608465608466,0,0
0,0,0,0,-0.600694444444444,0,0,0,68.8640873015873,0,1.00263004091175,0,13.7723076923077,0,0,0,0,0,0,0,11.7954412624196,0,0,0,-21.4183673469388,8.98548094373866,0,0,0,0,0,0,0,0,0,11.536231884058,0,0,0,0,0,0,0,0,23.7857142857143,0,0,0,0,9.78696741854637,0,0,0,0,0,0,0,0,1.61261261261261,0,0,0,0,0,0,0,0,124,0,0,0,-8.66666666666667,0
31.089247311828,-3.17241379310345,10.7687747035573,-5.20229885057471,0,0,0,15.9692307692308,0,59.2540322580645,0,0,0,0,0,-12.52,0,18.5769230769231,0,19.625,0,0,0,18.0416666666667,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0
