"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Albert Pujols",4000,"Tor@LAA 10:07PM ET",6.438,"LAA","Tor",7.36,7.4,8.34,6.8,"4","4",17
"3B","Jake Lamb",4000,"LAD@Ari 09:40PM ET",10.4,"Ari","LAD",5.98,6.4,7.97,6.6,"4","4",11
"1B","Adrian Gonzalez",3900,"LAD@Ari 09:40PM ET",4.824,"LAD","Ari",7.36,9.2,8.57,7.8,"4","4",0
"OF","Yasiel Puig",3900,"LAD@Ari 09:40PM ET",9,"LAD","Ari",7.18,9.6,7.58,7,"7","5",0
"OF","Yasmany Tomas",3900,"LAD@Ari 09:40PM ET",7.923,"Ari","LAD",7.91,8.6,7.47,8.1,"5","5",11
"3B","Kyle Seager",3800,"Sea@Oak 10:05PM ET",6.188,"Sea","Oak",5.84,5.9,7.07,7.1,"5","5",5
"OF","Khris Davis",3800,"Sea@Oak 10:05PM ET",10.867,"Oak","Sea",7.86,7,8.14,7.7,"4","4",2
"2B/3B","Logan Forsythe",3800,"LAD@Ari 09:40PM ET",5.4,"LAD","Ari",NA,0,NA,0,"x","x",NA
"OF","Joc Pederson",3800,"LAD@Ari 09:40PM ET",5.375,"LAD","Ari",6.92,9.1,8.01,8,"6","1",12
"SS","Troy Tulowitzki",3700,"Tor@LAA 10:07PM ET",6.357,"Tor","LAA",7.44,6.5,6.82,6.8,"5","5",7
"OF","Kole Calhoun",3700,"Tor@LAA 10:07PM ET",5.125,"LAA","Tor",6.62,6.7,8.25,7.6,"2","2",9
"3B","Justin Turner",3700,"LAD@Ari 09:40PM ET",9,"LAD","Ari",7.44,10.2,9.14,8.2,"3","3",7
"OF","David Peralta",3700,"LAD@Ari 09:40PM ET",7.214,"Ari","LAD",5.98,5.9,7.01,5.4,"7","7",10
"OF","Rajai Davis",3600,"Sea@Oak 10:05PM ET",6.214,"Oak","Sea",NA,NA,NA,NA,"1","x",NA
"2B","Devon Travis",3600,"Tor@LAA 10:07PM ET",2.545,"Tor","LAA",NA,NA,NA,NA,"9","x",NA
"OF","Cameron Maybin",3600,"Tor@LAA 10:07PM ET",6.333,"LAA","Tor",5.37,6.4,7.2,5.8,"6","7",5
"3B","Ryan Schimpf",3600,"Mia@SD 10:10PM ET",6,"SD","Mia",5.68,5.8,7.17,4.9,"5","6",3
"OF","Marcell Ozuna",3600,"Mia@SD 10:10PM ET",10.6,"Mia","SD",7.69,7,6.56,6.4,"6","6",14
"1B","Kendrys Morales",3500,"Tor@LAA 10:07PM ET",6.643,"Tor","LAA",7.63,7.1,7.57,7.2,"4","4",6
"1B","CJ Cron",3500,"Tor@LAA 10:07PM ET",3.25,"LAA","Tor",6.3,7.1,7.8,7.2,"5","5",2
"C","Yasmani Grandal",3500,"LAD@Ari 09:40PM ET",5.267,"LAD","Ari",5.98,8.8,8.18,6.1,"5","6",9
"2B","Chase Utley",3500,"LAD@Ari 09:40PM ET",2,"LAD","Ari",6.14,6.9,5.8,4.7,"8","8",0
"2B","Brandon Drury",3500,"LAD@Ari 09:40PM ET",5.643,"Ari","LAD",6.88,6.7,6.52,6.6,"6","6",16
"OF/SS","Chris Owings",3500,"LAD@Ari 09:40PM ET",7.786,"Ari","LAD",6.53,7.8,7.7,6.9,"2","2",13
"OF","Franklin Gutierrez",3500,"LAD@Ari 09:40PM ET",3.143,"LAD","Ari",NA,0,NA,0,"x","x",NA
"C","JT Realmuto",3500,"Mia@SD 10:10PM ET",8.615,"Mia","SD",6.54,6.5,6.34,6.1,"7","7",3
"2B","Yangervis Solarte",3500,"Mia@SD 10:10PM ET",6.188,"SD","Mia",7.09,6,7.62,6.4,"3","4",12
"3B","Trevor Plouffe",3400,"Sea@Oak 10:05PM ET",5.2,"Oak","Sea",5.47,5.8,6.2,5.2,"6","8",14
"OF","Mitch Haniger",3400,"Sea@Oak 10:05PM ET",12,"Sea","Oak",7.39,7.8,7.1,6.3,"2","2",10
"C","Russell Martin",3400,"Tor@LAA 10:07PM ET",4.417,"Tor","LAA",5.27,6.3,6.35,6,"6","6",13
"1B/3B","Luis Valbuena",3400,"Tor@LAA 10:07PM ET",0,"LAA","Tor",NA,0,NA,0,"x","x",NA
"2B/3B","Martin Prado",3400,"Mia@SD 10:10PM ET",4.5,"Mia","SD",5.75,6.2,7.26,6,"2","2",6
"OF","Manuel Margot",3400,"Mia@SD 10:10PM ET",7.5,"SD","Mia",7.31,6.9,7.74,7.4,"1","1",15
"1B/3B","Ryon Healy",3300,"Sea@Oak 10:05PM ET",5.467,"Oak","Sea",6.26,5.6,1.74,6.3,"8","6",0
"SS","Marcus Semien",3300,"Sea@Oak 10:05PM ET",6.909,"Oak","Sea",NA,0,NA,0,"x","x",NA
"1B/3B","Jefry Marte",3300,"Tor@LAA 10:07PM ET",4.625,"LAA","Tor",6.44,0,1.76,1.3,"x","x",NA
"1B","Cody Bellinger",3300,"LAD@Ari 09:40PM ET",2,"LAD","Ari",NA,0,NA,0,"x","x",NA
"2B/SS","Chris Taylor",3300,"LAD@Ari 09:40PM ET",6,"LAD","Ari",NA,0,1.69,0.4,"x","x",NA
"OF","Jeremy Hazelbaker",3300,"LAD@Ari 09:40PM ET",3.833,"Ari","LAD",NA,0,1.82,0.8,"x","x",NA
"OF","Alex Dickerson",3300,"Mia@SD 10:10PM ET",0,"SD","Mia",NA,0,NA,0,"x","x",NA
"OF","Hunter Renfroe",3300,"Mia@SD 10:10PM ET",5.813,"SD","Mia",5.65,6.3,7.36,6.6,"4","7",8
"1B","Danny Valencia",3200,"Sea@Oak 10:05PM ET",3.533,"Sea","Oak",5.63,7.2,6.15,7.4,"7","7",0
"3B","Yunel Escobar",3200,"Tor@LAA 10:07PM ET",7.176,"LAA","Tor",7.33,6.4,7.84,6,"1","1",7
"OF","Steve Pearce",3200,"Tor@LAA 10:07PM ET",2.8,"Tor","LAA",5.88,0,1.74,5.6,"x","x",NA
"OF","Ben Revere",3200,"Tor@LAA 10:07PM ET",3.1,"LAA","Tor",NA,0,1.68,1.6,"x","x",NA
"C/OF","Chris Herrmann",3200,"LAD@Ari 09:40PM ET",1.75,"Ari","LAD",NA,0,1.61,0.8,"x","x",NA
"OF","Trayce Thompson",3200,"LAD@Ari 09:40PM ET",0,"LAD","Ari",NA,0,NA,0,"x","x",NA
"1B","Justin Bour",3200,"Mia@SD 10:10PM ET",5.4,"Mia","SD",6.06,7.9,7.29,5.9,"5","5",3
"2B/3B","Cory Spangenberg",3200,"Mia@SD 10:10PM ET",0,"SD","Mia",NA,0,NA,0,"x","x",NA
"C","Stephen Vogt",3100,"Sea@Oak 10:05PM ET",5.364,"Oak","Sea",5.96,6.5,6.75,5.8,"5","5",4
"SS","Taylor Motter",3100,"Sea@Oak 10:05PM ET",7.5,"Sea","Oak",6.06,7.2,6.21,2.5,"6","6",5
"OF","Leonys Martin",3100,"Sea@Oak 10:05PM ET",3.857,"Sea","Oak",NA,NA,NA,NA,"8","x",NA
"SS","Andrelton Simmons",3100,"Tor@LAA 10:07PM ET",6,"LAA","Tor",5.19,5.7,6.36,5.5,"7","6",3
"OF","Kevin Pillar",3100,"Tor@LAA 10:07PM ET",7,"Tor","LAA",5.95,7.2,7.66,6.6,"1","1",5
"2B/C","Austin Barnes",3100,"LAD@Ari 09:40PM ET",5,"LAD","Ari",NA,0,1.73,0.5,"x","x",NA
"OF","Andrew Toles",3100,"LAD@Ari 09:40PM ET",5.067,"LAD","Ari",6.95,9.8,9.16,5.5,"1","7",5
"OF","Socrates Brito",3100,"LAD@Ari 09:40PM ET",0,"Ari","LAD",NA,0,NA,0,"x","x",NA
"3B","Derek Dietrich",3100,"Mia@SD 10:10PM ET",4.538,"Mia","SD",5.85,0,1.6,1.2,"x","x",NA
"2B","Danny Espinosa",3000,"Tor@LAA 10:07PM ET",6,"LAA","Tor",5.48,5.1,6.3,5.3,"8","8",10
"3B/OF","Rob Segedin",3000,"LAD@Ari 09:40PM ET",2.5,"LAD","Ari",NA,0,NA,0,"x","x",NA
"OF","Travis Jankowski",3000,"Mia@SD 10:10PM ET",4.357,"SD","Mia",4.87,5,5.98,5.2,"9","8",3
"C","Josh Phegley",2900,"Sea@Oak 10:05PM ET",3.4,"Oak","Sea",NA,0,1.61,0.6,"x","x",NA
"1B/OF","Mark Canha",2900,"Sea@Oak 10:05PM ET",1.667,"Oak","Sea",NA,0,NA,0,"x","x",NA
"OF","Jarrod Dyson",2900,"Sea@Oak 10:05PM ET",6.133,"Sea","Oak",6.3,7.3,6.01,7.2,"1","9",3
"OF","Andre Ethier",2900,"LAD@Ari 09:40PM ET",0,"LAD","Ari",NA,0,NA,0,"x","x",NA
"C","Mike Zunino",2800,"Sea@Oak 10:05PM ET",3.231,"Sea","Oak",NA,NA,NA,NA,"9","x",NA
"1B","Yonder Alonso",2800,"Sea@Oak 10:05PM ET",7.462,"Oak","Sea",5.85,5.9,6.39,5.1,"7","2",17
"OF","Ben Gamel",2800,"Sea@Oak 10:05PM ET",0,"Sea","Oak",NA,0,NA,0,"x","x",NA
"1B","Justin Smoak",2800,"Tor@LAA 10:07PM ET",5.357,"Tor","LAA",5.56,6.3,5.93,1.2,"7","7",11
"1B","Rowdy Tellez",2800,"Tor@LAA 10:07PM ET",0,"Tor","LAA",NA,0,NA,0,"x","x",NA
"OF","Dalton Pompey",2800,"Tor@LAA 10:07PM ET",0,"Tor","LAA",NA,0,NA,0,"x","x",NA
"1B/OF","Scott Van Slyke",2800,"LAD@Ari 09:40PM ET",2.813,"LAD","Ari",5.68,0,1.7,0.5,"x","x",NA
"3B/OF","Kike Hernandez",2800,"LAD@Ari 09:40PM ET",5.75,"LAD","Ari",NA,NA,1.78,NA,NA,NA,NA
"OF","Destin Hood",2800,"Mia@SD 10:10PM ET",0,"Mia","SD",NA,0,NA,0,"x","x",NA
"2B","Jed Lowrie",2700,"Sea@Oak 10:05PM ET",5.929,"Oak","Sea",5.85,5.9,6.93,5.2,"3","3",7
"C","Jarrod Saltalamacchia",2700,"Tor@LAA 10:07PM ET",0.833,"Tor","LAA",NA,0,1.51,0.9,"x","x",NA
"OF","Ezequiel Carrera",2700,"Tor@LAA 10:07PM ET",3.909,"Tor","LAA",5.88,6.4,7.15,4.5,"2","2",12
"C","Chris Iannetta",2700,"LAD@Ari 09:40PM ET",6.125,"Ari","LAD",NA,NA,NA,NA,"8","x",NA
"C","Christian Bethancourt",2700,"Mia@SD 10:10PM ET",0.429,"SD","Mia",NA,0,1.5,NA,"x","x",NA
"C","Austin Hedges",2700,"Mia@SD 10:10PM ET",3.867,"SD","Mia",5.33,5.9,5.84,3.9,"6","5",18
"1B/OF","Tyler Moore",2700,"Mia@SD 10:10PM ET",2,"Mia","SD",NA,0,NA,0,"x","x",NA
"OF","Ichiro Suzuki",2700,"Mia@SD 10:10PM ET",2,"Mia","SD",4.3,0,1.36,1.1,"x","x",NA
"OF","Jake Smolinski",2600,"Sea@Oak 10:05PM ET",0,"Oak","Sea",NA,0,NA,0,"x","x",NA
"OF","Guillermo Heredia",2600,"Sea@Oak 10:05PM ET",5.8,"Sea","Oak",NA,7.3,6.51,1.1,"x","1",8
"2B/OF","Daniel Descalso",2600,"LAD@Ari 09:40PM ET",2.833,"Ari","LAD",NA,0,1.51,0,"x","x",NA
"3B/SS","Adeiny Hechavarria",2600,"Mia@SD 10:10PM ET",4,"Mia","SD",NA,5,4.83,1.5,"x","8",0
"SS","Erick Aybar",2600,"Mia@SD 10:10PM ET",3.4,"SD","Mia",4.18,5,1.48,3.5,"x","2",5
"C","Bruce Maxwell",2500,"Sea@Oak 10:05PM ET",3,"Oak","Sea",NA,0,NA,0,"x","x",NA
"2B/SS","Shawn O'Malley",2500,"Sea@Oak 10:05PM ET",0,"Sea","Oak",NA,0,NA,0,"x","x",NA
"SS","Nick Ahmed",2500,"LAD@Ari 09:40PM ET",5.1,"Ari","LAD",NA,0,1.61,0.8,"x","x",NA
"C","AJ Ellis",2500,"Mia@SD 10:10PM ET",3.5,"Mia","SD",NA,0,1.47,0.6,"x","x",NA
"3B/SS","Luis Sardinas",2500,"Mia@SD 10:10PM ET",1.364,"SD","Mia",NA,NA,NA,NA,"7","x",NA
"OF/SS","Allen Cordoba",2500,"Mia@SD 10:10PM ET",3.083,"SD","Mia",NA,0,1.66,1.5,"x","x",NA
"C","Carlos Ruiz",2400,"Sea@Oak 10:05PM ET",4,"Sea","Oak",4.67,5.5,5.01,0.8,"x","8",2
"OF","Matt Joyce",2400,"Sea@Oak 10:05PM ET",3.615,"Oak","Sea",5.38,7.1,7.1,5.7,"2","7",5
"C","Martin Maldonado",2400,"Tor@LAA 10:07PM ET",3.571,"LAA","Tor",5.19,4.4,5.32,2.4,"9","9",7
"C","Juan Graterol",2400,"Tor@LAA 10:07PM ET",0,"LAA","Tor",NA,0,1.52,0,"x","x",NA
"2B/3B","Darwin Barney",2400,"Tor@LAA 10:07PM ET",3.5,"Tor","LAA",4.87,0,5.1,0.6,"x","x",NA
"SS","JT Riddle",2400,"Mia@SD 10:10PM ET",2.625,"Mia","SD",NA,0,NA,0,"x","x",NA
"OF","Jabari Blash",2400,"Mia@SD 10:10PM ET",1,"SD","Mia",NA,0,NA,0,"x","x",NA
"2B/3B","Adam Rosales",2300,"Sea@Oak 10:05PM ET",5.25,"Oak","Sea",4.64,4.3,5.41,3.4,"9","9",7
"C","Carlos Perez",2300,"Tor@LAA 10:07PM ET",0.833,"LAA","Tor",NA,0,NA,0,"x","x",NA
"C","Jeff Mathis",2300,"LAD@Ari 09:40PM ET",3.556,"Ari","LAD",NA,5.9,4.71,0.6,"x","8",0
"C","Hector Sanchez",2300,"Mia@SD 10:10PM ET",0,"SD","Mia",NA,0,1.44,1.3,"x","x",NA
"2B/3B","Ryan Goins",2200,"Tor@LAA 10:07PM ET",1.875,"Tor","LAA",NA,4.4,1.38,0.9,"x","9",4
"3B/OF","Ty Kelly",2200,"Tor@LAA 10:07PM ET",0,"Tor","LAA",NA,0,1.43,1.1,"x","x",NA
"3B/SS","Miguel Rojas",2200,"Mia@SD 10:10PM ET",5,"Mia","SD",NA,NA,NA,NA,"8","x",NA
"2B","Chad Pinder",2100,"Sea@Oak 10:05PM ET",9.5,"Oak","Sea",NA,0,1.55,0.9,"x","x",NA
"2B/OF","Mike Freeman",2100,"Sea@Oak 10:05PM ET",5,"Sea","Oak",NA,0,NA,1.1,"x","x",NA
"2B/SS","Cliff Pennington",2100,"Tor@LAA 10:07PM ET",2.571,"LAA","Tor",NA,0,1.38,0.6,"x","x",NA
"OF","Brett Eibner",2100,"LAD@Ari 09:40PM ET",0,"LAD","Ari",NA,0,1.77,1,"x","x",NA
"OF","Jaff Decker",2000,"Sea@Oak 10:05PM ET",8.25,"Oak","Sea",NA,6.9,5.02,1.3,"x","1",6
"3B/OF","Chris Coghlan",2000,"Tor@LAA 10:07PM ET",2.5,"Tor","LAA",4.87,4.8,1.56,5.4,"8","8",11
"C","Luis Torrens",2000,"Mia@SD 10:10PM ET",1.75,"SD","Mia",NA,0,1.4,0.9,"x","x",NA
