"Paul Goldschmidt_ARI","Chris Taylor_LAD","Gregor Blanco_ARI","Cody Bellinger_LAD","Corey Seager_LAD","Michael Conforto_NYM","Brandon Belt_SF","Yasiel Puig_LAD","AJ Pollock_ARI","Jay Bruce_NYM","Jake Lamb_ARI","Austin Barnes_LAD","JD Martinez_ARI","Curtis Granderson_NYM","Chase Utley_LAD","Buster Posey_SF","Yoenis Cespedes_NYM","Adrian Gonzalez_LAD","Justin Turner_LAD","Nick Hundley_SF","David Wright_NYM","Kike Hernandez_LAD","Hunter Pence_SF","Asdrubal Cabrera_NYM","Joc Pederson_LAD","Pablo Sandoval_SF","Yasmany Tomas_ARI","David Peralta_ARI","Chris Owings_ARI","Franklin Gutierrez_LAD","Wilmer Flores_NYM","Peter O'Brien_LAD","Jarrett Parker_SF","Joe Panik_SF","Ketel Marte_ARI","Christian Arroyo_SF","Jose Reyes_NYM","Yasmani Grandal_LAD","Denard Span_SF","Daniel Descalso_ARI","Kelby Tomlinson_SF","Travis d'Arnaud_NYM","Logan Forsythe_LAD","Trayce Thompson_LAD","Brandon Crawford_SF","Chris Herrmann_ARI","Rey Fuentes_ARI","Mac Williamson_SF","Andrew Toles_LAD","Amed Rosario_NYM","Willie Calhoun_LAD","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Rob Segedin_LAD","Brandon Nimmo_NYM","TJ Rivera_NYM","Alex Verdugo_LAD","Socrates Brito_ARI","Andre Ethier_LAD","Neil Walker_NYM","Juan Lagares_NYM","Gavin Cecchini_NYM","Jeff Mathis_ARI","Aaron Hill_SF","Chris Iannetta_ARI","Gorkys Hernandez_SF","Brandon Drury_ARI","Matt Reynolds_NYM","Kevin Plawecki_NYM","Conor Gillaspie_SF","Justin Ruggiano_SF","Adam Rosales_ARI","Michael Morse_SF","Mike Freeman_LAD","Tim Federowicz_SF","Rene Rivera_NYM","Brett Eibner_LAD","Kyle Farmer_LAD","Emilio Bonifacio_ARI","Chris Marrero_SF","Carlos Moncrief_SF","Ildemaro Vargas_ARI","Jack Reinheimer_ARI","Austin Slater_SF","Miguel Gomez_SF","Dawel Lugo_ARI","Domingo Leyba_ARI","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
78.6594059405941,0,0,0,0,0,0,0,15.1023529411765,0,0.973244147157191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0163963963964,6.58456790123457,0,0,0,0,0,0,0,0,0,0,8.12765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2852969814995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76.3578304331729,0,4.596547314578,-3.69951923076923,0,0,7.86779661016949,0,0,0,0,0,0,-5.47597597597598,0,0,0,16.4196428571429,0,0,0,0,0,5.0697012802276,0,0,0,0,0,0,0,0,0,0,0,0,-7.09411764705882,0,0,0,0,19.1951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.596547314578,0,107.811111111111,6.2646499238965,0,0,22.6888111888112,0,0,0,0,0,0,2.49335106382979,0,0,0,9.12929292929293,0,0,0,0,0,-1.65559246954596,0,0,0,0,0,0,0,0,0,0,0,0,-2.78196721311475,0,0,0,0,4.94927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.69951923076923,0,6.2646499238965,74.469541328237,0,0,14.5602077247647,0,0,0,0,0,0,3.90122448979592,0,0,0,3.38076923076923,0,0,0,0,0,9.77891156462585,0,0,0,0,0,0,0,0,0,0,0,0,21.576397515528,0,0,0,0,12.0203193033382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,89.9349315068493,0,0,0,-6.33647936786655,0,0,0,-12.1772247360483,0,0,10.6666666666667,0,0,0,0,0,0,5.02748226950355,0,0,0,0,0,0,-0.369871794871795,0,0,0,0,0,-2.2843315184513,0,0,0,0,-5.41176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11480496453901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47.2974244120941,0,0,0,0,0,0,0,0,7.34208860759494,0,0,0,0,0,0,14.7363184079602,0,0,0,0,0,0,0,0,0,0,7.81772151898734,0,0,0,0,8.72587991718427,0,0,0,0,0,-1.39516390782214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49491211840888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.86779661016949,0,22.6888111888112,14.5602077247647,0,0,62.511093290564,0,0,0,0,0,0,2.63297872340426,0,0,0,2.91551459293395,0,0,0,0,0,12.8914007092199,0,0,0,0,0,0,0,0,0,0,0,0,-2.91374012291484,0,0,0,0,-5.90070921985816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.1023529411765,0,0,0,0,0,0,0,65.6291727140784,0,6.54440333024977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9682926829268,-7.1869918699187,0,0,0,0,0,0,0,0,0,0,-4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-6.33647936786655,0,0,0,78.8929451287794,0,0,0,0.856539235412475,0,0,-9.16705882352941,0,0,0,0,0,0,9.746875,0,0,0,0,0,0,9.88901960784314,0,0,0,0,0,9.27442388834794,0,0,0,0,-11.2089447938505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3107344632768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
