"Jose Altuve_HOU","Corey Seager_LAD","Rougned Odor_TEX","Carlos Correa_HOU","Kurt Suzuki_ATL","Nelson Cruz_SEA","Lucas Duda_TB","Cody Bellinger_LAD","Nomar Mazara_TEX","Lorenzo Cain_KC","Steven Souza_TB","George Springer_HOU","Alex Bregman_HOU","Kike Hernandez_LAD","Yasiel Puig_LAD","Shin-Soo Choo_TEX","Jake Marisnick_HOU","Corey Dickerson_TB","Mike Moustakas_KC","Eric Hosmer_KC","Mike Zunino_SEA","Whit Merrifield_KC","Elvis Andrus_TEX","Josh Reddick_HOU","Marwin Gonzalez_HOU","Freddie Freeman_ATL","Carlos Beltran_HOU","Justin Turner_LAD","Joc Pederson_LAD","Robinson Cano_SEA","Carlos Gomez_TEX","Eduardo Escobar_MIN","Brian Dozier_MIN","Joey Gallo_TEX","Evan Longoria_TB","Evan Gattis_HOU","Austin Barnes_LAD","Chris Taylor_LAD","Adrian Beltre_TEX","Miguel Sano_MIN","Ronald Guzman_TEX","Logan Morrison_TB","Brandon Phillips_ATL","Salvador Perez_KC","Kyle Seager_SEA","Adrian Gonzalez_LAD","Chase Utley_LAD","Matt Kemp_ATL","Melky Cabrera_KC","Jarrod Dyson_SEA","Jorge Bonifacio_KC","Guillermo Heredia_SEA","Brian McCann_HOU","Derek Fisher_HOU","Jean Segura_SEA","Matt Adams_ATL","Mitch Haniger_SEA","Ben Gamel_SEA","Robbie Grossman_MIN","Kennys Vargas_MIN","Franklin Gutierrez_LAD","Nick Markakis_ATL","Yasmani Grandal_LAD","Peter O'Brien_LAD","Jorge Soler_KC","Joe Mauer_MIN","Tyler Flowers_ATL","Johan Camargo_ATL","Alex Gordon_KC","Leonys Martin_SEA","Delino DeShields_TEX","Kevin Kiermaier_TB","Ender Inciarte_ATL","Taylor Motter_SEA","Jason Castro_MIN","Eddie Rosario_MIN","Jurickson Profar_TEX","Byron Buxton_MIN","Colby Rasmus_TB","Mallex Smith_TB","Danny Santana_ATL","Adonis Garcia_ATL","Danny Valencia_SEA","Ramon Torres_KC","Cheslor Cuthbert_KC","Hunter Dozier_KC","Mike Napoli_TEX","Matt Duffy_TB","Yuli Gurriel_HOU","Trayce Thompson_LAD","Dansby Swanson_ATL","Paulo Orlando_KC","Billy Burns_KC","Max Kepler_MIN","Andrew Toles_LAD","Willie Calhoun_LAD","Brandon Moss_KC","Danny Espinosa_SEA","Robinson Chirinos_TEX","Pete Kozma_TEX","Ehire Adrianza_MIN","Brett Nicholas_TEX","Jared Hoying_TEX","Peter Bourjos_TB","Wilson Ramos_TB","Rob Segedin_LAD","Jace Peterson_ATL","Alex Verdugo_LAD","Andy Ibanez_TEX","Trevor Plouffe_TB","JD Davis_HOU","Jake Bauers_TB","Andre Ethier_LAD","Logan Forsythe_LAD","Ryan O'Hearn_KC","Alcides Escobar_KC","Shawn O'Malley_SEA","Terrance Gore_KC","Hanser Alberto_TEX","Derek Norris_TB","Brad Miller_TB","Micah Johnson_ATL","Carlos Ruiz_SEA","DJ Peterson_SEA","Boog Powell_SEA","Drew Stubbs_TEX","Ryan Rua_TEX","Rickie Weeks_TB","Jesus Sucre_TB","AJ Reed_HOU","Kyle Farmer_LAD","Rio Ruiz_ATL","Travis Demeritte_ATL","Tuffy Gosewisch_SEA","Chris Gimenez_MIN","Tyler Smith_TEX","Adeiny Hechavarria_TB","Curt Casali_TB","Sean Rodriguez_ATL","Ronald Acuna_ATL","Drew Butera_KC","Raul Mondesi_KC","Jorge Polanco_MIN","Drew Robinson_TEX","Daniel Robertson_TB","Kyle Tucker_HOU","Mike Freeman_LAD","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Anthony Recker_MIN","Zack Granite_MIN","Juan Centeno_HOU","Colin Moran_HOU","Tony Kemp_HOU","Brett Eibner_LAD","Daniel Palka_MIN","Shane Peterson_TB","Tyler White_HOU","Ozzie Albies_ATL","Taylor Featherston_TB","Willy Adames_TB","Lane Adams_ATL"
96,0,0,74,0,0,0,0,0,0,0,82,86,0,0,0,43,0,0,0,0,0,0,72,65,0,77,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0
0,90,0,0,0,0,0,71,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,63,48,0,0,0,0,0,0,0,22,63,0,0,0,0,0,0,0,38,50,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,86,0,0,0,0,0,0,90,0,0,0,0,0,0,96,0,0,0,0,0,0,0,71,0,0,85,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,79,0,0,0,0,0,0,0,72,70,0,0,0,32,0,0,0,0,0,0,58,50,0,64,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,33,0,0,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,0,2,17,0,0,0,0,40,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,75,0,55,0,0,67,0,51,68,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,49,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,0,0,0,0,0,79,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,53,42,0,0,0,0,0,0,0,21,67,0,0,0,0,0,0,0,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,86,0,0,0,0,0,86,0,0,0,0,0,0,76,0,0,0,0,0,0,82,0,0,0,0,0,0,0,60,0,0,79,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,84,92,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,2,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,11,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,93,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,19,32,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0
82,0,0,72,0,0,0,0,0,0,0,85,77,0,0,0,34,0,0,0,0,0,0,62,57,0,69,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
86,0,0,70,0,0,0,0,0,0,0,77,91,0,0,0,40,0,0,0,0,0,0,70,60,0,71,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,0,0,0,0,0,64,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,61,47,0,0,0,0,0,0,0,18,58,0,0,0,0,0,0,0,36,48,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,90,0,0,0,0,0,76,0,0,0,0,0,0,91,0,0,0,0,0,0,87,0,0,0,0,0,0,0,64,0,0,77,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,32,0,0,0,0,0,0,0,34,40,0,0,0,43,0,0,0,0,0,0,21,28,0,34,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
