"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Danny Salazar",10300,"CLE@MIN 08:10PM ET",22.325,"CLE","MIN",20.7,22,19.438,17.6,24.1
"SP","John Lackey",10200,"MIL@CHC 08:05PM ET",24,"CHC","MIL",21.24,22.7,23.2445,17.7,4.7
"SP","Robbie Ray",9800,"ARI@LAD 10:10PM ET",22.375,"ARI","LAD",18.38,19.8,16.909,12.9,27.3
"SP","Jharel Cotton",8200,"TEX@OAK 10:05PM ET",15.25,"OAK","TEX",16.48,16.5,18.305,14.8,3.2
"SP","Brandon McCarthy",7900,"ARI@LAD 10:10PM ET",15.183,"LAD","ARI",17.57,18.5,17.73,10.7,18.45
"SP","Ivan Nova",7500,"PIT@STL 07:15PM ET",13,"PIT","STL",17.43,14.5,11.731,11.1,17
"SP","Jaime Garcia",7200,"SD@ATL 07:35PM ET",4.275,"ATL","SD",14.78,18.6,16.256,13,13.45
"SP","Tom Koehler",7100,"MIA@SEA 10:10PM ET",9.175,"MIA","SEA",12.62,13.1,12.774,10.1,3.6
"SP","Jesse Chavez",6900,"LAA@HOU 08:10PM ET",9.533,"LAA","HOU",15.26,12.8,11.44,11,16.35
"SP","Lance Lynn",6800,"PIT@STL 07:15PM ET",9.125,"STL","PIT",16.92,14.8,15.666,12.2,26.15
"SP","Chase Anderson",6700,"MIL@CHC 08:05PM ET",23.625,"MIL","CHC",9.64,15.1,10.972,8.6,16.45
"SP","AJ Griffin",6500,"TEX@OAK 10:05PM ET",9.9,"TEX","OAK",13.16,12.3,13.632,9.7,32.3
"SP","Charlie Morton",6500,"LAA@HOU 08:10PM ET",12.275,"HOU","LAA",16.86,14.7,14.214,9.5,16.45
"SP","Ariel Miranda",6300,"MIA@SEA 10:10PM ET",9.6,"SEA","MIA",13.03,12.5,15.148,9.6,27.35
"SP","Jered Weaver",6100,"SD@ATL 07:35PM ET",9.775,"SD","ATL",12.56,10.5,10.114,8.3,11.3
"SP","Jordan Montgomery",6000,"CWS@NYY 07:05PM ET",15.7,"NYY","CWS",13.52,12.7,12.826,12.9,14.1
"SP","Derek Holland",5700,"CWS@NYY 07:05PM ET",19.2,"CWS","NYY",10.86,10.9,13.175,10,-0.1
"SP","Kyle Gibson",5400,"CLE@MIN 08:10PM ET",5.225,"MIN","CLE",11.3,9.9,10.757,8.7,3.4
