"Bryce Harper_WAS","Cody Bellinger_LAD","Corey Seager_LAD","Ryan Zimmerman_WAS","Daniel Murphy_WAS","Anthony Rendon_WAS","Justin Turner_LAD","Wil Myers_SD","Jedd Gyorko_STL","Trea Turner_WAS","Joc Pederson_LAD","Chris Taylor_LAD","Tommy Pham_STL","Michael Taylor_WAS","Dexter Fowler_STL","Randal Grichuk_STL","Stephen Piscotty_STL","Adam Eaton_WAS","Yadier Molina_STL","Aledmys Diaz_STL","Paul DeJong_STL","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Adam Lind_WAS","Matt Carpenter_STL","Kike Hernandez_LAD","Hunter Renfroe_SD","Jayson Werth_WAS","Chase Utley_LAD","Manuel Margot_SD","Brian Goodwin_WAS","Matt Wieters_WAS","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Logan Forsythe_LAD","Ryan Schimpf_SD","Peter O'Brien_LAD","Austin Barnes_LAD","Yangervis Solarte_SD","Ryan Raburn_WAS","Chad Huffman_STL","Jose Pirela_SD","Erick Aybar_SD","Trayce Thompson_LAD","Alex Dickerson_SD","Jose Martinez_STL","Andrew Toles_LAD","Willie Calhoun_LAD","Kolten Wong_STL","Rob Segedin_LAD","Franchy Cordero_SD","Alex Verdugo_LAD","Stephen Drew_WAS","Harrison Bader_STL","Andre Ethier_LAD","Travis Jankowski_SD","Cory Spangenberg_SD","Scott Van Slyke_LAD","Matt Szczur_SD","Chase d'Arnaud_SD","Allen Cordoba_SD","Chris Heisey_WAS","Wilmer Difo_WAS","Magneuris Sierra_STL","Christian Bethancourt_SD","Luis Urias_SD","Greg Garcia_STL","Pedro Severino_WAS","Carson Kelly_STL","Jose Rondon_SD","Austin Hedges_SD","Eric Fryer_STL","Rafael Bautista_WAS","Jabari Blash_SD","Jose Lobaton_WAS","Luke Voit_STL","Hector Sanchez_SD","Mike Freeman_LAD","Carlos Asuaje_SD","Alex Mejia_STL","Brett Eibner_LAD","Adrian Sanchez_WAS","Luis Torrens_SD"
89.2634032634033,0,0,25.9057239057239,9.59802259887006,21.3926553672316,0,0,0,19.065233785822,0,0,0,18.2035152636448,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,21.7291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.212406015038,26.0165816326531,0,0,0,12.0071301247772,0,0,0,-11.3216666666667,9.48019323671498,0,0,0,0,0,0,0,0,0,-4.06833333333333,40.4282828282828,0,0,0,0,0,3.25371120107962,0,0,0,0,-5.42635658914729,1.35897435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.0165816326531,78.7340569877883,0,0,0,4.27630121816168,0,0,0,17.5645161290323,-12.369512195122,0,0,0,0,0,0,0,0,0,3.24466571834993,15.640037593985,0,0,0,0,0,6.34451219512195,0,0,0,0,29.868778280543,26.5520833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.9057239057239,0,0,80.4535519125683,13.3082706766917,-0.109090909090909,0,0,0,9.74941176470588,0,0,0,15.5740055504163,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83033033033033,0,0,0,22.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.59802259887006,0,0,13.3082706766917,68.2321678321678,12.6440677966102,0,0,0,18.4858490566038,0,0,0,22.5886524822695,0,0,0,0,0,0,0,0,0,0,0,0,0,16.502024291498,0,0,0,20.0985198889917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3926553672316,0,0,-0.109090909090909,12.6440677966102,121.575990675991,0,0,0,-5.84506531204644,0,0,0,17.6971428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4054054054054,0,0,0,41.0943570767808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.0071301247772,4.27630121816168,0,0,0,47.843137254902,0,0,0,7.13218390804598,23.4458689458689,0,0,0,0,0,0,0,0,0,9.87619047619048,4.90063424947146,0,0,0,0,0,13.7717391304348,0,0,0,0,1.88174603174603,22.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57.8302034428795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93776641091219,0,0,11.1035353535354,0,0,0,0,0,-5.49651567944251,0,0,13.2980030721966,0,0,0,5.67571644042232,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.96558704453441,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68201754385965,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58.172131147541,0,0,0,28.7492492492492,0,-4.66328502415459,-4.84453781512605,3.91282051282051,0,2.54298642533937,12.2938775510204,0,0,0,0,6.01720779220779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.065233785822,0,0,9.74941176470588,18.4858490566038,-5.84506531204644,0,0,0,99.2565751022794,0,0,0,30.2686170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.524064171122995,0,0,0,-2.95296167247387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
