"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Zack Greinke","Alex Meyer","Robinson Chirinos","Brandon Belt","Rougned Odor","Jedd Gyorko","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","David Peralta"
"2","Zack Greinke","Jimmy Nelson","Gary Sanchez","Albert Pujols","Rougned Odor","Yunel Escobar","Andrelton Simmons","David Peralta","Kole Calhoun","Eric Young"
"3","Zack Greinke","Jimmy Nelson","Willson Contreras","Jose Martinez","Rougned Odor","Jedd Gyorko","Aledmys Diaz","Stephen Piscotty","Tommy Pham","David Peralta"
"4","Zack Greinke","Jimmy Nelson","Robinson Chirinos","Ryan Rua","Rougned Odor","Joey Gallo","Andrelton Simmons","Andrew McCutchen","Nomar Mazara","David Peralta"
"5","Yu Darvish","John Lackey","Robinson Chirinos","Matt Carpenter","Rougned Odor","Manny Machado","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Denard Span"
"6","Jimmy Nelson","John Lackey","Gary Sanchez","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Andrew McCutchen","David Peralta","Seth Smith"
"7","Zack Greinke","John Lackey","Caleb Joseph","Chris Davis","Rougned Odor","Manny Machado","Aledmys Diaz","Adam Jones","David Peralta","Seth Smith"
"8","Zack Greinke","Alex Meyer","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Denard Span","David Peralta","Jason Heyward"
"9","Zack Greinke","Alex Meyer","Gary Sanchez","Jose Martinez","Paul DeJong","Jedd Gyorko","Aledmys Diaz","Andrew McCutchen","Stephen Piscotty","Denard Span"
"10","Zack Greinke","Alex Meyer","Robinson Chirinos","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Denard Span","David Peralta","Melky Cabrera"
"11","Zack Greinke","Yu Darvish","Robinson Chirinos","Albert Pujols","Cliff Pennington","Manny Machado","Andrelton Simmons","Denard Span","Kole Calhoun","Eric Young"
"12","Zack Greinke","John Lackey","Robinson Chirinos","Ryan Rua","Rougned Odor","Joey Gallo","Brandon Crawford","Michael Conforto","Denard Span","Jared Hoying"
"13","Jimmy Nelson","Rick Porcello","Robinson Chirinos","Paul Goldschmidt","Rougned Odor","Jake Lamb","Elvis Andrus","Andrew McCutchen","Shin-Soo Choo","Nomar Mazara"
"14","Zack Greinke","Rick Porcello","Robinson Chirinos","Ryan Rua","Rougned Odor","Kris Bryant","Elvis Andrus","Nomar Mazara","Denard Span","Kole Calhoun"
"15","Zack Greinke","Alex Meyer","Gary Sanchez","Brandon Belt","Brian Dozier","Joey Gallo","Elvis Andrus","Shin-Soo Choo","Delino DeShields","Jared Hoying"
"16","Zack Greinke","John Lackey","Eric Fryer","Jose Martinez","Paul DeJong","Jedd Gyorko","Aledmys Diaz","Corey Dickerson","Mookie Betts","David Peralta"
"17","Zack Greinke","Rick Porcello","Caleb Joseph","Brandon Belt","Josh Harrison","Manny Machado","JJ Hardy","Adam Jones","Denard Span","Seth Smith"
"18","Yu Darvish","John Lackey","Gary Sanchez","Jose Martinez","Brian Dozier","Jedd Gyorko","Aledmys Diaz","Corey Dickerson","Stephen Piscotty","Tommy Pham"
"19","Zack Greinke","John Lackey","Travis d'Arnaud","Jay Bruce","Rougned Odor","Jedd Gyorko","Asdrubal Cabrera","Michael Conforto","David Peralta","Juan Lagares"
"20","Jimmy Nelson","John Lackey","Gary Sanchez","Chris Davis","Brian Dozier","Manny Machado","Jordy Mercer","Adam Jones","Mark Trumbo","Seth Smith"
