"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Zack Greinke","Alex Meyer","Robinson Chirinos","Brandon Belt","Rougned Odor","Jedd Gyorko","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Denard Span"
"Zack Greinke","Jimmy Nelson","Willson Contreras","Jose Martinez","Rougned Odor","Jedd Gyorko","Aledmys Diaz","Stephen Piscotty","Tommy Pham","David Peralta"
"Zack Greinke","Jimmy Nelson","Gary Sanchez","Albert Pujols","Rougned Odor","Yunel Escobar","Andrelton Simmons","David Peralta","Kole Calhoun","Eric Young"
"Zack Greinke","Jimmy Nelson","Robinson Chirinos","Ryan Rua","Rougned Odor","Joey Gallo","Andrelton Simmons","Andrew McCutchen","Nomar Mazara","David Peralta"
"Yu Darvish","John Lackey","Robinson Chirinos","Matt Carpenter","Rougned Odor","Manny Machado","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","David Peralta"
"Zack Greinke","Alex Meyer","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Andrelton Simmons","Denard Span","David Peralta","Jason Heyward"
"Zack Greinke","John Lackey","Caleb Joseph","Chris Davis","Rougned Odor","Manny Machado","Aledmys Diaz","Adam Jones","David Peralta","Seth Smith"
"Jimmy Nelson","John Lackey","Gary Sanchez","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Andrew McCutchen","David Peralta","Seth Smith"
"Zack Greinke","Alex Meyer","Gary Sanchez","Jose Martinez","Paul DeJong","Jedd Gyorko","Aledmys Diaz","Andrew McCutchen","Stephen Piscotty","Denard Span"
"Zack Greinke","Alex Meyer","Robinson Chirinos","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Denard Span","David Peralta","Melky Cabrera"
"Zack Greinke","Yu Darvish","Willson Contreras","Albert Pujols","Cliff Pennington","Jedd Gyorko","Andrelton Simmons","Denard Span","Kole Calhoun","Eric Young"
"Zack Greinke","Yu Darvish","Robinson Chirinos","Ryan Rua","Rougned Odor","Joey Gallo","Aledmys Diaz","Denard Span","Seth Smith","Jared Hoying"
"Jimmy Nelson","Rick Porcello","Robinson Chirinos","Paul Goldschmidt","Rougned Odor","Jake Lamb","Elvis Andrus","Andrew McCutchen","Shin-Soo Choo","Nomar Mazara"
"Zack Greinke","John Lackey","Eric Fryer","Jose Martinez","Paul DeJong","Jedd Gyorko","Aledmys Diaz","Corey Dickerson","Mookie Betts","David Peralta"
"Zack Greinke","Rick Porcello","Caleb Joseph","Brandon Belt","Josh Harrison","Manny Machado","JJ Hardy","Adam Jones","Denard Span","Seth Smith"
"Zack Greinke","Alex Meyer","Gary Sanchez","Brandon Belt","Brian Dozier","Joey Gallo","Elvis Andrus","Shin-Soo Choo","Delino DeShields","Jared Hoying"
"Zack Greinke","John Lackey","Derek Norris","Logan Morrison","Rougned Odor","Evan Longoria","Aledmys Diaz","Corey Dickerson","Kevin Kiermaier","Denard Span"
"Zack Greinke","John Lackey","Robinson Chirinos","Ryan Rua","Rougned Odor","Kris Bryant","Elvis Andrus","Nomar Mazara","Seth Smith","Kole Calhoun"
"Yu Darvish","Jimmy Nelson","Robinson Chirinos","Chris Davis","Rougned Odor","Manny Machado","Andrelton Simmons","Adam Jones","Mark Trumbo","Seth Smith"
"Zack Greinke","John Lackey","Travis d'Arnaud","Jay Bruce","Rougned Odor","Jedd Gyorko","Asdrubal Cabrera","Michael Conforto","Denard Span","Juan Lagares"
