"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Madison Bumgarner",12200,"ARI@SF 09:05PM ET",19.511,"SF"
"SP","Johnny Cueto",11400,"ARI@SF 09:05PM ET",13.633,"SF"
"SP","Taijuan Walker",9800,"ARI@SF 09:05PM ET",16.091,"ARI"
"SP","Zack Greinke",9100,"ARI@SF 09:05PM ET",21.876,"ARI"
"SP","Robbie Ray",9100,"ARI@SF 09:05PM ET",21.93,"ARI"
"SP","Jeff Samardzija",8900,"ARI@SF 09:05PM ET",15.708,"SF"
"SP","Chris Smith",8600,"OAK@LAA 09:07PM ET",8.44,"OAK"
"SP","Matt Shoemaker",8500,"OAK@LAA 09:07PM ET",13.982,"LAA"
"SP","Garrett Richards",8500,"OAK@LAA 09:07PM ET",16.1,"LAA"
"SP","Jharel Cotton",8200,"OAK@LAA 09:07PM ET",11.125,"OAK"
"SP","Sean Manaea",8100,"OAK@LAA 09:07PM ET",16.1,"OAK"
"RP","Daniel Gossett",8000,"OAK@LAA 09:07PM ET",10.25,"OAK"
"SP","Matt Moore",8000,"ARI@SF 09:05PM ET",9.936,"SF"
"SP","Tyler Skaggs",7900,"OAK@LAA 09:07PM ET",15.84,"LAA"
"SP","Archie Bradley",7600,"ARI@SF 09:05PM ET",4.706,"ARI"
"SP","Ricky Nolasco",7500,"OAK@LAA 09:07PM ET",12.484,"LAA"
"SP","A.J. Puk",6900,"OAK@LAA 09:07PM ET",0,"OAK"
"SP","Anthony Banda",6900,"ARI@SF 09:05PM ET",17.625,"ARI"
"SP","Daniel Mengden",6700,"OAK@LAA 09:07PM ET",-1.8,"OAK"
"SP","Jesse Chavez",6500,"OAK@LAA 09:07PM ET",9.51,"LAA"
"SP","Shelby Miller",6400,"ARI@SF 09:05PM ET",14.575,"ARI"
"SP","Kendall Graveman",6000,"OAK@LAA 09:07PM ET",9.517,"OAK"
"SP","Rubby De La Rosa",5900,"ARI@SF 09:05PM ET",2.961,"ARI"
"SP","Tyler Beede",5900,"ARI@SF 09:05PM ET",0,"SF"
