"Bryce Harper_WAS","Nolan Arenado_COL","Charlie Blackmon_COL","Trea Turner_WAS","Daniel Murphy_WAS","Trevor Story_COL","Adam Eaton_WAS","Carlos Gonzalez_COL","Brian Dozier_MIN","Ryan Zimmerman_WAS","DJ LeMahieu_COL","Anthony Rendon_WAS","Ian Desmond_COL","Miguel Sano_MIN","Jayson Werth_WAS","Josh Donaldson_TOR","Mark Reynolds_COL","David Dahl_COL","Michael Taylor_WAS","Jose Bautista_TOR","Rougned Odor_TEX","Dexter Fowler_STL","Shin-Soo Choo_TEX","Max Kepler_MIN","Matt Carpenter_STL","Joe Mauer_MIN","Adrian Beltre_TEX","Matt Wieters_WAS","Adam Lind_WAS","Gerardo Parra_COL","Jonathan Lucroy_TEX","Kennys Vargas_MIN","Robbie Grossman_MIN","Nomar Mazara_TEX","Troy Tulowitzki_TOR","Aledmys Diaz_STL","Stephen Piscotty_STL","Mike Napoli_TEX","Carlos Gomez_TEX","Devon Travis_TOR","Elvis Andrus_TEX","Eddie Rosario_MIN","Stephen Cardullo_COL","Raimel Tapia_COL","Kendrys Morales_TOR","Jorge Polanco_MIN","Russell Martin_TOR","Randal Grichuk_STL","Joey Gallo_TEX","Byron Buxton_MIN","Dustin Garneau_COL","Stephen Drew_WAS","Delino DeShields_TEX","Tom Murphy_COL","Wilmer Difo_WAS","Jedd Gyorko_STL","Steve Pearce_TOR","Chris Heisey_WAS","Yadier Molina_STL","Kevin Pillar_TOR","Danny Santana_MIN","Jurickson Profar_TEX","Pat Valaika_COL","Jason Castro_MIN","Tony Wolters_COL","Jhonny Peralta_STL","Robinson Chirinos_TEX","Jose Lobaton_WAS","Justin Smoak_TOR","Rowdy Tellez_TOR","Matt Adams_STL","Dalton Pompey_TOR","Chris Gimenez_MIN","Brett Nicholas_TEX","Eduardo Escobar_MIN","Kolten Wong_STL","Ryan Rua_TEX","Cristhian Adames_COL","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Harrison Bader_STL","Alexi Amarista_COL","Jose Martinez_STL","Ehire Adrianza_MIN","Hanser Alberto_TEX","Greg Garcia_STL","Grant Green_WAS","Darwin Barney_TOR","Carson Kelly_STL","Eric Fryer_STL","Ryan Goins_TOR","Drew Robinson_TEX","Chris Coghlan_TOR"
16,0,0,6,15,0,15,0,0,13,0,14,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,19,0,0,18,0,18,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,19,19,0,0,18,0,18,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6,0,0,7,7,0,7,0,0,7,0,6,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,7,16,0,15,0,0,13,0,14,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,0,18,0,17,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,0,0,7,15,0,16,0,0,13,0,14,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,0,0,17,0,18,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,7,13,0,13,0,0,14,0,12,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
