P,P,C,1B,2B,3B,SS,OF,OF,OF
Danny Salazar,Rafael Montero,Yan Gomes,Chris Davis,Jonathan Schoop,Manny Machado,Francisco Lindor,Mike Trout,Adam Jones,Mark Trumbo
Robbie Ray,Rafael Montero,Yan Gomes,Carlos Santana,Jose Ramirez,Manny Machado,Francisco Lindor,Mike Trout,Andrew McCutchen,Brandon Guyer
Danny Salazar,Rafael Montero,Robinson Chirinos,Carlos Santana,Rougned Odor,Manny Machado,Elvis Andrus,Mike Trout,Shin-Soo Choo,Nomar Mazara
Robbie Ray,Jaime Garcia,Welington Castillo,Chris Davis,Robinson Cano,Manny Machado,Francisco Lindor,Mike Trout,Mark Trumbo,Seth Smith
Robbie Ray,Rafael Montero,Welington Castillo,Anthony Rizzo,Jonathan Schoop,Manny Machado,Francisco Lindor,Adam Jones,Andrew McCutchen,Seth Smith
Danny Salazar,Robbie Ray,Hector Sanchez,Chris Davis,Jonathan Schoop,Manny Machado,Xander Bogaerts,Andrew McCutchen,Mark Trumbo,Seth Smith
Danny Salazar,Rafael Montero,Yan Gomes,Edwin Encarnacion,Jose Ramirez,Giovanny Urshela,Francisco Lindor,Mike Trout,Shin-Soo Choo,Ryan Braun
Danny Salazar,Rafael Montero,Francisco Cervelli,Josh Bell,Josh Harrison,Manny Machado,Francisco Lindor,Mike Trout,Starling Marte,Andrew McCutchen
Robbie Ray,Jaime Garcia,Hector Sanchez,Trey Mancini,Jonathan Schoop,Manny Machado,Elvis Andrus,Mike Trout,Adam Jones,Mark Trumbo
Danny Salazar,Jaime Garcia,Welington Castillo,Chris Davis,Jonathan Schoop,Manny Machado,Elvis Andrus,Adam Jones,Shin-Soo Choo,Andrew McCutchen
Danny Salazar,Robbie Ray,Welington Castillo,Trey Mancini,Ian Kinsler,Manny Machado,Francisco Lindor,Adam Jones,Mark Trumbo,Nelson Cruz
Danny Salazar,Rafael Montero,Welington Castillo,Trey Mancini,Jose Altuve,Manny Machado,Elvis Andrus,Mike Trout,Adam Jones,Seth Smith
Robbie Ray,Masahiro Tanaka,Yan Gomes,Trey Mancini,Jonathan Schoop,Manny Machado,Francisco Lindor,Shin-Soo Choo,Mark Trumbo,Seth Smith
Danny Salazar,Masahiro Tanaka,Robinson Chirinos,Chris Davis,Robinson Cano,Manny Machado,Elvis Andrus,Adam Jones,Mark Trumbo,Seth Smith
Robbie Ray,Masahiro Tanaka,Russell Martin,Chris Davis,Jonathan Schoop,Manny Machado,Freddy Galvis,Mike Trout,Adam Jones,Seth Smith
Danny Salazar,Masahiro Tanaka,Welington Castillo,Trey Mancini,Jonathan Schoop,Manny Machado,Freddy Galvis,Mike Trout,Andrew McCutchen,Mark Trumbo
Robbie Ray,Rafael Montero,Yan Gomes,Edwin Encarnacion,Rougned Odor,Adrian Beltre,Elvis Andrus,Mike Trout,Shin-Soo Choo,Carlos Gomez
Danny Salazar,Robbie Ray,Hector Sanchez,Chris Davis,Robinson Cano,Kyle Seager,Jean Segura,Mike Trout,Nelson Cruz,Jarrod Dyson
Danny Salazar,Austin Pruitt,Yan Gomes,Edwin Encarnacion,Jose Ramirez,Manny Machado,Francisco Lindor,Michael Brantley,Adam Jones,Andrew McCutchen
Danny Salazar,Rafael Montero,Robinson Chirinos,Anthony Rizzo,Rougned Odor,Adrian Beltre,Francisco Lindor,Shin-Soo Choo,Andrew McCutchen,Carlos Gomez
Robbie Ray,Rafael Montero,Gary Sanchez,Chris Davis,Jose Altuve,Manny Machado,Corey Seager,Adam Jones,Mark Trumbo,Seth Smith
Danny Salazar,Robbie Ray,Martin Maldonado,Albert Pujols,Robinson Cano,Yunel Escobar,Francisco Lindor,Mike Trout,Andrew McCutchen,Kole Calhoun
