P,P,C,1B,2B,3B,SS,OF,OF,OF
Amir Garrett,AJ Cole,Chris Iannetta,Paul Goldschmidt,DJ LeMahieu,Nolan Arenado,Nick Ahmed,AJ Pollock,Ian Desmond,Yasmany Tomas
Lance McCullers,Amir Garrett,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Greg Garcia,Andrew Romine,AJ Pollock,Yasmany Tomas,Michael Conforto
Clayton Kershaw,Patrick Corbin,Chris Iannetta,Paul Goldschmidt,Chris Taylor,Greg Garcia,Nick Ahmed,AJ Pollock,Yasmany Tomas,Gorkys Hernandez
Jordan Montgomery,JC Ramirez,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Nolan Arenado,Trevor Story,AJ Pollock,Yasmany Tomas,Gorkys Hernandez
Gerrit Cole,Amir Garrett,Ryan Hanigan,Paul Goldschmidt,Brandon Drury,Manny Machado,Nick Ahmed,AJ Pollock,Yasmany Tomas,Matt Joyce
Clayton Kershaw,Amir Garrett,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Joey Gallo,Nick Ahmed,Yasmany Tomas,Jaff Decker,Tommy Pham
Gerrit Cole,Amir Garrett,Chris Iannetta,Paul Goldschmidt,Kolten Wong,Jake Lamb,Trevor Story,AJ Pollock,Yasmany Tomas,Tommy Pham
Gerrit Cole,Ty Blach,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Nolan Arenado,Nick Ahmed,AJ Pollock,Seth Smith,Michael Conforto
Lance McCullers,Jordan Montgomery,Chris Iannetta,Paul Goldschmidt,Kolten Wong,Joey Gallo,Nick Ahmed,AJ Pollock,Yasmany Tomas,Seth Smith
Lance McCullers,Amir Garrett,Chris Iannetta,Paul Goldschmidt,Chris Taylor,Jake Lamb,Nick Ahmed,AJ Pollock,Nomar Mazara,Matt Joyce
Clayton Kershaw,AJ Cole,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Martin Prado,Nick Ahmed,AJ Pollock,Guillermo Heredia,Matt Joyce
Amir Garrett,JC Ramirez,Ryan Hanigan,Paul Goldschmidt,DJ LeMahieu,Nolan Arenado,Trevor Story,Charlie Blackmon,AJ Pollock,Matt Joyce
Dylan Bundy,Amir Garrett,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Justin Turner,Nick Ahmed,Charlie Blackmon,AJ Pollock,Franklin Gutierrez
Dylan Bundy,JC Ramirez,Chris Iannetta,Paul Goldschmidt,Rougned Odor,Manny Machado,Nick Ahmed,AJ Pollock,Yasmany Tomas,Michael Conforto
Dylan Bundy,Amir Garrett,JT Realmuto,Paul Goldschmidt,Dee Gordon,Jake Lamb,Nick Ahmed,AJ Pollock,Yasmany Tomas,Seth Smith
Gerrit Cole,AJ Cole,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Justin Turner,Asdrubal Cabrera,AJ Pollock,Yasmany Tomas,Giancarlo Stanton
Amir Garrett,JC Ramirez,Chris Iannetta,Paul Goldschmidt,Brandon Drury,Jake Lamb,Asdrubal Cabrera,AJ Pollock,Ian Desmond,Seth Smith
Amir Garrett,Jordan Montgomery,Ryan Hanigan,Mark Reynolds,Neil Walker,Nolan Arenado,Trevor Story,AJ Pollock,Ian Desmond,Yasmany Tomas
Dylan Bundy,Jordan Zimmermann,Devin Mesoraco,Paul Goldschmidt,Brandon Drury,Nolan Arenado,Nick Ahmed,AJ Pollock,Yasmany Tomas,Nelson Cruz
Julio Teheran,Amir Garrett,Chris Iannetta,Paul Goldschmidt,Neil Walker,Jake Lamb,Nick Ahmed,Charlie Blackmon,Yasmany Tomas,Michael Conforto
