"AJ Pollock_ARI","Paul Goldschmidt_ARI","Jake Lamb_ARI","JD Martinez_ARI","David Peralta_ARI","Freddie Freeman_ATL","Mookie Betts_BOS","Andrew McCutchen_PIT","Dustin Pedroia_BOS","Josh Bell_PIT","Gregor Blanco_ARI","Starling Marte_PIT","Yasmany Tomas_ARI","Andrew Benintendi_BOS","Buster Posey_SF","Hanley Ramirez_BOS","Ender Inciarte_ATL","Josh Harrison_PIT","Gregory Polanco_PIT","Robinson Cano_SEA","Xander Bogaerts_BOS","Daniel Descalso_ARI","Matt Adams_ATL","Eduardo Nunez_SF","Adam Frazier_PIT","Nelson Cruz_SEA","Jackie Bradley_BOS","Brandon Phillips_ATL","Johan Camargo_ATL","Denard Span_SF","David Freese_PIT","Jean Segura_SEA","Kyle Seager_SEA","Ben Gamel_SEA","Nick Markakis_ATL","Matt Kemp_ATL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Adonis Garcia_ATL","Brandon Belt_SF","Chris Young_BOS","Mitch Moreland_BOS","Chris Iannetta_ARI","Chris Herrmann_ARI","Rey Fuentes_ARI","Danny Santana_ATL","Brandon Drury_ARI","Hunter Pence_SF","Jordy Mercer_PIT","Tyler Flowers_ATL","Chris Owings_ARI","Ketel Marte_ARI","Brandon Crawford_SF","Kurt Suzuki_ATL","Francisco Cervelli_PIT","Gorkys Hernandez_SF","Jhonny Peralta_BOS","Jack Reinheimer_ARI","Jarrett Parker_SF","Christian Arroyo_SF","Jace Peterson_ATL","Micah Johnson_ATL","Pablo Sandoval_SF","Danny Valencia_SEA","Leonys Martin_SEA","Brock Holt_BOS","Mike Zunino_SEA","Ildemaro Vargas_ARI","Rio Ruiz_ATL","Dawel Lugo_ARI","Domingo Leyba_ARI","Travis Demeritte_ATL","Jose Osuna_PIT","Mac Williamson_SF","Danny Espinosa_SEA","Rafael Devers_BOS","Jeff Mathis_ARI","Nick Hundley_SF","Joe Panik_SF","Kelby Tomlinson_SF","Jarrod Dyson_SEA","Mitch Haniger_SEA","Steve Selsky_BOS","Marco Hernandez_BOS","Taylor Motter_SEA","Elias Diaz_PIT","Sandy Leon_BOS","Deven Marrero_BOS","Aaron Hill_SF","Danny Ortiz_PIT","Kevin Newman_PIT","Josh Rutledge_BOS","Sam Travis_BOS","Guillermo Heredia_SEA","Christian Walker_ARI","Socrates Brito_ARI","Conor Gillaspie_SF","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Christian Vazquez_BOS","Dansby Swanson_ATL","Justin Ruggiano_SF","Boog Powell_SEA","Michael Morse_SF","John Jaso_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","Tuffy Gosewisch_SEA","Sean Rodriguez_ATL","Emilio Bonifacio_ATL","Ronald Acuna_ATL","Tim Federowicz_SF","Gift Ngoepe_PIT","Jacob Stallings_PIT","Jae-gyun Hwang_SF","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Lane Adams_ATL","Chris Marrero_SF","Max Moroff_PIT","DJ Peterson_SEA","Tzu-Wei Lin_BOS","Tyler Smith_SEA","Chris Stewart_PIT","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","John Bormann_PIT"
73.9746300211416,23.616724738676,5.82051282051282,0,15.4973262032086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0031746031746,0,0,0,-8.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.616724738676,62.410989010989,0.725473321858864,0,19.1736770691995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44715447154472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8738738738739,0,0,0,5.30869130869131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.82051282051282,0.725473321858864,72.7710292580982,0,22.4973661106234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.1308677098151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8467908902692,0,0,0,-9.83339503887449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4973262032086,19.1736770691995,22.4973661106234,0,70.7979879275654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.5111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2480338777979,0,0,0,-1.29370840895342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,87.0769230769231,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,7.55555555555556,0,0,0,0,-6.74750830564784,0,0,0,0,0,0,0.197647058823529,10.3792102206736,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06774193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7268292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,98.3239369326326,0,23.4821156773212,0,0,0,0,17.657753164557,0,20.0445614035088,0,0,0,0,11.8750376392653,0,0,0,0,0,10.0481081081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85824561403509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4853535353535,0,0,0,0,0,0,0,0,0,0,0,0,-3.2622571692877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,65.4998778998779,0,7.62120253164557,0,0,0,0,0,0,0,2.01540616246499,0.349531116794544,0,0,0,0,0,1.44811320754717,0,0,0,0,0,10.75625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1130235226621,0,0,0,0,0,10.0510651629073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.4821156773212,0,41.329009009009,0,0,0,0,12.044776119403,0,19.2508474576271,0,0,0,0,5.8968253968254,0,0,0,0,0,2.20338983050847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17588325652842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5817923186344,0,0,0,0,0,0,0,0,0,0,0,0,7.56831831831832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.62120253164557,0,59.2167240390132,0,0,0,0,0,0,0,-0.252982456140351,6.67636171337916,0,0,0,0,0,-1.22612244897959,0,0,0,0,0,-5.86586791350088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52682843472317,0,0,0,0,0,2.19155354449472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17.657753164557,0,12.044776119403,0,0,0,0,81.079945799458,0,6.165625,0,0,0,0,10.6283255086072,0,0,0,0,0,14.3829326923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9612612612613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.917004048583,0,0,0,0,0,0,0,0,0,0,0,0,16.3737541528239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6058641975309,0,0,0,0,0,0,0,0,5.66102591221576,0,0,0,0,0,9.16835994194485,0,0,0,0,0,0,0,0,0,4.51883561643836,0,0,0,0,0,0,0,13.8459964932788,0,0,0,0,7.36656746031746,0,0,3.25027685492802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39348710990502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20.0445614035088,0,19.2508474576271,0,0,0,0,6.165625,0,50.5543403964457,0,0,0,0,-2.33498964803313,0,0,0,0,0,2.48745519713262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67239555790587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6561561561562,0,0,0,0,0,0,0,0,0,0,0,0,-5.76923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,48.1261347348304,0,0,0,0,0,10.1035940803383,0,0,0,0,3.82792207792208,0,0,0,0,0,0,3.42996254681648,-1.25208125208125,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10432330827068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45316455696203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.01540616246499,0,-0.252982456140351,0,0,0,0,0,0,0,43.9738037957765,-7.26314484126984,0,0,0,0,0,11.3767006802721,0,0,0,0,0,5.64357482813326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3879746835443,0,0,0,0,0,14.4746008708273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.349531116794544,0,6.67636171337916,0,0,0,0,0,0,0,-7.26314484126984,48.1605633802817,0,0,0,0,0,-2.11948790896159,0,0,0,0,0,-9.53434343434343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53146853146853,0,0,0,0,0,-10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6478991596639,0,0,0,0,0,-0.890635680109364,0,0,0,0,0,1.34179197994987,8.31012658227848,12.5672316384181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50532724505327,0,0,-16.5071390798519,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12211668928087,6.03510204081633,0,0,12.7444831591173,0,0,0,0,0,0,0,0,11.0247058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11.8750376392653,0,5.8968253968254,0,0,0,0,10.6283255086072,0,-2.33498964803313,0,0,0,0,50.5077872465472,0,0,0,0,0,5.70566286215979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02650103519669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0720092915215,0,0,0,0,0,0,0,0,0,0,0,0,-1.51219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.82857142857143,5.44715447154472,-18.1308677098151,0,-22.5111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.749494949495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7389112903226,0,0,0,9.42342342342342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.55555555555556,0,0,0,0,0,0,0,0,0,0,10.1035940803383,0,0,0,0,0,105.119191919192,0,0,0,0,27.0461538461538,0,0,0,0,0,0,40.622621564482,4.6859756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6613300492611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9747899159664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66102591221576,0,0,0,0,0,0,0,0,45.377151799687,0,0,0,0,0,11.9464646464646,0,0,0,0,0,0,0,0,0,5.41129807692308,0,0,0,0,0,0,0,14.3351020408163,0,0,0,0,13.9923802612482,0,0,2.97297297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6881355932203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.44811320754717,0,-1.22612244897959,0,0,0,0,0,0,0,11.3767006802721,-2.11948790896159,0,0,0,0,0,53.1996753246753,0,0,0,0,0,10.5845410628019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4886877828054,0,0,0,0,0,10.7754010695187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.890635680109364,0,0,0,0,0,59.1130713712911,0,0,0,0,0,13.2450819672131,7.72990063233966,6.29561078794289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7324324324324,0,0,9.06818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867494824016563,9.72163120567376,0,0,20.6156462585034,0,0,0,0,0,0,0,0,-2.77337858220211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10.0481081081081,0,2.20338983050847,0,0,0,0,14.3829326923077,0,2.48745519713262,0,0,0,0,5.70566286215979,0,0,0,0,0,53.0068352699932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49564772145417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60084033613445,0,0,0,0,0,0,0,0,0,0,0,0,7.97560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-6.74750830564784,0,0,0,0,0,0,0,0,0,0,3.82792207792208,0,0,0,0,0,27.0461538461538,0,0,0,0,46.7425907425907,0,0,0,0,0,0,3.11022311022311,-3.32440476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17261904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81057692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16835994194485,0,0,0,0,0,0,0,0,11.9464646464646,0,0,0,0,0,56.1305361305361,0,0,0,0,0,0,0,0,0,8.13095238095238,0,0,0,0,0,0,0,23.0847176079734,0,0,0,0,5.18269230769231,0,0,-0.316666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8508771929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
