"Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Rougned Odor_TEX","Giancarlo Stanton_MIA","Shin-Soo Choo_TEX","Kyle Seager_SEA","Adrian Beltre_TEX","Khris Davis_OAK","Jonathan Lucroy_TEX","Christian Yelich_MIA","Mike Napoli_TEX","Rajai Davis_OAK","Carlos Gomez_TEX","Dee Gordon_MIA","Elvis Andrus_TEX","Trevor Plouffe_OAK","Nomar Mazara_TEX","Mitch Haniger_SEA","Ryon Healy_OAK","Joey Gallo_TEX","Marcus Semien_OAK","Delino DeShields_TEX","Danny Valencia_SEA","Stephen Vogt_OAK","Yonder Alonso_OAK","Taylor Motter_SEA","Leonys Martin_SEA","Marcell Ozuna_MIA","Jurickson Profar_TEX","JT Realmuto_MIA","Josh Phegley_OAK","Mark Canha_OAK","Martin Prado_MIA","Jarrod Dyson_SEA","Robinson Chirinos_TEX","Mike Zunino_SEA","Ben Gamel_SEA","Brett Nicholas_TEX","Jed Lowrie_OAK","Justin Bour_MIA","Ryan Rua_TEX","Jake Smolinski_OAK","Derek Dietrich_MIA","Guillermo Heredia_SEA","Shawn O'Malley_SEA","Hanser Alberto_TEX","Matt Joyce_OAK","Carlos Ruiz_SEA","Destin Hood_MIA","Adam Rosales_OAK","Tyler Moore_MIA","Ichiro Suzuki_MIA","Adeiny Hechavarria_MIA","AJ Ellis_MIA","Chad Pinder_OAK","Drew Robinson_TEX","Jaff Decker_OAK","Mike Freeman_SEA","JT Riddle_MIA","Miguel Rojas_MIA"
0,0,0,0,12,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,3,8
0,0,0,13,0,11,0,0,0,10,0,13,0,13,0,13,0,13,0,0,13,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,9,0,0,9,0,9,0,0,8,7,0,0,0,0,0,2,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,11,0,0,0,10,0,13,0,13,0,13,0,13,0,0,13,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,3,7
0,0,0,13,0,11,0,0,0,10,0,13,0,13,0,13,0,13,0,0,13,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,11,0,0,9,0,8,0,0,9,8,0,0,0,0,0,2,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,11,0,0,0,10,0,13,0,13,0,13,0,13,0,0,13,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,8,11,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,0,0,10,0,9,0,0,8,7,0,0,0,0,0,2,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,11,0,0,0,10,0,13,0,13,0,13,0,13,0,0,13,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,8,0,0,9,0,9,0,0,7,6,0,0,0,0,0,2,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,2,0,3,0,3,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,7,10,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,9,0,0,8,0,7,0,0,10,9,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,8,0,0,7,0,6,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0
8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,8,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11,11,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,6,11,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,3,8
0,0,0,7,0,7,0,0,0,6,0,7,0,7,0,7,0,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,6
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,4,0,4,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,6,9,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,2,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,4,7,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,11,0,0,10,0,9,0,0,10,9,0,0,0,0,0,2,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,2,7
0,0,0,5,0,3,0,0,0,3,0,5,0,5,0,5,0,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,6
4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,8,0,0,7,0,6,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0
5,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,0,0,4,0,3,0,0,4,3,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,7,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8
