"Mike Trout_LAA","Jose Altuve_HOU","Carlos Correa_HOU","Miguel Cabrera_DET","JD Martinez_DET","George Springer_HOU","Robinson Cano_SEA","Jean Segura_SEA","Ian Kinsler_DET","Nelson Cruz_SEA","Justin Upton_DET","Khris Davis_OAK","Albert Pujols_LAA","Alex Bregman_HOU","Shin-Soo Choo_TEX","Kyle Seager_SEA","Rougned Odor_TEX","Carlos Beltran_HOU","Evan Gattis_HOU","Adrian Beltre_TEX","Rajai Davis_OAK","Nicholas Castellanos_DET","Victor Martinez_DET","Kole Calhoun_LAA","Mike Napoli_TEX","Carlos Gomez_TEX","Mitch Haniger_SEA","Trevor Plouffe_OAK","Cameron Maybin_LAA","Norichika Aoki_HOU","Josh Reddick_HOU","Marwin Gonzalez_HOU","Elvis Andrus_TEX","Marcus Semien_OAK","Ryon Healy_OAK","Brian McCann_HOU","CJ Cron_LAA","Danny Valencia_SEA","Jonathan Lucroy_TEX","Nomar Mazara_TEX","Stephen Vogt_OAK","Alex Avila_DET","Luis Valbuena_LAA","Jefry Marte_LAA","Yuli Gurriel_HOU","Leonys Martin_SEA","Taylor Motter_SEA","Joey Gallo_TEX","Delino DeShields_TEX","Josh Phegley_OAK","Mark Canha_OAK","Yunel Escobar_LAA","Ben Revere_LAA","Jarrod Dyson_SEA","Yonder Alonso_OAK","Andrelton Simmons_LAA","Derek Fisher_HOU","Mike Zunino_SEA","Ben Gamel_SEA","Jurickson Profar_TEX","Jed Lowrie_OAK","Danny Espinosa_LAA","Jake Smolinski_OAK","Ryan LaMarre_OAK","JaCoby Jones_DET","James McCann_DET","Robinson Chirinos_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Daniel Vogelbach_SEA","Guillermo Heredia_SEA","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Bruce Maxwell_OAK","Jake Marisnick_HOU","Shawn O'Malley_SEA","Ryan Rua_TEX","Matt Joyce_OAK","Jose Iglesias_DET","Carlos Ruiz_SEA","Boog Powell_SEA","Jim Adduci_DET","Adam Rosales_OAK","Hanser Alberto_TEX","Chad Pinder_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Mike Freeman_SEA","Andrew Romine_DET","Jaff Decker_OAK","Carlos Perez_LAA","Tony Kemp_HOU","Matt Olson_OAK","Cliff Pennington_LAA","Drew Robinson_TEX"
28.951566951567,0,0,0,0,0,0,0,0,0,0,0,11.3384615384615,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,-5.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71428571428571,0,0,0,0,0,0,0,6.47692307692308,0,0,0,-5.71384615384615,0,0,0,0,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.81168831168831,0,0,0,0,0,0,0,0,0
0,69.9138461538462,-13.1778656126482,0,0,-12.2865612648221,0,0,0,0,0,0,0,9.69367588932806,0,0,0,2.55411255411255,2.5,0,0,0,0,0,0,0,0,0,0,36.40625,-7.06428571428571,-7.68333333333333,0,0,0,-9.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-13.1778656126482,36.8233333333333,0,0,7.97894736842105,0,0,0,0,0,0,0,4.64935064935065,0,0,0,-6.03571428571429,6.4952380952381,0,0,0,0,0,0,0,0,0,0,-9.04583333333333,15.0473684210526,17.8571428571429,0,0,0,11.2287581699346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,60.3791208791209,0,0,0,0,3.15909090909091,0,17,0,0,0,0,0,0,0,0,0,0,0,-4.58241758241758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,0,-9.4,0,0,0,0,0,24.3939393939394,0,0,0,0,0,0,0,0,0,-29.8888888888889,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-12.2865612648221,7.97894736842105,0,0,59.0197628458498,0,0,0,0,0,0,0,5.99473684210526,0,0,0,-3.43157894736842,21.7307692307692,0,0,0,0,0,0,0,0,0,0,5.64285714285714,-9,23.9464285714286,0,0,0,-2.86190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,57.9556650246305,7.72058823529412,0,3.17460317460317,0,0,0,0,0,-7.20833333333333,0,0,0,0,0,0,0,0,0,0,6.69473684210526,0,0,0,0,0,0,0,0,0,0,-11.025974025974,0,0,0,0,0,0,0,0,-1.27205882352941,0,0,0,0,0,0,11.1938461538462,0,0,0,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,-11.7242647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7.72058823529412,74.5147058823529,0,14.4333333333333,0,0,0,0,0,-9.28571428571429,0,0,0,0,0,0,0,0,0,0,9.92857142857143,0,0,0,0,0,0,0,0,0,0,16.1730769230769,0,0,0,0,0,0,0,0,37.7,0,0,0,0,0,0,24.847619047619,0,0,0,17.8106060606061,0,0,0,0,0,0,0,0,0,0,0,0,18.8545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.15909090909091,0,0,0,0,48.9619047619048,0,27.7923976608188,0,0,0,0,0,0,0,0,0,0,0,12.1738095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1060606060606,0,0,0,0,0,0,0,0,22.0357142857143,0,0,0,0,0,-9.78095238095238,0,0,0,0,0,0,0,0,0,24.7954545454545,0,0,0,0,0,0
0,0,0,0,0,0,3.17460317460317,14.4333333333333,0,60.7301587301587,0,0,0,0,0,11.1684782608696,0,0,0,0,0,0,0,0,0,0,4.31052631578947,0,0,0,0,0,0,0,0,0,0,7.33766233766234,0,0,0,0,0,0,0,0,23.8645833333334,0,0,0,0,0,0,14.05,0,0,0,4.58771929824561,0,0,0,0,0,0,0,0,0,0,0,0,11.5916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
