"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Chris Archer","Jon Lester","Juan Graterol","Victor Martinez","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Aaron Judge","Mitch Haniger","Mikie Mahtook"
"Jon Lester","Ubaldo Jimenez","Gary Sanchez","Eric Hosmer","Ian Kinsler","Chase Headley","Didi Gregorius","Aaron Judge","JD Martinez","Brett Gardner"
"Chris Archer","Jon Lester","Juan Graterol","Eric Thames","Jonathan Villar","Nicholas Castellanos","Andrelton Simmons","Cameron Maybin","Ben Revere","Nick Franklin"
"Chris Archer","Jon Lester","Chris Gimenez","John Jaso","Jonathan Schoop","David Freese","Jordy Mercer","Khris Davis","Andrew McCutchen","Gregory Polanco"
"Chris Archer","Jameson Taillon","Yadier Molina","Victor Martinez","Jonathan Schoop","Nicholas Castellanos","Jose Iglesias","Khris Davis","JD Martinez","Mikie Mahtook"
"Chris Archer","James Shields","Gary Sanchez","Eric Hosmer","Paul DeJong","Chase Headley","Didi Gregorius","Aaron Judge","Jacoby Ellsbury","Nick Franklin"
"Jon Lester","Lance Lynn","Gary Sanchez","Eric Thames","Jonathan Villar","Chase Headley","Didi Gregorius","Aaron Judge","Jacoby Ellsbury","Ben Revere"
"Jon Lester","Jameson Taillon","Yadier Molina","Luke Voit","Paul DeJong","Nicholas Castellanos","Andrelton Simmons","Aaron Judge","Stephen Piscotty","Randal Grichuk"
"Chris Archer","Ubaldo Jimenez","Salvador Perez","John Jaso","Josh Harrison","David Freese","Andrelton Simmons","Aaron Judge","Andrew McCutchen","Gregory Polanco"
"Chris Archer","Jon Lester","Chris Gimenez","Matt Davidson","Ehire Adrianza","Eduardo Escobar","Andrelton Simmons","Aaron Judge","Eddie Rosario","Byron Buxton"
"Chris Archer","Jimmy Nelson","Andrew Knapp","Alex Avila","Ian Kinsler","Nicholas Castellanos","Jose Iglesias","Ben Revere","Mikie Mahtook","Keon Broxton"
"Jimmy Nelson","Jon Lester","Andrew Knapp","Victor Martinez","Jonathan Villar","Nicholas Castellanos","Jose Iglesias","JD Martinez","Robbie Grossman","Mikie Mahtook"
"Jimmy Nelson","Jon Lester","Gary Sanchez","Matt Davidson","Jonathan Villar","Ronald Torreyes","Andrelton Simmons","Aaron Judge","Brett Gardner","Clint Frazier"
"Chris Archer","JC Ramirez","Gary Sanchez","Matt Davidson","Jonathan Schoop","Chase Headley","Didi Gregorius","Aaron Judge","Khris Davis","Brett Gardner"
"Chris Archer","Jon Lester","Yadier Molina","Luke Voit","Jonathan Schoop","David Freese","Franklin Barreto","Tommy Pham","Stephen Piscotty","Randal Grichuk"
"Jimmy Nelson","Jameson Taillon","Juan Graterol","Alex Avila","Ian Kinsler","Josh Donaldson","Jose Iglesias","Justin Upton","Mitch Haniger","Mikie Mahtook"
"Chris Archer","Jimmy Nelson","Juan Graterol","Luis Valbuena","Paul DeJong","Eduardo Escobar","Andrelton Simmons","Aaron Judge","Ben Revere","Nick Franklin"
"Chris Archer","Jon Lester","Salvador Perez","Alex Avila","Ian Kinsler","David Freese","Jose Iglesias","Khris Davis","Justin Upton","Mikie Mahtook"
"Jon Lester","Ubaldo Jimenez","Salvador Perez","Danny Valencia","Robinson Cano","Kyle Seager","Andrelton Simmons","Aaron Judge","Nelson Cruz","Mitch Haniger"
"Chris Archer","Jon Lester","Russell Martin","Matt Davidson","Darwin Barney","Josh Donaldson","Andrelton Simmons","Aaron Judge","Jose Bautista","Kevin Pillar"
"Chris Archer","Jon Lester","Juan Graterol","John Jaso","Josh Harrison","David Freese","Franklin Barreto","Andrew McCutchen","Jose Bautista","Adam Frazier"
"Chris Archer","Jon Lester","Omar Narvaez","Matt Davidson","Yolmer Sanchez","Todd Frazier","Tim Anderson","Aaron Judge","JD Martinez","Robbie Grossman"
