"Mookie Betts_BOS","Kris Bryant_CHC","Nolan Arenado_COL","Aaron Judge_NYY","Miguel Sano_MIN","Charlie Blackmon_COL","Brian Dozier_MIN","Joey Votto_CIN","Gary Sanchez_NYY","Trevor Story_COL","Mark Reynolds_COL","Anthony Rizzo_CHC","Billy Hamilton_CIN","Andrew Benintendi_BOS","Joey Gallo_TEX","Brett Gardner_NYY","Starlin Castro_NYY","Ian Desmond_COL","Matt Carpenter_STL","Xander Bogaerts_BOS","Shin-Soo Choo_TEX","Adrian Beltre_TEX","Aaron Altherr_PHI","Matt Holliday_NYY","Kennys Vargas_MIN","Max Kepler_MIN","Jedd Gyorko_STL","Rougned Odor_TEX","Joe Mauer_MIN","DJ LeMahieu_COL","Hanley Ramirez_BOS","Carlos Gomez_TEX","Elvis Andrus_TEX","Nomar Mazara_TEX","Lorenzo Cain_KC","Jacoby Ellsbury_NYY","Adam Duvall_CIN","Dexter Fowler_STL","Mike Napoli_TEX","Jonathan Lucroy_TEX","Cesar Hernandez_PHI","Maikel Franco_PHI","Robbie Grossman_MIN","David Dahl_COL","Kyle Schwarber_CHC","Dustin Pedroia_BOS","Aledmys Diaz_STL","Tommy Joseph_PHI","Eric Hosmer_KC","Carlos Gonzalez_COL","Javier Baez_CHC","Tommy Pham_STL","Kolten Wong_STL","Stephen Piscotty_STL","Jackie Bradley_BOS","Odubel Herrera_PHI","Delino DeShields_TEX","Chris Carter_NYY","Aaron Hicks_NYY","Didi Gregorius_NYY","Raimel Tapia_COL","Ben Zobrist_CHC","Zack Cozart_CIN","Eugenio Suarez_CIN","Pablo Sandoval_BOS","Michael Saunders_PHI","Jorge Polanco_MIN","Eddie Rosario_MIN","Pat Valaika_COL","Jeimer Candelario_CHC","Randal Grichuk_STL","Freddy Galvis_PHI","Chase Headley_NYY","Mike Moustakas_KC","Salvador Perez_KC","Greg Bird_NYY","Jorge Soler_KC","Gerardo Parra_COL","Tom Murphy_COL","Scott Schebler_CIN","Chris Young_BOS","Mitch Moreland_BOS","Brock Holt_BOS","Magneuris Sierra_STL","Cameron Rupp_PHI","Jurickson Profar_TEX","Stephen Cardullo_COL","Byron Buxton_MIN","Jason Heyward_CHC","Scooter Gennett_CIN","Addison Russell_CHC","Robinson Chirinos_TEX","Brandon Moss_KC","Whit Merrifield_KC","Rob Refsnyder_NYY","Eduardo Escobar_MIN","Jon Jay_CHC","Phillip Ervin_CIN","Yadier Molina_STL","Dustin Garneau_COL","Willson Contreras_CHC","Jose Peraza_CIN","Sandy Leon_BOS","Pete Kozma_TEX","Brett Nicholas_TEX","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Chris Gimenez_MIN","Jason Castro_MIN","Tony Wolters_COL","Miguel Montero_CHC","Albert Almora_CHC","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Ryan Rua_TEX","Alex Gordon_KC","Jorge Bonifacio_KC","Arismendy Alcantara_CIN","Peter O'Brien_CIN","Jhonny Peralta_STL","Howie Kendrick_PHI","Andrew Knapp_PHI","Gleyber Torres_NYY","Ryan Hanigan_COL","Cristhian Adames_COL","Christian Vazquez_BOS","Deven Marrero_BOS","Matt Adams_STL","Josh Rutledge_BOS","Andres Blanco_PHI","Daniel Nava_PHI","Hanser Alberto_TEX","Rhys Hoskins_PHI","Alcides Escobar_KC","Austin Romine_NYY","Ronald Torreyes_NYY","Terrance Gore_KC","Ryan O'Hearn_KC","Ehire Adrianza_MIN","Alexi Amarista_COL","Jesse Winker_CIN","Ian Happ_CHC","Harrison Bader_STL","Brock Stassi_PHI","Tommy La Stella_CHC","Jose Martinez_STL","Greg Garcia_STL","Kyle Higashioka_NYY","Raul Mondesi_KC","Devin Mesoraco_CIN","Ty Kelly_PHI","Drew Robinson_TEX","Tucker Barnhart_CIN","Carson Kelly_STL","Patrick Kivlehan_CIN","Eric Fryer_STL","Drew Butera_KC","Eloy Jimenez_CHC","Stuart Turner_CIN"
102.318548387097,0,0,0,0,0,0,0,0,0,0,0,0,31.7989247311828,0,0,0,0,0,15.0751231527094,0,0,0,0,0,0,0,0,0,0,14.3666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4907407407407,0,0,0,0,0,0,0,0,1.55263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.6425,8.65806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63.6731182795699,0,0,0,0,0,0,0,0,0,0.125287356321839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4179894179894,0,0,0,0,0,8.88339920948617,0,0,0,0,0,0,0,0,0,0,16.4025974025974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93297101449275,0,22.3862433862434,0,0,0,0,0,0,0,0,0,-4.67099567099567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66.5260504201681,0,0,-0.559659090909091,0,0,0,6.94153846153846,8.58064516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99462365591398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,114.929032258065,0,0,0,0,0,0,0,0,0,0,0,53.7333333333333,27.4440860215054,0,0,0,0,0,0,35.4833333333333,0,0,0,0,0,0,0,0,0,0,0,-2.46166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01139601139601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,80.923645320197,0,-3.91025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.897233201581,0,0,14.2075098814229,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29344729344729,-4.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6066666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.559659090909091,0,0,63.0490196078431,0,0,0,6.43076923076923,4.3010752688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60685483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3.91025641025641,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6147186147186,0,0,-0.493506493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19166666666667,-9.33538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5948616600791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7076023391813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,61.3801587301587,0,0,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69655172413793,5.1657196969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.20677361853832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79637096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06521739130435,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.94153846153846,0,0,6.43076923076923,0,0,0,38.5840455840456,14.8233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01383399209486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
