"Aaron Judge_NYY","Justin Smoak_TOR","Robinson Cano_SEA","Logan Morrison_TB","Anthony Rizzo_CHC","Dexter Fowler_STL","Khris Davis_OAK","Andrew McCutchen_PIT","Miguel Sano_MIN","Tommy Pham_STL","Didi Gregorius_NYY","Jonathan Villar_MIL","Mike Trout_LAA","Ryan Braun_MIL","Nelson Cruz_SEA","Jed Lowrie_OAK","Jose Abreu_CWS","Travis Shaw_MIL","Starling Marte_PIT","Miguel Cabrera_DET","Buster Posey_SF","Max Kepler_MIN","Corey Dickerson_TB","Giancarlo Stanton_MIA","Justin Bour_MIA","Aledmys Diaz_STL","Gary Sanchez_NYY","Ryon Healy_OAK","Eric Hosmer_KC","Jean Segura_SEA","Denard Span_SF","JD Martinez_DET","Cameron Maybin_LAA","Andrelton Simmons_LAA","Eddie Rosario_MIN","Steven Souza_TB","Stephen Piscotty_STL","JT Realmuto_MIA","Paul DeJong_STL","Franklin Barreto_OAK","Matt Chapman_OAK","Yoan Moncada_CWS","Lorenzo Cain_KC","Jarrod Dyson_SEA","Josh Bell_PIT","Ian Kinsler_DET","Randal Grichuk_STL","Matt Carpenter_STL","Jedd Gyorko_STL","Brett Gardner_NYY","Melky Cabrera_CWS","Yonder Alonso_OAK","Mike Moustakas_KC","Kyle Seager_SEA","Josh Harrison_PIT","Alex Avila_DET","Brian Dozier_MIN","Kris Bryant_CHC","Jose Bautista_TOR","Josh Donaldson_TOR","Tyler Saladino_CWS","Stephen Vogt_MIL","Eric Thames_MIL","Salvador Perez_KC","Whit Merrifield_KC","Ben Gamel_SEA","Tommy Joseph_PHI","Aaron Altherr_PHI","Adam Frazier_PIT","Justin Upton_DET","Brandon Belt_SF","Joe Panik_SF","Evan Longoria_TB","Brad Miller_TB","Marcell Ozuna_MIA","Todd Frazier_CWS","Marcus Semien_OAK","Alen Hanson_CWS","Adam Engel_CWS","Chris Davis_BAL","Domingo Santana_MIL","Alcides Escobar_KC","Guillermo Heredia_SEA","John Jaso_PIT","Eduardo Nunez_SF","Nicholas Castellanos_DET","Ian Happ_CHC","Chad Huffman_STL","Dee Gordon_MIA","Christian Yelich_MIA","Yolmer Sanchez_CWS","Danny Valencia_SEA","Eduardo Escobar_MIN","CJ Cron_LAA","Ben Zobrist_CHC","Trevor Plouffe_TB","Wilson Ramos_TB","Kevin Kiermaier_TB","Yadier Molina_STL","Martin Prado_MIA","Derek Dietrich_MIA","Devon Travis_TOR","Manny Pina_MIL","Hernan Perez_MIL","Manny Machado_BAL","Mitch Haniger_SEA","Hunter Pence_SF","Andrew Romine_DET","Joe Mauer_MIN","Colby Rasmus_TB","Matt Holliday_NYY","Jacoby Ellsbury_NYY","Avisail Garcia_CWS","Adam Jones_BAL","Mark Trumbo_BAL","Jesus Aguilar_MIL","Jonathan Schoop_BAL","Leonys Martin_SEA","Mike Zunino_SEA","Jorge Bonifacio_KC","Cesar Hernandez_PHI","Eric Young_LAA","Robbie Grossman_MIN","Jefry Marte_LAA","Daniel Palka_MIN","Willson Contreras_CHC","Mallex Smith_TB","Matt Duffy_TB","Kyle Schwarber_CHC","Tyler Moore_MIA","Adam Rosales_OAK","Matt Joyce_OAK","Mark Canha_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Charlie Tilson_CWS","Tim Anderson_CWS","Alex Gordon_KC","Gregory Polanco_PIT","Jose Osuna_PIT","Nick Hundley_SF","James McCann_DET","Yunel Escobar_LAA","Tim Beckham_TB","Steve Pearce_TOR","Rajai Davis_OAK","Joey Wendle_OAK","Eric Sogard_MIL","Orlando Arcia_MIL","Trey Mancini_BAL","Taylor Motter_SEA","Jorge Soler_KC","Daniel Nava_PHI","Jordy Mercer_PIT","Andrew Knapp_PHI","Gorkys Hernandez_SF","Ben Revere_LAA","Jason Castro_MIN","Nick Franklin_LAA","Jason Heyward_CHC","Chase Headley_NYY","Aaron Hicks_NYY","Ronald Torreyes_NYY","Matt Davidson_CWS","Brandon Moss_KC","Cheslor Cuthbert_KC","Victor Martinez_DET","Jose Iglesias_DET","Jarrett Parker_SF","Mikie Mahtook_DET","Christian Arroyo_SF","Kole Calhoun_LAA","Javier Baez_CHC","Jake Bauers_TB","Jose Martinez_STL","Kolten Wong_STL","Kendrys Morales_TOR","Starlin Castro_NYY","Kevin Pillar_TOR","Leury Garcia_CWS","Jacob May_CWS","Kevan Smith_CWS","Keon Broxton_MIL","Paulo Orlando_KC","Billy Burns_KC","Howie Kendrick_PHI","Maikel Franco_PHI","JaCoby Jones_DET","Albert Pujols_LAA","Kennys Vargas_MIN","Jorge Polanco_MIN","Jon Jay_CHC","Addison Russell_CHC","Harrison Bader_STL","Miguel Montero_TOR","Troy Tulowitzki_TOR","Ezequiel Carrera_TOR","Greg Bird_NYY","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Welington Castillo_BAL","Joey Rickard_BAL","Lewis Brinson_MIL","Francisco Cervelli_PIT","David Freese_PIT","Freddy Galvis_PHI","Elias Diaz_PIT","Nick Williams_PHI","Mac Williamson_SF","Chris Gimenez_MIN","Derek Norris_TB","Jesus Sucre_TB","Jeimer Candelario_CHC","Mark Zagunis_CHC","Destin Hood_MIA","Chris Carter_NYY","Cody Asche_CWS","Willy Garcia_CWS","Matt Olson_OAK","Seth Smith_BAL","Michael Reed_MIL","Danny Ortiz_PIT","Kevin Newman_PIT","Alex Presley_DET","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Kelby Tomlinson_SF","Peter Bourjos_TB","Mason Williams_NYY","Tyler Austin_NYY","Dalton Pompey_TOR","Rob Refsnyder_NYY","Richard Urena_TOR","Rowdy Tellez_TOR","Geovany Soto_CWS","Kirk Nieuwenhuis_MIL","Caleb Joseph_BAL","Andrew Susac_MIL","Brett Phillips_MIL","Shawn O'Malley_SEA","Ryan O'Hearn_KC","Cameron Perkins_PHI","Jae-gyun Hwang_SF","Rickie Weeks_TB","Adeiny Hechavarria_TB","Tommy La Stella_CHC","Ichiro Suzuki_MIA","Tomas Telis_MIA","Magneuris Sierra_STL","Darwin Barney_TOR","Harold Ramirez_TOR","Craig Gentry_BAL","DJ Peterson_SEA","Terrance Gore_KC","Boog Powell_SEA","Tyler Smith_SEA","Aaron Hill_SF","Jim Adduci_DET","Luis Valbuena_LAA","Cliff Pennington_LAA","David Fletcher_LAA","Curt Casali_TB","Albert Almora_CHC","Christian Colon_MIA","Steve Lombardozzi_MIA","Luke Voit_STL","Greg Garcia_STL","JT Riddle_MIA","Carson Kelly_STL","Russell Martin_TOR","Jarrod Saltalamacchia_TOR","Austin Romine_NYY","JJ Hardy_BAL","Jacob Nottingham_MIL","Ryan Cordell_MIL","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Phil Gosselin_PIT","Chris Bostick_PIT","Scott Kingery_PHI","Conor Gillaspie_SF","Brandon Crawford_SF","Austin Slater_SF","Ryder Jones_SF","Shane Robinson_LAA","Byron Buxton_MIN","Nolan Fontana_LAA","Daniel Robertson_TB","AJ Ellis_MIA","Alex Mejia_STL","Darrell Ceciliani_TOR","Clint Frazier_NYY","Dustin Fowler_NYY","Gleyber Torres_NYY","Jett Bandy_MIL","Corey Ray_MIL","Odubel Herrera_PHI","Jacob Stallings_PIT","Justin Ruggiano_SF","Ehire Adrianza_MIN","Kaleb Cowart_LAA","Shane Peterson_TB","Victor Caratini_CHC","Mike Aviles_MIA","Eric Fryer_STL","Chris Coghlan_TOR","Anthony Alford_TOR","Josh Phegley_OAK","Omar Narvaez_CWS","Chad Pinder_OAK","Daniel Vogelbach_SEA","Raul Mondesi_KC","Kyle Lewis_SEA","Gift Ngoepe_PIT","Brock Stassi_PHI","Cameron Rupp_PHI","Roman Quinn_PHI","Rhys Hoskins_PHI","Michael Morse_SF","Orlando Calixte_SF","Martin Maldonado_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Ryan Goins_TOR","Luke Maile_TOR","Dwight Smith_TOR","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Jaff Decker_OAK","Ramon Torres_KC","Hunter Dozier_KC","Andres Blanco_PHI","Tim Federowicz_SF","Matt den Dekker_DET","Danny Espinosa_LAA","Taylor Featherston_TB","Miguel Rojas_MIA","Grant Green_CWS","Zack Collins_CWS","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Max Moroff_PIT","John Bormann_PIT","Eloy Jimenez_CHC","Kyle Higashioka_NYY","Ty Kelly_PHI","Jorge Alfaro_PHI","Chris Marrero_SF","Willy Adames_TB","Drew Butera_KC","Chris Stewart_PIT","Mike Ohlman_TOR","Ian Parmley_TOR","Ruben Tejada_BAL","David Washington_BAL","Anthony Santander_BAL"
100.419844502036,0,0,0,0,0,0,0,0,0,1.22322775263952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.237843551797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4409701928697,-1.48198198198198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9941829719725,6.1256038647343,17.5247747747748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6690079016681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38900634249471,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34753787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0
0,78.6431478968792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73315241971958,22.9055258467023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2989071038251,0,-2.82974910394265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9008097165992,4.81932773109244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95008912655971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1707317073171,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.20325203252033,-9.98731884057971,-21.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
0,0,85.9532484635645,0,0,0,0,0,0,0,0,0,0,0,-0.53954802259887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6422305764411,0,0,0,0,0,0,0,0,0,12.6664186507937,0,0,0,0,0,0,0,0,0,0,0,17.7711416490486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8975609756098,0,0,0,0,0,0,0,0,5.61493506493507,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83258258258258,0,0,0,0,0,0,0,0,0,0,0,3.03205128205128,-21.1404081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72.7907075873828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8276442307692,0,0,0,0,0,0,0,0,0,0,0,0,18.8656795346378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3597919493442,23.6177248677249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,104,2.69946808510638,0,0,0,0,0,0,0,0,0,0,0,-11.2008547008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.6729323308271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1589147286822,11.7489177489177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.87121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7692307692308,-79.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44462901439646,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.40476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64.0740466493891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6648575305292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1984126984127,0,0,0,0,0,0,0,4.40909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5505279034691,0,0,8.15686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3690476190476,0,0,0,0,0,0,0,0,0,0,0,0,3.41649831649832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3103448275862,7.26981246218996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85126050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,64.8315184513007,0,0,0,6.04761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43450980392157,0,0,0,0,0,0,0,0,0,0,7.2479674796748,0,28.3639705882353,0,0,0,0,0,0,0,-2.4758064516129,-7.71945701357466,-4.66328502415459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51147959183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39047619047619,3.01290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.52777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,63.1547339593114,0,0,0,0,0,0,0,0,0.215384615384615,0,0,0,0,0,0,0,0,0,0,0,-0.166812993854258,0,0,0,0,0,0,0,0,0,0,0,-5,-35,0,0,0,0,0,0,0,0,0,0,-5.14880952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18085106382979,7.62390572390572,-1.14619883040936,-1.5625,0,0,0,0,0,0,0,0,0,0,0,-0.803986710963455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11.1090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,8.49831932773109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,61.5633098852277,0,0,0,0,0,0,0,0,0,0,10.8272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,0,0,0,0,0,0,0,0,0,4.22890025575448,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96425120772947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33465608465608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93928571428571,26.1571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4151747655584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96843853820598,14.3011764705882,0,2.90659340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0
0,0,0,0,0,0,0,0,80.9765027322404,0,0,0,0,0,0,0,0,0,0,0,0,31.3423529411765,0,0,0,0,0,0,0,0,0,0,0,0,-2.96326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5475113122172,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70673635307782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38405797101449,13.1994680851064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4350104821803,0,0,0,0,0,0,0,0,0,0,0,0,0,31.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6.04761904761905,0,0,0,87.0697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.24789915966386,0,0,0,0,0,0,0,0,0,0,-1.52,0,10.3316666666667,0,0,0,0,0,0,0,-3.89473684210526,6.86666666666667,30.504048582996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68589743589744,6.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.333333333333,5.42307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
