"George Springer_HOU","Carlos Correa_HOU","Bryce Harper_WAS","Jose Altuve_HOU","Charlie Blackmon_COL","Corey Dickerson_TB","Nolan Arenado_COL","Ryan Zimmerman_WAS","Elvis Andrus_TEX","Carlos Beltran_HOU","Marwin Gonzalez_HOU","Joey Gallo_TEX","Steven Souza_TB","Shin-Soo Choo_TEX","Robinson Cano_SEA","Kris Bryant_CHC","Miguel Sano_MIN","Evan Gattis_HOU","Alex Bregman_HOU","Nomar Mazara_TEX","Evan Longoria_TB","Kevin Kiermaier_TB","Anthony Rizzo_CHC","Daniel Murphy_WAS","Trea Turner_WAS","Mike Trout_LAA","Nelson Cruz_SEA","Logan Morrison_TB","Josh Reddick_HOU","Mark Reynolds_COL","Anthony Rendon_WAS","Joe Mauer_MIN","Adrian Beltre_TEX","Jean Segura_SEA","Wil Myers_SD","David Dahl_COL","Trevor Story_COL","Brian Dozier_MIN","Carlos Gomez_TEX","Gerardo Parra_COL","Ben Zobrist_CHC","Yonder Alonso_OAK","Tim Beckham_TB","Hunter Renfroe_SD","Dexter Fowler_STL","Robbie Grossman_MIN","Kyle Seager_SEA","Albert Pujols_LAA","Yunel Escobar_LAA","Max Kepler_MIN","Ryan Schimpf_SD","Khris Davis_OAK","Adam Eaton_WAS","Brian McCann_HOU","Peter O'Brien_TEX","Yuli Gurriel_HOU","Carlos Gonzalez_COL","Ian Desmond_COL","DJ LeMahieu_COL","Javier Baez_CHC","Kyle Schwarber_CHC","Ian Happ_CHC","Jayson Werth_WAS","Cameron Maybin_LAA","Andrelton Simmons_LAA","Tommy Pham_STL","Willson Contreras_CHC","Michael Taylor_WAS","Eddie Rosario_MIN","CJ Cron_LAA","Mike Napoli_TEX","Colby Rasmus_TB","Mitch Haniger_SEA","Manuel Margot_SD","Pat Valaika_COL","Randal Grichuk_STL","Stephen Piscotty_STL","Norichika Aoki_HOU","Jake Marisnick_HOU","Jurickson Profar_TEX","Danny Valencia_SEA","Wilson Ramos_TB","Ben Gamel_SEA","Brad Miller_TB","Yangervis Solarte_SD","Alex Dickerson_SD","Yadier Molina_STL","Paul DeJong_STL","Jefry Marte_LAA","Kole Calhoun_LAA","Robinson Chirinos_TEX","Jarrod Dyson_SEA","Stephen Cardullo_COL","Raimel Tapia_COL","Austin Hedges_SD","Jason Heyward_CHC","Jedd Gyorko_STL","Marcus Semien_OAK","Ryon Healy_OAK","Kennys Vargas_MIN","Delino DeShields_TEX","Leonys Martin_SEA","Matt Duffy_TB","Guillermo Heredia_SEA","Dustin Garneau_COL","Allen Cordoba_SD","Matt Joyce_OAK","Jed Lowrie_OAK","Brian Goodwin_WAS","Jorge Polanco_MIN","Jonathan Lucroy_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Rougned Odor_TEX","Tony Wolters_COL","Travis Jankowski_SD","Tom Murphy_COL","Miguel Montero_CHC","Matt Carpenter_STL","Addison Russell_CHC","Rajai Davis_OAK","Matt Wieters_WAS","Luis Valbuena_LAA","Jason Castro_MIN","Byron Buxton_MIN","Jared Hoying_TEX","Derek Fisher_HOU","Taylor Motter_SEA","Matt Szczur_SD","Alexi Amarista_COL","Jon Jay_CHC","Jeimer Candelario_CHC","Albert Almora_CHC","Adam Lind_WAS","Chad Pinder_OAK","Danny Espinosa_LAA","Ryan Rua_TEX","Jake Bauers_TB","Chase d'Arnaud_SD","Hanser Alberto_TEX","Christian Bethancourt_SD","Cory Spangenberg_SD","Jhonny Peralta_STL","Kolten Wong_STL","Tommy La Stella_CHC","Aledmys Diaz_STL","Stephen Vogt_OAK","Josh Phegley_OAK","Mark Canha_OAK","Martin Maldonado_LAA","Ben Revere_LAA","Drew Stubbs_TEX","Peter Bourjos_TB","Mike Zunino_SEA","Mallex Smith_TB","Harrison Bader_STL","Eduardo Escobar_MIN","Carlos Ruiz_SEA","Rickie Weeks_TB","Shawn O'Malley_SEA","Jesus Sucre_TB","Cristhian Adames_COL","Jose Martinez_STL","Greg Garcia_STL","Trevor Plouffe_OAK","Stephen Drew_WAS","Jake Smolinski_OAK","Ryan LaMarre_OAK","Wilmer Difo_WAS","Nolan Fontana_LAA","Juan Centeno_HOU","Tony Kemp_HOU","Derek Norris_TB","Curt Casali_TB","Daniel Robertson_TB","Boog Powell_SEA","Tyler Smith_SEA","Ryan Hanigan_COL","Magneuris Sierra_STL","Bruce Maxwell_OAK","Chris Gimenez_MIN","Drew Robinson_TEX","Tuffy Gosewisch_SEA","Jabari Blash_SD","Franchy Cordero_SD","Carson Kelly_STL","Chris Heisey_WAS","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Erick Aybar_SD","Hector Sanchez_SD","Eric Fryer_STL","Rafael Bautista_WAS","Eric Young_LAA","Ehire Adrianza_MIN","Michael Martinez_TB","Daniel Vogelbach_SEA","Eloy Jimenez_CHC","Jose Lobaton_WAS","Adam Rosales_OAK","Cliff Pennington_LAA","Shane Peterson_TB","Grant Green_WAS","Jaff Decker_OAK","Matt Olson_OAK","Luis Torrens_SD"
29,27,0,31,0,0,0,0,0,24,33,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,49,0,0,50,0,43,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,37,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,41,0,0,0,0,0,0,48,0,0,0,0,0,0,0,46,46,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,34,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,45,0,0,43,0,46,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,34,2,0,46,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,35,0,21,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,14,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,40,0,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,36,0,0,0,0,0,0,0,29,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
27,27,0,29,0,0,0,0,0,21,21,0,0,0,0,0,0,31,29,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,41,0,45,0,0,0,0,0,38,28,0,0,0,0,0,0,29,47,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,45,0,0,46,0,39,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,34,0,0,46,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,53,52,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,21,0,15,0,0,0,0,0,0,0,0,0,0,0,38,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0
