"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Max Scherzer","Alex Meyer","Willson Contreras","Freddie Freeman","Brandon Phillips","Kris Bryant","Addison Russell","Matt Kemp","Ender Inciarte","Nick Markakis"
"2","Carlos Carrasco","Alex Meyer","James McCann","Freddie Freeman","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"3","Max Scherzer","Matt Andriese","James McCann","Anthony Rizzo","Ben Zobrist","Nicholas Castellanos","Andrew Romine","Justin Upton","Corey Dickerson","Mikie Mahtook"
"4","Max Scherzer","Alex Meyer","James McCann","Miguel Cabrera","Javier Baez","Nicholas Castellanos","Addison Russell","Bryce Harper","Justin Upton","Mikie Mahtook"
"5","Max Scherzer","Alex Meyer","Sandy Leon","Mitch Moreland","Ben Zobrist","Kris Bryant","Xander Bogaerts","Andrew Benintendi","Corey Dickerson","Chris Young"
"6","Carlos Carrasco","Matt Andriese","Willson Contreras","Freddie Freeman","Brandon Phillips","Kris Bryant","Dansby Swanson","Ender Inciarte","Corey Dickerson","Danny Santana"
"7","Max Scherzer","Alex Meyer","Brian McCann","Yuli Gurriel","Jose Altuve","Kris Bryant","Carlos Correa","Albert Almora","Carlos Beltran","Corey Dickerson"
"8","Max Scherzer","Carlos Carrasco","Willson Contreras","Edwin Encarnacion","Jose Ramirez","Yandy Diaz","Addison Russell","Lonnie Chisenhall","Abraham Almonte","Matt Joyce"
"9","Carlos Carrasco","Matt Andriese","Willson Contreras","Miguel Cabrera","Ben Zobrist","Nicholas Castellanos","Jose Iglesias","Justin Upton","Josh Reddick","Mikie Mahtook"
"10","Max Scherzer","Alex Meyer","Willson Contreras","Paul Goldschmidt","Ben Zobrist","Jake Lamb","Addison Russell","AJ Pollock","Yasmany Tomas","David Peralta"
"11","Carlos Carrasco","Matt Andriese","Sandy Leon","Mitch Moreland","Josh Rutledge","Kris Bryant","Addison Russell","Andrew Benintendi","Josh Reddick","Chris Young"
"12","Max Scherzer","Carlos Carrasco","Jesus Sucre","Mitch Moreland","Brad Miller","Kris Bryant","Tim Beckham","Kevin Kiermaier","Corey Dickerson","Matt Joyce"
"13","Max Scherzer","Carlos Carrasco","Salvador Perez","Eric Hosmer","Whit Merrifield","Kris Bryant","Andrew Romine","Lorenzo Cain","Alex Gordon","Matt Joyce"
"14","Max Scherzer","Chris Young","Willson Contreras","Conor Gillaspie","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"15","Max Scherzer","Carlos Carrasco","Willson Contreras","Luis Valbuena","Cliff Pennington","Kris Bryant","Andrelton Simmons","Cameron Maybin","Ben Revere","Andrew Toles"
"16","Max Scherzer","Carlos Carrasco","Devin Mesoraco","Yonder Alonso","Jed Lowrie","Kris Bryant","Adam Rosales","Khris Davis","Rajai Davis","Corey Dickerson"
"17","Carlos Carrasco","Matt Andriese","Yan Gomes","Carlos Santana","Jason Kipnis","Kris Bryant","Francisco Lindor","Andrew Benintendi","Corey Dickerson","Abraham Almonte"
"18","Max Scherzer","Carlos Carrasco","Martin Maldonado","Anthony Rizzo","Cliff Pennington","Yunel Escobar","Addison Russell","Kole Calhoun","Corey Dickerson","Ben Revere"
"19","Carlos Carrasco","Alex Meyer","Brian McCann","Anthony Rizzo","Ben Zobrist","Alex Bregman","Addison Russell","George Springer","Josh Reddick","Norichika Aoki"
"20","Max Scherzer","Carlos Carrasco","Willson Contreras","Cody Bellinger","Alexi Amarista","Justin Turner","Corey Seager","Joc Pederson","Andrew Toles","Matt Joyce"
"21","Max Scherzer","Carlos Carrasco","Salvador Perez","Eric Hosmer","Brad Miller","Mike Moustakas","Alcides Escobar","Josh Reddick","Lorenzo Cain","Corey Dickerson"
"22","Max Scherzer","Carlos Carrasco","Yan Gomes","Carlos Santana","Ben Zobrist","Yandy Diaz","Francisco Lindor","Josh Reddick","Abraham Almonte","Matt Joyce"
"23","Julio Urias","Matt Andriese","Willson Contreras","Yuli Gurriel","Jose Altuve","Kris Bryant","Carlos Correa","Carlos Beltran","Josh Reddick","Ender Inciarte"
"24","Carlos Carrasco","Jeff Samardzija","James McCann","Freddie Freeman","Javier Baez","Nicholas Castellanos","Andrew Romine","Andrew Benintendi","Justin Upton","Mikie Mahtook"
"25","Max Scherzer","Alex Meyer","Tyler Flowers","Anthony Rizzo","Brandon Phillips","Kris Bryant","Dansby Swanson","Bryce Harper","Ender Inciarte","Danny Santana"
"26","Max Scherzer","Carlos Carrasco","Jesus Sucre","Logan Morrison","Brad Miller","Evan Longoria","Addison Russell","Corey Dickerson","Lonnie Chisenhall","Andrew Toles"
"27","Max Scherzer","Matt Andriese","Yadier Molina","Matt Carpenter","Jedd Gyorko","Kris Bryant","Aledmys Diaz","Josh Reddick","Corey Dickerson","Tommy Pham"
"28","Carlos Carrasco","Alex Meyer","JT Realmuto","Freddie Freeman","Dee Gordon","Kris Bryant","Addison Russell","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"29","Carlos Carrasco","Matt Andriese","Tyler Flowers","Freddie Freeman","Ben Zobrist","Adonis Garcia","Addison Russell","Matt Kemp","Corey Dickerson","Nick Markakis"
"30","Max Scherzer","Carlos Carrasco","Jason Castro","Joe Mauer","Ehire Adrianza","Kris Bryant","Jorge Polanco","Byron Buxton","Corey Dickerson","Andrew Toles"
"31","Max Scherzer","Carlos Carrasco","Devin Mesoraco","Freddie Freeman","Brandon Phillips","Mike Moustakas","Andrew Romine","Matt Kemp","Ender Inciarte","Danny Santana"
"32","Max Scherzer","Julio Urias","Salvador Perez","Eric Hosmer","Ben Zobrist","Mike Moustakas","Addison Russell","Lorenzo Cain","Ender Inciarte","Alex Gordon"
"33","Carlos Carrasco","Alex Meyer","Gary Sanchez","Logan Morrison","Starlin Castro","Kris Bryant","Addison Russell","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"34","Carlos Carrasco","Alex Meyer","Willson Contreras","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Addison Russell","Ian Desmond","Gerardo Parra","Andrew Toles"
"35","Max Scherzer","Alex Meyer","Yasmani Grandal","Cody Bellinger","Chris Taylor","Kris Bryant","Addison Russell","Bryce Harper","Yasiel Puig","Joc Pederson"
"36","Max Scherzer","Alex Meyer","Salvador Perez","Anthony Rizzo","Whit Merrifield","Kris Bryant","Addison Russell","Alex Gordon","Brandon Moss","Jorge Bonifacio"
"37","Max Scherzer","Alex Meyer","Dustin Garneau","Mark Reynolds","Alexi Amarista","Kris Bryant","Trevor Story","Ian Desmond","Andrew Benintendi","Corey Dickerson"
"38","Max Scherzer","Matt Andriese","Yasmani Grandal","Cody Bellinger","Ben Zobrist","Justin Turner","Corey Seager","Josh Reddick","Joc Pederson","Corey Dickerson"
"39","Max Scherzer","Alex Meyer","Willson Contreras","Anthony Rizzo","Josh Harrison","Kris Bryant","Jordy Mercer","Andrew McCutchen","Gregory Polanco","Jose Osuna"
"40","Max Scherzer","Carlos Carrasco","Bruce Maxwell","Freddie Freeman","Ben Zobrist","Trevor Plouffe","Adam Rosales","Rajai Davis","Corey Dickerson","Matt Joyce"
"41","Max Scherzer","Julio Urias","Gary Sanchez","Miguel Cabrera","Brad Miller","Nicholas Castellanos","Jose Iglesias","Justin Upton","Corey Dickerson","Mikie Mahtook"
"42","Max Scherzer","Carlos Carrasco","James McCann","Freddie Freeman","Brandon Phillips","Adonis Garcia","Jose Iglesias","Matt Kemp","Nick Markakis","Andrew Toles"
"43","Max Scherzer","Carlos Carrasco","Jason Castro","Kennys Vargas","Brad Miller","Eduardo Escobar","Addison Russell","Max Kepler","Eddie Rosario","Matt Joyce"
"44","Max Scherzer","Matt Andriese","Yan Gomes","Carlos Santana","Javier Baez","Yandy Diaz","Addison Russell","Bryce Harper","Lonnie Chisenhall","Abraham Almonte"
"45","Carlos Carrasco","Chris Young","Willson Contreras","Mitch Moreland","Dustin Pedroia","Kris Bryant","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Andrew Toles"
"46","Max Scherzer","Alex Meyer","Willson Contreras","Joey Votto","Ben Zobrist","Eugenio Suarez","Zack Cozart","Adam Duvall","Billy Hamilton","Corey Dickerson"
"47","Max Scherzer","Carlos Carrasco","Willson Contreras","Freddie Freeman","Whit Merrifield","Mike Moustakas","Alcides Escobar","Brandon Moss","Jorge Bonifacio","Matt Joyce"
"48","Max Scherzer","Alex Meyer","Tyler Flowers","Freddie Freeman","Javier Baez","Adonis Garcia","Carlos Correa","Bryce Harper","Matt Kemp","Nick Markakis"
"49","Carlos Carrasco","Matt Andriese","Brian McCann","Freddie Freeman","Brandon Phillips","Nicholas Castellanos","Trea Turner","Matt Kemp","Ender Inciarte","Nick Markakis"
"50","Carlos Carrasco","Alex Meyer","Yadier Molina","Matt Carpenter","Jedd Gyorko","Kris Bryant","Aledmys Diaz","Bryce Harper","Andrew Benintendi","Randal Grichuk"
