"Bryce Harper_WAS","Aaron Judge_NYY","Trea Turner_WAS","George Springer_HOU","Daniel Murphy_WAS","Jose Altuve_HOU","Travis Shaw_MIL","Ryan Zimmerman_WAS","Ryan Braun_MIL","Giancarlo Stanton_MIA","Gary Sanchez_NYY","Keon Broxton_MIL","Domingo Santana_MIL","Carlos Correa_HOU","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Tommy Pham_STL","Jedd Gyorko_STL","Jose Abreu_CWS","Anthony Rendon_WAS","Dexter Fowler_STL","Michael Taylor_WAS","Paul DeJong_STL","Eric Sogard_MIL","Justin Bour_MIA","Josh Reddick_HOU","Adrian Beltre_TEX","Dee Gordon_MIA","Jonathan Villar_MIL","Brett Gardner_NYY","Jorge Bonifacio_KC","Miguel Sano_MIN","Melky Cabrera_CWS","Carlos Gomez_TEX","Todd Frazier_CWS","Delino DeShields_TEX","Brian Dozier_MIN","Matt Carpenter_STL","Eric Thames_MIL","Marcell Ozuna_MIA","Hernan Perez_MIL","Christian Yelich_MIA","Joe Mauer_MIN","Lorenzo Cain_KC","Mike Moustakas_KC","Eddie Rosario_MIN","Mike Napoli_TEX","Nomar Mazara_TEX","Yoan Moncada_CWS","Adam Eaton_WAS","Eric Hosmer_KC","Joey Gallo_TEX","Aledmys Diaz_STL","JT Realmuto_MIA","Orlando Arcia_MIL","Lewis Brinson_MIL","Didi Gregorius_NYY","Evan Gattis_HOU","Salvador Perez_KC","Whit Merrifield_KC","Tyler Saladino_CWS","Alen Hanson_CWS","Stephen Piscotty_STL","Martin Prado_MIA","Tyler Moore_MIA","Carlos Beltran_HOU","Brian McCann_HOU","Matt Holliday_NYY","Chase Headley_NYY","Aaron Hicks_NYY","Yuli Gurriel_HOU","Daniel Palka_MIN","Robinson Chirinos_TEX","Adam Lind_WAS","Randal Grichuk_STL","Brian Goodwin_WAS","Marwin Gonzalez_HOU","Starlin Castro_NYY","Jonathan Lucroy_TEX","Jurickson Profar_TEX","Jayson Werth_WAS","Yadier Molina_STL","Matt Wieters_WAS","Nick Franklin_MIL","Jesus Aguilar_MIL","Jacoby Ellsbury_NYY","Alex Bregman_HOU","Robbie Grossman_MIN","Kennys Vargas_MIN","Max Kepler_MIN","Avisail Garcia_CWS","Yolmer Sanchez_CWS","Rougned Odor_TEX","Manny Pina_MIL","Brett Phillips_MIL","Eduardo Escobar_MIN","Matt Davidson_CWS","Charlie Tilson_CWS","Adam Engel_CWS","Tim Anderson_CWS","Chad Huffman_STL","Derek Dietrich_MIA","Destin Hood_MIA","Michael Reed_MIL","Chris Carter_NYY","Derek Fisher_HOU","Alcides Escobar_KC","Jorge Polanco_MIN","Ichiro Suzuki_MIA","Kirk Nieuwenhuis_MIL","Jake Marisnick_HOU","Mason Williams_NYY","Greg Bird_NYY","Paulo Orlando_KC","Billy Burns_KC","Jorge Soler_KC","Ryan Rua_TEX","Andy Ibanez_TEX","Ryan Raburn_WAS","Jose Martinez_STL","Stephen Vogt_MIL","Tomas Telis_MIA","Ryan Cordell_MIL","Jason Castro_MIN","Leury Garcia_CWS","Jacob May_CWS","Kolten Wong_STL","Christian Colon_MIA","Steve Lombardozzi_MIA","Jacob Nottingham_MIL","Rob Refsnyder_NYY","Chris Gimenez_MIN","Cody Asche_CWS","Kevan Smith_CWS","Stephen Drew_WAS","Harrison Bader_STL","AJ Ellis_MIA","Andrew Susac_MIL","Tyler Austin_NYY","JD Davis_HOU","Alex Gordon_KC","Ryan O'Hearn_KC","Willy Garcia_CWS","Hanser Alberto_TEX","Mike Aviles_MIA","Jett Bandy_MIL","Corey Ray_MIL","Austin Romine_NYY","Brandon Moss_KC","Terrance Gore_KC","Geovany Soto_CWS","Drew Stubbs_TEX","Ronald Guzman_TEX","JT Riddle_MIA","Norichika Aoki_HOU","Ronald Torreyes_NYY","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Gleyber Torres_NYY","Cheslor Cuthbert_KC","Pete Kozma_TEX","Omar Narvaez_CWS","Brett Nicholas_TEX","Jared Hoying_TEX","Magneuris Sierra_STL","Miguel Rojas_MIA","Chris Heisey_WAS","Wilmer Difo_WAS","Carson Kelly_STL","Ehire Adrianza_MIN","Byron Buxton_MIN","Raul Mondesi_KC","Drew Robinson_TEX","Eric Fryer_STL","Greg Garcia_STL","Pedro Severino_WAS","Kyle Tucker_HOU","Luke Voit_STL","Rafael Bautista_WAS","Juan Centeno_HOU","Kyle Higashioka_NYY","Teoscar Hernandez_HOU","Colin Moran_HOU","Tony Kemp_HOU","Grant Green_CWS","Zack Collins_CWS","Jose Lobaton_WAS","Alex Mejia_STL","Drew Butera_KC","Ramon Torres_KC","Hunter Dozier_KC"
91.5453869047619,0,19.065233785822,0,9.15124016938899,0,0,26.0772859216255,0,0,0,0,0,0,0,0,0,0,0,21.4531155474894,0,18.5919191919192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.3296703296703,0,9.16666666666667,0,0,0,0,15.065873015873,0,21.4561170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5,29.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0
0,103.426961770624,0,0,0,0,0,0,0,0,30.5365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5675141242938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48086734693878,0,0,0,0,0,0,0,0,0,0,22.4409701928697,2.19491525423729,6.1256038647343,0,0,0,0,0,0,0,29.6690079016681,0,0,0,0,0,0,0,-2.40285204991087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64939024390244,0,0,0,0,0,0,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,5.39112903225806,0,0,0,0,0,0,0,22.2226890756303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0
19.065233785822,0,99.2565751022794,0,18.4858490566038,0,0,9.74941176470588,0,0,0,0,0,0,0,0,0,0,0,-5.84506531204644,0,30.2686170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.7692307692308,0,20.9912280701754,0,0,0,0,-0.524064171122995,0,-2.95296167247387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-3.46428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88602941176471,0,0,0,0
0,0,0,73.3590869183494,0,-0.787878787878788,0,0,0,0,0,0,0,15.3614754098361,0,0,0,0,0,0,0,0,0,0,0,-4.57047872340426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8903846153846,0,0,0,0,0,0,0,3.36666666666667,-0.58974358974359,0,0,0,0,0,0,0,0,0,4.80487804878049,0,0,0,0,0,0,0,0,0,9.00109289617486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,4.96957671957672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99325236167341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.15124016938899,0,18.4858490566038,0,69.2926587301587,0,0,11.983164983165,0,0,0,0,0,0,0,0,0,0,0,12.346037507562,0,22.6782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3791208791209,0,44.8897058823529,0,0,0,0,16.502024291498,0,19.2666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4,16.5909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7516339869281,0,0,0,0
0,0,0,-0.787878787878788,0,61.6025039123631,0,0,0,0,0,0,0,-4.40096153846154,0,0,0,0,0,0,0,0,0,0,0,-6.473604826546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00609756097561,0,0,0,0,0,0,0,15.1282516636419,-5.95909090909091,0,0,0,0,0,0,0,0,0,4.15010570824524,0,0,0,0,0,0,0,0,0,5.60763888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.91666666666667,0,0,0,0,2.46370967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20670731707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,74.8760880696365,0,-17.04,0,0,9.5521568627451,0.0403921568627451,0,0,0,0,0,0,0,0,0,0,15.9736842105263,0,0,0,0,-1.56533776301218,0,0,0,0,0,0,0,0,0,13.2149321266968,0,-0.86219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.708333333333333,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.30555555555556,25.1666666666667,0,0,0,0,0,0,0,0,6.77272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5747126436782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0772859216255,0,9.74941176470588,0,11.983164983165,0,0,80.9251899473992,0,0,0,0,0,0,0,0,0,0,0,-1.47169811320755,0,14.8358585858586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.0666666666667,0,1.61904761904762,0,0,0,0,-1.83033033033033,0,20.7686868686869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.1666666666667,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.4945054945055,0,0,0,0
0,0,0,0,0,0,-17.04,0,66.064367816092,0,0,-25.004329004329,13.0307971014493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.8803418803419,0,0,0,0,0,0,0,0,0,24.8615384615385,0,2.33006535947712,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04131054131054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,33.75,0,0,0,0,0,0,0,0,19.8345588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,79.9411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56009783368274,0,0,4.14311315924219,0,0,0,0,0,0,0,0,0,0,0,4.35187697874265,0,9.60018091361375,0,0,0,0,0,0,0,0,0,0,0,-3.65820802005013,0,0,0,0,0,0,0,0,0,12.7473684210526,49.6818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06039488966318,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05555555555556,0,0,0,0,0,0,0,0,5.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0737179487179,0,0,0,0,0,0,0,0,0,0,0,0,-34.3846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
