"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Brandon McCarthy",9100,"LAD@SF 10:15PM ET",15.333,"LAD","SF",18.07,15.4,14.199,NA,5.35
"SP","Sean Manaea",8300,"OAK@SEA 10:10PM ET",12.99,"OAK","SEA",16.06,14.1,15.396,NA,13.05
"SP","Dan Straily",8200,"HOU@MIA 07:10PM ET",14.814,"MIA","HOU",16.17,15,13.401,NA,16.05
"SP","Joe Musgrove",8100,"HOU@MIA 07:10PM ET",10.707,"HOU","MIA",NA,14.3,14.544,NA,19.35
"SP","Jesse Chavez",7800,"CWS@LAA 10:07PM ET",11.422,"LAA","CWS",19.68,17.7,18.421,NA,20.15
"SP","Zack Wheeler",7200,"NYM@ARI 09:40PM ET",12.107,"NYM","ARI",16.23,13.6,18.088,NA,18.7
"SP","Yovani Gallardo",6900,"OAK@SEA 10:10PM ET",10.329,"SEA","OAK",16.7,13.4,13.47,NA,18.05
"SP","Chase Anderson",6800,"MIL@SD 10:10PM ET",15.243,"MIL","SD",15.82,14,13.768,NA,8.6
"SP","Luis Perdomo",6600,"MIL@SD 10:10PM ET",12.63,"SD","MIL",17.55,12.1,16.334,NA,21.9
"SP","Bartolo Colon",6500,"ATL@TOR 07:07PM ET",6.771,"ATL","TOR",13.04,12.9,14.184,NA,7.85
"SP","Zack Godley",6300,"NYM@ARI 09:40PM ET",20.9,"ARI","NYM",NA,13.4,12.536,NA,24
"SP","Matt Cain",6100,"LAD@SF 10:15PM ET",10.55,"SF","LAD",16.44,11.1,13.642,NA,22.2
"RP","Mike Bolsinger",6000,"ATL@TOR 07:07PM ET",12.55,"TOR","ATL",NA,15.2,NA,NA,-1.3
"SP","Mike Pelfrey",5000,"CWS@LAA 10:07PM ET",3.838,"CWS","LAA",10.74,9.2,8.767,NA,2.9
