"Aaron Judge_NYY","George Springer_HOU","Gary Sanchez_NYY","Carlos Correa_HOU","Jose Altuve_HOU","Brett Gardner_NYY","Josh Reddick_HOU","Khris Davis_OAK","Carlos Beltran_HOU","Matt Holliday_NYY","Chris Carter_NYY","Brian McCann_HOU","Matt Joyce_OAK","Marwin Gonzalez_HOU","Evan Gattis_HOU","Aaron Hicks_NYY","Jose Abreu_CWS","Matt Davidson_CWS","Yonder Alonso_OAK","Yuli Gurriel_HOU","Alex Bregman_HOU","Jacoby Ellsbury_NYY","Todd Frazier_CWS","Starlin Castro_NYY","Didi Gregorius_NYY","Avisail Garcia_CWS","Chad Pinder_OAK","Ryon Healy_OAK","Melky Cabrera_CWS","Tyler Saladino_CWS","Alen Hanson_CWS","Jed Lowrie_OAK","Marcus Semien_OAK","Derek Fisher_HOU","Chase Headley_NYY","Yolmer Sanchez_CWS","Greg Bird_NYY","Yoan Moncada_CWS","Jake Marisnick_HOU","Mason Williams_NYY","Leury Garcia_CWS","Rob Refsnyder_NYY","Mark Canha_OAK","Tyler Austin_NYY","Charlie Tilson_CWS","Adam Engel_CWS","Rajai Davis_OAK","Adam Rosales_OAK","JD Davis_HOU","Joey Wendle_OAK","Norichika Aoki_HOU","Matt Chapman_OAK","Jake Smolinski_OAK","Ryan LaMarre_OAK","Jaycob Brugman_OAK","Ronald Torreyes_NYY","Jacob May_CWS","Jorge Mateo_NYY","Miguel Andujar_NYY","Tim Anderson_CWS","Tyler Wade_NYY","Gleyber Torres_NYY","Josh Phegley_OAK","Bruce Maxwell_OAK","Austin Romine_NYY","Cody Asche_CWS","Willy Garcia_CWS","Geovany Soto_CWS","Kevan Smith_CWS","Kyle Tucker_HOU","Kyle Higashioka_NYY","Omar Narvaez_CWS","Juan Centeno_HOU","Renato Nunez_OAK","Matt Olson_OAK","Tony Kemp_HOU","Franklin Barreto_OAK","Jaff Decker_OAK","Grant Green_CWS","Zack Collins_CWS","Teoscar Hernandez_HOU","Colin Moran_HOU"
105.832907075874,0,31.1897435897436,0,0,18.7571595558153,0,0,0,22.4409701928697,9.64939024390244,0,0,0,0,6.1256038647343,0,0,0,0,0,-0.629032258064516,0,29.6690079016681,0.794172062904718,0,0,0,0,0,0,0,0,0,2.44343617664852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7869318181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71.1321678321678,0,19.8892460549386,-0.686298076923077,0,-4.01896392229417,0,2.34940600978337,0,0,3.02159244264507,0,5.92884615384615,26.1849217638691,0,0,0,0,0,8.9947399181765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99325236167341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1897435897436,0,98.6951219512195,0,0,4.54935897435897,0,0,0,31.4932432432432,11.005291005291,0,0,0,0,18.179435483871,0,0,0,0,0,-9.13333333333333,0,35.4589743589744,1.8,0,0,0,0,0,0,0,0,0,2.20420168067227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.8892460549386,0,52.2424242424242,-4.17665130568356,0,17.5744680851064,0,13.2865129280224,0,0,-7.36997885835095,0,14.3470839260313,13.1306306306306,0,0,0,0,0,4.85087719298246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224696356275304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.686298076923077,0,-4.17665130568356,63.3614906832298,0,-6.53333333333333,0,15.343045112782,0,0,-6.39957716701903,0,3.90592334494774,2.10323886639676,0,0,0,0,0,5.80988894764675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20670731707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.7571595558153,0,4.54935897435897,0,0,70.9360126916975,0,0,0,15.0196078431373,0.447619047619048,0,0,0,0,15.8769230769231,0,0,0,0,0,-9.33333333333333,0,5.44745762711864,7.8985200845666,0,0,0,0,0,0,0,0,0,-9.91176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.48387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4.01896392229417,0,17.5744680851064,-6.53333333333333,0,57.9496855345912,0,10.6338383838384,0,0,-7.69285714285714,0,8.68045977011494,6.64387464387464,0,0,0,0,0,6.7984693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50168067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,60.4102564102564,0,0,0,0,10.9443027210884,0,0,0,0,0,-3.89622641509434,0,0,0,0,0,0,0,8.49831932773109,-2.09933435739887,0,0,0,1.03220338983051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16153846153846,-7.65656565656566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.34940600978337,0,13.2865129280224,15.343045112782,0,10.6338383838384,0,56.9520748100526,0,0,-12.984126984127,0,21.9268907563025,-6.83333333333333,0,0,0,0,0,5.48190045248869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6836007130125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4409701928697,0,31.4932432432432,0,0,15.0196078431373,0,0,0,67.0901639344262,0.19203413940256,0,0,0,0,7.90420819490587,0,0,0,0,0,19.3888888888889,0,24.1751412429379,13.063122923588,0,0,0,0,0,0,0,0,0,1.06862745098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5997150997151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.64939024390244,0,11.005291005291,0,0,0.447619047619048,0,0,0,0.19203413940256,44.2292358803987,0,0,0,0,-3.70944741532977,0,0,0,0,0,-6.55238095238095,0,15.4341085271318,13.0133689839572,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.02159244264507,0,-7.36997885835095,-6.39957716701903,0,-7.69285714285714,0,-12.984126984127,0,0,56.6961352657005,0,-1.12037037037037,-3.65833333333333,0,0,0,0,0,-7.60526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16009852216749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10.9443027210884,0,0,0,0,54.7537254901961,0,0,0,0,0,3.08695652173913,0,0,0,0,0,0,0,3.41558441558442,8.28723404255319,0,0,0,-5.6854764107308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.16,5.95161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.92884615384615,0,14.3470839260313,3.90592334494774,0,8.68045977011494,0,21.9268907563025,0,0,-1.12037037037037,0,71.3585858585859,23.474358974359,0,0,0,0,0,3.95795795795796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.1849217638691,0,13.1306306306306,2.10323886639676,0,6.64387464387464,0,-6.83333333333333,0,0,-3.65833333333333,0,23.474358974359,45.3269454123113,0,0,0,0,0,6.24358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1256038647343,0,18.179435483871,0,0,15.8769230769231,0,0,0,7.90420819490587,-3.70944741532977,0,0,0,0,69.5884353741497,0,0,0,0,0,0.0428571428571429,0,10.6766882516189,-0.720483641536273,0,0,0,0,0,0,0,0,0,1.26248548199768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64619883040936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6267361111111,23.8061979648474,0,0,0,0,3.63836477987421,0,0,12.6898907103825,0,0,22.6220338983051,0,0,0,0,0,0,0,0,0,0,0,-10.2682926829268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25194805194805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8061979648474,75.1418439716312,0,0,0,0,2.22199730094467,0,0,28.575845410628,0,0,18.4924242424242,0,0,0,0,0,0,0,0,0,0,0,-9.34827586206896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3676829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-3.89622641509434,0,0,0,0,3.08695652173913,0,0,0,0,0,61.6619528619529,0,0,0,0,0,0,0,0.0769230769230769,15.867269984917,0,0,0,12.6964285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8494623655914,2.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.9947399181765,0,4.85087719298246,5.80988894764675,0,6.7984693877551,0,5.48190045248869,0,0,-7.60526315789474,0,3.95795795795796,6.24358974358974,0,0,0,0,0,39.3884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84779516358464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.629032258064516,0,-9.13333333333333,0,0,-9.33333333333333,0,0,0,19.3888888888889,-6.55238095238095,0,0,0,0,0.0428571428571429,0,0,0,0,0,41.2319327731092,0,6.37611408199643,-22.8142857142857,0,0,0,0,0,0,0,0,0,2.04301075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63836477987421,2.22199730094467,0,0,0,0,53.5575757575758,0,0,25.4117647058824,0,0,3.20399698340875,0,0,0,0,0,0,0,0,0,0,0,-0.351260504201681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
