"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Max Scherzer","Alex Meyer","Willson Contreras","Freddie Freeman","Brandon Phillips","Kris Bryant","Addison Russell","Matt Kemp","Ender Inciarte","Nick Markakis"
"Carlos Carrasco","Alex Meyer","James McCann","Freddie Freeman","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"Max Scherzer","Carlos Carrasco","James McCann","Freddie Freeman","Brad Miller","Nicholas Castellanos","Andrew Romine","Justin Upton","Andrew Toles","Mikie Mahtook"
"Max Scherzer","Alex Meyer","James McCann","Miguel Cabrera","Ben Zobrist","Nicholas Castellanos","Addison Russell","Bryce Harper","Justin Upton","Mikie Mahtook"
"Max Scherzer","Alex Meyer","Sandy Leon","Mitch Moreland","Ben Zobrist","Kris Bryant","Xander Bogaerts","Andrew Benintendi","Corey Dickerson","Chris Young"
"Carlos Carrasco","Matt Andriese","Willson Contreras","Freddie Freeman","Brandon Phillips","Kris Bryant","Dansby Swanson","Ender Inciarte","Corey Dickerson","Danny Santana"
"Max Scherzer","Alex Meyer","Brian McCann","Yuli Gurriel","Jose Altuve","Kris Bryant","Carlos Correa","Albert Almora","Carlos Beltran","Corey Dickerson"
"Max Scherzer","Carlos Carrasco","Willson Contreras","Edwin Encarnacion","Jose Ramirez","Yandy Diaz","Addison Russell","Lonnie Chisenhall","Abraham Almonte","Matt Joyce"
"Max Scherzer","Matt Andriese","Willson Contreras","Miguel Cabrera","Javier Baez","Nicholas Castellanos","Jose Iglesias","Justin Upton","Andrew Toles","Mikie Mahtook"
"Carlos Carrasco","Matt Andriese","Sandy Leon","Mitch Moreland","Josh Rutledge","Kris Bryant","Addison Russell","Andrew Benintendi","Josh Reddick","Chris Young"
"Max Scherzer","Alex Meyer","Willson Contreras","Paul Goldschmidt","Ben Zobrist","Jake Lamb","Addison Russell","AJ Pollock","Yasmany Tomas","David Peralta"
"Max Scherzer","Carlos Carrasco","Jesus Sucre","Logan Morrison","Brad Miller","Evan Longoria","Addison Russell","Josh Reddick","Corey Dickerson","Matt Joyce"
"Max Scherzer","Carlos Carrasco","Salvador Perez","Eric Hosmer","Whit Merrifield","Kris Bryant","Andrew Romine","Lorenzo Cain","Alex Gordon","Matt Joyce"
"Max Scherzer","Carlos Carrasco","Devin Mesoraco","Yonder Alonso","Jed Lowrie","Kris Bryant","Adam Rosales","Khris Davis","Rajai Davis","Corey Dickerson"
"Max Scherzer","Carlos Carrasco","Willson Contreras","Luis Valbuena","Cliff Pennington","Kris Bryant","Andrelton Simmons","Cameron Maybin","Ben Revere","Andrew Toles"
"Max Scherzer","Chris Young","Willson Contreras","Conor Gillaspie","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"Max Scherzer","Carlos Carrasco","Martin Maldonado","Anthony Rizzo","Cliff Pennington","Yunel Escobar","Addison Russell","Kole Calhoun","Corey Dickerson","Ben Revere"
"Carlos Carrasco","Matt Andriese","Yan Gomes","Carlos Santana","Jason Kipnis","Kris Bryant","Francisco Lindor","Andrew Benintendi","Corey Dickerson","Abraham Almonte"
"Max Scherzer","Alex Meyer","Jesus Sucre","Anthony Rizzo","Brad Miller","Kris Bryant","Tim Beckham","Bryce Harper","Kevin Kiermaier","Corey Dickerson"
"Carlos Carrasco","Alex Meyer","Brian McCann","Anthony Rizzo","Ben Zobrist","Alex Bregman","Addison Russell","George Springer","Josh Reddick","Norichika Aoki"
"Max Scherzer","Carlos Carrasco","Willson Contreras","Cody Bellinger","Alexi Amarista","Justin Turner","Corey Seager","Joc Pederson","Andrew Toles","Matt Joyce"
"Max Scherzer","Carlos Carrasco","Salvador Perez","Eric Hosmer","Brad Miller","Mike Moustakas","Alcides Escobar","Josh Reddick","Lorenzo Cain","Corey Dickerson"
"Max Scherzer","Carlos Carrasco","Yan Gomes","Carlos Santana","Ben Zobrist","Yandy Diaz","Francisco Lindor","Josh Reddick","Abraham Almonte","Matt Joyce"
"Julio Urias","Matt Andriese","Willson Contreras","Yuli Gurriel","Jose Altuve","Kris Bryant","Carlos Correa","Carlos Beltran","Josh Reddick","Ender Inciarte"
"Max Scherzer","Alex Meyer","Tyler Flowers","Anthony Rizzo","Brandon Phillips","Kris Bryant","Dansby Swanson","Bryce Harper","Ender Inciarte","Danny Santana"
"Carlos Carrasco","Julio Urias","James McCann","Miguel Cabrera","Javier Baez","Nicholas Castellanos","Carlos Correa","Justin Upton","Corey Dickerson","Mikie Mahtook"
"Carlos Carrasco","Matt Andriese","Tyler Flowers","Freddie Freeman","Ben Zobrist","Adonis Garcia","Addison Russell","Matt Kemp","Corey Dickerson","Nick Markakis"
"Carlos Carrasco","Alex Meyer","JT Realmuto","Freddie Freeman","Dee Gordon","Kris Bryant","Addison Russell","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"Max Scherzer","Matt Andriese","Yadier Molina","Matt Carpenter","Jedd Gyorko","Kris Bryant","Aledmys Diaz","Josh Reddick","Corey Dickerson","Tommy Pham"
"Max Scherzer","Carlos Carrasco","Jason Castro","Joe Mauer","Ehire Adrianza","Kris Bryant","Jorge Polanco","Byron Buxton","Corey Dickerson","Andrew Toles"
"Max Scherzer","Carlos Carrasco","Devin Mesoraco","Freddie Freeman","Brandon Phillips","Mike Moustakas","Andrew Romine","Matt Kemp","Ender Inciarte","Danny Santana"
"Max Scherzer","Julio Urias","Salvador Perez","Eric Hosmer","Ben Zobrist","Mike Moustakas","Addison Russell","Lorenzo Cain","Ender Inciarte","Alex Gordon"
"Carlos Carrasco","Alex Meyer","Gary Sanchez","Logan Morrison","Starlin Castro","Kris Bryant","Addison Russell","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"Max Scherzer","Alex Meyer","Salvador Perez","Anthony Rizzo","Whit Merrifield","Kris Bryant","Addison Russell","Alex Gordon","Brandon Moss","Jorge Bonifacio"
"Max Scherzer","Alex Meyer","Yasmani Grandal","Cody Bellinger","Chris Taylor","Kris Bryant","Addison Russell","Bryce Harper","Yasiel Puig","Joc Pederson"
"Carlos Carrasco","Alex Meyer","Willson Contreras","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Addison Russell","Ian Desmond","Gerardo Parra","Andrew Toles"
"Max Scherzer","Alex Meyer","Dustin Garneau","Mark Reynolds","Alexi Amarista","Kris Bryant","Trevor Story","Ian Desmond","Andrew Benintendi","Corey Dickerson"
"Max Scherzer","Matt Andriese","Yasmani Grandal","Cody Bellinger","Ben Zobrist","Justin Turner","Corey Seager","Josh Reddick","Joc Pederson","Corey Dickerson"
"Max Scherzer","Carlos Carrasco","Bruce Maxwell","Freddie Freeman","Ben Zobrist","Trevor Plouffe","Adam Rosales","Rajai Davis","Corey Dickerson","Matt Joyce"
"Max Scherzer","Carlos Carrasco","James McCann","Freddie Freeman","Brandon Phillips","Adonis Garcia","Jose Iglesias","Matt Kemp","Nick Markakis","Andrew Toles"
"Max Scherzer","Alex Meyer","Willson Contreras","Anthony Rizzo","Josh Harrison","Kris Bryant","Jordy Mercer","Andrew McCutchen","Gregory Polanco","Jose Osuna"
"Carlos Carrasco","Matt Andriese","Jesus Sucre","Freddie Freeman","Ben Zobrist","Kris Bryant","Tim Beckham","Kevin Kiermaier","Colby Rasmus","Corey Dickerson"
"Max Scherzer","Carlos Carrasco","Jason Castro","Kennys Vargas","Brad Miller","Eduardo Escobar","Addison Russell","Max Kepler","Eddie Rosario","Matt Joyce"
"Max Scherzer","Matt Andriese","Yan Gomes","Carlos Santana","Javier Baez","Yandy Diaz","Addison Russell","Bryce Harper","Lonnie Chisenhall","Abraham Almonte"
"Max Scherzer","Carlos Carrasco","Willson Contreras","Freddie Freeman","Whit Merrifield","Mike Moustakas","Alcides Escobar","Brandon Moss","Jorge Bonifacio","Matt Joyce"
"Carlos Carrasco","Alex Meyer","Brian McCann","Mitch Moreland","Dustin Pedroia","Kris Bryant","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Josh Reddick"
"Max Scherzer","Alex Meyer","Willson Contreras","Joey Votto","Ben Zobrist","Eugenio Suarez","Zack Cozart","Adam Duvall","Billy Hamilton","Corey Dickerson"
"Max Scherzer","Alex Meyer","Tyler Flowers","Freddie Freeman","Javier Baez","Adonis Garcia","Carlos Correa","Bryce Harper","Matt Kemp","Nick Markakis"
"Carlos Carrasco","Jeff Samardzija","Brian McCann","Miguel Cabrera","Ben Zobrist","Nicholas Castellanos","Jose Iglesias","Justin Upton","Josh Reddick","Mikie Mahtook"
"Carlos Carrasco","Matt Andriese","Brian McCann","Freddie Freeman","Brandon Phillips","Nicholas Castellanos","Trea Turner","Matt Kemp","Ender Inciarte","Nick Markakis"
