"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Justin Verlander",10100,"Sea@Det 01:10PM ET",11.963,"Det","Sea",22.5,15.7,18.0505,17,NA
"SP","Corey Kluber",10000,"Hou@Cle 06:10PM ET",20.975,"Cle","Hou",23.57,20.2,19.7845,18,NA
"SP","Julio Urias",8800,"LAD@SF 03:45PM ET",0,"LAD","SF",16.59,17.7,13.922,13,NA
"SP","Matt Harvey",8600,"Atl@NYM 01:10PM ET",13.6,"NYM","Atl",15.9,17.2,17.966,13.7,NA
"SP","Jeremy Hellickson",7900,"Mia@Phi 01:05PM ET",16.15,"Phi","Mia",16.13,12.9,13.783,12.8,NA
"SP","Hisashi Iwakuma",7700,"Sea@Det 01:10PM ET",5.588,"Sea","Det",12.43,9.8,13.394,13.1,NA
"SP","Matt Moore",7500,"LAD@SF 03:45PM ET",9.388,"SF","LAD",16.29,15.7,14.803,13.1,NA
"SP","Adam Wainwright",7300,"Tor@StL 01:45PM ET",8.48,"StL","Tor",16.31,15.6,NA,11.3,NA
"SP","Edinson Volquez",7000,"Mia@Phi 01:05PM ET",11.35,"Mia","Phi",13.48,13.3,12.712,12.1,NA
"SP","RA Dickey",6700,"Atl@NYM 01:10PM ET",13.267,"Atl","NYM",13.05,14.7,12.148,11.1,NA
"SP","Gio Gonzalez",6500,"Was@Col 03:10PM ET",21.15,"Was","Col",11.84,13.5,12.76,11.3,NA
"SP","Mike Fiers",5200,"Hou@Cle 06:10PM ET",6.988,"Hou","Cle",NA,11.3,11.778,11.5,NA
"SP","Antonio Senzatela",4900,"Was@Col 03:10PM ET",19.525,"Col","Was",7.49,10.1,8.343,8,NA
"SP","Casey Lawrence",4600,"Tor@StL 01:45PM ET",1.783,"Tor","StL",9.76,11.6,NA,5.1,NA
