"Paul Goldschmidt_ARI","Charlie Blackmon_COL","Jake Lamb_ARI","Nolan Arenado_COL","David Peralta_ARI","AJ Pollock_ARI","Josh Donaldson_TOR","Ian Desmond_COL","DJ LeMahieu_COL","Ryan Braun_MIL","Starling Marte_PIT","Shin-Soo Choo_TEX","Justin Smoak_TOR","Gregor Blanco_ARI","Chris Owings_ARI","Brandon Drury_ARI","Matt Davidson_CWS","Brian Dozier_MIN","Andrew McCutchen_PIT","Eric Thames_MIL","Keon Broxton_MIL","Adam Frazier_PIT","Eduardo Escobar_MIN","Kendrys Morales_TOR","Elvis Andrus_TEX","Rougned Odor_TEX","Mark Reynolds_COL","Trevor Story_COL","David Dahl_COL","Yasmany Tomas_ARI","Jonathan Villar_MIL","Travis Shaw_MIL","Nomar Mazara_TEX","Chris Iannetta_ARI","Adrian Beltre_TEX","Jose Bautista_TOR","Carlos Gomez_TEX","Delino DeShields_TEX","Melky Cabrera_CWS","Eddie Rosario_MIN","Hernan Perez_MIL","Josh Bell_PIT","Devon Travis_TOR","Chris Herrmann_ARI","Rey Fuentes_ARI","Russell Martin_TOR","Steve Pearce_TOR","Jose Abreu_CWS","Miguel Sano_MIN","Max Kepler_MIN","Eric Sogard_MIL","Brett Phillips_MIL","Robinson Chirinos_TEX","Joey Gallo_TEX","Gerardo Parra_COL","Nick Ahmed_ARI","Avisail Garcia_CWS","Jordy Mercer_PIT","Domingo Santana_MIL","Kennys Vargas_MIN","Josh Harrison_PIT","Daniel Descalso_ARI","Raimel Tapia_COL","Pat Valaika_COL","Manny Pina_MIL","Jesus Aguilar_MIL","Gregory Polanco_PIT","Mike Napoli_TEX","Jonathan Lucroy_TEX","Kevin Pillar_TOR","Carlos Gonzalez_COL","Jeremy Hazelbaker_ARI","Stephen Cardullo_COL","Todd Frazier_CWS","Leury Garcia_CWS","Yoan Moncada_CWS","David Freese_PIT","Lewis Brinson_MIL","Jurickson Profar_TEX","Dustin Garneau_COL","Joe Mauer_MIN","Jason Castro_MIN","Ryan Cordell_MIL","Socrates Brito_ARI","Tom Murphy_COL","Tyler Saladino_CWS","John Jaso_PIT","Nick Franklin_MIL","Jose Osuna_PIT","Tony Wolters_COL","Jordan Patterson_COL","Chris Gimenez_MIN","Robbie Grossman_MIN","Alen Hanson_CWS","Tim Anderson_CWS","Elias Diaz_PIT","Jacob Stallings_PIT","Michael Reed_MIL","Troy Tulowitzki_TOR","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Dalton Pompey_TOR","Rowdy Tellez_TOR","Kirk Nieuwenhuis_MIL","Danny Ortiz_PIT","Andrew Susac_MIL","Orlando Arcia_MIL","Kevin Newman_PIT","Ryan Rua_TEX","Andy Ibanez_TEX","Alexi Amarista_COL","Yolmer Sanchez_CWS","Jorge Polanco_MIN","Byron Buxton_MIN","Francisco Cervelli_PIT","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Ronald Guzman_TEX","Christian Walker_ARI","Charlie Tilson_CWS","Jacob Nottingham_MIL","Ryan Goins_TOR","Darrell Ceciliani_TOR","Hanser Alberto_TEX","Phil Gosselin_PIT","Chris Bostick_PIT","Corey Ray_MIL","Chris Coghlan_TOR","Anthony Alford_TOR","Ryan Hanigan_COL","Cristhian Adames_COL","Daniel Palka_MIN","Drew Stubbs_TEX","Dwight Smith_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Jacob May_CWS","Kevan Smith_CWS","Gift Ngoepe_PIT","Jett Bandy_MIL","Ehire Adrianza_MIN","Cody Asche_CWS","Willy Garcia_CWS","Max Moroff_PIT","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Geovany Soto_CWS","Chris Stewart_PIT","John Bormann_PIT","Drew Robinson_TEX","Jeff Mathis_ARI","Luke Maile_TOR","Omar Narvaez_CWS","Mike Ohlman_TOR","Darwin Barney_TOR","Adam Engel_CWS","Zack Collins_CWS"
66.7424242424242,0,6.78635642517187,0,23.5289115646259,31.089247311828,0,0,0,0,0,0,0,4.36842105263158,1.63627819548872,17.4968553459119,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48245614035088,0,0,0,-12.1952380952381,0,0,0,0,0,0,0,0,0,21.2166666666667,0,0,0,0,0,0,0,0,0,0,0,11.7701612903226,0,0,0,0,0,12.4358974358974,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135483870967742,0,0,0,0,0,0
0,71.7731694828469,0,9.02404371584699,0,0,0,10.6921921921922,10.0508474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5477272727273,2.52497687326549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5862068965517,0,0,0,0,0,0,0,-40.6,20.9363636363636,0,0,0,0,0,0,9.32424242424242,0,5.4,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,20.9793741109531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.78635642517187,0,65.5890376984127,0,24.9375510204082,-3.17241379310345,0,0,0,0,0,0,0,16.4868421052632,-5.93396226415094,15.9785067873303,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16904761904762,0,0,0,-4.11578947368421,0,0,0,0,0,0,0,0,0,35.0474308300395,0,0,0,0,0,0,0,0,0,0,0,-14.9310344827586,0,0,0,0,0,-23.6521739130435,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3448275862069,0,0,0,0,0,0
0,9.02404371584699,0,75.3668154761905,0,0,0,19.8136557610242,10.3281420765027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77161654135338,8.94125809435708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6633064516129,0,0,0,0,0,0,0,-25.4,69.4888888888889,0,0,0,0,0,0,0.555218855218855,0,14.05,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,-1.90896159317212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5289115646259,0,24.9375510204082,0,74.1137254901961,10.7687747035573,0,0,0,0,0,0,0,16.2125,0.947560975609756,31.472706155633,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5897435897436,0,0,0,8.71428571428571,0,0,0,0,0,0,0,0,0,52.6078431372549,0,0,0,0,0,0,0,0,0,0,0,-7.11666666666667,0,0,0,0,0,-24.7229437229437,0,0,0,0,0,0,0,0,0,36.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.10333333333333,0,0,0,0,0,0
31.089247311828,0,-3.17241379310345,0,10.7687747035573,59.2540322580645,0,0,0,0,0,0,0,0,-5.20229885057471,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.52,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,0,0,19.625,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0
0,0,0,0,0,0,59.6653439153439,0,0,0,0,0,21.4083333333333,0,0,0,0,0,0,0,0,0,0,-4.8968253968254,0,0,0,0,0,0,0,0,0,0,0,9.21560846560847,0,0,0,0,0,0,-8.58241758241758,0,0,1.05,5.93055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1732804232804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.452380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.1428571428571,0,0,0,0,-3.35714285714286,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06666666666667,0,0,-6,0,0
0,10.6921921921922,0,19.8136557610242,0,0,0,55.5891025641026,8.50877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,-3.52333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0681818181818,0,0,0,0,0,0,0,11.4,-20.7,0,0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,0,0,54.5714285714286,0,0,0,0,0,0,0,0,0,-6.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2678571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.0508474576271,0,10.3281420765027,0,0,0,8.50877192982456,52.8376856118792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29772727272727,-1.60386473429952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6816091954023,0,0,0,0,0,0,0,-22.8,13.3545454545455,0,0,0,0,0,0,4.16981132075472,0,2.5,0,0,0,0,0,0,3.81904761904762,0,0,0,0,0,0,0,0,0,-1.35988620199147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,67.4444444444444,0,0,0,0,0,0,0,0,0,24.875,-25.7761904761905,0,0,0,0,0,0,0,0,0,-24.9076923076923,-16.8025362318841,0,0,0,0,0,0,0,0,-0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83766233766234,0,0,0,0,0,16.7857142857143,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0833333333333,0,0,13.4683333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
