P,P,C,1B,2B,3B,SS,OF,OF,OF
Jameson Taillon,Jaime Garcia,Gary Sanchez,Joey Votto,Brian Dozier,Manny Machado,Didi Gregorius,Aaron Judge,Brett Gardner,Jacoby Ellsbury
Clayton Kershaw,Jaime Garcia,Russell Martin,Joe Mauer,Brian Dozier,Miguel Sano,Tim Beckham,Andrew Benintendi,Robbie Grossman,Byron Buxton
Clayton Kershaw,Jaime Garcia,Chris Gimenez,Mitch Moreland,Brian Dozier,Manny Machado,Jorge Polanco,Mookie Betts,Max Kepler,Byron Buxton
Jameson Taillon,Jaime Garcia,Gary Sanchez,Mitch Moreland,Brian Dozier,Deven Marrero,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Jose Bautista
David Price,Jaime Garcia,Gary Sanchez,Mitch Moreland,Jonathan Villar,Ronald Torreyes,Didi Gregorius,Aaron Judge,Mookie Betts,Brett Gardner
Clayton Kershaw,Jaime Garcia,Russell Martin,Justin Smoak,Ryan Goins,Josh Donaldson,Didi Gregorius,Andrew Benintendi,Jose Bautista,Byron Buxton
Clayton Kershaw,Jaime Garcia,Christian Vazquez,Kendrys Morales,Brian Dozier,Deven Marrero,Tzu-Wei Lin,Mookie Betts,Andrew Benintendi,Billy Hamilton
David Price,Jaime Garcia,Gary Sanchez,Joey Votto,Scooter Gennett,Eugenio Suarez,Xander Bogaerts,Adam Duvall,Andrew Benintendi,Billy Hamilton
Clayton Kershaw,Jaime Garcia,Austin Romine,Mitch Moreland,Brian Dozier,Ronald Torreyes,Tyler Wade,Aaron Judge,Brett Gardner,Gregory Polanco
Clayton Kershaw,Homer Bailey,Russell Martin,Mitch Moreland,Dee Gordon,Deven Marrero,Xander Bogaerts,Mookie Betts,Andrew Benintendi,Billy Hamilton
Chris Archer,Jaime Garcia,Chris Gimenez,Joe Mauer,Brian Dozier,Josh Donaldson,Xander Bogaerts,Mookie Betts,Robbie Grossman,Byron Buxton
Jameson Taillon,Jaime Garcia,Gary Sanchez,Jesus Aguilar,Jonathan Villar,Travis Shaw,Didi Gregorius,Mookie Betts,Ryan Braun,Domingo Santana
Clayton Kershaw,Homer Bailey,Gary Sanchez,Kendrys Morales,Brian Dozier,Ronald Torreyes,Didi Gregorius,Aaron Judge,Brett Gardner,Shane Peterson
Clayton Kershaw,Jaime Garcia,Russell Martin,Joey Votto,Jonathan Schoop,Manny Machado,Didi Gregorius,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Jaime Garcia,Russell Martin,TJ Rivera,Brian Dozier,Ruben Tejada,Asdrubal Cabrera,Yoenis Cespedes,Jay Bruce,Curtis Granderson
Clayton Kershaw,Jaime Garcia,Devin Mesoraco,Joey Votto,Jose Peraza,Eugenio Suarez,Didi Gregorius,Adam Duvall,Andrew Benintendi,Byron Buxton
David Price,Jaime Garcia,Gary Sanchez,Logan Morrison,Jonathan Villar,Evan Longoria,Tim Beckham,Mookie Betts,Corey Dickerson,Steven Souza
Chris Archer,Jameson Taillon,Gary Sanchez,Joe Mauer,Brian Dozier,Miguel Sano,Didi Gregorius,Robbie Grossman,Christian Yelich,Byron Buxton
Clayton Kershaw,Jameson Taillon,Chris Gimenez,Joe Mauer,Brian Dozier,Manny Machado,Troy Tulowitzki,Jackie Bradley,Robbie Grossman,Byron Buxton
Clayton Kershaw,Jaime Garcia,Russell Martin,Joey Votto,Ryan Goins,Manny Machado,Jorge Polanco,Jose Bautista,Kevin Pillar,Ezequiel Carrera
Clayton Kershaw,Jaime Garcia,Rene Rivera,TJ Rivera,Jonathan Villar,Jose Reyes,Didi Gregorius,Yoenis Cespedes,Andrew Benintendi,Jay Bruce
Jameson Taillon,Jaime Garcia,Devin Mesoraco,Joey Votto,Scooter Gennett,Eugenio Suarez,Asdrubal Cabrera,Aaron Judge,Mookie Betts,Adam Duvall
Chris Archer,Jaime Garcia,Russell Martin,Logan Morrison,Brian Dozier,Evan Longoria,Tim Beckham,Corey Dickerson,Andrew Benintendi,Shane Peterson
Clayton Kershaw,Jameson Taillon,Chris Gimenez,Justin Smoak,Jonathan Villar,Eduardo Escobar,Jorge Polanco,Andrew Benintendi,Max Kepler,Byron Buxton
Clayton Kershaw,Jaime Garcia,Gary Sanchez,Kendrys Morales,Ryan Goins,Ronald Torreyes,Troy Tulowitzki,Mookie Betts,Kevin Pillar,Ezequiel Carrera
Clayton Kershaw,Jaime Garcia,Kevan Smith,Jose Abreu,Yolmer Sanchez,Todd Frazier,Troy Tulowitzki,Mookie Betts,Andrew Benintendi,Adam Engel
Clayton Kershaw,Jaime Garcia,Christian Vazquez,Hanley Ramirez,Jonathan Villar,Deven Marrero,Tzu-Wei Lin,Brett Gardner,Jose Bautista,Jackie Bradley
Clayton Kershaw,Jaime Garcia,Caleb Joseph,Trey Mancini,Brian Dozier,Ruben Tejada,Xander Bogaerts,Mookie Betts,Mark Trumbo,Craig Gentry
