"George Springer_HOU","Carlos Correa_HOU","Jose Altuve_HOU","JD Martinez_DET","Ian Kinsler_DET","Justin Upton_DET","Josh Reddick_HOU","Carlos Beltran_HOU","Evan Gattis_HOU","Alex Avila_DET","Nicholas Castellanos_DET","Marwin Gonzalez_HOU","Miguel Cabrera_DET","Mike Moustakas_KC","Salvador Perez_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Lorenzo Cain_KC","Brian McCann_HOU","Khris Davis_OAK","Victor Martinez_DET","Whit Merrifield_KC","Alex Bregman_HOU","Yuli Gurriel_HOU","Matt Joyce_OAK","Jed Lowrie_OAK","Yonder Alonso_OAK","Derek Fisher_HOU","Ryon Healy_OAK","Jake Marisnick_HOU","Jorge Soler_KC","Mikie Mahtook_DET","Andrew Romine_DET","Mark Canha_OAK","Marcus Semien_OAK","JD Davis_HOU","Franklin Barreto_OAK","James McCann_DET","Rajai Davis_OAK","Adam Rosales_OAK","Joey Wendle_OAK","Matt Chapman_OAK","Paulo Orlando_KC","Billy Burns_KC","John Hicks_DET","JaCoby Jones_DET","Norichika Aoki_HOU","Jaycob Brugman_OAK","Chad Pinder_OAK","Alcides Escobar_KC","Alex Gordon_KC","Dixon Machado_DET","Tyler Collins_DET","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Matt Olson_OAK","Jim Adduci_DET","Alex Presley_DET","Cheslor Cuthbert_KC","Ryan O'Hearn_KC","Kyle Tucker_HOU","Brandon Moss_KC","Jose Iglesias_DET","Terrance Gore_KC","Juan Centeno_HOU","Josh Phegley_OAK","Renato Nunez_OAK","Tony Kemp_HOU","Raul Mondesi_KC","Teoscar Hernandez_HOU","Colin Moran_HOU","Jaff Decker_OAK","Drew Butera_KC","Matt den Dekker_DET","Ramon Torres_KC","Hunter Dozier_KC"
73.5151515151515,18.966384180791,-0.93986013986014,0,0,0,-4.01896392229417,2.34940600978337,24.7678812415655,0,0,3.52621951219512,0,0,0,0,0,0,-0.58974358974359,0,0,0,9.20112994350282,0,0,0,0,25.4166666666667,0,3.77065527065527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99325236167341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.966384180791,51.5364088647671,-4.07242063492064,0,0,0,17.5744680851064,13.2865129280224,12.9139402560455,0,0,14.5303643724696,0,0,0,0,0,0,-6.65353535353535,0,0,0,4.70222092343659,0,0,0,0,25.0833333333333,0,7.78703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224696356275304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.93986013986014,-4.07242063492064,62.4696177062374,0,0,0,-6.53333333333333,15.343045112782,2.07179487179487,0,0,4.0359911406423,0,0,0,0,0,0,-5.95909090909091,0,0,0,5.70020481310804,0,0,0,0,-7.91666666666667,0,2.46451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20670731707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,109.03627311522,21.7149425287356,26.3273273273273,0,0,0,16.395256916996,0,0,35.5238095238095,0,0,0,0,0,0,0,33.5434782608696,0,0,0,0,0,0,0,0,0,0,4.05128205128205,-0.978021978021978,0,0,0,0,17.25,0,0,0,0,0,0,29,0,0,0,0,0,0,39.6805555555556,-52,0,0,0,0,0,-4.51515151515152,0,0,0,0,15.5828877005348,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21.7149425287356,52.4898403483309,9.83387755102041,0,0,0,21.0817204301075,0,0,11.4808362369338,0,0,0,0,0,0,0,12.3903846153846,0,0,0,0,0,0,0,0,0,0,-14.0294117647059,15.0474308300395,0,0,0,0,19.5586206896552,0,0,0,0,0,0,-1.82142857142857,-4.66666666666667,0,0,0,0,0,10.6666666666667,13.0849802371542,0,0,0,0,31.8571428571429,-6.65277777777778,0,0,0,0,-5.77464008859358,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26.3273273273273,9.83387755102041,63.8207885304659,0,0,0,14.6697478991597,0,0,1.34313725490196,0,0,0,0,0,0,0,-0.836262719703978,0,0,0,0,0,0,0,0,0,0,6.89181286549708,11.4290322580645,0,0,0,0,7.40719696969697,0,0,0,0,0,0,31.0227272727273,2.55357142857143,0,0,0,0,0,0.96969696969697,-0.22463768115942,0,0,0,0,33.0777777777778,10.1136363636364,0,0,0,0,1.51572327044025,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.01896392229417,17.5744680851064,-6.53333333333333,0,0,0,57.9496855345912,10.6338383838384,6.64387464387464,0,0,8.68045977011494,0,0,0,0,0,0,-7.69285714285714,0,0,0,6.7984693877551,0,0,0,0,0,0,5.99358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50168067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
2.34940600978337,13.2865129280224,15.343045112782,0,0,0,10.6338383838384,56.9520748100526,-6.83333333333333,0,0,21.9268907563025,0,0,0,0,0,0,-12.984126984127,0,0,0,5.48190045248869,0,0,0,0,-66,0,-2.57608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6836007130125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.7678812415655,12.9139402560455,2.07179487179487,0,0,0,6.64387464387464,-6.83333333333333,44.3521594684385,0,0,23.1322751322751,0,0,0,0,0,0,-3.01470588235294,0,0,0,5.975,0,0,0,0,42,0,-0.986842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.395256916996,21.0817204301075,14.6697478991597,0,0,0,62.3206349206349,0,0,14.2010582010582,0,0,0,0,0,0,0,1.67948717948718,0,0,0,0,0,0,0,0,0,0,6.33333333333333,5.65789473684211,0,0,0,0,56.1607142857143,0,0,0,0,0,0,1.66666666666667,31.5,0,0,0,0,0,7.25,5.59558823529412,0,0,0,0,37.7857142857143,22.3484848484848,0,0,0,0,10.6574712643678,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.52621951219512,14.5303643724696,4.0359911406423,0,0,0,8.68045977011494,21.9268907563025,23.1322751322751,0,0,70.9067632850242,0,0,0,0,0,0,1.42857142857143,0,0,0,3.68563300142248,0,0,0,0,55,0,-7.96783625730994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35.5238095238095,11.4808362369338,1.34313725490196,0,0,0,14.2010582010582,0,0,48.2255892255892,0,0,0,0,0,0,0,2.13269230769231,0,0,0,0,0,0,0,0,0,0,14.8823529411765,-5.94179894179894,0,0,0,0,8.06837606837607,0,0,0,0,0,0,8.85714285714286,10.5,0,0,0,0,0,28.1272727272727,-3.76470588235294,0,0,0,0,-8.4,4.14393939393939,0,0,0,0,15.8516156462585,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,58.7065044949762,4.9983164983165,6.97567424643046,8.75757575757576,-0.380508474576271,0,0,0,3.66071428571429,0,0,0,0,0,0,0,0,4.43589743589744,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,-5.21470121628768,14.6376623376623,0,0,0,0,0,0,0,0,2.30769230769231,0,0,14.9634551495017,0,0,0,0,0,0,-12.8888888888889,0,0,0,26.3,0,-11.8333333333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.9983164983165,55.4193548387097,7.73118279569892,-7.15909090909091,10.7900581702803,0,0,0,2.46808510638298,0,0,0,0,0,0,0,0,4.23076923076923,0,0,0,0,0,0,0,0,0,0,0,11.5545454545455,0,0,0,0,0,0,2.34408602150538,9.29124579124579,0,0,0,0,0,0,0,0,8.32163742690059,0,0,15.9630156472262,0,0,0,0,0,0,11,0,0,0,1.27777777777778,0,34.1666666666667,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6.97567424643046,7.73118279569892,38.6534161490683,2.05272108843537,3.66900790166813,0,0,0,2.14478114478114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.718181818181818,0,0,0,0,0,0,7.22484472049689,12.9063987308302,0,0,0,0,0,0,0,0,2.56060606060606,0,0,7.46068660022148,0,0,0,0,0,0,0.777777777777778,0,0,0,23.7904411764706,0,-24.3333333333333,0
