"Charlie Blackmon_COL","Nolan Arenado_COL","Michael Conforto_NYM","Anthony Rizzo_CHC","DJ LeMahieu_COL","Gerardo Parra_COL","Jay Bruce_NYM","Paul Goldschmidt_ARI","Tommy Pham_STL","Ian Desmond_COL","David Dahl_COL","Yoenis Cespedes_NYM","Gregor Blanco_ARI","Curtis Granderson_NYM","Mark Reynolds_COL","Paul DeJong_STL","Dexter Fowler_STL","Asdrubal Cabrera_NYM","Trevor Story_COL","AJ Pollock_ARI","Kris Bryant_CHC","David Wright_NYM","JD Martinez_ARI","Domingo Santana_MIL","Eric Thames_MIL","Aledmys Diaz_STL","Jose Reyes_NYM","Travis Shaw_MIL","Wilmer Flores_NYM","Raimel Tapia_COL","Pat Valaika_COL","Manny Pina_MIL","Ryan Braun_MIL","Ian Happ_CHC","Matt Carpenter_STL","Neil Walker_NYM","Kyle Schwarber_CHC","Amed Rosario_NYM","Stephen Cardullo_COL","Jake Lamb_ARI","TJ Rivera_NYM","Travis d'Arnaud_NYM","Brandon Nimmo_NYM","Mike Tauchman_COL","Willson Contreras_CHC","Jonathan Villar_MIL","Dustin Garneau_COL","Carlos Gonzalez_COL","Tom Murphy_COL","Jedd Gyorko_STL","Jose Martinez_STL","Yadier Molina_STL","Jordan Patterson_COL","Jonathan Lucroy_COL","Yasmany Tomas_ARI","Daniel Descalso_ARI","Hernan Perez_MIL","Juan Lagares_NYM","Gavin Cecchini_NYM","Javier Baez_CHC","Chris Owings_ARI","Randal Grichuk_STL","Kolten Wong_STL","Jesus Aguilar_MIL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Addison Russell_CHC","Stephen Vogt_MIL","Tony Wolters_COL","Ben Zobrist_CHC","Victor Caratini_CHC","Jon Jay_CHC","Adam Rosales_ARI","Lewis Brinson_MIL","Stephen Piscotty_STL","Orlando Arcia_MIL","Harrison Bader_STL","Alexi Amarista_COL","Jason Heyward_CHC","Michael Reed_MIL","Cristhian Adames_COL","Ryan Hanigan_COL","David Peralta_ARI","Christian Walker_ARI","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Ketel Marte_ARI","Rey Fuentes_ARI","Nick Ahmed_ARI","Chris Iannetta_ARI","Keon Broxton_MIL","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Eric Sogard_MIL","Luke Voit_STL","Magneuris Sierra_STL","Greg Garcia_STL","Albert Almora_CHC","Mark Zagunis_CHC","Socrates Brito_ARI","Jeff Mathis_ARI","Brett Phillips_MIL","Jacob Nottingham_MIL","Carson Kelly_STL","Alex Avila_CHC","Corey Ray_MIL","Eric Fryer_STL","Tommy La Stella_CHC","Ryan Cordell_MIL","Brandon Drury_ARI","Alex Mejia_STL","Yadiel Rivera_MIL","Rene Rivera_NYM","Emilio Bonifacio_ARI","Jett Bandy_MIL","Jack Reinheimer_ARI","Domingo Leyba_ARI","Dawel Lugo_ARI","Ildemaro Vargas_ARI"
75.708398656215,27.8720390720391,0,0,11.4742047580861,11.5574879227053,0,0,0,8.44702467343977,0,0,0,0,15.2650602409639,0,0,0,10.9648648648649,0,0,0,0,0,0,0,0,0,0,26.75,7.20220588235294,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,4.21428571428571,5.46974885844749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7967532467532,0,0,0,0,0,0,0,0,18.7516339869281,0,0,0,25.7875816993464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.8720390720391,98.8693662777396,0,0,14.4240766073871,3.1322849213691,0,0,0,15.4570230607966,0,0,0,0,4.09800176315016,0,0,0,21.8894596651446,0,0,0,0,0,0,0,0,0,0,9.93571428571429,35.6761904761905,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,-2.2,0.0706237424547284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.89727463312369,0,0,0,0,0,0,0,0,16.2549019607843,0,0,0,52.3508771929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,91.8756539235413,0,0,0,-7.10515603799186,0,0,0,0,13.0343915343915,0,-13.4628571428571,0,0,0,6.53719806763285,0,0,0,0,0,0,0,0,-3.04761904761905,0,-1.11336032388664,0,0,0,0,0,0,3.46345975948196,0,-9,0,0,32.8484848484849,-5.41176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31818181818182,-26,0,0,0,0,0,4.65,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.07560483870968,0,0,0,0,0,0
0,0,0,68.3377379619261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2370689655172,0,0,0,0,0,0,0,0,0,0,0,0,23.2563265306122,0,0,10.9423076923077,0,0,0,0,0,0,0,21.0850383631714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67577639751553,0,0,0,0,0,0,6.46538319141059,0,0,4.89039548022599,26.25,15.7067073170732,0,0,0,0,0,0,20.8358173076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49557032115172,10,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,0,0,0
11.4742047580861,14.4240766073871,0,0,42.3047440699126,-3.48181818181818,0,0,0,6.66876310272537,0,0,0,0,6.42875689711133,0,0,0,0.724346076458752,0,0,0,0,0,0,0,0,0,0,4.04779411764706,13.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,3.81904761904762,3.91407867494824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4477503628447,0,0,0,0,0,0,0,0,35.3333333333333,0,0,0,6.9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5574879227053,3.1322849213691,0,0,-3.48181818181818,53.6768617021277,0,0,0,-9.63602941176471,0,0,0,0,8.1612685560054,0,0,0,9.54655870445344,0,0,0,0,0,0,0,0,0,0,-7,-8.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85714285714286,13.6857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295362903225806,0,0,0,0,0,0,0,0,13.4305555555556,0,0,0,16.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-7.10515603799186,0,0,0,78.8319606497369,0,0,0,0,-8.14530612244898,0,1.03271221532091,0,0,0,10.797123015873,0,0,0,0,0,0,0,0,8.75591075591076,0,9.88901960784314,0,0,0,0,0,0,-11.3107344632768,0,-22.5,0,0,0.159090909090909,-11.2089447938505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.3717948717949,40.0833333333333,0,0,0,0,0,1.16666666666667,-10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3226381461676,0,0,0,0,0,0
0,0,0,0,0,0,0,63.236271828319,0,0,0,0,9.15056818181818,0,0,0,0,0,0,19.8758865248227,0,0,59.9555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293283963227783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50769230769231,7.33950046253469,0,0,0,0,6.58456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0049467275495,0,22.1420454545455,19.6,38.8909090909091,0,14.5878378378378,-3.91344537815126,0,0,0,0,0,0,0,0,0,0,4.51218161683278,0,0,0,0,0,0,0,0,17.9089200273411,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,78.8711538461538,0,0,0,0,0,0,8.35200845665962,0.65015015015015,0,0,0,0,0,0,0,0,-10.7460317460317,0,0,0,0,0,0,0,0,7.14669783752192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5192173305381,4.18300653594771,2.86719883889695,0,0,0,0,0,0,0,0,0,-2.83522727272727,8.54497354497354,0,0,0,0,0,0,0,0,0,0,0,-0.571264367816092,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9340659340659,-22.7222222222222,4.18181818181818,0,0,0,0,0,0,0,0,0,3.44444444444444,0,0,0,-171,0,0,0,0,0,0,0,0
8.44702467343977,15.4570230607966,0,0,6.66876310272537,-9.63602941176471,0,0,0,48.5061688311688,0,0,0,0,2.29925994449584,0,0,0,0.717948717948718,0,0,0,0,0,0,0,0,0,0,28.7424242424242,-25.9469696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5714285714286,4.98987854251012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.47660098522168,0,0,0,0,0,0,0,0,-4.4,0,0,0,2.93406593406593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
