"Mike Trout_LAA","Mookie Betts_BOS","Freddie Freeman_ATL","Manny Machado_BAL","Ryan Braun_MIL","Hanley Ramirez_BOS","Xander Bogaerts_BOS","Eric Thames_MIL","Nelson Cruz_SEA","Matt Kemp_ATL","Andrew Benintendi_BOS","Giancarlo Stanton_MIA","Jean Segura_SEA","Robinson Cano_SEA","Adam Jones_BAL","Dee Gordon_MIA","Dexter Fowler_STL","Matt Carpenter_STL","Jonathan Villar_MIL","Jackie Bradley_BOS","Christian Yelich_MIA","Dustin Pedroia_BOS","Mark Trumbo_BAL","Kyle Seager_SEA","Jay Bruce_NYM","Chris Davis_BAL","Yoenis Cespedes_NYM","Ender Inciarte_ATL","Stephen Piscotty_STL","Aledmys Diaz_STL","Jedd Gyorko_STL","Jonathan Schoop_BAL","Albert Pujols_LAA","Brandon Phillips_ATL","Welington Castillo_BAL","Mitch Moreland_BOS","Evan Longoria_TB","Pablo Sandoval_BOS","Jose Reyes_NYM","Michael Conforto_NYM","Keon Broxton_MIL","Randal Grichuk_STL","Hyun Soo Kim_BAL","Trey Mancini_BAL","Corey Dickerson_TB","Marcell Ozuna_MIA","Asdrubal Cabrera_NYM","Travis Shaw_MIL","Seth Smith_BAL","Brad Miller_TB","JT Realmuto_MIA","Mitch Haniger_SEA","Hernan Perez_MIL","Craig Gentry_BAL","Brock Holt_BOS","Steven Souza_TB","Cameron Maybin_LAA","Kole Calhoun_LAA","David Wright_NYM","Nick Markakis_ATL","Yadier Molina_STL","JJ Hardy_BAL","Wilson Ramos_TB","Kevin Kiermaier_TB","Martin Prado_MIA","Danny Valencia_SEA","CJ Cron_LAA","Neil Walker_NYM","Lucas Duda_NYM","Domingo Santana_MIL","Orlando Arcia_MIL","Colby Rasmus_TB","Luis Valbuena_LAA","Leonys Martin_SEA","Taylor Motter_SEA","Adonis Garcia_ATL","Travis d'Arnaud_NYM","Jhonny Peralta_STL","Nick Franklin_MIL","Chris Young_BOS","Joey Rickard_BAL","Logan Morrison_TB","Matt Duffy_TB","Jefry Marte_LAA","Andrelton Simmons_LAA","Curtis Granderson_NYM","Matt Adams_STL","Jesus Aguilar_MIL","Justin Bour_MIA","Jarrod Dyson_SEA","Dansby Swanson_ATL","Kolten Wong_STL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Harrison Bader_STL","Sandy Leon_BOS","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Mallex Smith_TB","Derek Dietrich_MIA","Tim Beckham_TB","Jake Bauers_TB","Yunel Escobar_LAA","Ben Revere_LAA","Mike Zunino_SEA","Ben Gamel_SEA","Wilmer Flores_NYM","Jace Peterson_ATL","Jose Martinez_STL","Ryan Flaherty_BAL","Tyler Flowers_ATL","Manny Pina_MIL","Greg Garcia_STL","Caleb Joseph_BAL","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Peter Bourjos_TB","Derek Norris_TB","Adeiny Hechavarria_MIA","Danny Espinosa_LAA","Guillermo Heredia_SEA","Brandon Nimmo_NYM","TJ Rivera_NYM","Micah Johnson_ATL","Jett Bandy_MIL","Rickie Weeks_TB","Destin Hood_MIA","Shawn O'Malley_SEA","Rio Ruiz_ATL","Carson Kelly_STL","Ichiro Suzuki_MIA","Tyler Moore_MIA","Curt Casali_TB","Carlos Ruiz_SEA","Boog Powell_SEA","Juan Lagares_NYM","Jesus Sucre_TB","Daniel Robertson_TB","Kurt Suzuki_ATL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Eric Fryer_STL","AJ Ellis_MIA","Francisco Pena_BAL","JT Riddle_MIA","Martin Maldonado_LAA","Juan Graterol_LAA","Mike Freeman_SEA","Daniel Vogelbach_SEA","Shane Peterson_TB","Miguel Rojas_MIA","Carlos Perez_LAA","Rene Rivera_NYM","Anthony Recker_ATL","Cliff Pennington_LAA","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,3,0,0,4,0,0,0
0,22,0,0,0,20,19,0,0,0,21,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,25,0,0,0,0,0,26,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23,0,0,20,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,21,20,0,0,0,20,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,20,20,0,0,0,19,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,0,0,24,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,21,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,26,0,0,0,14,26,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
