"Aaron Judge_NYY","Bryce Harper_WAS","George Springer_HOU","Jose Altuve_HOU","Mookie Betts_BOS","Gary Sanchez_NYY","Carlos Correa_HOU","Daniel Murphy_WAS","Justin Smoak_TOR","Andrew Benintendi_BOS","Miguel Sano_MIN","Max Kepler_MIN","Brett Gardner_NYY","Didi Gregorius_NYY","Logan Morrison_TB","Steven Souza_TB","Trea Turner_WAS","Josh Reddick_HOU","Marwin Gonzalez_HOU","Joe Mauer_MIN","Chris Davis_BAL","Tommy Pham_STL","Michael Conforto_NYM","Mark Trumbo_BAL","Eduardo Escobar_MIN","Jonathan Schoop_BAL","Dexter Fowler_STL","Domingo Santana_MIL","Michael Taylor_WAS","Curtis Granderson_NYM","Xander Bogaerts_BOS","Mallex Smith_TB","Aaron Altherr_PHI","Anthony Rendon_WAS","Daniel Palka_MIN","Lucas Duda_NYM","Matt Holliday_NYY","Ryan Braun_MIL","Starlin Castro_NYY","Travis Shaw_MIL","Ryan Zimmerman_WAS","Adam Eaton_WAS","Brian Dozier_MIN","Manny Machado_BAL","Byron Buxton_MIN","Kendrys Morales_TOR","Josh Donaldson_TOR","Evan Gattis_HOU","Jedd Gyorko_STL","Eric Thames_MIL","Hanley Ramirez_BOS","Dustin Pedroia_BOS","Corey Dickerson_TB","Trey Mancini_BAL","Jose Bautista_TOR","Matt Carpenter_STL","Aledmys Diaz_STL","Jackie Bradley_BOS","Maikel Franco_PHI","Brian Goodwin_WAS","Kennys Vargas_MIN","Eddie Rosario_MIN","Carlos Beltran_HOU","Russell Martin_TOR","Alex Bregman_HOU","Yuli Gurriel_HOU","Jay Bruce_NYM","Jacoby Ellsbury_NYY","Aaron Hicks_NYY","Evan Longoria_TB","Cesar Hernandez_PHI","Freddie Freeman_ATL","Robbie Grossman_MIN","Devon Travis_TOR","Yoenis Cespedes_NYM","Chase Headley_NYY","Keon Broxton_MIL","Hernan Perez_MIL","Deven Marrero_BOS","Brad Miller_TB","Wil Myers_SD","Manuel Margot_SD","Adam Lind_WAS","Adam Jones_BAL","Asdrubal Cabrera_NYM","Chris Carter_NYY","Jesus Aguilar_MIL","Ronald Torreyes_NYY","Orlando Arcia_MIL","Greg Bird_NYY","Freddy Galvis_PHI","Daniel Nava_PHI","Hunter Renfroe_SD","Nick Williams_PHI","Jayson Werth_WAS","Seth Smith_BAL","Jason Castro_MIN","David Wright_NYM","Travis d'Arnaud_NYM","Stephen Piscotty_STL","TJ Rivera_NYM","Wilson Ramos_TB","Kevin Kiermaier_TB","Tommy Joseph_PHI","Ryan Schimpf_SD","Cameron Perkins_PHI","Andrew Knapp_PHI","Matt Adams_ATL","Ender Inciarte_ATL","Joey Rickard_BAL","Brian McCann_HOU","Troy Tulowitzki_TOR","Kevin Pillar_TOR","Neil Walker_NYM","Wilmer Flores_NYM","Manny Pina_MIL","Jonathan Villar_MIL","Trevor Plouffe_TB","Colby Rasmus_TB","Tim Beckham_TB","Howie Kendrick_PHI","Jose Pirela_SD","Cory Spangenberg_SD","Matt Kemp_ATL","Caleb Joseph_BAL","Jose Reyes_NYM","Randal Grichuk_STL","Stephen Vogt_MIL","Eric Sogard_MIL","Mason Williams_NYY","Rob Refsnyder_NYY","Lewis Brinson_MIL","Chris Young_BOS","Pablo Sandoval_BOS","Matt Duffy_TB","Odubel Herrera_PHI","Franchy Cordero_SD","Rhys Hoskins_PHI","Chris Gimenez_MIN","Craig Gentry_BAL","Yadier Molina_STL","Paul DeJong_STL","Austin Romine_NYY","Mitch Moreland_BOS","Nick Markakis_ATL","JJ Hardy_BAL","Jorge Polanco_MIN","Ezequiel Carrera_TOR","Ji-Man Choi_NYY","Jesus Sucre_TB","Erick Aybar_SD","Yangervis Solarte_SD","Welington Castillo_BAL","Miguel Montero_TOR","Derek Fisher_HOU","Chad Huffman_STL","Jose Martinez_STL","Kolten Wong_STL","Brett Phillips_MIL","Clint Frazier_NYY","Dustin Fowler_NYY","Corey Ray_MIL","Gleyber Torres_NYY","Jhonny Peralta_BOS","Sandy Leon_BOS","Brock Holt_BOS","Jake Bauers_TB","Tyler Flowers_ATL","Danny Santana_ATL","Wilmer Difo_WAS","Steve Pearce_TOR","Jake Marisnick_HOU","Dalton Pompey_TOR","Rowdy Tellez_TOR","Rene Rivera_NYM","Greg Garcia_STL","Amed Rosario_NYM","Harrison Bader_STL","Tyler Austin_NYY","Peter Bourjos_TB","Christian Vazquez_BOS","Alex Dickerson_SD","Cameron Rupp_PHI","Jose Rondon_SD","Scott Kingery_PHI","Ryan Raburn_WAS","Kurt Suzuki_ATL","Stephen Drew_WAS","Matt Wieters_WAS","Ehire Adrianza_MIN","Jarrod Saltalamacchia_TOR","Brandon Nimmo_NYM","Andrew Susac_MIL","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Ryan Cordell_MIL","Derek Norris_TB","Matt Szczur_SD","Chase d'Arnaud_SD","Ty Kelly_PHI","Brandon Phillips_ATL","Jace Peterson_ATL","Adonis Garcia_ATL","Dansby Swanson_ATL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Darwin Barney_TOR","Darrell Ceciliani_TOR","JD Davis_HOU","Kirk Nieuwenhuis_MIL","Michael Reed_MIL","Jacob Nottingham_MIL","Rickie Weeks_TB","Steve Selsky_BOS","Marco Hernandez_BOS","Andres Blanco_PHI","Christian Bethancourt_SD","Brock Stassi_PHI","Travis Jankowski_SD","Luis Urias_SD","Paul Janish_BAL","Chris Coghlan_TOR","Anthony Alford_TOR","Richard Urena_TOR","Juan Lagares_NYM","Luke Voit_STL","Gavin Cecchini_NYM","Magneuris Sierra_STL","Kyle Higashioka_NYY","Jett Bandy_MIL","Adeiny Hechavarria_TB","Curt Casali_TB","Sam Travis_BOS","Jorge Alfaro_PHI","Roman Quinn_PHI","Chris Heisey_WAS","Micah Johnson_ATL","Ruben Tejada_BAL","David Washington_BAL","Anthony Santander_BAL","Norichika Aoki_HOU","Dwight Smith_TOR","Harold Ramirez_TOR","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Alex Mejia_STL","Josh Rutledge_BOS","Daniel Robertson_TB","Allen Cordoba_SD","Pedro Severino_WAS","Johan Camargo_ATL","Rio Ruiz_ATL","Travis Demeritte_ATL","Ryan Goins_TOR","Luke Maile_TOR","Eric Fryer_STL","Shane Peterson_TB","Tzu-Wei Lin_BOS","Jabari Blash_SD","Carlos Asuaje_SD","Rafael Bautista_WAS","Hector Sanchez_SD","Jose Lobaton_WAS","Kyle Tucker_HOU","Austin Hedges_SD","Johnny Giavotella_BAL","Juan Centeno_HOU","Mike Ohlman_TOR","Teoscar Hernandez_HOU","Colin Moran_HOU","Ian Parmley_TOR","Tony Kemp_HOU","Yadiel Rivera_MIL","Taylor Featherston_TB","Willy Adames_TB","Luis Torrens_SD","Emilio Bonifacio_ATL","Anthony Recker_ATL","Lane Adams_ATL","Adrian Sanchez_WAS","Ronald Acuna_ATL"
97.6958304853042,0,0,0,0,23.4990749306198,0,0,0,0,0,0,14.1916083916084,1.12121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4409701928697,0,29.6690079016681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91430499325236,6.1256038647343,0,0,0,0,0,0,0.510096153846154,0,0,0,0,0,0,0,0,0,7.11969696969697,0,16.877667140825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,2.83193277310924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96.4582267689685,0,0,0,0,0,9.90860215053763,0,0,0,0,0,0,0,0,19.065233785822,0,0,0,0,0,0,0,0,0,0,0,16.7470238095238,0,0,0,0,20.5038402457757,0,0,0,0,0,0,25.31328320802,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8333333333333,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,61.6636363636364,21.4196832579186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9191176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,96.3452252252252,7.16142169566827,0,0,19.6178199909543,0,0,0,0,0,0,0,0,0,0,9.15529753265602,7.84566326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5271317829457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82372881355932,0,12.6766169154229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.58562367864693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.16142169566827,65.6118143459916,0,0,-6.179476861167,0,0,0,0,0,0,0,0,0,0,4.44329573934837,6.77019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11257928118393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6720430107527,0,11.5378881987578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.81335034013605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387394957983193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97729789590255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,109.32164881532,0,0,0,0,19.787936913896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0516431924883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9511408730159,27.5786885245902,0,0,0,0,0,9.51364087301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5459677419355,10.9387351778656,0,0,0,0,0,0,0,0,0,0.36883763003166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9359886201991,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4890243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152173913043478,0,0,0,0,0,0,0,0,0,0,48.8055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4990749306198,0,0,0,0,88.6861224489796,0,0,0,0,0,0,5.27197039777983,2.15221987315011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4932432432432,0,35.4589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.52569169960474,18.179435483871,0,0,0,0,0,0,5.92857142857143,0,0,0,0,0,0,0,0,0,10.8427419354839,0,-0.147619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19.6178199909543,-6.179476861167,0,0,61.067752684191,0,0,0,0,0,0,0,0,0,0,18.2231494920174,7.45990338164251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4414634146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84745762711864,0,2.00264423076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.51190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92043010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.90860215053763,0,0,0,0,0,65.650042625746,0,0,0,0,0,0,0,0,18.4858490566038,0,0,0,0,0,0,0,0,0,0,0,22.2775510204082,0,0,0,0,11.8481822836662,0,0,0,0,0,0,13.2118644067797,8.59803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.034632034632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7095238095238,0,0,0,0,0,0,0,0,0,0,0,16.502024291498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7857142857143,0,-0.533333333333333,19.7044897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,77.7565392354125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0024038461538,21.4106606606607,0,0,0,0,0,0,0,-1.04486921529175,0,0,0,0,0,0,0,0,15.8636363636364,0,0,0,0,0,0,0,0,0,24.1315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05869324473976,1.10900045228403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81932773109244,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.62941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,-5.95454545454545,-9.98731884057971,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19.787936913896,0,0,0,0,89.1951710261569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6587301587302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4979797979798,11.8421052631579,0,0,0,0,0,16.8363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445652173913043,10.5036231884058,0,0,0,0,0,0,0,0,0,18.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7424242424242,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7297297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69590643274854,0,0,0,0,0,0,0,0,0,0,69.3214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
