"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Jeff Samardzija","Rafael Montero","Gary Sanchez","Anthony Rizzo","Brian Dozier","Evan Longoria","Tim Beckham","Corey Dickerson","Steven Souza","Mallex Smith"
"Jeff Samardzija","Rafael Montero","Willson Contreras","Anthony Rizzo","Ian Happ","Kris Bryant","Addison Russell","Aaron Judge","Steven Souza","Christian Yelich"
"Jeff Samardzija","Rafael Montero","Gary Sanchez","Chris Carter","Brian Dozier","Manny Machado","Didi Gregorius","Aaron Judge","Brett Gardner","Christian Yelich"
"Jeff Samardzija","Rafael Montero","Gary Sanchez","Anthony Rizzo","Brian Dozier","Miguel Sano","Jorge Polanco","Aaron Judge","Robbie Grossman","Byron Buxton"
"Dan Straily","Rafael Montero","Gary Sanchez","Anthony Rizzo","Ben Zobrist","Kris Bryant","Addison Russell","Aaron Judge","Denard Span","Jon Jay"
"Jeff Samardzija","Rafael Montero","Gary Sanchez","Brandon Belt","Joe Panik","Manny Machado","Brandon Crawford","Aaron Judge","Denard Span","Hunter Pence"
"Jeff Samardzija","Rafael Montero","JT Realmuto","Justin Bour","Brian Dozier","Derek Dietrich","Carlos Correa","Aaron Judge","Giancarlo Stanton","Christian Yelich"
"Dan Straily","Rafael Montero","Gary Sanchez","Anthony Rizzo","Jonathan Schoop","Evan Longoria","Didi Gregorius","Aaron Judge","Brett Gardner","Clint Frazier"
"Jeff Samardzija","Rafael Montero","Gary Sanchez","Anthony Rizzo","Jonathan Schoop","Manny Machado","Carlos Correa","Adam Jones","Seth Smith","Mark Trumbo"
"Dan Straily","Rafael Montero","Gary Sanchez","Logan Morrison","Taylor Featherston","Evan Longoria","Tim Beckham","Aaron Judge","Corey Dickerson","Christian Yelich"
"Jeff Samardzija","Rafael Montero","Robinson Chirinos","Anthony Rizzo","Brian Dozier","Adrian Beltre","Elvis Andrus","Carlos Gomez","Delino DeShields","Christian Yelich"
"Dan Straily","Rafael Montero","Gary Sanchez","Anthony Rizzo","Brian Dozier","Derek Dietrich","JT Riddle","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"Jeff Samardzija","Rafael Montero","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Elvis Andrus","Corey Dickerson","Mallex Smith","Jon Jay"
"Jake Arrieta","Rafael Montero","Brian McCann","Anthony Rizzo","Jose Altuve","Manny Machado","Carlos Correa","George Springer","Josh Reddick","Christian Yelich"
"Dan Straily","Rafael Montero","Gary Sanchez","Mike Napoli","Brian Dozier","Adrian Beltre","Elvis Andrus","Aaron Judge","Carlos Gomez","Shin-Soo Choo"
"Jake Arrieta","Rafael Montero","Gary Sanchez","Anthony Rizzo","Brian Dozier","Kris Bryant","Tyler Wade","Aaron Judge","Brett Gardner","Jacoby Ellsbury"
"Dan Straily","Rafael Montero","Willson Contreras","Anthony Rizzo","Ian Happ","Kris Bryant","Carlos Correa","Giancarlo Stanton","Josh Reddick","Jon Jay"
"Dan Straily","Rafael Montero","Gary Sanchez","Chris Carter","Joe Panik","Kris Bryant","Didi Gregorius","Aaron Judge","Corey Dickerson","Jacoby Ellsbury"
"Jeff Samardzija","Rafael Montero","Gary Sanchez","Anthony Rizzo","Jose Altuve","Chase Headley","Tyler Wade","Aaron Judge","Christian Yelich","Clint Frazier"
