"Aaron Judge_NYY","Justin Smoak_TOR","Brett Gardner_NYY","Gary Sanchez_NYY","Jose Abreu_CWS","Manuel Margot_SD","Justin Upton_DET","Clint Frazier_NYY","Steve Pearce_TOR","Matt Davidson_CWS","Josh Donaldson_TOR","Kendrys Morales_TOR","Brian Dozier_MIN","Leury Garcia_CWS","Troy Tulowitzki_TOR","Didi Gregorius_NYY","Mason Williams_NYY","Ezequiel Carrera_TOR","Yangervis Solarte_SD","Miguel Sano_MIN","Devon Travis_TOR","Nicholas Castellanos_DET","Mikie Mahtook_DET","Todd Frazier_NYY","Russell Martin_TOR","Chase Headley_NYY","Eduardo Escobar_MIN","Avisail Garcia_CWS","Alen Hanson_CWS","Joe Mauer_MIN","Miguel Cabrera_DET","James McCann_DET","Aaron Hicks_NYY","Miguel Andujar_NYY","Jason Castro_MIN","Cory Spangenberg_SD","Tyler Wade_NYY","Starlin Castro_NYY","Ronald Torreyes_NYY","Robbie Grossman_MIN","Kennys Vargas_MIN","Norichika Aoki_TOR","Jose Bautista_TOR","Garrett Cooper_NYY","Greg Bird_NYY","Ji-Man Choi_NYY","Jose Pirela_SD","Byron Buxton_MIN","Hunter Renfroe_SD","Ryan Schimpf_SD","Kevin Pillar_TOR","Jose Iglesias_DET","Ian Kinsler_DET","Matt Holliday_NYY","Yoan Moncada_CWS","Miguel Montero_TOR","Rob Refsnyder_TOR","Eddie Rosario_MIN","Ian Parmley_TOR","Rowdy Tellez_TOR","Harold Ramirez_TOR","Dalton Pompey_TOR","Richard Urena_TOR","Tyler Austin_NYY","Jacoby Ellsbury_NYY","Max Kepler_MIN","Charlie Tilson_CWS","Willy Garcia_CWS","Jarrod Saltalamacchia_TOR","Jeimer Candelario_DET","Alex Dickerson_SD","Wil Myers_SD","Darrell Ceciliani_TOR","Dixon Machado_DET","Alex Presley_DET","Ehire Adrianza_MIN","Austin Hedges_SD","Anthony Alford_TOR","Chris Coghlan_TOR","Gleyber Torres_NYY","JaCoby Jones_DET","Travis Jankowski_SD","Jacob May_CWS","John Hicks_DET","Victor Martinez_DET","Matt Szczur_SD","Hector Sanchez_SD","Yolmer Sanchez_CWS","Teoscar Hernandez_TOR","Dwight Smith_TOR","Tyler Collins_DET","Andrew Romine_DET","Chase d'Arnaud_SD","Omar Narvaez_CWS","Cody Asche_CWS","Tyler Saladino_CWS","Ryan Goins_TOR","Darwin Barney_TOR","Luke Maile_TOR","Geovany Soto_CWS","Austin Romine_NYY","Jim Adduci_DET","Kyle Higashioka_NYY","Christian Bethancourt_SD","Luis Urias_SD","Chris Gimenez_MIN","Adam Engel_CWS","Tim Anderson_CWS","Erick Aybar_SD","Franchy Cordero_SD","Carlos Asuaje_SD","Jorge Polanco_MIN","Jabari Blash_SD","Kevan Smith_CWS","Anthony Recker_MIN","Allen Cordoba_SD","Mike Ohlman_TOR","Zack Collins_CWS","Luis Torrens_SD","Zack Granite_MIN","Dusty Coleman_SD","Grant Green_CWS","Matt den Dekker_DET","Daniel Palka_MIN","Jose Rondon_SD"
92.3098833218943,0,9.55432098765432,13.3426229508197,0,0,0,6.77124183006536,0,0,0,0,0,0,0,-0.334368530020704,21.6666666666667,0,0,0,0,0,0,-7.16363636363636,0,0.383227848101266,0,0,0,0,0,0,-2.30434782608696,0,0,0,-7.72222222222222,24.8803272450533,10.804347826087,0,0,0,0,-22.6666666666667,0,0,0,0,0,0,0,0,0,20.5239726027397,0,0,0,0,0,0,0,0,0,-23,0.054040404040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72672064777328,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73.2456654456655,0,0,0,0,0,0,7.86436170212766,0,19.1909090909091,9.46500286861733,0,0,6.95016835016835,0,0,4.57696566998893,0,0,25.4892037786775,0,0,0,14.521186440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25667915106117,0,0,0,0,0,0,0,1.11904761904762,0,0,0,0,-0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,-7.25238095238095,0,0,0,0,0,0,0,0,0,0,-21.3333333333333,0,0,0,0,0,0,-4.0718877849211,-0.25177304964539,-8.47166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.55432098765432,0,69.5167067628976,5.04706504494976,0,0,0,0.130718954248366,0,0,0,0,0,0,0,13.9244951712028,-37.5,0,0,0,0,0,0,12.3909090909091,0,-7.06925418569254,0,0,0,0,0,0,17.0280487804878,0,0,0,3.11111111111111,5.77043269230769,7.64009661835749,0,0,0,0,-8.33333333333333,0,0,0,0,0,0,0,0,0,10.0259615384615,0,0,0,0,0,0,0,0,0,13,-4.88782051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2772177419355,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.3426229508197,0,5.04706504494976,79.0808857808858,0,0,0,-31.6764705882353,0,0,0,0,0,0,0,-2.25529340592861,50,0,0,0,0,0,0,-1.93333333333333,0,4.06161616161616,0,0,0,0,0,0,19.9857954545455,0,0,0,-2.60714285714286,35.5671717171717,5.69784946236559,0,0,0,0,5.83333333333333,0,0,0,0,0,0,0,0,0,25.3307823129252,0,0,0,0,0,0,0,0,0,-40.5,-5.80114942528736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,56.1242979242979,0,0,0,0,12.1630434782609,0,0,0,-8.19227053140097,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35190670122177,19.5659340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,6.05434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98214285714286,0,0,0,0,6.38112522686025,0,0,0,0,0,6.46363636363636,24.5384615384615,4.36363636363636,0,0,0,-12.8055555555556,0,0,0,0,0,0,-2.29768270944742,3.53959753326842,0,0,0,0,0,4.24696356275304,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,51.2179487179487,0,0,0,0,0,0,0,0,0,0,0,0,3.640642303433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.89271255060729,0,0,0,0,0,0,0,0,0,0,3.9952380952381,0,1.3521332554062,1.80208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53763440860215,0,0,0,0,-9.70507399577167,0,0,0,0,-5.04545454545455,0,0,0,-18.7916666666667,-6.88181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24489795918367,0,-17.5454545454545,0,-22.4705882352941,0,0,12.0833333333333,0,0,19.8461538461538,0,4,0,0,0,0
0,0,0,0,0,0,67.1090617481957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1612685560054,0,0,0,0,0,0,0,3.25081081081081,21.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.777397260274,9.02092555331992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15073529411765,20.1285714285714,0,0,0,0,0,2.55357142857143,0,0,32.1282051282051,-1.49211423699915,0,0,0,0,0,1.58333333333333,9.83141025641026,0,0,0,0,0,0,0,0,0,23.6648351648352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.77124183006536,0,0.130718954248366,-31.6764705882353,0,0,0,63.4842105263158,0,0,0,0,0,0,0,-13.0326797385621,0,0,0,0,0,0,0,11.7363636363636,0,-2.65441176470588,0,0,0,0,0,0,0,0,0,0,-1.73809523809524,-8.83333333333333,-4.48484848484848,0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,-14.0705128205128,0,0,0,0,0,0,0,0,0,0,12.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.86436170212766,0,0,0,0,0,0,66.9788838612368,0,11.8664772727273,5.27826086956522,0,0,-2.9367816091954,0,0,23.9818181818182,0,0,13.9970760233918,0,0,0,2.08558558558559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81714285714286,0,0,0,0,0,0,0,5.31648936170213,0,0,0,0,-9.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99411764705882,0.160037878787879,-6.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12.1630434782609,0,0,0,0,65.475983436853,0,0,0,-5.55208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9936479128857,-15.5727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,10.3088235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,0,0,0,0,1.6536231884058,0,0,0,0,0,5.35483870967742,9.83333333333333,-0.0923076923076923,0,0,0,-47.4,0,0,0,0,0,0,4.20634920634921,14.2953551912568,0,0,0,0,0,10.0710227272727,0,0,0,0,0,0,0,0,0,0,0
