"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",15100,"LAD@SF 10:15PM ET",27.788,"LAD"
"SP","Madison Bumgarner",12400,"LAD@SF 10:15PM ET",20.813,"SF"
"SP","Rich Hill",11200,"LAD@SF 10:15PM ET",11.4,"LAD"
"SP","Johnny Cueto",11100,"LAD@SF 10:15PM ET",13.9,"SF"
"SP","Kenta Maeda",10200,"LAD@SF 10:15PM ET",8.338,"LAD"
"SP","Hyun-Jin Ryu",9100,"LAD@SF 10:15PM ET",11.85,"LAD"
"SP","Jeff Samardzija",9000,"LAD@SF 10:15PM ET",12.988,"SF"
"SP","Julio Urias",8900,"LAD@SF 10:15PM ET",0,"LAD"
"SP","Garrett Richards",8600,"Oak@LAA 10:07PM ET",16.1,"LAA"
"SP","Jharel Cotton",8300,"Oak@LAA 10:07PM ET",11.3,"Oak"
"SP","Tyler Skaggs",8200,"Oak@LAA 10:07PM ET",15.088,"LAA"
"SP","Matt Moore",8000,"LAD@SF 10:15PM ET",9.388,"SF"
"SP","Sonny Gray",7900,"Oak@LAA 10:07PM ET",0,"Oak"
"SP","Brandon McCarthy",7800,"LAD@SF 10:15PM ET",17.63,"LAD"
"SP","Scott Kazmir",7700,"LAD@SF 10:15PM ET",0,"LAD"
"SP","Ricky Nolasco",7600,"Oak@LAA 10:07PM ET",11.75,"LAA"
"SP","Sean Manaea",7600,"Oak@LAA 10:07PM ET",16.713,"Oak"
"SP","Matt Shoemaker",7500,"Oak@LAA 10:07PM ET",11.488,"LAA"
"SP","Alex Wood",7400,"LAD@SF 10:15PM ET",10.638,"LAD"
"SP","Daniel Mengden",6800,"Oak@LAA 10:07PM ET",0,"Oak"
"SP","Jesse Chavez",6600,"Oak@LAA 10:07PM ET",11.583,"LAA"
"SP","Kendall Graveman",6100,"Oak@LAA 10:07PM ET",17.7,"Oak"
"SP","Ross Stripling",5500,"LAD@SF 10:15PM ET",4.8,"LAD"
"SP","Brock Stewart",5400,"LAD@SF 10:15PM ET",0,"LAD"
"SP","Matt Cain",5300,"LAD@SF 10:15PM ET",15.163,"SF"
"RP","Ty Blach",5300,"LAD@SF 10:15PM ET",0.936,"SF"
"SP","Jesse Hahn",5200,"Oak@LAA 10:07PM ET",15.767,"Oak"
"OF","Mike Trout",5100,"Oak@LAA 10:07PM ET",10.545,"LAA"
"RP","Chris Stratton",5100,"LAD@SF 10:15PM ET",12.15,"SF"
"SP","Daniel Wright",5000,"Oak@LAA 10:07PM ET",6.825,"LAA"
"SP","Albert Suarez",5000,"LAD@SF 10:15PM ET",0,"SF"
"SP","Cesar Valdez",4900,"Oak@LAA 10:07PM ET",6.8,"Oak"
"SP","Abel De los Santos",4800,"Oak@LAA 10:07PM ET",0,"LAA"
"SP","Yusmeiro Petit",4700,"Oak@LAA 10:07PM ET",5.186,"LAA"
"SP","Bud Norris",4700,"Oak@LAA 10:07PM ET",3.22,"LAA"
"SP","Alex Meyer",4700,"Oak@LAA 10:07PM ET",6.65,"LAA"
"SP","Raul Alcantara",4500,"Oak@LAA 10:07PM ET",-5.483,"Oak"
"RP","Sergio Romo",4500,"LAD@SF 10:15PM ET",0.833,"LAD"
"RP","Kenley Jansen",4500,"LAD@SF 10:15PM ET",3.75,"LAD"
"RP","Josh Ravin",4500,"LAD@SF 10:15PM ET",0,"LAD"
"RP","Chris Hatcher",4500,"LAD@SF 10:15PM ET",5.875,"LAD"
"RP","Josh Fields",4500,"LAD@SF 10:15PM ET",4.429,"LAD"
"RP","Pedro Baez",4500,"LAD@SF 10:15PM ET",5.45,"LAD"
"RP","Luis Avilan",4500,"LAD@SF 10:15PM ET",1.911,"LAD"
"RP","Grant Dayton",4500,"LAD@SF 10:15PM ET",2.75,"LAD"
"RP","Adam Liberatore",4500,"LAD@SF 10:15PM ET",-2.45,"LAD"
"SP","Andrew Triggs",4400,"Oak@LAA 10:07PM ET",15.613,"Oak"
"RP","Ryan Madson",4400,"Oak@LAA 10:07PM ET",3.388,"Oak"
"RP","Santiago Casilla",4400,"Oak@LAA 10:07PM ET",2.875,"Oak"
"RP","John Axford",4400,"Oak@LAA 10:07PM ET",0,"Oak"
"RP","Sean Doolittle",4400,"Oak@LAA 10:07PM ET",3.786,"Oak"
"RP","Liam Hendriks",4400,"Oak@LAA 10:07PM ET",0.636,"Oak"
"RP","Daniel Coulombe",4400,"Oak@LAA 10:07PM ET",1.163,"Oak"
"RP","Frankie Montas",4400,"Oak@LAA 10:07PM ET",3.286,"Oak"
"RP","Ryan Dull",4400,"Oak@LAA 10:07PM ET",3.325,"Oak"
"SP","J.C. Ramirez",4200,"Oak@LAA 10:07PM ET",6.467,"LAA"
"RP","Huston Street",4200,"Oak@LAA 10:07PM ET",0,"LAA"
"RP","David Hernandez",4200,"Oak@LAA 10:07PM ET",1.5,"LAA"
"RP","Deolis Guerra",4200,"Oak@LAA 10:07PM ET",2.11,"LAA"
"RP","Andrew Bailey",4200,"Oak@LAA 10:07PM ET",4.113,"LAA"
"RP","Blake Parker",4200,"Oak@LAA 10:07PM ET",3.9,"LAA"
"RP","Jose Alvarez",4200,"Oak@LAA 10:07PM ET",2.182,"LAA"
"RP","Brooks Pounders",4200,"Oak@LAA 10:07PM ET",-2.6,"LAA"
"RP","Mike Morin",4200,"Oak@LAA 10:07PM ET",0.9,"LAA"
"RP","Kirby Yates",4200,"Oak@LAA 10:07PM ET",-0.95,"LAA"
"RP","Cam Bedrosian",4200,"Oak@LAA 10:07PM ET",5.567,"LAA"
"RP","George Kontos",4200,"LAD@SF 10:15PM ET",1.361,"SF"
"RP","Mark Melancon",4200,"LAD@SF 10:15PM ET",2.792,"SF"
"RP","Neil Ramirez",4200,"LAD@SF 10:15PM ET",2.25,"SF"
"RP","Cory Gearrin",4200,"LAD@SF 10:15PM ET",2.742,"SF"
"RP","Hunter Strickland",4200,"LAD@SF 10:15PM ET",3.419,"SF"
"RP","Derek Law",4200,"LAD@SF 10:15PM ET",2.289,"SF"
"RP","Steven Okert",4200,"LAD@SF 10:15PM ET",1.308,"SF"
"SS","Corey Seager",4200,"LAD@SF 10:15PM ET",8.81,"LAD"
"1B","Albert Pujols",3900,"Oak@LAA 10:07PM ET",6.905,"LAA"
"OF","Khris Davis",3600,"Oak@LAA 10:07PM ET",10.111,"Oak"
"OF","Kole Calhoun",3600,"Oak@LAA 10:07PM ET",5.238,"LAA"
"OF","Hunter Pence",3600,"LAD@SF 10:15PM ET",6.75,"SF"
"OF","Cameron Maybin",3500,"Oak@LAA 10:07PM ET",6.563,"LAA"
"C","Buster Posey",3500,"LAD@SF 10:15PM ET",6.538,"SF"
"1B","C.J. Cron",3400,"Oak@LAA 10:07PM ET",3.438,"LAA"
"OF","Rajai Davis",3400,"Oak@LAA 10:07PM ET",6.6,"Oak"
"1B","Brandon Belt",3400,"LAD@SF 10:15PM ET",8.842,"SF"
"3B","Eduardo Nunez",3400,"LAD@SF 10:15PM ET",6.579,"SF"
"1B/3B","Luis Valbuena",3300,"Oak@LAA 10:07PM ET",0,"LAA"
"1B","Adrian Gonzalez",3300,"LAD@SF 10:15PM ET",4.905,"LAD"
"2B/3B","Logan Forsythe",3300,"LAD@SF 10:15PM ET",5.4,"LAD"
"OF","Denard Span",3300,"LAD@SF 10:15PM ET",4,"SF"
"OF","Joc Pederson",3300,"LAD@SF 10:15PM ET",5.632,"LAD"
"OF","Yasiel Puig",3300,"LAD@SF 10:15PM ET",7.762,"LAD"
