"Mike Trout_LAA","Paul Goldschmidt_ARI","Wil Myers_SD","Josh Donaldson_TOR","AJ Pollock_ARI","Jose Bautista_TOR","Jake Lamb_ARI","Yasmany Tomas_ARI","Corey Seager_LAD","Albert Pujols_LAA","David Peralta_ARI","Ryan Schimpf_SD","Buster Posey_SF","Hunter Pence_SF","Troy Tulowitzki_TOR","Kole Calhoun_LAA","Yangervis Solarte_SD","Devon Travis_TOR","Cameron Maybin_LAA","Brandon Drury_ARI","Chris Owings_ARI","Manuel Margot_SD","Brandon Belt_SF","Eduardo Nunez_SF","Kendrys Morales_TOR","CJ Cron_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Adrian Gonzalez_LAD","Denard Span_SF","Yasiel Puig_LAD","Russell Martin_TOR","Luis Valbuena_LAA","Cory Spangenberg_SD","Jeremy Hazelbaker_ARI","Joe Panik_SF","Logan Forsythe_LAD","Joc Pederson_LAD","Jefry Marte_LAA","Chris Herrmann_ARI","Justin Turner_LAD","Brandon Crawford_SF","Steve Pearce_TOR","Socrates Brito_ARI","Travis Jankowski_SD","Yunel Escobar_LAA","Ben Revere_LAA","Kevin Pillar_TOR","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Andrelton Simmons_LAA","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Danny Espinosa_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Nick Hundley_SF","Trayce Thompson_LAD","Justin Smoak_TOR","Rowdy Tellez_TOR","Dalton Pompey_TOR","Chris Iannetta_ARI","Erick Aybar_SD","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Mac Williamson_SF","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Daniel Descalso_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Aaron Hill_SF","Rob Segedin_LAD","Nick Ahmed_ARI","Jabari Blash_SD","Andre Ethier_LAD","Gorkys Hernandez_SF","Hector Sanchez_SD","Conor Gillaspie_SF","Scott Van Slyke_LAD","Kike Hernandez_LAD","Martin Maldonado_LAA","Juan Graterol_LAA","Darwin Barney_TOR","Jeff Mathis_ARI","Carlos Perez_LAA","Ryan Goins_TOR","Tim Federowicz_SF","Cliff Pennington_LAA","Chris Coghlan_TOR","Luis Torrens_SD","Chris Marrero_SF","Brett Eibner_LAD"
0,19.555001060661,0,0,12.8698457687378,0,30.8349673859329,45.7802222477427,0,0,81.1397058823529,0,0,0,0,0,0,0,0,23.6970478603156,-3.9982446953091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.736534398905,0,0,0,0,0,0,0,0
0,0,1.11187915545607,0,0,0,0,0,0,0,0,49.5625,0,0,0,0,4.77666629462714,0,0,0,0,-1.05779220996263,0,0,0,0,0,-9.93735137787053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8364273805484,0,0,0,0,0,0,0,0,0,0,0,0,-18.586453294743,0,0,0,0,0,0,-2.99895274185725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31.5378787878788,15.1381267265835,0,0,0,0,0,0,0,0,6.74044416985445,-1.98523362862784,0,0,0,0,0,0,0,0,0,0,0,2.96375466446794,0,0,0,0,0,4.71167151724866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15.1381267265835,30.5661764705882,0,0,0,0,0,0,0,0,-0.269535135929896,25.9278269291679,0,0,0,0,0,5.397038545895,0,0,0,0,0,6.65784616524271,0,0,0,0,0,18.1656511503467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5660999958829,0
0,0,0,0,0,6.59601406010829,0,0,0,0,0,0,0,0,50.5428571428571,0,0,4.23025343102112,0,0,0,0,0,0,4.55248799637838,0,0,0,0,0,0,-0.0404581601615606,0,0,0,0,0,0,0,0,0,0,-1.27787333245995,0,0,0,0,5.77815244749627,0,0,0,0,0,0,0,0,0,0,0,0,1.51594291790549,0,0,0,0,0,0,0,0,0,-5.0702955245488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39306057571637,0,0,0,0,0,0,0,0,-9.53035787844207,0,0,0,0,0,30.3333333333333,0,0,17.7564842923009,0,0,0,0,0,0,1.61738394404839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85125760086981,0,0,0,0,0,15.647809118088,0,0,0,-1.23311931110252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27939424347117,0,0,0,0,0,0,0,0,0,0,0
0,0,24.8646275602564,0,0,0,0,0,0,0,0,4.77666629462714,0,0,0,0,41.0457516339869,0,0,0,0,8.26457328538716,0,0,0,0,0,-11.7190568870059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347278476550443,0,0,0,0,0,0,0,0,0,0,0,0,-1.49958632723095,0,0,0,0,0,0,11.3559122926285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.20699886210173,0,0,0,0,0,0,0,0,4.23025343102112,0,0,37.3076923076923,0,0,0,0,0,0,4.0792187626637,0,0,0,0,0,0,4.00402209250103,0,0,0,0,0,0,0,0,0,0,7.12673370480919,0,0,0,0,16.5224280482869,0,0,0,0,0,0,0,0,0,0,0,0,1.05204727767287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.72415755335737,0,0,0,0,0,0,0,0,-5.28002239540978,0,0,0,0,0,17.7564842923009,0,0,17.1742424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.19033954290641,0,0,0,0,0,2.09217789353012,0,0,0,9.91621244717347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.75079923765169,0,0,0,0,0,0,0,0,0,0,0
0,15.8357491581397,0,0,13.1501953136048,0,6.49650823812497,30.8328575284705,0,0,23.6970478603156,0,0,0,0,0,0,0,0,38.5661764705882,0.642426404738255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.1679630572912,0,0,0,0,0,0,0,0
0,1.73171490179491,0,0,-17.05840743284,0,-17.9009505280034,4.8155286979554,0,0,-3.9982446953091,0,0,0,0,0,0,0,0,0.642426404738255,78.7958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7457955944081,0,0,0,0,0,0,0,0
0,0,-2.03564994219316,0,0,0,0,0,0,0,0,-1.05779220996263,0,0,0,0,8.26457328538716,0,0,0,0,34.5588235294118,0,0,0,0,0,0.414898194932431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6231720442052,0,0,0,0,0,0,0,0,0,0,0,0,-14.7282824893216,0,0,0,0,0,0,3.12632509478444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6.74044416985445,-0.269535135929896,0,0,0,0,0,0,0,0,39.7573529411765,5.10115982472366,0,0,0,0,0,-6.21091835037118,0,0,0,0,0,3.20691491642516,0,0,0,0,0,-0.123917823176335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07847367671055,0
0,0,0,0,0,0,0,0,0,0,0,0,-1.98523362862784,25.9278269291679,0,0,0,0,0,0,0,0,5.10115982472366,59.9338235294118,0,0,0,0,0,8.7706115921078,0,0,0,0,0,13.3707104906122,0,0,0,0,0,14.222617493064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9261074470344,0
0,0,0,0,0,9.65085591443464,0,0,0,0,0,0,0,0,4.55248799637838,0,0,4.0792187626637,0,0,0,0,0,0,28.7647058823529,0,0,0,0,0,0,-1.18921886577899,0,0,0,0,0,0,0,0,0,0,-3.82495281444043,0,0,0,0,-13.5569074454997,0,0,0,0,0,0,0,0,0,0,0,0,-1.07475436738378,0,0,0,0,0,0,0,0,0,-9.76509441286933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.70775229082306,0,0,0,0,0,0,0,0,2.57603306762978,0,0,0,0,0,1.61738394404839,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37486970691196,0,0,0,0,0,10.7645048790462,0,0,0,-4.0282867010043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74968401728127,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.0472645750086,0,0,0,0,0,0,0,0,-9.93735137787053,0,0,0,0,-11.7190568870059,0,0,0,0,0.414898194932431,0,0,0,0,0,43.8692810457516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.41124946620685,0,0,0,0,0,0,0,0,0,0,0,0,9.56300108943725,0,0,0,0,0,0,-15.9180317327728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.10439007861774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5274725274725,0,-1.87479913668683,0,0,0,0,0,3.05423227562612,13.3202022784257,0,0,10.7185622949167,0,0,0,0,0,0,0,32.8880411263432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.397038545895,0,0,0,0,0,0,0,0,-6.21091835037118,8.7706115921078,0,0,0,0,0,12.7878787878788,0,0,0,0,0,-18.1015126619601,0,0,0,0,0,12.8915296662201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.87465369301793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87479913668683,0,69.9705882352941,0,0,0,0,0,17.3785815012398,-0.832747720374875,0,0,17.1242918779955,0,0,0,0,0,0,0,5.71300175249384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.88428322647509,0,0,0,0,0,0,0,0,-0.0404581601615606,0,0,4.00402209250103,0,0,0,0,0,0,-1.18921886577899,0,0,0,0,0,0,25.9395604395604,0,0,0,0,0,0,0,0,0,0,11.1085267835296,0,0,0,0,13.1425694779087,0,0,0,0,0,0,0,0,0,0,0,0,29.9017709389472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.96375466446794,6.65784616524271,0,0,0,0,0,0,0,0,3.20691491642516,13.3707104906122,0,0,0,0,0,-18.1015126619601,0,0,0,0,0,36.3958333333333,0,0,0,0,0,-3.99346903557792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,35.7901246382256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05423227562612,0,17.3785815012398,0,0,0,0,0,34.7636363636364,0,0,0,16.4201827215812,0,0,0,0,0,0,0,22.5587173927868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,49.8865708566934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3202022784257,0,-0.832747720374875,0,0,0,0,0,0,40.3636363636364,0,0,18.5150001159772,0,0,0,0,0,0,0,58.7539600479844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28.9280262139159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7185622949167,0,17.1242918779955,0,0,0,0,0,16.4201827215812,18.5150001159772,0,0,28.2380952380952,0,0,0,0,0,0,0,21.4762579148864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.71167151724866,18.1656511503467,0,0,0,0,0,0,0,0,-0.123917823176335,14.222617493064,0,0,0,0,0,12.8915296662201,0,0,0,0,0,-3.99346903557792,0,0,0,0,0,38.3291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0622718331478,0
0,0,0,0,0,0.355693843217145,0,0,0,0,0,0,0,0,-1.27787333245995,0,0,7.12673370480919,0,0,0,0,0,0,-3.82495281444043,0,0,0,0,0,0,11.1085267835296,0,0,0,0,0,0,0,0,0,0,12.9888888888889,0,0,0,0,8.10904245627425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-6.74225286810905,0,0,0,0,0,0,0,0,-3.8364273805484,0,0,0,0,0.347278476550443,0,0,0,0,-4.6231720442052,0,0,0,0,0,-7.41124946620685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,-17.3397576912197,0,0,0,0,0,0,-2.38926645413697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.82129469416375,0,0,0,0,0,0,0,0,28.3178554170732,0,0,0,0,0,6.85125760086981,0,0,-8.19033954290641,0,0,0,0,0,0,-1.37486970691196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1958333333333,0,0,0,0,0,0.283581104046812,0,0,0,1.51677174486904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33930735139098,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-14.7175496618839,0,0,0,0,0,0,0,0,5.77815244749627,0,0,16.5224280482869,0,0,0,0,0,0,-13.5569074454997,0,0,0,0,0,0,13.1425694779087,0,0,0,0,0,0,0,0,0,0,8.10904245627425,0,0,0,0,48.4338235294118,0,0,0,0,0,0,0,0,0,0,0,0,24.7526304752472,0,0,0,0,0,0,0,0,0,14.230005012252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,55.2810646588239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8880411263432,0,5.71300175249384,0,0,0,0,0,22.5587173927868,58.7539600479844,0,0,21.4762579148864,0,0,0,0,0,0,0,66.2564102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
