"Mike Trout_LAA","Paul Goldschmidt_ARI","Manny Machado_BAL","Jake Lamb_ARI","Chris Davis_BAL","Jean Segura_SEA","JD Martinez_DET","Josh Donaldson_TOR","Jose Bautista_TOR","Michael Conforto_NYM","Jay Bruce_NYM","AJ Pollock_ARI","Nelson Cruz_SEA","Yoenis Cespedes_NYM","Robinson Cano_SEA","Cody Bellinger_LAD","Wil Myers_SD","Miguel Cabrera_DET","Mark Trumbo_BAL","Justin Smoak_TOR","Adam Jones_BAL","Troy Tulowitzki_TOR","Buster Posey_SF","Jose Abreu_CWS","Corey Seager_LAD","Joey Gallo_TEX","Kendrys Morales_TOR","Chris Owings_ARI","Yasmany Tomas_ARI","Ian Kinsler_DET","Nomar Mazara_TEX","Neil Walker_NYM","Giancarlo Stanton_MIA","Justin Upton_DET","Russell Martin_TOR","Welington Castillo_BAL","Devon Travis_TOR","Dexter Fowler_STL","Avisail Garcia_CWS","Tim Anderson_CWS","Yasiel Puig_LAD","Shin-Soo Choo_TEX","Seth Smith_BAL","Brandon Belt_SF","Matt Carpenter_STL","Justin Bour_MIA","David Peralta_ARI","Rougned Odor_TEX","Stephen Piscotty_STL","Jedd Gyorko_STL","Cameron Maybin_LAA","David Wright_NYM","Asdrubal Cabrera_NYM","Justin Turner_LAD","Christian Yelich_MIA","Steve Pearce_TOR","Jonathan Schoop_BAL","Jose Reyes_NYM","Albert Pujols_LAA","Todd Frazier_CWS","Kyle Seager_SEA","Mitch Haniger_SEA","Ben Gamel_SEA","Melky Cabrera_CWS","Dee Gordon_MIA","Brandon Drury_ARI","Adrian Beltre_TEX","Victor Martinez_DET","Nicholas Castellanos_DET","Kevin Pillar_TOR","Trey Mancini_BAL","Hunter Pence_SF","Aledmys Diaz_STL","Curtis Granderson_NYM","Lucas Duda_NYM","Logan Forsythe_LAD","Marcell Ozuna_MIA","Chris Taylor_LAD","Mike Napoli_TEX","Elvis Andrus_TEX","Jonathan Lucroy_TEX","Joey Rickard_BAL","Eduardo Nunez_SF","Randal Grichuk_STL","Joe Panik_SF","Yoan Moncada_CWS","Yasmani Grandal_LAD","Joc Pederson_LAD","Carlos Gomez_TEX","Alex Avila_DET","Ezequiel Carrera_TOR","Hyun Soo Kim_BAL","Yadier Molina_STL","Tommy Pham_STL","Christian Arroyo_SF","TJ Rivera_NYM","Jarrod Dyson_SEA","Rey Fuentes_ARI","Hunter Renfroe_SD","Nick Ahmed_ARI","Manuel Margot_SD","Ryan Schimpf_SD","Delino DeShields_TEX","Dalton Pompey_TOR","Rowdy Tellez_TOR","Denard Span_SF","Luis Valbuena_LAA","Wilmer Flores_NYM","Leonys Martin_SEA","Taylor Motter_SEA","Adrian Gonzalez_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","JT Realmuto_MIA","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Craig Gentry_BAL","JJ Hardy_BAL","Kolten Wong_STL","Leury Garcia_CWS","Martin Prado_MIA","Alex Dickerson_SD","James McCann_DET","Tyler Collins_DET","Jarrod Saltalamacchia_TOR","Chris Coghlan_TOR","Brandon Crawford_SF","Ben Revere_LAA","Jefry Marte_LAA","CJ Cron_LAA","Kole Calhoun_LAA","Matt Davidson_CWS","Yangervis Solarte_SD","Socrates Brito_ARI","Andrew Romine_DET","Jared Hoying_TEX","Darrell Ceciliani_TOR","Jhonny Peralta_STL","Yunel Escobar_LAA","Travis d'Arnaud_NYM","Danny Valencia_SEA","Mike Zunino_SEA","Guillermo Heredia_SEA","Trayce Thompson_LAD","Austin Barnes_LAD","Gregor Blanco_ARI","Cory Spangenberg_SD","Jurickson Profar_TEX","Matt Adams_STL","Jarrett Parker_SF","Danny Espinosa_LAA","Andrelton Simmons_LAA","Brandon Nimmo_NYM","Tyler Saladino_CWS","Charlie Tilson_CWS","Derek Dietrich_MIA","Andrew Toles_LAD","Travis Jankowski_SD","Austin Hedges_SD","Robinson Chirinos_TEX","JaCoby Jones_DET","Yolmer Sanchez_CWS","Rob Segedin_LAD","Matt Szczur_SD","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Ryan Rua_TEX","Francisco Pena_BAL","Darwin Barney_TOR","Ryan Flaherty_BAL","Caleb Joseph_BAL","Nick Hundley_SF","Jose Martinez_STL","Mac Williamson_SF","Harrison Bader_STL","Juan Lagares_NYM","Gavin Cecchini_NYM","Shawn O'Malley_SEA","Andre Ethier_LAD","Kike Hernandez_LAD","Chris Iannetta_ARI","Pete Kozma_TEX","Brett Nicholas_TEX","Luke Maile_TOR","Dwight Smith_TOR","Ryan Goins_TOR","Greg Garcia_STL","Kelby Tomlinson_SF","Rene Rivera_NYM","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carlos Ruiz_SEA","Jacob May_CWS","Boog Powell_SEA","Scott Van Slyke_LAD","Destin Hood_MIA","Daniel Descalso_ARI","Christian Bethancourt_SD","Jim Adduci_DET","Jose Iglesias_DET","Magneuris Sierra_STL","Justin Ruggiano_SF","Martin Maldonado_LAA","Tuffy Gosewisch_SEA","Cody Asche_CWS","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Erick Aybar_SD","Allen Cordoba_SD","Mike Ohlman_TOR","Aaron Hill_SF","Conor Gillaspie_SF","Carson Kelly_STL","Geovany Soto_CWS","Willy Garcia_CWS","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Jabari Blash_SD","Luis Sardinas_SD","Drew Stubbs_TEX","Hanser Alberto_TEX","Gorkys Hernandez_SF","Eric Fryer_STL","Juan Graterol_LAA","Mike Freeman_SEA","Omar Narvaez_CWS","Daniel Vogelbach_SEA","AJ Ellis_MIA","Jeff Mathis_ARI","Hector Sanchez_SD","Michael Morse_SF","Carlos Perez_LAA","Kevan Smith_CWS","Mike Aviles_MIA","JT Riddle_MIA","Tim Federowicz_SF","Drew Robinson_TEX","Chris Marrero_SF","Cliff Pennington_LAA","Zack Collins_CWS","Brett Eibner_LAD","Miguel Rojas_MIA","Luis Torrens_SD"
41.6521008403361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98860398860399,0,0,0,0,0,0,0,11.9737903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7884615384615,-2.63970588235294,-6.90196078431373,3.85483870967742,0,0,0,0,0,0,0,2.6551724137931,0,0,0,0,0,0,0,0,0,0,0,15.5896551724138,-2.94206773618538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830049261083744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0666666666667,0,0,0,0
0,73.840243902439,0,3.09084084084084,0,0,0,0,0,0,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34033613445378,-2.14623655913978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6908866995074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3832442067736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.645454545454546,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56.4381223328592,0,-2.47857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8591749644381,0,4.9009009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.610526315789474,0,0,0,0,0,0,25.4035087719298,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.37312312312312,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2489177489177,0,0,0,0,0,0,0,0,0,0,-0.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1944444444444,5.20588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,-28.5,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.09084084084084,0,67.8435277382646,0,0,0,0,0,0,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.3145161290323,0.838624338624339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1231527093596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1494623655914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.1372549019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6590909090909,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06432748538012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.47857142857143,0,86.8087301587302,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6460317460317,0,18.0529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,0,0,0,0,0,0,-3.24853801169591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930252100840336,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2894736842105,0,0,0,0,0,0,0,0,0,0,-39.0714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80952380952381,20.719696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,85.5,8.7952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,58.6724137931034,0,0,0,0,0,0,13.2830769230769,0,-0.123684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.39316239316239,9.92857142857143,17.3642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7307692307692,0,0,0,0,0,0,0,0,0,0,0,8.43333333333333,11.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.19565217391304,17.8106060606061,13.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80909090909091,0,0,0,0,0,0,0,0,0,0,0,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,301.9,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,69.4,0,0,0,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.25,-145.833333333333,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,44.8392857142857,11.8035714285714,0,0,0,0,0,0,0,0,0,0,2.75,0,50.0357142857143,0,0,0,0,7.35714285714286,0,0,0,0,0,0,0,-2.80952380952381,0,3.47619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11.8035714285714,51.8947368421053,0,0,0,0,0,0,0,0,0,0,-0.766098484848485,0,6.47142857142857,0,0,0,0,4.08151260504202,0,0,0,0,0,0,0,5.24025974025974,0,7.09655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.9249249249249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3774703557312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,23.5989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3162055335968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6363636363636,0,11.1997354497354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,124.746438746439,-0.801538461538462,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23333333333333,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.65238095238095,-21.1555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6654411764706,0,0,0,0,0,0,0,0,0,0,0,5.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-0.525,22,-43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
