"Paul Goldschmidt_ARI","Joey Votto_CIN","Jake Lamb_ARI","Jean Segura_SEA","Marcell Ozuna_MIA","Robinson Cano_SEA","Nelson Cruz_SEA","Adam Duvall_CIN","Giancarlo Stanton_MIA","Khris Davis_OAK","AJ Pollock_ARI","Scooter Gennett_CIN","Brandon Belt_SF","Justin Bour_MIA","Yonder Alonso_OAK","Buster Posey_SF","Ben Gamel_SEA","Daniel Descalso_ARI","Chris Owings_ARI","Dee Gordon_MIA","Zack Cozart_CIN","Denard Span_SF","Gregor Blanco_ARI","David Peralta_ARI","Billy Hamilton_CIN","Scott Schebler_CIN","Yasmany Tomas_ARI","Christian Yelich_MIA","Jed Lowrie_OAK","Hunter Pence_SF","Matt Joyce_OAK","Jarrod Dyson_SEA","Eduardo Nunez_SF","Joe Panik_SF","Mitch Haniger_SEA","Eugenio Suarez_CIN","Danny Valencia_SEA","Kyle Seager_SEA","Mike Zunino_SEA","Franklin Barreto_OAK","Matt Chapman_OAK","Brandon Drury_ARI","JT Realmuto_MIA","Guillermo Heredia_SEA","Chris Iannetta_ARI","Rajai Davis_OAK","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Arismendy Alcantara_CIN","Nick Ahmed_ARI","Jose Peraza_CIN","Ketel Marte_ARI","Leonys Martin_SEA","Marcus Semien_OAK","Martin Prado_MIA","Nick Hundley_SF","Gorkys Hernandez_SF","Brandon Crawford_SF","Ryon Healy_OAK","Bruce Maxwell_OAK","Rey Fuentes_ARI","Socrates Brito_ARI","Jesse Winker_CIN","Derek Dietrich_MIA","Jarrett Parker_SF","Christian Arroyo_SF","Adam Rosales_OAK","Phillip Ervin_CIN","Kelby Tomlinson_SF","Mac Williamson_SF","Josh Phegley_OAK","Mark Canha_OAK","Jaycob Brugman_OAK","Taylor Motter_SEA","Renato Nunez_OAK","Devin Mesoraco_CIN","Tyler Moore_MIA","Joey Wendle_OAK","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Shawn O'Malley_SEA","DJ Peterson_SEA","Tyler Smith_SEA","Aaron Hill_SF","JT Riddle_MIA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Boog Powell_SEA","Tucker Barnhart_CIN","Patrick Kivlehan_CIN","Conor Gillaspie_SF","Jae-gyun Hwang_SF","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Matt Olson_OAK","Jeff Mathis_ARI","Justin Ruggiano_SF","Destin Hood_MIA","Ichiro Suzuki_MIA","Michael Morse_SF","Tomas Telis_MIA","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Christian Colon_MIA","Tim Federowicz_SF","Steve Lombardozzi_MIA","Austin Slater_SF","Ryder Jones_SF","Ildemaro Vargas_ARI","Nick Senzel_CIN","Chad Pinder_OAK","Stuart Turner_CIN","Mike Aviles_MIA","Chris Marrero_SF","Orlando Calixte_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","AJ Ellis_MIA","Miguel Rojas_MIA"
66.053164556962,0,3.90670122176972,0,0,0,0,0,0,0,30.5142602495544,0,0,0,0,0,0,1.84873949579832,1.81265984654731,0,0,0,13.4408866995074,22.9368790181181,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8384615384615,0,0,-6.92592592592593,0,20.2820512820513,19.6,0,0,15.3460317460317,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55.141975308642,0,0,0,0,0,2.32358385783043,0,0,0,-10.0877192982456,0,0,0,0,0,0,0,0,6.33389830508475,0,0,0,-7.81012176560122,0.0475749722325065,0,0,0,0,0,0,0,0,0,-3.18468468468468,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21428571428571,0,7.43207762557078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27709359605911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57313829787234,-2.89102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0
3.90670122176972,0,66.6684894053315,0,0,0,0,0,0,0,-4.03978494623656,0,0,0,0,0,0,-19.9838709677419,-9.76129807692308,0,0,0,15.3756613756614,19.9322033898305,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.355896351137,0,0,-1.26769230769231,0,27.0689655172414,-0.333333333333333,0,0,-10.7023172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56.1327742837177,0,4.49682875264271,13.7446808510638,0,0,0,0,0,0,0,0,0,11.7426829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1405919661734,0,0,-1.62770562770563,0,-6.24141414141414,3.18470588235294,10.3666666666667,0,0,0,0,8.60336134453781,0,0,0,0,0,0,0,0,0,8.43333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46691176470588,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,79.1623376623377,0,0,0,5.88448722695298,0,0,0,0,6.084229390681,0,0,0,0,0,8.90261569416499,0,0,0,0,0,0,0,18.485987696514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6115384615385,0,0,0,0,0,0,0,0,0,0,0,0,8.02333333333333,0,0,0,0,0,0,0,0,3.03812056737589,0,0,0,0,0,0,0,0,0,0,0,0,38.2692307692308,0,0,0,0,0,0,0,0,0.0148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208333333333333,0,0,0,0,5.65555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3956043956044,35.1142857142857
0,0,0,4.49682875264271,0,82.4771126760563,-1.76810515873016,0,0,0,0,0,0,0,0,0,16.4144310823312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25511396843951,0,0,5.92987804878049,0,5.73954802259887,13.0513342379014,-20.6211901306241,0,0,0,0,12.0044296788483,0,0,0,0,0,0,0,0,0,3.03205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4048780487805,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,26.953216374269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.7446808510638,0,-1.76810515873016,62.4109589041096,0,0,0,0,0,0,0,0,0,8.74744897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17345319936542,0,0,5.82321187584346,0,11.7028027498678,6.04582267689685,6.44912118408881,0,0,0,0,-0.587737843551797,0,0,0,0,0,0,0,0,0,17.3653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7912234042553,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,-0.80952380952381,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.32358385783043,0,0,0,0,0,70.5472047389856,0,0,0,9.24431818181818,0,0,0,0,0,0,0,0,-19.0772187281621,0,0,0,12.2290818634102,1.88388937664618,0,0,0,0,0,0,0,0,0,11.7809482001756,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1428571428571,0,7.08951048951049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153310104529617,96.3611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.4,0,0,0,0,0,0,0
0,0,0,0,5.88448722695298,0,0,0,87.5016216216216,0,0,0,0,13.6374316939891,0,0,0,0,0,7.34015345268542,0,0,0,0,0,0,0,5.36375416512403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5852534562212,0,0,0,0,0,0,0,0,0,0,0,0,7.365,0,0,0,0,0,0,0,0,1.57323232323232,0,0,0,0,0,0,0,0,0,0,0,0,49.6818181818182,0,0,0,0,0,0,0,0,15.9782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,-4.05555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87820512820513,-34.3846153846154
0,0,0,0,0,0,0,0,0,62.9438596491228,0,0,0,0,-4.07732240437158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645755693581781,0,4.98158971361777,0,0,0,0,0,0,0,0,-6.90277777777778,-8.69047619047619,0,0,0,0,-4.13333333333333,0,0,0,0,0,0,0,0,6.71111111111111,0,0,0,0,-0.464596273291925,13.7087912087912,0,0,0,0,0,0,-8.18085106382979,0,0,0,5.16666666666667,-1.14619883040936,-6.29473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-45.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49831932773109,0,0,0,0,-8.5,0,0,0
