"Bryce Harper_WAS","Ryan Zimmerman_WAS","Nelson Cruz_SEA","Trea Turner_WAS","Daniel Murphy_WAS","Josh Donaldson_TOR","Miguel Sano_MIN","Yonder Alonso_OAK","Jean Segura_SEA","Justin Smoak_TOR","Robinson Cano_SEA","Anthony Rendon_WAS","Cody Bellinger_LAD","Max Kepler_MIN","Michael Taylor_WAS","Chris Taylor_LAD","Jose Bautista_TOR","Ryon Healy_OAK","Russell Martin_TOR","Kendrys Morales_TOR","Khris Davis_OAK","Joe Mauer_MIN","Adam Eaton_WAS","Jed Lowrie_OAK","Danny Valencia_SEA","Yasiel Puig_LAD","Jarrod Dyson_SEA","Kyle Seager_SEA","Mitch Haniger_SEA","Matt Joyce_OAK","Robbie Grossman_MIN","Brian Dozier_MIN","Ben Gamel_SEA","Taylor Motter_SEA","Jayson Werth_WAS","Mike Zunino_SEA","Matt Wieters_WAS","Corey Seager_LAD","Devon Travis_TOR","Leonys Martin_SEA","Joc Pederson_LAD","Troy Tulowitzki_TOR","Steve Pearce_TOR","Marcus Semien_OAK","Jason Castro_MIN","Kennys Vargas_MIN","Guillermo Heredia_SEA","Chase Utley_LAD","Adam Lind_WAS","Justin Turner_LAD","Logan Forsythe_LAD","Kevin Pillar_TOR","Eddie Rosario_MIN","Ezequiel Carrera_TOR","Jorge Polanco_MIN","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Byron Buxton_MIN","Rajai Davis_OAK","Dalton Pompey_TOR","Chad Pinder_OAK","Rowdy Tellez_TOR","Adrian Gonzalez_LAD","Trayce Thompson_LAD","Kike Hernandez_LAD","Brian Goodwin_WAS","Austin Barnes_LAD","Josh Phegley_OAK","Ryan Goins_TOR","Shawn O'Malley_SEA","Andrew Toles_LAD","Jarrod Saltalamacchia_TOR","Stephen Vogt_OAK","Mark Canha_OAK","Carlos Ruiz_SEA","Eduardo Escobar_MIN","Boog Powell_SEA","Stephen Drew_WAS","Rob Segedin_LAD","Wilmer Difo_WAS","Jake Smolinski_OAK","Darrell Ceciliani_TOR","Ryan LaMarre_OAK","Chris Gimenez_MIN","Tuffy Gosewisch_SEA","Andre Ethier_LAD","Bruce Maxwell_OAK","Anthony Alford_TOR","Tyler Smith_SEA","Scott Van Slyke_LAD","Chris Heisey_WAS","Trevor Plouffe_OAK","Chris Coghlan_TOR","Dwight Smith_TOR","Daniel Vogelbach_SEA","Luke Maile_TOR","Ehire Adrianza_MIN","Rafael Bautista_WAS","Adam Rosales_OAK","Jose Lobaton_WAS","Mike Freeman_LAD","Darwin Barney_TOR","Jaff Decker_OAK","Mike Ohlman_TOR","Matt Olson_OAK","Grant Green_WAS","Brett Eibner_LAD"
113.272425249169,34.7553342816501,0,32.2701612903226,10.4412955465587,0,0,0,0,0,0,30.7672064777328,0,0,16.4569230769231,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,26.491935483871,0,0,0,0,0,0,0,0,0,0,0,-25.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.5,0,0,0,0,0,0,0,0,0,0,0,97.9166666666667,0,32.9230769230769,0,0,0,0,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,23.2636363636364,0,0,0,0,0,0,0
34.7553342816501,77.9281183932347,0,20.9412698412698,1.2974358974359,0,0,0,0,0,0,2.85384615384615,0,0,9.68064516129032,0,0,0,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,-1.83033033033033,0,20.9979838709677,0,0,0,0,0,0,0,0,0,0,0,-13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.6666666666667,0,0,0,0,0,0,0,0,0,0,0,99.3333333333333,0,23.0090909090909,0,0,0,0,0,0,0,0,0,0,-45.1666666666667,0,0,0,0,0,0,0,0,-11.7575757575758,0,0,0,0,0,0,0
0,0,65.4258823529412,0,0,0,0,0,14.752380952381,0,3.95243902439024,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1022067363531,0,7.27272727272727,6.29833487511563,4.31052631578947,0,0,0,5.55555555555556,26.1512605042017,0,12.75,0,0,0,17.3653846153846,0,0,0,0,0,0,5.92335115864528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69117647058824,0,0,0,0,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2701612903226,20.9412698412698,0,91.5708502024292,29.5949579831933,0,0,0,0,0,0,-15.8067226890756,0,0,22.1494252873563,0,0,0,0,0,0,0,28.9444444444444,0,0,0,0,0,0,0,0,0,0,0,-0.524064171122995,0,9.71225071225071,0,0,0,0,0,0,0,0,0,0,0,-47.4523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,-10,0,12.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,-12.1969696969697,0,0,0,0,0,0,0
10.4412955465587,1.2974358974359,0,29.5949579831933,78.0707070707071,0,0,0,0,0,0,12.6070512820513,0,0,15.7671957671958,0,0,0,0,0,0,0,8.59803921568627,0,0,0,0,0,0,0,0,0,0,0,16.502024291498,0,21.7021505376344,0,0,0,0,0,0,0,0,0,0,0,44.9583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,0,0,0,0,0,0,0,0,0,0,0,-62.85,0,20.2444444444444,0,0,0,0,0,0,0,0,0,0,-12.4,0,0,0,0,0,0,0,0,-6.63736263736264,0,0,0,0,0,0,0
0,0,0,0,0,59.5661764705882,0,0,0,19.6373626373626,0,0,0,0,0,0,18.1691176470588,0,11.9090909090909,10.9080882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.58241758241758,0,0,25.0367647058824,11.55,0,0,0,0,0,0,0,0,4.24632352941176,0,-15.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0.25,0,0,0,0,0,-1.23333333333333,0,0,0,0,0
0,0,0,0,0,0,84.1430499325236,0,0,0,0,0,0,24.0729166666667,0,0,0,0,0,0,0,18.4801136363636,0,0,0,0,0,0,0,0,16.7091954022988,-1.38963963963964,0,0,0,0,0,0,0,0,0,0,0,0,9.26615384615385,9.19230769230769,0,0,0,0,0,0,-4.2672268907563,0,11.2063492063492,0,0,13.8609625668449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1176470588235,0,0,0,0,0,0,0,5.38461538461539,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,71.3230769230769,0,0,0,0,0,0,0,0,0,20.1696696696697,0,0,-1.73399715504979,0,0,11.0307807807808,0,0,0,0,0,8.59243697478992,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8083003952569,0,-14.521978021978,0,0,0,0,0,0,23.625,0,0,0,0,-5.24838709677419,-16.1,0,0,0,0,0,0,0,0,0,0,0,0,13.45,0,0,0,0,1.01988636363636,0,0,0,0,0,0,4.43230769230769,0,0,0,2.38181818181818,0,0,0,0
0,0,14.752380952381,0,0,0,0,0,53.8814102564103,0,6.78735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30965909090909,0,18.8092691622103,4.59317211948791,9.92857142857143,0,0,0,13.5233990147783,8.90476190476191,0,9.80263157894737,0,0,0,8.43333333333333,0,0,0,0,0,0,11.2827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43956043956044,0,0,0,0,0,0,0,0,0,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.6373626373626,0,0,0,83.851690821256,0,0,0,0,0,0,0.244444444444444,0,37.9307692307692,16.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1315789473684,0,0,28.5157894736842,8.29411764705882,0,0,0,0,0,0,0,0,-4.92283298097252,0,3.06695156695157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.4021164021164,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.14285714285714,0,0,-11.6139705882353,0,0,0,0,0,-13.7771739130435,0,17,0,0,0
