"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14400,"LAD@SF 03:45PM ET",25.181,"LAD","SF",31.65,26.3,26.7025,NA,27.95
"SP","Johnny Cueto",11500,"LAD@SF 03:45PM ET",17.25,"SF","LAD",23.91,16.8,20.5385,NA,10.1
"SP","Michael Fulmer",11200,"BAL@DET 07:10PM ET",21.071,"DET","BAL",19.27,17.8,17.604,NA,15.75
"SP","Lance McCullers",10800,"HOU@MIA 12:10PM ET",21.144,"HOU","MIA",23.93,21.1,19.348,NA,19.3
"SP","Michael Pineda",10100,"NYY@KC 08:15PM ET",21.4,"NYY","KC",20.31,19.5,18.412,NA,16.1
"SP","Ervin Santana",9500,"COL@MIN 08:10PM ET",23.438,"MIN","COL",18.59,14.8,16.8115,NA,NA
"SP","Kyle Hendricks",9100,"CIN@CHC 08:05PM ET",13.231,"CHC","CIN",16.2,13.5,18.772,NA,16.7
"SP","Rick Porcello",9000,"BOS@STL 08:15PM ET",17.425,"BOS","STL",19.35,17.8,17.8595,NA,10.3
"SP","Matt Shoemaker",8800,"CWS@LAA 10:07PM ET",13.775,"LAA","CWS",19.58,17.1,20.911,NA,24.25
"SP","Gerrit Cole",8600,"WAS@PIT 07:05PM ET",18.088,"PIT","WAS",19.69,18.9,19.048,NA,20.75
"SP","Jason Vargas",8400,"NYY@KC 08:15PM ET",23.329,"KC","NYY",20.26,13.1,15.011,NA,-0.4
"SP","Matt Garza",8200,"MIL@SD 10:10PM ET",17.113,"MIL","SD",12.88,13.4,12.909,NA,14.5
"SP","Mike Foltynewicz",7800,"TOR@ATL 07:35PM ET",12.036,"ATL","TOR",NA,16,16.827,NA,NA
"SP","Miguel Gonzalez",7700,"CWS@LAA 10:07PM ET",13.157,"CWS","LAA",13.05,14.9,13.396,NA,0.15
"SP","Mike Leake",7600,"BOS@STL 08:15PM ET",19.521,"STL","BOS",18.67,13.7,14.785,NA,17.55
"SP","Alex Cobb",7500,"TB@CLE 12:10PM ET",13.25,"TB","CLE",12.91,11.9,14.998,NA,22.95
"SP","Andrew Cashner",7500,"PHI@TEX 08:05PM ET",10.467,"TEX","PHI",13.22,8.6,13.989,NA,14.35
"SP","Josh Tomlin",7400,"TB@CLE 12:10PM ET",9.579,"CLE","TB",17.78,12.4,17.813,NA,-0.95
"SP","Scott Feldman",7200,"CIN@CHC 08:05PM ET",14.356,"CIN","CHC",10,11.1,13.26,NA,-1.4
"SP","Jhoulys Chacin",7100,"MIL@SD 10:10PM ET",9.835,"SD","MIL",17.39,14.7,17.678,NA,27.35
"SP","German Marquez",6900,"COL@MIN 08:10PM ET",13.85,"COL","MIN",12.21,14.7,15.814,NA,NA
"SP","Patrick Corbin",6900,"NYM@ARI 03:40PM ET",11.733,"ARI","NYM",17.92,12.7,13.868,NA,11.5
"SP","Ubaldo Jimenez",6800,"BAL@DET 07:10PM ET",7.307,"BAL","DET",12.12,11.3,12.8,NA,4.05
"SP","Jesse Hahn",6700,"OAK@SEA 10:10PM ET",15.629,"OAK","SEA",17.28,13.1,10.7,NA,13.05
"SP","Jacob Turner",6600,"WAS@PIT 07:05PM ET",6.679,"WAS","PIT",NA,12.2,NA,NA,2.6
"SP","Jose Urena",6600,"HOU@MIA 12:10PM ET",7.713,"MIA","HOU",13.38,12,9.458,NA,10.75
"SP","Zach Eflin",6100,"PHI@TEX 08:05PM ET",12.88,"PHI","TEX",11.21,10.3,11.079,NA,-11.4
"SP","Matt Harvey",6000,"NYM@ARI 03:40PM ET",8.075,"NYM","ARI",13.88,12,19.332,NA,10
"SP","Joe Biagini",6000,"TOR@ATL 07:35PM ET",5.291,"TOR","ATL",NA,12.1,8.298,NA,2
"SP","Christian Bergman",5500,"OAK@SEA 10:10PM ET",5.45,"SEA","OAK",13.25,10.8,11.756,NA,36.1
