"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc"
"TE","Brent Celek (7572124)","Brent Celek",7572124,2500,"Phi@Was 01:00PM ET","Phi","Brent","Celek","Was",0,2.4,0
"TE","Niles Paul (7572125)","Niles Paul",7572125,2500,"Phi@Was 01:00PM ET","Was","Niles","Paul","Phi",4.47,5.6,0
"TE","Trey Burton (7572128)","Trey Burton",7572128,2500,"Phi@Was 01:00PM ET","Phi","Trey","Burton","Was",3.55,2.5,3.28
"TE","Anthony Fasano (7572129)","Anthony Fasano",7572129,2500,"Cle@Ten 01:00PM ET","Ten","Anthony","Fasano","Cle",1.68,0,1.26
"TE","Beau Brinkley (7572132)","Beau Brinkley",7572132,2500,"Cle@Ten 01:00PM ET","Ten","Beau","Brinkley","Cle",0,0,0
"TE","Randall Telfer (7572133)","Randall Telfer",7572133,2500,"Cle@Ten 01:00PM ET","Cle","Randall","Telfer","Ten",0,0,0
"TE","Connor Hamlett (7572134)","Connor Hamlett",7572134,2500,"Cle@Ten 01:00PM ET","Cle","Connor","Hamlett","Ten",1.96,1.2,0
"TE","Jace Amaro (7572135)","Jace Amaro",7572135,2500,"Cle@Ten 01:00PM ET","Ten","Jace","Amaro","Cle",0,0,0
"TE","Phillip Supernaw (7572136)","Phillip Supernaw",7572136,2500,"Cle@Ten 01:00PM ET","Ten","Phillip","Supernaw","Cle",0,0,0
"TE","Seth DeValve (7572137)","Seth DeValve",7572137,2500,"Cle@Ten 01:00PM ET","Cle","Seth","DeValve","Ten",0,0,0
"TE","Larry Donnell (7572139)","Larry Donnell",7572139,2500,"Bal@NYG 01:00PM ET","NYG","Larry","Donnell","Bal",7.57,3.7887339776111,4.5
"TE","Crockett Gillmore (7572140)","Crockett Gillmore",7572140,2500,"Bal@NYG 01:00PM ET","Bal","Crockett","Gillmore","NYG",2.78,9.78825452818592,3.41
"TE","Daniel Brown (7572142)","Daniel Brown",7572142,2500,"Bal@NYG 01:00PM ET","Bal","Daniel","Brown","NYG",0,0,0
"TE","Darren Waller (7572143)","Darren Waller",7572143,2500,"Bal@NYG 01:00PM ET","Bal","Darren","Waller","NYG",0,0,0
"TE","Jerell Adams (7572144)","Jerell Adams",7572144,2500,"Bal@NYG 01:00PM ET","NYG","Jerell","Adams","Bal",4.14,0,0
"TE","Ed Dickson (7572146)","Ed Dickson",7572146,2500,"Car@NO 01:00PM ET","Car","Ed","Dickson","NO",0,2.45810296126656,3.15
"TE","Josh Hill (7572148)","Josh Hill",7572148,2500,"Car@NO 01:00PM ET","NO","Josh","Hill","Car",0,0,0.86
"TE","Chris Manhertz (7572149)","Chris Manhertz",7572149,2500,"Car@NO 01:00PM ET","NO","Chris","Manhertz","Car",0,0,0
"TE","Scott Simonson (7572150)","Scott Simonson",7572150,2500,"Car@NO 01:00PM ET","Car","Scott","Simonson","NO",0,0,0
"TE","Marcedes Lewis (7572151)","Marcedes Lewis",7572151,2500,"Jax@Chi 01:00PM ET","Jax","Marcedes","Lewis","Chi",4.18,0,4.29
"TE","Logan Paulsen (7572153)","Logan Paulsen",7572153,2500,"Jax@Chi 01:00PM ET","Chi","Logan","Paulsen","Jax",1.33,0,0
"TE","Patrick Scales (7572154)","Patrick Scales",7572154,2500,"Jax@Chi 01:00PM ET","Chi","Patrick","Scales","Jax",0,0,0
"TE","Neal Sterling (7572156)","Neal Sterling",7572156,2500,"Jax@Chi 01:00PM ET","Jax","Neal","Sterling","Chi",0,0,0
"TE","Ben Koyack (7572157)","Ben Koyack",7572157,2500,"Jax@Chi 01:00PM ET","Jax","Ben","Koyack","Chi",0,0,0
"TE","Ben Braunecker (7572158)","Ben Braunecker",7572158,2500,"Jax@Chi 01:00PM ET","Chi","Ben","Braunecker","Jax",0,0,0
"TE","Clay Harbor (7572159)","Clay Harbor",7572159,2500,"LA@Det 01:00PM ET","Det","Clay","Harbor","LA",0,0,0
"TE","Cory Harkey (7572161)","Cory Harkey",7572161,2500,"LA@Det 01:00PM ET","LA","Cory","Harkey","Det",0,0,0
"TE","Tyler Higbee (7572162)","Tyler Higbee",7572162,2500,"LA@Det 01:00PM ET","LA","Tyler","Higbee","Det",1.66,2.5,0
"TE","Temarrick Hemingway (7572164)","Temarrick Hemingway",7572164,2500,"LA@Det 01:00PM ET","LA","Temarrick","Hemingway","Det",0,0,0
"TE","Cole Wick (7572165)","Cole Wick",7572165,2500,"LA@Det 01:00PM ET","Det","Cole","Wick","LA",5.16,6.6,4.24
"TE","Khari Lee (7572166)","Khari Lee",7572166,2500,"LA@Det 01:00PM ET","Det","Khari","Lee","LA",0,2.7,0
"TE","David Johnson (7572167)","David Johnson",7572167,2500,"Pit@Mia 01:00PM ET","Pit","David","Johnson","Mia",0,11.4691883085658,0
"TE","MarQueis Gray (7572169)","MarQueis Gray",7572169,2500,"Pit@Mia 01:00PM ET","Mia","MarQueis","Gray","Pit",0,2.6,0.98
"TE","Dion Sims (7572170)","Dion Sims",7572170,2500,"Pit@Mia 01:00PM ET","Mia","Dion","Sims","Pit",6.58,2.62526921686221,4.2
"TE","Xavier Grimble (7572171)","Xavier Grimble",7572171,2500,"Pit@Mia 01:00PM ET","Pit","Xavier","Grimble","Mia",0,0,0
"TE","Dominique Jones (7572173)","Dominique Jones",7572173,2500,"Pit@Mia 01:00PM ET","Mia","Dominique","Jones","Pit",0,0,0
"TE","Clark Harris (7572174)","Clark Harris",7572174,2500,"Cin@NE 01:00PM ET","Cin","Clark","Harris","NE",0,0,0
"TE","Greg Scruggs (7572177)","Greg Scruggs",7572177,2500,"Cin@NE 01:00PM ET","NE","Greg","Scruggs","Cin",0,0,0
"TE","Ryan Hewitt (7572178)","Ryan Hewitt",7572178,2500,"Cin@NE 01:00PM ET","Cin","Ryan","Hewitt","NE",0,0,0
"TE","A.J. Derby (7572180)","A.J. Derby",7572180,2500,"Cin@NE 01:00PM ET","NE","A.J.","Derby","Cin",0,0,0
"TE","Tyler Kroft (7572181)","Tyler Kroft",7572181,2500,"Cin@NE 01:00PM ET","Cin","Tyler","Kroft","NE",1.62,0,3.69
"TE","C.J. Uzomah (7572182)","C.J. Uzomah",7572182,2500,"Cin@NE 01:00PM ET","Cin","C.J.","Uzomah","NE",9.68,1.39587988519317,5.27
"TE","Mychal Rivera (7572184)","Mychal Rivera",7572184,2500,"KC@Oak 04:05PM ET","Oak","Mychal","Rivera","KC",0,2.4,0
"TE","James Winchester (7572185)","James Winchester",7572185,2500,"KC@Oak 04:05PM ET","KC","James","Winchester","Oak",0,0,0
"TE","James O'Shaughnessy (7572186)","James O'Shaughnessy",7572186,2500,"KC@Oak 04:05PM ET","KC","James","O'Shaughnessy","Oak",0,0,0
"TE","Ross Travis (7572188)","Ross Travis",7572188,2500,"KC@Oak 04:05PM ET","KC","Ross","Travis","Oak",0,0,0
"TE","Demetrius Harris (7572189)","Demetrius Harris",7572189,2500,"KC@Oak 04:05PM ET","KC","Demetrius","Harris","Oak",0,0,3.25
"TE","Ryan O'Malley (7572190)","Ryan O'Malley",7572190,2500,"KC@Oak 04:05PM ET","Oak","Ryan","O'Malley","KC",0,0,0
"TE","Luke Willson (7572193)","Luke Willson",7572193,2500,"Atl@Sea 04:25PM ET","Sea","Luke","Willson","Atl",2.16,2.12779965231013,3.66
"TE","Levine Toilolo (7572194)","Levine Toilolo",7572194,2500,"Atl@Sea 04:25PM ET","Atl","Levine","Toilolo","Sea",0,0,2.35
"TE","Brandon Williams (7572195)","Brandon Williams",7572195,2500,"Atl@Sea 04:25PM ET","Sea","Brandon","Williams","Atl",0,0,0
"TE","Nick Vannett (7572196)","Nick Vannett",7572196,2500,"Atl@Sea 04:25PM ET","Sea","Nick","Vannett","Atl",0,0,0
"TE","Joshua Perkins (7572197)","Joshua Perkins",7572197,2500,"Atl@Sea 04:25PM ET","Atl","Joshua","Perkins","Sea",0,0,0
"TE","Austin Hooper (7572198)","Austin Hooper",7572198,2500,"Atl@Sea 04:25PM ET","Atl","Austin","Hooper","Sea",2.91,3.16720003575275,3.25
"TE","Jared Cook (7572200)","Jared Cook",7572200,2500,"Dal@GB 04:25PM ET","GB","Jared","Cook","Dal",0,0,0
"TE","Justin Perillo (7572201)","Justin Perillo",7572201,2500,"Dal@GB 04:25PM ET","GB","Justin","Perillo","Dal",0,3,0
"TE","Gavin Escobar (7572202)","Gavin Escobar",7572202,2500,"Dal@GB 04:25PM ET","Dal","Gavin","Escobar","GB",0,0,0
"TE","Geoff Swaim (7572204)","Geoff Swaim",7572204,2500,"Dal@GB 04:25PM ET","Dal","Geoff","Swaim","GB",2.25,2.21251648744763,0
"TE","Ryan Griffin (7572206)","Ryan Griffin",7572206,2500,"Ind@Hou 08:30PM ET","Hou","Ryan","Griffin","Ind",5.43,8.72891271469903,5.37
"TE","Jack Doyle (7572207)","Jack Doyle",7572207,2500,"Ind@Hou 08:30PM ET","Ind","Jack","Doyle","Hou",5.66,11.997044486788,6.12
"TE","Erik Swoope (7572208)","Erik Swoope",7572208,2500,"Ind@Hou 08:30PM ET","Ind","Erik","Swoope","Hou",0,0,0
"TE","C.J. Fiedorowicz (7572209)","C.J. Fiedorowicz",7572209,2500,"Ind@Hou 08:30PM ET","Hou","C.J.","Fiedorowicz","Ind",7.42,0,5.3
"TE","Stephen Anderson (7572210)","Stephen Anderson",7572210,2500,"Ind@Hou 08:30PM ET","Hou","Stephen","Anderson","Ind",0,2.95856892107243,3.79
