P,P,C,1B,2B,3B,SS,OF,OF,OF
Alex Wood,Trevor Bauer,Tucker Barnhart,Mark Reynolds,Jose Peraza,Eugenio Suarez,Zack Cozart,Charlie Blackmon,Scott Schebler,Carlos Gonzalez
Alex Wood,Trevor Bauer,Tucker Barnhart,Joey Votto,Jose Peraza,Manny Machado,Zack Cozart,Billy Hamilton,Bradley Zimmer,Seth Smith
Jacob deGrom,Trevor Bauer,Tucker Barnhart,Albert Pujols,Scooter Gennett,Eugenio Suarez,Zack Cozart,Billy Hamilton,Bradley Zimmer,Carlos Gonzalez
Zack Godley,Trevor Bauer,Evan Gattis,Joey Votto,Jose Peraza,Nolan Arenado,Zack Cozart,Billy Hamilton,Scott Schebler,Carlos Gonzalez
Alex Wood,Trevor Bauer,Tucker Barnhart,Mark Reynolds,Scooter Gennett,Nolan Arenado,Alexi Amarista,Raimel Tapia,Bradley Zimmer,Carlos Gonzalez
Alex Wood,Trevor Bauer,Ryan Hanigan,Mark Reynolds,Ian Kinsler,Manny Machado,Francisco Lindor,Charlie Blackmon,Raimel Tapia,Carlos Gonzalez
Alex Wood,Trevor Bauer,Ryan Hanigan,Miguel Cabrera,Jose Peraza,Nolan Arenado,Pat Valaika,Charlie Blackmon,Bradley Zimmer,Carlos Gonzalez
Alex Wood,Trevor Bauer,Francisco Cervelli,Joey Votto,Scooter Gennett,Eugenio Suarez,Brandon Crawford,Billy Hamilton,Scott Schebler,Carlos Gonzalez
Jacob deGrom,Trevor Bauer,Ryan Hanigan,Mark Reynolds,Jose Peraza,Nolan Arenado,Zack Cozart,Raimel Tapia,Seth Smith,Carlos Gonzalez
Alex Wood,Ben Lively,James McCann,Joey Votto,Jose Peraza,Eugenio Suarez,Zack Cozart,George Springer,Billy Hamilton,Carlos Gonzalez
Zack Godley,Trevor Bauer,Tucker Barnhart,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Charlie Blackmon,Shin-Soo Choo,Seth Smith
Zack Godley,Trevor Bauer,Tucker Barnhart,Joey Votto,Scooter Gennett,Manny Machado,Francisco Lindor,George Springer,Billy Hamilton,Scott Schebler
Jacob deGrom,Trevor Bauer,James McCann,Miguel Cabrera,Jose Peraza,Eugenio Suarez,Zack Cozart,Billy Hamilton,Scott Schebler,Seth Smith
Alex Wood,Trevor Bauer,Roberto Perez,Miguel Cabrera,Jose Ramirez,Manny Machado,Francisco Lindor,Michael Brantley,Bradley Zimmer,Carlos Gonzalez
Alex Wood,Trevor Bauer,James McCann,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Zack Cozart,JD Martinez,Bradley Zimmer,Carlos Gonzalez
Alex Wood,Edinson Volquez,Tucker Barnhart,Joey Votto,Scooter Gennett,Eugenio Suarez,Zack Cozart,Michael Brantley,Hunter Pence,Carlos Gonzalez
Alex Wood,Zack Godley,Tucker Barnhart,Miguel Cabrera,Jose Peraza,Eugenio Suarez,Francisco Lindor,Billy Hamilton,Scott Schebler,Bradley Zimmer
Alex Wood,Trevor Bauer,Tucker Barnhart,Miguel Cabrera,Scooter Gennett,Nicholas Castellanos,Zack Cozart,Billy Hamilton,Scott Schebler,Austin Slater
Alex Wood,Ben Lively,Evan Gattis,Mark Reynolds,Jose Peraza,Nolan Arenado,Alexi Amarista,Charlie Blackmon,Billy Hamilton,Carlos Gonzalez
Gerrit Cole,Trevor Bauer,Tucker Barnhart,Joey Votto,Jose Peraza,Eugenio Suarez,Francisco Lindor,Mookie Betts,Billy Hamilton,Carlos Gonzalez
Alex Wood,Edinson Volquez,Evan Gattis,Mark Reynolds,Scooter Gennett,Eugenio Suarez,Zack Cozart,Billy Hamilton,Scott Schebler,Bradley Zimmer
Zack Godley,Trevor Bauer,Evan Gattis,Mark Reynolds,Scooter Gennett,Nolan Arenado,Pat Valaika,Charlie Blackmon,Michael Brantley,Carlos Gonzalez
Gerrit Cole,Trevor Bauer,Tucker Barnhart,Joey Votto,Scooter Gennett,Nolan Arenado,Zack Cozart,Christian Yelich,Scott Schebler,Bradley Zimmer
Jacob deGrom,Trevor Bauer,Tucker Barnhart,Joey Votto,Jose Peraza,Eugenio Suarez,Zack Cozart,Justin Upton,Hunter Pence,Kole Calhoun
Jacob deGrom,Trevor Bauer,Ryan Hanigan,Mark Reynolds,Scooter Gennett,Eugenio Suarez,Alexi Amarista,Charlie Blackmon,Hunter Pence,Carlos Gonzalez
Gerrit Cole,Trevor Bauer,Jason Castro,Buster Posey,Scooter Gennett,Eugenio Suarez,Zack Cozart,Charlie Blackmon,Billy Hamilton,Scott Schebler
