"Paul Goldschmidt_ARI","Jake Lamb_ARI","Jose Altuve_HOU","Jose Abreu_CWS","Carlos Correa_HOU","JD Martinez_DET","AJ Pollock_ARI","Ryan Braun_MIL","Eric Thames_MIL","Corey Dickerson_TB","Miguel Sano_MIN","Avisail Garcia_CWS","David Peralta_ARI","Chris Owings_ARI","Brian Dozier_MIN","Miguel Cabrera_DET","Jonathan Villar_MIL","Logan Morrison_TB","Max Kepler_MIN","Tim Anderson_CWS","Manny Machado_BAL","Steven Souza_TB","Brandon Drury_ARI","Yasmany Tomas_ARI","Josh Reddick_HOU","George Springer_HOU","Alex Bregman_HOU","Todd Frazier_CWS","Keon Broxton_MIL","Mark Trumbo_BAL","Brad Miller_TB","Victor Martinez_DET","Melky Cabrera_CWS","Matt Davidson_CWS","Travis Shaw_MIL","Chris Davis_BAL","Marwin Gonzalez_HOU","Evan Longoria_TB","Robbie Grossman_MIN","Leury Garcia_CWS","Yoan Moncada_CWS","Chris Herrmann_ARI","Adam Jones_BAL","Joe Mauer_MIN","Wilson Ramos_TB","Justin Upton_DET","Rey Fuentes_ARI","Domingo Santana_MIL","Welington Castillo_BAL","Evan Gattis_HOU","Colby Rasmus_TB","Kennys Vargas_MIN","Kevin Kiermaier_TB","Ian Kinsler_DET","Tyler Saladino_CWS","Nick Franklin_MIL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Matt Duffy_TB","Alex Avila_DET","Yolmer Sanchez_CWS","Nicholas Castellanos_DET","Charlie Tilson_CWS","Hernan Perez_MIL","Seth Smith_BAL","Jonathan Schoop_BAL","Joey Rickard_BAL","Jorge Polanco_MIN","Byron Buxton_MIN","Jesus Aguilar_MIL","Socrates Brito_ARI","Orlando Arcia_MIL","Carlos Beltran_HOU","Brian McCann_HOU","Trey Mancini_BAL","Gregor Blanco_ARI","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Jett Bandy_MIL","Hyun Soo Kim_BAL","Jake Bauers_TB","Jacob May_CWS","Eric Sogard_MIL","JJ Hardy_BAL","Craig Gentry_BAL","Derek Fisher_HOU","Andrew Romine_DET","Cody Asche_CWS","James McCann_DET","Norichika Aoki_HOU","Jake Marisnick_HOU","Yuli Gurriel_HOU","Rickie Weeks_TB","Eduardo Escobar_MIN","Mallex Smith_TB","Geovany Soto_CWS","Willy Garcia_CWS","Chris Iannetta_ARI","Peter Bourjos_TB","Jesus Sucre_TB","Tim Beckham_TB","Jason Castro_MIN","Eddie Rosario_MIN","Omar Narvaez_CWS","JaCoby Jones_DET","Daniel Descalso_ARI","Derek Norris_TB","Curt Casali_TB","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Kevan Smith_CWS","Chris Gimenez_MIN","Daniel Robertson_TB","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Caleb Joseph_BAL","Jim Adduci_DET","Michael Martinez_TB","Jose Iglesias_DET","Jeff Mathis_ARI","Luis Sardinas_BAL","Shane Peterson_TB","Ehire Adrianza_MIN","Zack Collins_CWS","Juan Centeno_HOU","Tony Kemp_HOU"
67.7604070305273,3.60188261351052,0,0,0,0,31.089247311828,0,0,0,0,0,12.0766488413547,2.09102564102564,0,0,0,0,0,0,0,0,9.37980085348506,0.882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36263736263736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,14.2529644268775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5384615384615,0,0,0,0,0,0,0,19.2809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889328063241107,0,0,0,0,0,0
3.60188261351052,67.9508456659619,0,0,0,0,-3.17241379310345,0,0,0,0,0,26.1381461675579,-13.1846846846847,0,0,0,0,0,0,0,0,11.5966386554622,0.616935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-26.8210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9545454545455,0,0,0,0,0,0,0,-21.6636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67748917748918,0,0,0,0,0,0
0,0,70.0930232558139,0,-16.5874822190612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.83697478991597,3.15897435897436,8.82692307692308,0,0,0,0,0,0,0,0,0,-4.42769230769231,0,0,0,0,0,0,0,0,0,0,0,0,3.01282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78095238095238,-6.13166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2116666666667,-2.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0
0,0,0,62.3009446693657,0,0,0,0,0,0,0,4.78228228228228,0,0,0,0,0,0,0,-0.270161290322581,0,0,0,0,0,0,0,8.22758620689655,0,0,0,0,22.6235294117647,11.3840579710145,0,0,0,0,0,-11.5806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625,0,0,0,0,0,6.52380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98214285714286,0,0,0,0,0,16.8076923076923,0,0,0,0,0,0,0,-12.8055555555556,5.65277777777778,0,0,0,0,0,0,10.0428571428571,0,0,0,0,0,0,0,0,0.291666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-16.5874822190612,0,45.125641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4233870967742,1.39750445632799,0.79047619047619,0,0,0,0,0,0,0,0,0,8.36796536796537,0,0,0,0,0,0,0,0,0,0,0,0,5.08666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39393939393939,0.876666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.306324110671937,17.7619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,200.963636363636,0,0,0,0,0,0,0,0,0,65.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.875,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1111111111111,0,0,0,0,0,0,0,52.2777777777778,0,0,0,0,0,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16666666666667,0,30.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75,0,-43,-52,0,0,0,0,0,0,0,0,0,15.4444444444444,0,0,0,0,0,0,0
31.089247311828,-3.17241379310345,0,0,0,0,59.2540322580645,0,0,0,0,0,10.7687747035573,-5.20229885057471,0,0,0,0,0,0,0,0,15.9692307692308,-12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0
0,0,0,0,0,0,0,67.4444444444444,24.875,0,0,0,0,0,0,0,-24.9076923076923,0,0,0,0,0,0,0,0,0,0,0,-25.7761904761905,0,0,0,0,0,-16.8025362318841,0,0,0,0,0,0,0,0,0,0,0,0,8.83766233766234,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,-0.294117647058824,0,0,0,0,0,-5,0,13.4683333333333,0,0,0,0,16.7857142857143,-12.0833333333333,0,44.2435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24.875,90.0149359886202,0,0,0,0,0,0,0,-0.398319327731092,0,0,0,0,0,0,0,0,0,0,0,-1.75862068965517,0,0,0,0,0,15.1283422459893,0,0,0,0,0,0,0,0,0,0,0,0,0.563492063492063,0,0,0,0,0,0,0,-13.4,0,0,0,0,0,0,0,48.3224637681159,0,0,0,0,0,-31.5,0,5.20944741532977,0,0,0,0,18.4166666666667,15.65,0,-5.40692640692641,0,0,0,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,67.6980255516841,0,0,0,0,0,0,0,1.55396825396825,0,0,0,3.70840336134454,0,0,0,0,0,0,0,0,-6.84259259259259,0,0,0,0,0,0,13.0108974358974,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1.28717948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2692307692308,0,6.5,0,0,0,-0.466666666666667,36.3181818181818,-2.49249249249249,0,0,0,0,0,12.9689655172414,0,0,0,0,0,0,0,10.3333333333333,0,0,0,0,0,-2.5,0,0,0,6.5,0,0,0,0
