"Nolan Arenado_COL","Corey Seager_LAD","Paul Goldschmidt_ARI","Mike Trout_LAA","Cody Bellinger_LAD","Charlie Blackmon_COL","Yasiel Puig_LAD","Ian Desmond_COL","Mark Reynolds_COL","Justin Turner_LAD","Joc Pederson_LAD","Logan Forsythe_LAD","DJ LeMahieu_COL","Trevor Story_COL","AJ Pollock_ARI","Jake Lamb_ARI","Yasmani Grandal_LAD","Adrian Gonzalez_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Joey Gallo_TEX","Chris Taylor_LAD","David Dahl_COL","Rajai Davis_OAK","Khris Davis_OAK","Yonder Alonso_OAK","Rougned Odor_TEX","Carlos Gonzalez_COL","Adrian Beltre_TEX","Carlos Gomez_TEX","Yasmany Tomas_ARI","Miguel Cabrera_DET","Shin-Soo Choo_TEX","Elvis Andrus_TEX","David Peralta_ARI","Trayce Thompson_LAD","Justin Upton_DET","JD Martinez_DET","Marcus Semien_OAK","Chris Owings_ARI","Starling Marte_PIT","Gregory Polanco_PIT","Andrew Toles_LAD","Austin Barnes_LAD","Ian Kinsler_DET","Mike Napoli_TEX","Nomar Mazara_TEX","Andrew McCutchen_PIT","Gerardo Parra_COL","Nicholas Castellanos_DET","Trevor Plouffe_OAK","Jonathan Lucroy_TEX","Ryon Healy_OAK","Rob Segedin_LAD","Pat Valaika_COL","Albert Pujols_LAA","Josh Harrison_PIT","Brandon Drury_ARI","Andre Ethier_LAD","Kike Hernandez_LAD","Stephen Cardullo_COL","Raimel Tapia_COL","Jed Lowrie_OAK","Delino DeShields_TEX","Scott Van Slyke_LAD","Dustin Garneau_COL","Yunel Escobar_LAA","Alex Avila_DET","Kole Calhoun_LAA","Stephen Vogt_OAK","Josh Phegley_OAK","Mark Canha_OAK","Tom Murphy_COL","Jim Adduci_DET","CJ Cron_LAA","Tyler Collins_DET","Francisco Cervelli_PIT","Jeremy Hazelbaker_ARI","Alen Hanson_PIT","Victor Martinez_DET","Luis Valbuena_LAA","Cameron Maybin_LAA","Andrew Romine_DET","Robinson Chirinos_TEX","Chris Herrmann_ARI","Josh Bell_PIT","Jefry Marte_LAA","Chris Iannetta_ARI","Socrates Brito_ARI","Ben Revere_LAA","James McCann_DET","Jake Smolinski_OAK","Pete Kozma_TEX","Ryan LaMarre_OAK","Brett Nicholas_TEX","Gregor Blanco_ARI","David Freese_PIT","Adam Frazier_PIT","Tony Wolters_COL","Jurickson Profar_TEX","Bruce Maxwell_OAK","John Jaso_PIT","Danny Ortiz_PIT","Kevin Newman_PIT","Andrelton Simmons_LAA","Adam Rosales_OAK","Matt Joyce_OAK","Ryan Rua_TEX","Jordy Mercer_PIT","Jose Osuna_PIT","Nick Ahmed_ARI","Ryan Hanigan_COL","Cristhian Adames_COL","Brett Eibner_LAD","Alexi Amarista_COL","Danny Espinosa_LAA","Hanser Alberto_TEX","Daniel Descalso_ARI","Elias Diaz_PIT","Phil Gosselin_PIT","JaCoby Jones_DET","Chad Pinder_OAK","Dixon Machado_DET","Jose Iglesias_DET","John Hicks_DET","Mikie Mahtook_DET","Gift Ngoepe_PIT","Jaff Decker_OAK","Chris Bostick_PIT","Max Moroff_PIT","Martin Maldonado_LAA","Juan Graterol_LAA","Drew Robinson_TEX","Matt Olson_OAK","Carlos Perez_LAA","Jeff Mathis_ARI","Chris Stewart_PIT","John Bormann_PIT","Cliff Pennington_LAA"
61.9667338709677,0,0,0,0,-0.253763440860215,0,55.2638888888889,7.19950738916256,0,0,0,-5.43218390804598,6.94153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15608465608466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29285714285714,0,0,0,0,0,31.85,0,0,0,0,0,14.05,0,0,0,0,0.516483516483517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50.5591397849462,0,0,-9.49450549450549,0,7.17586206896552,0,0,21.8174603174603,28.9875,37.7909090909091,0,0,0,0,26.1416666666667,11.3857142857143,4.94285714285714,14.8333333333333,0,-7.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18014705882353,25.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,74.1378151260504,0,0,0,0,0,0,0,0,0,0,0,33.7988505747126,4.56149193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39538461538462,0,0,0,18.8092307692308,0,0,0,0,3.85057471264368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9741379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,0,13.9444444444444,0,0,-23.1410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,12.8397435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35833333333333,0,0,0
0,0,0,32.2783251231527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8068783068783,0,0,0,0,0,0,0,0,0,0,3.38624338624339,0,8.8005698005698,0,0,0,0,0,-6.17948717948718,0,0,0,0,0,-15,-2.35714285714286,0,0,0,0,-1.71428571428571,0,0,15.4636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01322751322751,0,0,0,0,0,0,0,0,0,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.09420289855072,10.5,0,0,0,0,0,0,26.0666666666667
0,-9.49450549450549,0,0,69.3809523809524,0,29.3736263736264,0,0,-5.80769230769231,-20.5333333333333,0,0,0,0,0,-15.9545454545455,19.7619047619048,11.375,0,0,-36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7361111111111,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.253763440860215,0,0,0,0,60.5443548387097,0,11.9027777777778,10.1662561576355,0,0,0,4.56091954022988,6.43076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0098522167488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8315789473684,0,0,0,0,0,27.8333333333333,0,0,0,0,0,5.4,0,0,0,0,5.38461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.17586206896552,0,0,29.3736263736264,0,56.1572580645161,0,0,10.9716748768473,7.25,7.15454545454545,0,0,0,0,2.68666666666667,2.93571428571429,0.681318681318681,69.8333333333333,0,16.030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.481617647058824,18.1904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.2638888888889,0,0,0,0,11.9027777777778,0,114.544444444444,0.857142857142857,0,0,0,24.2,-15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,-4.91666666666667,0,0,0,0,0,0,0,0,0,0,62.0333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.19950738916256,0,0,0,0,10.1662561576355,0,0.857142857142857,72.116091954023,0,0,0,12.2222222222222,14.8233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10130718954248,0,0,0,0,0,33.0333333333333,0,0,0,0,0,0.1,0,0,0,0,1.87179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77472527472528,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.8174603174603,0,0,-5.80769230769231,0,10.9716748768473,0,0,24.8379310344828,9.7875,15.0555555555556,0,0,0,0,14.4051383399209,10.3245614035088,-3.08974358974359,27.6666666666667,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6708333333333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
