"Mike Trout_LAA","JD Martinez_DET","Jose Bautista_TOR","Cameron Maybin_LAA","Miguel Cabrera_DET","Corey Dickerson_TB","Justin Bour_MIA","Joey Votto_CIN","Josh Donaldson_TOR","Adrian Beltre_TEX","Billy Hamilton_CIN","Eugenio Suarez_CIN","Freddie Freeman_ATL","Nomar Mazara_TEX","Dee Gordon_MIA","Ender Inciarte_ATL","Giancarlo Stanton_MIA","Albert Pujols_LAA","Elvis Andrus_TEX","Logan Morrison_TB","Aaron Altherr_PHI","Brandon Phillips_ATL","Mike Napoli_TEX","Steven Souza_TB","Joey Gallo_TEX","Adam Duvall_CIN","Scott Schebler_CIN","Matt Kemp_ATL","Tommy Joseph_PHI","Troy Tulowitzki_TOR","Marcell Ozuna_MIA","Cesar Hernandez_PHI","Victor Martinez_DET","Zack Cozart_CIN","Justin Smoak_TOR","Jose Peraza_CIN","Shin-Soo Choo_TEX","Colby Rasmus_TB","Brad Miller_TB","Christian Yelich_MIA","JT Realmuto_MIA","Mike Moustakas_KC","Scooter Gennett_CIN","Kevin Pillar_TOR","Phillip Ervin_CIN","Evan Longoria_TB","Rougned Odor_TEX","Matt Duffy_TB","Brandon Moss_KC","Lorenzo Cain_KC","Justin Upton_DET","Eric Hosmer_KC","Kendrys Morales_TOR","Devon Travis_TOR","Andrelton Simmons_LAA","Carlos Gomez_TEX","Wilson Ramos_TB","Jonathan Lucroy_TEX","Delino DeShields_TEX","Maikel Franco_PHI","Ian Kinsler_DET","Salvador Perez_KC","Jorge Bonifacio_KC","CJ Cron_LAA","Robinson Chirinos_TEX","Kevin Kiermaier_TB","Howie Kendrick_PHI","Michael Saunders_PHI","Alex Avila_DET","Whit Merrifield_KC","Nicholas Castellanos_DET","Jorge Soler_KC","Steve Pearce_TOR","Nick Markakis_ATL","Matt Adams_ATL","Ryan Rua_TEX","Martin Prado_MIA","Rhys Hoskins_PHI","Paulo Orlando_KC","Billy Burns_KC","Tyler Flowers_ATL","Jefry Marte_LAA","Adonis Garcia_ATL","Cheslor Cuthbert_KC","Russell Martin_TOR","Arismendy Alcantara_CIN","Ben Revere_LAA","Peter O'Brien_TEX","Derek Dietrich_MIA","Daniel Nava_PHI","Cameron Rupp_PHI","Andrew Knapp_PHI","Alex Gordon_KC","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Jurickson Profar_TEX","Jake Bauers_TB","Andrew Romine_DET","James McCann_DET","Ryan O'Hearn_KC","Dalton Pompey_TOR","Jesse Winker_CIN","Rowdy Tellez_TOR","Dansby Swanson_ATL","Freddy Galvis_PHI","Terrance Gore_KC","Devin Mesoraco_CIN","Ryan Goins_TOR","Kurt Suzuki_ATL","Danny Espinosa_LAA","Danny Santana_ATL","Rickie Weeks_TB","Mallex Smith_TB","Odubel Herrera_PHI","JaCoby Jones_DET","Jarrod Saltalamacchia_TOR","Chris Coghlan_TOR","Jace Peterson_ATL","Micah Johnson_ATL","Peter Bourjos_TB","Pete Kozma_TEX","Jesus Sucre_TB","Tim Beckham_TB","Brett Nicholas_TEX","Jared Hoying_TEX","Destin Hood_MIA","Brock Stassi_PHI","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Ezequiel Carrera_TOR","Darrell Ceciliani_TOR","Tucker Barnhart_CIN","Rio Ruiz_ATL","Derek Norris_TB","Curt Casali_TB","Ichiro Suzuki_MIA","Andres Blanco_PHI","Tyler Moore_MIA","Tomas Telis_MIA","Raul Mondesi_KC","Anthony Alford_TOR","Daniel Robertson_TB","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","JT Riddle_MIA","Jim Adduci_DET","Alex Presley_DET","Dwight Smith_TOR","Hanser Alberto_TEX","AJ Ellis_MIA","Alcides Escobar_KC","Jose Iglesias_DET","Patrick Kivlehan_CIN","Nolan Fontana_LAA","Michael Martinez_TB","Drew Stubbs_TEX","Mike Aviles_MIA","Ty Kelly_PHI","Luke Maile_TOR","Juan Graterol_LAA","Shane Peterson_TB","Drew Butera_KC","Darwin Barney_TOR","Carlos Perez_LAA","Miguel Rojas_MIA","Martin Maldonado_LAA","Cliff Pennington_LAA","Anthony Recker_ATL","Drew Robinson_TEX","Mike Ohlman_TOR","Stuart Turner_CIN","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
0,0,0,0,0,0,0,42,0,0,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0,0,0,0,0,0,36,0,38,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,42,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,35,0,37,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,0,0,0,0,0,29,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,14,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,41,0,0,0,37,0,42,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,32,0,30,25,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36,0,0,0,0,0,0,0,40,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,3,0,13,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,46,0,0,0,0,0,38,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,0,0,0,26,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,19,0,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,4,0,16,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
37,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,12,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,35,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,47,0,0,0,42,0,45,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,35,0,35,30,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,5,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,38,0,0,0,0,0,38,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,13,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,42,0,0,0,43,0,41,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,33,0,35,28,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,12,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,45,0,0,0,41,0,46,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,34,0,33,29,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,0,0,0,0,0,0,37,0,38,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
