"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Jacob deGrom","Jason Hammel","Omar Narvaez","Jose Abreu","Yolmer Sanchez","Todd Frazier","Trevor Story","Melky Cabrera","Giancarlo Stanton","Michael Brantley"
"Max Scherzer","Matt Moore","Omar Narvaez","Jose Abreu","Yolmer Sanchez","Todd Frazier","Trevor Story","David Peralta","Adam Engel","Billy Hamilton"
"Jacob deGrom","Jason Hammel","Jonathan Lucroy","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Melky Cabrera","Gerardo Parra","Billy Hamilton"
"Max Scherzer","Jason Hammel","Jonathan Lucroy","Jose Abreu","Jonathan Schoop","Manny Machado","Trevor Story","Mark Trumbo","Seth Smith","Adam Jones"
"Max Scherzer","Jason Hammel","Yan Gomes","Jose Abreu","Jason Kipnis","Nolan Arenado","Francisco Lindor","David Peralta","Michael Brantley","Bradley Zimmer"
"Max Scherzer","Sean Manaea","Omar Narvaez","Jose Abreu","Yolmer Sanchez","Todd Frazier","Ramon Torres","Melky Cabrera","Shin-Soo Choo","Adam Jones"
"Jacob deGrom","Jason Hammel","Jonathan Lucroy","Jose Abreu","Rougned Odor","Adrian Beltre","Trevor Story","Carlos Gomez","Nomar Mazara","Billy Hamilton"
"Jacob deGrom","Jason Hammel","Jonathan Lucroy","Paul Goldschmidt","Alen Hanson","Jake Lamb","Chris Owings","AJ Pollock","David Peralta","Michael Brantley"
"Max Scherzer","Jason Hammel","Omar Narvaez","Alex Avila","Yolmer Sanchez","Todd Frazier","Tim Anderson","Shin-Soo Choo","Giancarlo Stanton","Adam Engel"
"Max Scherzer","Jason Hammel","Tucker Barnhart","Mark Reynolds","Alen Hanson","Nolan Arenado","Trevor Story","Raimel Tapia","Gerardo Parra","David Peralta"
"Max Scherzer","Matt Moore","Martin Maldonado","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Gerardo Parra","Michael Brantley","Adam Jones"
"Jacob deGrom","Drew Pomeranz","Omar Narvaez","Jose Abreu","Yolmer Sanchez","Todd Frazier","Marcus Semien","Adam Engel","Seth Smith","Adam Jones"
"Jacob deGrom","Jason Hammel","Yan Gomes","Edwin Encarnacion","Jason Kipnis","Todd Frazier","Francisco Lindor","Melky Cabrera","Shin-Soo Choo","Michael Brantley"
"Jacob deGrom","Kenta Maeda","Omar Narvaez","Trey Mancini","Jonathan Schoop","Manny Machado","Trevor Story","Melky Cabrera","Mark Trumbo","Adam Jones"
"Jacob deGrom","Jason Hammel","Martin Maldonado","Edwin Encarnacion","Jose Ramirez","Nolan Arenado","Francisco Lindor","David Peralta","Michael Brantley","Lonnie Chisenhall"
"Jacob deGrom","Drew Pomeranz","Yan Gomes","Freddie Freeman","Jason Kipnis","Manny Machado","Francisco Lindor","Giancarlo Stanton","Michael Brantley","Bradley Zimmer"
