"Bryce Harper_WAS","Cody Bellinger_LAD","Paul Goldschmidt_ARI","Corey Seager_LAD","Robinson Cano_SEA","Jake Lamb_ARI","Ryan Zimmerman_WAS","Daniel Murphy_WAS","Jean Segura_SEA","Chris Owings_ARI","Anthony Rendon_WAS","Khris Davis_OAK","Nelson Cruz_SEA","Nolan Arenado_COL","Mark Reynolds_COL","Charlie Blackmon_COL","Justin Turner_LAD","Wil Myers_SD","Jedd Gyorko_STL","Trea Turner_WAS","Freddie Freeman_ATL","Mike Trout_LAA","Kyle Seager_SEA","Ben Gamel_SEA","AJ Pollock_ARI","Joc Pederson_LAD","Chris Taylor_LAD","Tommy Pham_STL","Michael Taylor_WAS","Jarrod Dyson_SEA","Dexter Fowler_STL","Randal Grichuk_STL","Cameron Maybin_LAA","Mitch Haniger_SEA","Andrelton Simmons_LAA","Stephen Piscotty_STL","Adam Eaton_WAS","Carlos Gonzalez_COL","Ian Desmond_COL","Matt Adams_ATL","Ender Inciarte_ATL","Ryon Healy_OAK","Danny Valencia_SEA","Yadier Molina_STL","Aledmys Diaz_STL","Jed Lowrie_OAK","Paul DeJong_STL","Matt Joyce_OAK","Yonder Alonso_OAK","David Peralta_ARI","David Dahl_COL","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Adam Lind_WAS","Matt Carpenter_STL","Marcus Semien_OAK","CJ Cron_LAA","Guillermo Heredia_SEA","Daniel Descalso_ARI","Kike Hernandez_LAD","Hunter Renfroe_SD","Jayson Werth_WAS","Brandon Phillips_ATL","Nick Markakis_ATL","Matt Kemp_ATL","Leonys Martin_SEA","Yasmany Tomas_ARI","Chase Utley_LAD","Manuel Margot_SD","Brian Goodwin_WAS","Tyler Flowers_ATL","Adonis Garcia_ATL","Yunel Escobar_LAA","Mike Zunino_SEA","Kole Calhoun_LAA","Taylor Motter_SEA","Gregor Blanco_ARI","DJ LeMahieu_COL","Matt Wieters_WAS","Chris Herrmann_ARI","Franklin Gutierrez_LAD","Yasmani Grandal_LAD","Logan Forsythe_LAD","Ryan Schimpf_SD","Peter O'Brien_LAD","Austin Barnes_LAD","Rajai Davis_OAK","Kurt Suzuki_ATL","Gerardo Parra_COL","Brandon Drury_ARI","Yangervis Solarte_SD","Ryan Raburn_WAS","Chad Huffman_STL","Adam Rosales_OAK","Danny Santana_ATL","Mark Canha_OAK","Franklin Barreto_OAK","Matt Chapman_OAK","Albert Pujols_LAA","Eric Young_LAA","Nick Franklin_LAA","Chris Iannetta_ARI","Jose Pirela_SD","Jaycob Brugman_OAK","Joey Wendle_OAK","Raimel Tapia_COL","Trevor Story_COL","Erick Aybar_SD","Trayce Thompson_LAD","Alex Dickerson_SD","Jose Martinez_STL","Micah Johnson_ATL","Jefry Marte_LAA","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Stephen Cardullo_COL","Jack Reinheimer_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Andrew Toles_LAD","Willie Calhoun_LAD","Kolten Wong_STL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Rio Ruiz_ATL","Travis Demeritte_ATL","Ronald Acuna_ATL","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Ben Revere_LAA","Dustin Garneau_COL","Pat Valaika_COL","Rob Segedin_LAD","Franchy Cordero_SD","Alex Verdugo_LAD","Stephen Drew_WAS","Harrison Bader_STL","Martin Maldonado_LAA","Danny Espinosa_LAA","Boog Powell_SEA","Socrates Brito_ARI","Tom Murphy_COL","Andre Ethier_LAD","Travis Jankowski_SD","Cory Spangenberg_SD","Johan Camargo_ATL","Tuffy Gosewisch_SEA","Jordan Patterson_COL","Scott Van Slyke_LAD","Matt Szczur_SD","Renato Nunez_OAK","Jace Peterson_ATL","Matt Olson_OAK","Dansby Swanson_ATL","Cliff Pennington_LAA","David Fletcher_LAA","Chase d'Arnaud_SD","Allen Cordoba_SD","Chris Heisey_WAS","Wilmer Difo_WAS","Magneuris Sierra_STL","Josh Phegley_OAK","Luis Valbuena_LAA","Daniel Vogelbach_SEA","Nolan Fontana_LAA","Kyle Lewis_SEA","Alexi Amarista_COL","Tony Wolters_COL","Christian Bethancourt_SD","Luis Urias_SD","Greg Garcia_STL","Pedro Severino_WAS","Carson Kelly_STL","Anthony Recker_ATL","Chad Pinder_OAK","Jose Rondon_SD","Austin Hedges_SD","Eric Fryer_STL","Rafael Bautista_WAS","Emilio Bonifacio_ATL","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","DJ Peterson_SEA","Tyler Smith_SEA","Ryan Hanigan_COL","Cristhian Adames_COL","Jabari Blash_SD","Jose Lobaton_WAS","Luke Voit_STL","Jaff Decker_OAK","Kaleb Cowart_LAA","Hector Sanchez_SD","Mike Freeman_LAD","Carlos Asuaje_SD","Alex Mejia_STL","Lane Adams_ATL","Ildemaro Vargas_ARI","Mike Tauchman_COL","Jeff Mathis_ARI","Brett Eibner_LAD","Adrian Sanchez_WAS","Luis Torrens_SD"
89.2634032634033,0,0,0,0,0,25.9057239057239,9.59802259887006,0,0,21.3926553672316,0,0,0,0,0,0,0,0,19.065233785822,0,0,0,0,0,0,0,0,18.2035152636448,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.3296703296703,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,9.38235294117647,0,0,0,0,0,0,0,0,21.7291666666667,0,0,0,0,0,0,0,0,0,0,0,0,-1.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5,29.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9191176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.212406015038,0,26.0165816326531,0,0,0,0,0,0,0,0,0,0,0,0,12.0071301247772,0,0,0,0,0,0,0,0,-11.3216666666667,9.48019323671498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06833333333333,40.4282828282828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25371120107962,0,0,0,0,0,0,0,0,0,0,0,0,-1.02380952380952,-5.42635658914729,1.35897435897436,0,0,3.20833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0
0,0,67.5809009009009,0,0,5.82111801242236,0,0,0,0.0793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5243506493506,0,0,0,0,0,0,0,0,3.48039215686275,0,0,0,0,0,0,0,2.48245614035088,0,0,0,0,0,0,0,0,0,12.1876923076923,0,0,17.5833333333333,0,0,0,0,0,0,0,0,0,19.6120218579235,0,0,0,0,0,0,0,0,0,0,0,-8.92833333333333,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,15.3460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38502673796791,0,0,0
0,26.0165816326531,0,78.7340569877883,0,0,0,0,0,0,0,0,0,0,0,0,4.27630121816168,0,0,0,0,0,0,0,0,17.5645161290323,-12.369512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24466571834993,15.640037593985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34451219512195,0,0,0,0,0,0,0,0,0,0,0,0,0.688888888888889,29.868778280543,26.5520833333333,0,0,7.72916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,0,0
0,0,0,0,85.4920745920746,0,0,0,3.74822190611664,0,0,0,-0.53954802259887,0,0,0,0,0,0,0,0,0,13.9537281861449,17.8797909407666,0,0,0,0,0,7.9512987012987,0,0,0,3.63613445378151,0,0,0,0,0,0,0,0,7.58071278825996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8525641025641,0,0,0,0,0,0,0,3.03205128205128,0,0,0,0,0,0,0,-21.0851063829787,0,12.6315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.82111801242236,0,0,62.7317351598174,0,0,0,-8.19262295081967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3421052631579,0,0,0,0,0,0,0,0,-19.9838709677419,0,0,0,0,0,0,0,5.16904761904762,0,0,0,0,0,0,0,0,0,10.8133333333333,0,0,26.7010582010582,0,0,0,0,0,0,0,0,0,18.0145190562613,0,0,0,0,0,0,0,0,0,0,0,-1.02717391304348,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,-10.7023172905526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16477272727273,0,0,0
25.9057239057239,0,0,0,0,0,80.4535519125683,13.3082706766917,0,0,-0.109090909090909,0,0,0,0,0,0,0,0,9.74941176470588,0,0,0,0,0,0,0,0,15.5740055504163,0,0,0,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.0666666666667,0,0,0,0,0,0,0,-1.83033033033033,0,0,0,0,0,0,0,6.15073529411765,0,0,0,0,0,0,0,0,22.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.1666666666667,21.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.59802259887006,0,0,0,0,0,13.3082706766917,68.2321678321678,0,0,12.6440677966102,0,0,0,0,0,0,0,0,18.4858490566038,0,0,0,0,0,0,0,0,22.5886524822695,0,0,0,0,0,0,0,8.59803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3791208791209,0,0,0,0,0,0,0,16.502024291498,0,0,0,0,0,0,0,44.8333333333333,0,0,0,0,0,0,0,0,20.0985198889917,0,0,0,0,0,0,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.4,16.5909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.74822190611664,0,0,0,51.1165780141844,0,0,0,12.6109936575053,0,0,0,0,0,0,0,0,0,5.67536231884058,12,0,0,0,0,0,17.2945121951219,0,0,0,9.09166666666667,0,0,0,0,0,0,0,0,-3.11201079622132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7883064516129,0,0,0,0,0,0,0,8.43333333333333,0,0,0,0,0,0,0,7.75384615384615,0,6.82806324110672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0793650793650794,0,0,-8.19262295081967,0,0,0,60.6221445221445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.20229885057471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66836262719704,0,0,0,0,0,0,0,0,9.51970443349754,0,0,0,0,0,0,0,20.1966966966967,0,0,0,0,0,0,0,0,0,26.1233766233766,0,0,-15.2640692640693,0,0,0,0,0,0,0,0,0,1.38509803921569,0,0,0,0,0,0,0,0,0,0,0,6.72631578947368,0,0,0,0,0,0,0,0,0,0,0,0,-12.5,0,0,0,-3.43230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93939393939394,0,0,0
