P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Sale,Asher Wojciechowski,Mike Zunino,Danny Valencia,Yangervis Solarte,Nolan Arenado,Jean Segura,Nelson Cruz,Guillermo Heredia,Andrew McCutchen
Robbie Ray,Dinelson Lamet,Mike Zunino,Danny Valencia,DJ LeMahieu,Josh Donaldson,Jean Segura,Nelson Cruz,Corey Dickerson,Guillermo Heredia
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Evan Longoria,Alcides Escobar,Nelson Cruz,Kevin Pillar,Guillermo Heredia
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Cliff Pennington,Kyle Seager,Jean Segura,Nelson Cruz,Kevin Kiermaier,Christian Yelich
Jeff Samardzija,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Nolan Arenado,Jean Segura,Nelson Cruz,Josh Reddick,Shin-Soo Choo
Chris Sale,Dinelson Lamet,Russell Martin,Danny Valencia,DJ LeMahieu,Kyle Seager,Tim Beckham,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Mike Zunino,Danny Valencia,Robinson Cano,Kyle Seager,Allen Cordoba,Nelson Cruz,Corey Dickerson,Lorenzo Cain
Robbie Ray,Jeff Samardzija,Mike Zunino,Danny Valencia,Yangervis Solarte,Kyle Seager,Jean Segura,Nelson Cruz,George Springer,Kevin Pillar
Robbie Ray,Asher Wojciechowski,Mike Zunino,Danny Valencia,Robinson Cano,Evan Longoria,Jean Segura,Charlie Blackmon,Nelson Cruz,Kevin Kiermaier
Robbie Ray,Dinelson Lamet,Russell Martin,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Jose Bautista,Howie Kendrick
Chris Sale,Asher Wojciechowski,Salvador Perez,Danny Valencia,Rougned Odor,Kyle Seager,Jean Segura,Nelson Cruz,Josh Reddick,Jarrod Dyson
Jeff Samardzija,Dinelson Lamet,Gary Sanchez,Danny Valencia,Rougned Odor,Kyle Seager,Jean Segura,Charlie Blackmon,Nelson Cruz,Guillermo Heredia
Robbie Ray,Jeff Samardzija,Mike Zunino,Danny Valencia,Jose Altuve,Nolan Arenado,Allen Cordoba,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Josh Donaldson,Jean Segura,Jarrod Dyson,Andrew McCutchen,Patrick Kivlehan
Jeff Samardzija,Vince Velasquez,Russell Martin,Danny Valencia,Robinson Cano,Josh Donaldson,Jean Segura,Nelson Cruz,Guillermo Heredia,Andrew McCutchen
Justin Verlander,Dinelson Lamet,Mike Zunino,Danny Valencia,Rougned Odor,Evan Longoria,Jean Segura,Nelson Cruz,Jose Bautista,Jarrod Dyson
Robbie Ray,Dinelson Lamet,Mike Zunino,Danny Valencia,Brian Dozier,Kyle Seager,Trevor Story,Charlie Blackmon,Nelson Cruz,Jarrod Dyson
