"Aaron Judge_NYY","Mike Trout_LAA","Cody Bellinger_LAD","Justin Smoak_TOR","Corey Seager_LAD","Steven Souza_TB","Michael Conforto_NYM","Chris Taylor_LAD","Josh Donaldson_TOR","Gary Sanchez_NYY","Yoenis Cespedes_NYM","Brett Gardner_NYY","Logan Morrison_TB","Didi Gregorius_NYY","Corey Dickerson_TB","Jay Bruce_NYM","Evan Longoria_TB","Justin Turner_LAD","Jose Bautista_TOR","Chase Headley_NYY","Todd Frazier_NYY","Mallex Smith_TB","Clint Frazier_NYY","Yasmani Grandal_LAD","Asdrubal Cabrera_NYM","Wilmer Flores_NYM","Kendrys Morales_TOR","Andrelton Simmons_LAA","Devon Travis_TOR","Matt Holliday_NYY","Kevin Kiermaier_TB","Jose Reyes_NYM","Robinson Cano_SEA","Adrian Gonzalez_LAD","Chase Utley_LAD","Joc Pederson_LAD","Yasiel Puig_LAD","Lucas Duda_TB","Luis Valbuena_LAA","Steve Pearce_TOR","Aaron Hicks_NYY","Mason Williams_NYY","David Wright_NYM","Buster Posey_SF","Kike Hernandez_LAD","Russell Martin_TOR","Cameron Maybin_LAA","Tim Beckham_TB","Starlin Castro_NYY","Nelson Cruz_SEA","Neil Walker_NYM","Ben Gamel_SEA","Ronald Torreyes_NYY","Greg Bird_NYY","Curtis Granderson_NYM","Kyle Seager_SEA","Franklin Gutierrez_LAD","Denard Span_SF","Peter O'Brien_LAD","Austin Barnes_LAD","Troy Tulowitzki_TOR","Jefry Marte_LAA","Trevor Plouffe_TB","Jorge Mateo_NYY","Miguel Andujar_NYY","Jean Segura_SEA","Guillermo Heredia_SEA","Brandon Belt_SF","Albert Pujols_LAA","Ezequiel Carrera_TOR","Wilson Ramos_TB","Tyler Wade_NYY","Dustin Fowler_NYY","Travis d'Arnaud_NYM","Mike Zunino_SEA","Logan Forsythe_LAD","Miguel Montero_TOR","Kole Calhoun_LAA","CJ Cron_LAA","Kevin Pillar_TOR","Rob Refsnyder_TOR","Tyler Austin_NYY","Ji-Man Choi_NYY","Garrett Cooper_NYY","Trayce Thompson_LAD","Nick Franklin_LAA","Dalton Pompey_TOR","Rowdy Tellez_TOR","Peter Bourjos_TB","Derek Norris_TB","Jesus Sucre_TB","Jake Bauers_TB","TJ Rivera_NYM","Pablo Sandoval_SF","Brandon Crawford_SF","Andrew Toles_LAD","Joe Panik_SF","Willie Calhoun_LAD","Martin Maldonado_LAA","Yunel Escobar_LAA","Rickie Weeks_TB","Brad Miller_TB","Leonys Martin_SEA","Taylor Motter_SEA","Amed Rosario_NYM","Hunter Pence_SF","Rob Segedin_LAD","Alex Verdugo_LAD","Jarrod Saltalamacchia_TOR","Ben Revere_LAA","Jacoby Ellsbury_NYY","Adeiny Hechavarria_TB","Curt Casali_TB","Gleyber Torres_NYY","Mitch Haniger_SEA","Brandon Nimmo_NYM","Andre Ethier_LAD","Nick Hundley_SF","Jarrett Parker_SF","Christian Arroyo_SF","Darrell Ceciliani_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Daniel Robertson_TB","Danny Valencia_SEA","Jarrod Dyson_SEA","Danny Espinosa_SEA","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Chris Coghlan_TOR","Anthony Alford_TOR","Juan Lagares_NYM","Matt Reynolds_NYM","Gavin Cecchini_NYM","Mac Williamson_SF","Eric Young_LAA","Ryan Goins_TOR","Dwight Smith_TOR","David Fletcher_LAA","Colby Rasmus_TB","Austin Romine_NYY","Matt Duffy_TB","Kevin Plawecki_NYM","Kelby Tomlinson_SF","Luke Maile_TOR","Nolan Fontana_LAA","Shane Peterson_TB","Kyle Higashioka_NYY","Shawn O'Malley_SEA","Aaron Hill_SF","Carlos Ruiz_SEA","Boog Powell_SEA","Mike Freeman_LAD","Juan Graterol_LAA","Carlos Perez_LAA","Taylor Featherston_TB","Willy Adames_TB","Tuffy Gosewisch_SEA","Justin Ruggiano_SF","Conor Gillaspie_SF","Cliff Pennington_LAA","Shane Robinson_LAA","Kaleb Cowart_LAA","Rene Rivera_NYM","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Michael Morse_SF","Brett Eibner_LAD","Darwin Barney_TOR","Mike Ohlman_TOR","DJ Peterson_SEA","Tyler Smith_SEA","Chris Marrero_SF","Carlos Moncrief_SF","Tim Federowicz_SF","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
92.1159800249688,0,0,0,0,0,0,0,0,17.068058076225,0,9.5954045954046,0,-0.0680687471732248,0,0,0,0,0,-1.88055365686945,0,0,0,0,0,0,0,0,0,21.0140664961637,0,0,0,0,0,0,0,0,0,0,-2.30434782608696,0,0,0,0,0,0,0,24.8803272450533,0,0,0,16.9476744186047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3446088794926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46.7959595959596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0433263452131,0,0,0,0,0,0,0,0,0,0,-4.10238095238095,0,0,0,0,0,0,0,12.2674253200569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3982423681776,0,0,0,0,0,0,0,0,1.0465306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42995169082126,3.21052631578947,0,0,0,0,0,0,0,0,0,17.6082251082251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,113.36036036036,0,8.72365445499774,0,0,7.06169994879672,0,0,0,0,0,0,0,0,0,8.31510204081633,0,0,0,0,0,-1.58552631578947,0,0,0,0,0,0,0,0,0,0,2.87789084181314,-0.279352226720648,22.6745762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,75.248863940123,0,0,0,0,15.9656862745098,0,0,0,0,0,0,0,0,0,-1.42755947607592,0,0,0,0,0,0,0,9.38227848101266,0,0,0,0,0,0,0,0,0,0,0,0,8.16173361522199,0,0,0,0,0,14.5751879699248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95016835016835,0,0,0,0,0,0,0,0,4.47865853658537,0,0,0,0,0,0,0,0,0,0.390695573622403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77441077441077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03787878787879,0,0,0,0,0,0,0,0,0,0,0
0,0,8.72365445499774,0,75.3893296853625,0,0,-4.08211572180012,0,0,0,0,0,0,0,0,0,2.08983050847458,0,0,0,0,0,21.8503496503496,0,0,0,0,0,0,0,0,0,0,3.71301020408163,11.1444444444444,17.1628614916286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0402405180389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,65.8657927590512,0,0,0,0,0,0,14.2583732057416,0,5.77376543209877,0,7.69179363806469,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9160784313725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6924882629108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69556025369979,0,0,0,0,0,0,0,0,0,0,0,14.8477297895903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93579931972789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,96.2270465852555,0,0,0,13.6268115942029,0,0,0,0,-8.96722990271377,0,0,0,0,0,0,0,0,6.67718715393134,-0.683333333333333,0,0,0,0,0,-4.42760942760943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58914728682171,0,0,0,-14.4750231267345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.99080459770115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8484848484849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.06169994879672,0,-4.08211572180012,0,0,76.7892888498683,0,0,0,0,0,0,0,0,0,17.2452431289641,0,0,0,0,0,-7.8145235892692,0,0,0,0,0,0,0,0,0,0,-5.56587301587302,5.78787878787879,8.23270440251572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15.9656862745098,0,0,0,0,50.4623376623377,0,0,0,0,0,0,0,0,0,7.58831168831169,0,0,0,0,0,0,0,7.20500725689405,0,0,0,0,0,0,0,0,0,0,0,0,10.1310344827586,0,0,0,0,0,11.5574912891986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7619607843137,0,0,0,0,0,0,0,0,-20.5652173913043,0,0,0,0,0,0,0,0,0,12.5859941944848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.49166666666667,0,0,0,0,0,0,0,0,0,0,0
17.068058076225,0,0,0,0,0,0,0,0,80.184331797235,0,5.93926553672316,0,-1.48506493506493,0,0,0,0,0,5.50580551523948,0,0,0,0,0,0,0,0,0,26.507729468599,0,0,0,0,0,0,0,0,0,0,19.9857954545455,0,0,0,0,0,0,0,35.5671717171717,0,0,0,3.94704433497537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
