"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Max Scherzer","Aaron Nola","Travis d'Arnaud","Matt Carpenter","Jason Kipnis","Jedd Gyorko","Asdrubal Cabrera","Michael Conforto","Curtis Granderson","Juan Lagares"
"2","Chris Archer","Aaron Nola","Yan Gomes","Carlos Santana","Jose Ramirez","Nolan Arenado","Asdrubal Cabrera","Michael Brantley","Bradley Zimmer","Eric Young"
"3","Max Scherzer","Chris Archer","Martin Maldonado","CJ Cron","Danny Espinosa","Yunel Escobar","Asdrubal Cabrera","Michael Brantley","Carlos Gonzalez","Eric Young"
"4","Chris Archer","Aaron Nola","Yadier Molina","Matt Carpenter","Jason Kipnis","Jedd Gyorko","Francisco Lindor","Stephen Piscotty","Tommy Pham","Carlos Gonzalez"
"5","Chris Archer","Aaron Nola","Yadier Molina","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Asdrubal Cabrera","Charlie Blackmon","Carlos Gonzalez","Eric Young"
"6","Max Scherzer","Aaron Nola","Yadier Molina","Matt Carpenter","DJ LeMahieu","Jedd Gyorko","Asdrubal Cabrera","Dexter Fowler","Stephen Piscotty","Eric Young"
"7","Max Scherzer","Aaron Nola","Yan Gomes","Carlos Santana","Jose Ramirez","Jedd Gyorko","Alcides Escobar","Bradley Zimmer","Lonnie Chisenhall","Seth Smith"
"8","Max Scherzer","Chris Archer","Martin Maldonado","Matt Carpenter","Danny Espinosa","Nolan Arenado","Andrelton Simmons","David Peralta","Shane Robinson","Eric Young"
"9","Max Scherzer","Aaron Nola","Austin Hedges","Wil Myers","Yangervis Solarte","Nolan Arenado","Chase d'Arnaud","Michael Brantley","Carlos Gonzalez","Hunter Renfroe"
"10","Max Scherzer","Aaron Nola","Martin Maldonado","Jay Bruce","Neil Walker","Yunel Escobar","Asdrubal Cabrera","Michael Conforto","Carlos Gonzalez","Juan Lagares"
"11","Max Scherzer","Aaron Nola","Caleb Joseph","Matt Carpenter","Jason Kipnis","Manny Machado","JJ Hardy","Michael Brantley","Adam Jones","Seth Smith"
"12","Chris Archer","Ivan Nova","Salvador Perez","Carlos Santana","Jose Ramirez","Cory Spangenberg","Francisco Lindor","Michael Brantley","Bradley Zimmer","Carlos Gonzalez"
"13","Chris Archer","Jaime Garcia","Travis d'Arnaud","Jay Bruce","Jason Kipnis","Nolan Arenado","Asdrubal Cabrera","Michael Conforto","Juan Lagares","Eric Young"
"14","Jaime Garcia","Aaron Nola","Yadier Molina","Carlos Santana","Jose Ramirez","Jedd Gyorko","Francisco Lindor","Michael Conforto","Michael Brantley","Bradley Zimmer"
"15","Max Scherzer","Aaron Nola","Tony Wolters","Mark Reynolds","Jason Kipnis","Kyle Seager","Trevor Story","Gerardo Parra","Carlos Gonzalez","Eric Young"
"16","Max Scherzer","Aaron Nola","Salvador Perez","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Alcides Escobar","Gerardo Parra","Carlos Gonzalez","Gregor Blanco"
"17","Chris Archer","Jaime Garcia","Yan Gomes","Carlos Santana","Jose Ramirez","Kyle Seager","Corey Seager","Bradley Zimmer","Lonnie Chisenhall","Carlos Gonzalez"
"18","Max Scherzer","Jaime Garcia","Yadier Molina","Matt Carpenter","Eric Sogard","Jedd Gyorko","Andrelton Simmons","Stephen Piscotty","Tommy Pham","Gregor Blanco"
"19","Max Scherzer","Mike Clevinger","Martin Maldonado","Carlos Santana","Jose Ramirez","Yunel Escobar","Francisco Lindor","Michael Brantley","Bradley Zimmer","Eric Young"
"20","Max Scherzer","Aaron Nola","Cameron Rupp","Tommy Joseph","Jason Kipnis","Maikel Franco","Francisco Lindor","Michael Brantley","Howie Kendrick","Aaron Altherr"
