"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Carlos Carrasco","Chase Anderson","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Domingo Santana","Joc Pederson","David Peralta"
"Tyler Skaggs","Jaime Garcia","Buster Posey","Brandon Belt","Joe Panik","Todd Frazier","Brandon Crawford","Michael Brantley","Denard Span","Joc Pederson"
"Carlos Carrasco","Jaime Garcia","Buster Posey","Mike Napoli","Rougned Odor","Eduardo Nunez","Brandon Crawford","Joc Pederson","Gorkys Hernandez","Chris Marrero"
"Carlos Carrasco","Tyler Skaggs","Juan Graterol","Scott Van Slyke","Chris Taylor","Justin Turner","Dansby Swanson","Odubel Herrera","Yasiel Puig","Joc Pederson"
"Carlos Carrasco","Tyler Skaggs","Chris Herrmann","Mike Napoli","Rougned Odor","Mike Moustakas","Orlando Arcia","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
"Ian Kennedy","Lance Lynn","Buster Posey","Freddie Freeman","Joe Panik","Eduardo Nunez","Brandon Crawford","Michael Brantley","Joc Pederson","Chris Marrero"
"Jerad Eickhoff","Tyler Skaggs","Juan Graterol","Mike Napoli","Rougned Odor","Todd Frazier","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Joc Pederson"
"Robbie Ray","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Nolan Arenado","Brandon Crawford","Denard Span","Cameron Maybin","David Peralta"
"Robbie Ray","Matt Moore","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Michael Brantley","Mark Trumbo","Yasmany Tomas"
"Carlos Carrasco","Robbie Ray","Juan Graterol","Paul Goldschmidt","Daniel Descalso","Jake Lamb","Brandon Crawford","Michael Brantley","Yasmany Tomas","David Peralta"
"Carlos Carrasco","Tyler Skaggs","Chris Herrmann","Brandon Belt","Daniel Descalso","Jake Lamb","Chris Owings","Michael Brantley","Joc Pederson","Yasmany Tomas"
"Tyler Skaggs","Lance Lynn","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Mookie Betts","Christian Yelich","Chris Young"
"Robbie Ray","Tyler Skaggs","Buster Posey","Albert Pujols","Jonathan Villar","Eduardo Nunez","Brandon Crawford","Gorkys Hernandez","David Peralta","Chris Marrero"
"Carlos Carrasco","Matt Moore","Buster Posey","Brandon Belt","Joe Panik","Justin Turner","Brandon Crawford","Denard Span","Chris Young","Abraham Almonte"
"Carlos Carrasco","Jerad Eickhoff","Juan Graterol","Tommy Joseph","Chris Taylor","Maikel Franco","Freddy Galvis","Odubel Herrera","Joc Pederson","Michael Saunders"
"Carlos Carrasco","Tyler Skaggs","Juan Graterol","Brandon Belt","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Joc Pederson","Cameron Maybin","David Peralta"
"Jerad Eickhoff","Chase Anderson","Buster Posey","Brandon Belt","Joe Panik","Maikel Franco","Brandon Crawford","Ryan Braun","Denard Span","Odubel Herrera"
"Jerad Eickhoff","Steven Wright","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Stephen Piscotty","Shin-Soo Choo","Jose Bautista"
"Jerad Eickhoff","Ian Kennedy","Buster Posey","Eric Thames","Chris Taylor","Eduardo Nunez","Brandon Crawford","Odubel Herrera","Gorkys Hernandez","Chris Marrero"
"Jerad Eickhoff","Ian Kennedy","Juan Graterol","CJ Cron","Danny Espinosa","Todd Frazier","Andrelton Simmons","Joc Pederson","Cameron Maybin","Chris Marrero"
"Carlos Carrasco","Robbie Ray","Juan Graterol","Albert Pujols","Jose Ramirez","Yunel Escobar","Brandon Crawford","Mike Trout","Kole Calhoun","David Peralta"
"Jerad Eickhoff","Tyler Skaggs","Juan Graterol","Jose Abreu","Tyler Saladino","Todd Frazier","Tim Anderson","Joc Pederson","Melky Cabrera","Chris Marrero"
"Carlos Carrasco","Ian Kennedy","Juan Graterol","Eric Thames","Jonathan Villar","Travis Shaw","Brandon Crawford","Ryan Braun","Domingo Santana","David Peralta"
"Carlos Carrasco","Lance Lynn","Juan Graterol","Hanley Ramirez","Jonathan Schoop","Marco Hernandez","Xander Bogaerts","Mookie Betts","Jackie Bradley","Christian Yelich"
"Carlos Carrasco","Robbie Ray","Juan Graterol","Tommy Joseph","Cesar Hernandez","Maikel Franco","Dansby Swanson","Odubel Herrera","Aaron Altherr","Chris Marrero"
"Robbie Ray","Jaime Garcia","Juan Graterol","Mike Napoli","Rougned Odor","Manny Machado","Brandon Crawford","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
"Carlos Carrasco","Robbie Ray","Yan Gomes","Carlos Santana","Jason Kipnis","Lonnie Chisenhall","Brandon Crawford","David Peralta","Abraham Almonte","Chris Marrero"
"Jerad Eickhoff","Matt Moore","Buster Posey","Mike Napoli","Joe Panik","Eduardo Nunez","Brandon Crawford","Mookie Betts","David Peralta","Chris Marrero"
"Jerad Eickhoff","Tyler Skaggs","Juan Graterol","Scott Van Slyke","Austin Barnes","Todd Frazier","Brandon Crawford","Yasiel Puig","Joc Pederson","Brett Eibner"
"Jerad Eickhoff","Tyler Skaggs","Yan Gomes","Carlos Santana","Jonathan Villar","Todd Frazier","Francisco Lindor","Michael Brantley","Joc Pederson","Abraham Almonte"
"Jerad Eickhoff","Ian Kennedy","Juan Graterol","Paul Goldschmidt","Daniel Descalso","Jake Lamb","Chris Owings","Joc Pederson","Yasmany Tomas","Chris Marrero"
"Carlos Carrasco","Lance Lynn","Jonathan Lucroy","Mike Napoli","Rougned Odor","Mike Moustakas","Elvis Andrus","Nomar Mazara","Joc Pederson","Chris Marrero"
"Ian Kennedy","Steven Wright","Buster Posey","Brandon Belt","Joe Panik","Mike Moustakas","Brandon Crawford","Mookie Betts","Denard Span","Yasmany Tomas"
"Carlos Carrasco","Jaime Garcia","Juan Graterol","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Carlos Gonzalez","Joc Pederson","Chris Marrero"
"Tyler Skaggs","Ian Kennedy","Tyler Flowers","Brandon Belt","Brandon Phillips","Todd Frazier","Dansby Swanson","Matt Kemp","Joc Pederson","Nick Markakis"
"Ian Kennedy","Jaime Garcia","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Ryan Braun","AJ Pollock","Yasiel Puig"
"Tyler Skaggs","Ian Kennedy","Juan Graterol","Albert Pujols","Chris Taylor","Yunel Escobar","Dansby Swanson","Mike Trout","Odubel Herrera","Kole Calhoun"
"Jerad Eickhoff","Ian Kennedy","Juan Graterol","Brandon Belt","Danny Espinosa","Yunel Escobar","Brandon Crawford","Mike Trout","Kole Calhoun","Joc Pederson"
"Carlos Carrasco","Robbie Ray","Juan Graterol","CJ Cron","Danny Espinosa","Manny Machado","Andrelton Simmons","Michael Brantley","Yasmany Tomas","Cameron Maybin"
"Carlos Carrasco","Jaime Garcia","Yan Gomes","Carlos Santana","Rougned Odor","Mike Moustakas","Francisco Lindor","Michael Brantley","Abraham Almonte","Chris Marrero"
"Carlos Carrasco","Steven Wright","Buster Posey","Matt Carpenter","Joe Panik","Eduardo Nunez","Brandon Crawford","Yasmany Tomas","Chris Young","Chris Marrero"
"Kenta Maeda","Chase Anderson","Buster Posey","Edwin Encarnacion","Cesar Hernandez","Eduardo Nunez","Brandon Crawford","Michael Brantley","Gorkys Hernandez","Chris Marrero"
"Tyler Skaggs","Jaime Garcia","Caleb Joseph","Paul Goldschmidt","Daniel Descalso","Jake Lamb","Dansby Swanson","Joc Pederson","Yasmany Tomas","David Peralta"
"Carlos Carrasco","Ian Kennedy","Yan Gomes","Carlos Santana","Chris Taylor","Lonnie Chisenhall","Francisco Lindor","Odubel Herrera","Joc Pederson","Abraham Almonte"
"Carlos Carrasco","Tyler Skaggs","Drew Butera","Eric Hosmer","Rougned Odor","Mike Moustakas","Orlando Arcia","Lorenzo Cain","Alex Gordon","Joc Pederson"
"Kenta Maeda","Nick Martinez","Buster Posey","Brandon Belt","Joe Panik","Manny Machado","Brandon Crawford","Mark Trumbo","Denard Span","Shin-Soo Choo"
"Robbie Ray","Jaime Garcia","Buster Posey","Eric Hosmer","Joe Panik","Eduardo Nunez","Brandon Crawford","Shin-Soo Choo","Ender Inciarte","Chris Marrero"
"Kenta Maeda","Dan Straily","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Odubel Herrera","Cameron Maybin","Abraham Almonte"
"Carlos Carrasco","Robbie Ray","Juan Graterol","Mitch Moreland","Danny Espinosa","Yunel Escobar","Dansby Swanson","Kole Calhoun","Cameron Maybin","Chris Marrero"
"Jerad Eickhoff","Ian Kennedy","Yan Gomes","Scott Van Slyke","Chris Taylor","Justin Turner","Brandon Crawford","Yasiel Puig","Joc Pederson","Chris Marrero"
"Tyler Skaggs","Jaime Garcia","Jonathan Lucroy","Mike Napoli","Rougned Odor","Joey Gallo","Elvis Andrus","Michael Brantley","Joc Pederson","Yasmany Tomas"
"Dan Straily","Lance Lynn","Buster Posey","Hanley Ramirez","Jonathan Schoop","Eduardo Nunez","Brandon Crawford","Mookie Betts","Gorkys Hernandez","Chris Marrero"
"Tyler Skaggs","Nick Martinez","Buster Posey","Mitch Moreland","Joe Panik","Eduardo Nunez","Brandon Crawford","Ryan Braun","Odubel Herrera","Chris Marrero"
"Carlos Carrasco","Robbie Ray","Jett Bandy","Brandon Belt","Rougned Odor","Travis Shaw","Orlando Arcia","Keon Broxton","Domingo Santana","David Peralta"
"Carlos Carrasco","Ian Kennedy","Juan Graterol","Chris Davis","Joe Panik","Manny Machado","Dansby Swanson","Mark Trumbo","Adam Jones","Craig Gentry"
"Robbie Ray","Ian Kennedy","Yan Gomes","Carlos Santana","Joe Panik","Nolan Arenado","Francisco Lindor","Michael Brantley","David Peralta","Abraham Almonte"
"Jerad Eickhoff","Tyler Skaggs","Caleb Joseph","Trey Mancini","Jonathan Schoop","Todd Frazier","JJ Hardy","Joc Pederson","Yasmany Tomas","Craig Gentry"
"Dan Straily","Jayson Aquino","Buster Posey","Brandon Belt","Joe Panik","Lonnie Chisenhall","Brandon Crawford","Stephen Piscotty","Denard Span","Yasiel Puig"
"Jaime Garcia","Chase Anderson","Juan Graterol","CJ Cron","Danny Espinosa","Nolan Arenado","Andrelton Simmons","Domingo Santana","Cameron Maybin","David Peralta"
"Carlos Carrasco","Jerad Eickhoff","Drew Butera","Brandon Belt","Christian Colon","Mike Moustakas","Alcides Escobar","Alex Gordon","Joc Pederson","Chris Marrero"
"Carlos Carrasco","Ian Kennedy","Chris Herrmann","Scott Van Slyke","Austin Barnes","Mike Moustakas","Orlando Arcia","Yasiel Puig","Joc Pederson","Brett Eibner"
"Robbie Ray","Lance Lynn","Chris Herrmann","Mike Napoli","Rougned Odor","Nolan Arenado","Elvis Andrus","Shin-Soo Choo","Nomar Mazara","Gorkys Hernandez"
"Ian Kennedy","Jaime Garcia","Juan Graterol","Scott Van Slyke","Austin Barnes","Justin Turner","Xander Bogaerts","Yasiel Puig","Joc Pederson","David Peralta"
"Kenta Maeda","Jaime Garcia","Juan Graterol","Albert Pujols","Rougned Odor","Yunel Escobar","Orlando Arcia","Mike Trout","Kole Calhoun","Joc Pederson"
"Jerad Eickhoff","Tyler Skaggs","Yadier Molina","Matt Carpenter","Jedd Gyorko","Todd Frazier","Brandon Crawford","Stephen Piscotty","Randal Grichuk","Joc Pederson"
"Carlos Carrasco","Tyler Skaggs","Juan Graterol","Freddie Freeman","Brandon Phillips","Adonis Garcia","Brandon Crawford","Matt Kemp","Joc Pederson","Nick Markakis"
"Tyler Skaggs","Ian Kennedy","Buster Posey","Tommy Joseph","Chris Taylor","Maikel Franco","Dansby Swanson","Odubel Herrera","Michael Saunders","Aaron Altherr"
"Jayson Aquino","Nick Martinez","Buster Posey","Brandon Belt","Joe Panik","Eduardo Nunez","Brandon Crawford","Charlie Blackmon","Matt Kemp","Ender Inciarte"
"Jerad Eickhoff","Tyler Skaggs","Juan Graterol","Mark Reynolds","Chris Taylor","Nolan Arenado","Trevor Story","Carlos Gonzalez","Odubel Herrera","Stephen Cardullo"
"Carlos Carrasco","Lance Lynn","Buster Posey","Scott Van Slyke","Austin Barnes","Justin Turner","Brandon Crawford","Michael Brantley","Yasiel Puig","Joc Pederson"
"Jaime Garcia","Lance Lynn","Chris Herrmann","Jose Abreu","Rougned Odor","Todd Frazier","Tim Anderson","Joc Pederson","Melky Cabrera","Avisail Garcia"
"Carlos Carrasco","Tyler Skaggs","Caleb Joseph","Brandon Belt","Joe Panik","Manny Machado","JJ Hardy","Adam Jones","Joc Pederson","Craig Gentry"
"Jerad Eickhoff","Jaime Garcia","Juan Graterol","Mitch Moreland","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Michael Brantley","AJ Pollock","Cameron Maybin"
"Lance Lynn","Chase Anderson","Yan Gomes","Paul Goldschmidt","Daniel Descalso","Jake Lamb","Xander Bogaerts","Yasmany Tomas","David Peralta","Chris Marrero"
"Carlos Carrasco","Chase Anderson","Jonathan Lucroy","Brandon Belt","Rougned Odor","Joey Gallo","Elvis Andrus","Joc Pederson","David Peralta","Jurickson Profar"
