P,P,C,1B,2B,3B,SS,OF,OF,OF
Jerad Eickhoff,Rafael Montero,Francisco Cervelli,Miguel Cabrera,Josh Harrison,Manny Machado,Jordy Mercer,Andrew McCutchen,Starling Marte,Carlos Gonzalez
Rafael Montero,Sal Romano,Francisco Cervelli,Eric Thames,Josh Harrison,David Freese,Jordy Mercer,Charlie Blackmon,Andrew McCutchen,Josh Reddick
Jerad Eickhoff,Rafael Montero,Francisco Cervelli,Jose Osuna,Brian Dozier,David Freese,Jorge Polanco,Charlie Blackmon,Andrew McCutchen,Starling Marte
Rafael Montero,Sal Romano,Francisco Cervelli,Josh Bell,Josh Harrison,Miguel Sano,Francisco Lindor,Andrew McCutchen,Starling Marte,Justin Upton
Jerad Eickhoff,Rafael Montero,Yan Gomes,Josh Bell,Josh Harrison,David Freese,Trevor Story,Andrew McCutchen,Starling Marte,Adam Engel
Rafael Montero,Tom Koehler,Brian McCann,Jose Osuna,Josh Harrison,Miguel Sano,Jordy Mercer,Charlie Blackmon,Andrew McCutchen,Starling Marte
Rafael Montero,Sal Romano,Brian McCann,Josh Bell,Jose Altuve,David Freese,Jordy Mercer,Andrew McCutchen,Starling Marte,Carlos Gonzalez
Corey Kluber,Sal Romano,Francisco Cervelli,Miguel Cabrera,Josh Harrison,David Freese,Jose Iglesias,Andrew McCutchen,Starling Marte,Jaycob Brugman
Rafael Montero,Tom Koehler,Francisco Cervelli,Josh Bell,Brian Dozier,Nicholas Castellanos,Jordy Mercer,Andrew McCutchen,Starling Marte,Josh Reddick
Jerad Eickhoff,Rafael Montero,James McCann,Jose Osuna,Josh Harrison,David Freese,Jordy Mercer,Giancarlo Stanton,Andrew McCutchen,Justin Upton
Corey Kluber,Rafael Montero,Francisco Cervelli,Jose Osuna,Yolmer Sanchez,David Freese,Jordy Mercer,Andrew McCutchen,Robbie Grossman,Adam Engel
Rafael Montero,Matthew Boyd,Francisco Cervelli,Jose Osuna,Josh Harrison,Nolan Arenado,Jose Iglesias,Andrew McCutchen,Starling Marte,Josh Reddick
Corey Kluber,Sal Romano,Francisco Cervelli,Josh Bell,Josh Harrison,Matt Chapman,Jordy Mercer,Andrew McCutchen,Carlos Gonzalez,Adam Engel
Corey Kluber,Tom Koehler,Francisco Cervelli,Jose Osuna,Josh Harrison,David Freese,Jorge Polanco,Andrew McCutchen,Carlos Gonzalez,Matt Joyce
Rafael Montero,Matthew Boyd,Francisco Cervelli,Josh Bell,Josh Harrison,David Freese,Elvis Andrus,Charlie Blackmon,Starling Marte,Carlos Gonzalez
Rafael Montero,Matthew Boyd,Francisco Cervelli,Mark Reynolds,Jonathan Schoop,David Freese,Jordy Mercer,Giancarlo Stanton,Andrew McCutchen,Starling Marte
Jerad Eickhoff,Sal Romano,James McCann,Josh Bell,Josh Harrison,Eduardo Escobar,Jordy Mercer,Charlie Blackmon,Andrew McCutchen,Starling Marte
