"Anthony Rizzo_CHC","Kris Bryant_CHC","Jose Altuve_HOU","Carlos Correa_HOU","Nolan Arenado_COL","Charlie Blackmon_COL","Wil Myers_SD","Kyle Schwarber_CHC","George Springer_HOU","Trevor Story_COL","Carlos Gonzalez_COL","Ben Zobrist_CHC","Ian Desmond_COL","Jose Abreu_CWS","Rougned Odor_TEX","Shin-Soo Choo_TEX","David Dahl_COL","Lorenzo Cain_KC","Todd Frazier_CWS","Maikel Franco_PHI","Adrian Beltre_TEX","Evan Gattis_HOU","Alex Bregman_HOU","DJ LeMahieu_COL","Melky Cabrera_CWS","Eric Hosmer_KC","Javier Baez_CHC","Carlos Beltran_HOU","Odubel Herrera_PHI","Willson Contreras_CHC","Addison Russell_CHC","Mike Napoli_TEX","Carlos Gomez_TEX","Mark Reynolds_COL","Alex Gordon_KC","Mike Moustakas_KC","Elvis Andrus_TEX","Josh Reddick_HOU","Jonathan Lucroy_TEX","Ryan Schimpf_SD","Brandon Moss_KC","Salvador Perez_KC","Jorge Soler_KC","Tim Anderson_CWS","Tommy Joseph_PHI","Cesar Hernandez_PHI","Norichika Aoki_HOU","Nomar Mazara_TEX","Yangervis Solarte_SD","Matt Davidson_CWS","Whit Merrifield_KC","Peter O'Brien_KC","Jason Heyward_CHC","Aaron Altherr_PHI","Brian McCann_HOU","Joey Gallo_TEX","Gerardo Parra_COL","Manuel Margot_SD","Tyler Saladino_CWS","Michael Saunders_PHI","Albert Almora_CHC","Delino DeShields_TEX","Yuli Gurriel_HOU","Alex Dickerson_SD","Hunter Renfroe_SD","Alcides Escobar_KC","Avisail Garcia_CWS","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jon Jay_CHC","Stephen Cardullo_COL","Raimel Tapia_COL","Cory Spangenberg_SD","Paulo Orlando_KC","Billy Burns_KC","Howie Kendrick_PHI","Freddy Galvis_PHI","Jurickson Profar_TEX","Derek Fisher_HOU","Dustin Garneau_COL","Jorge Bonifacio_KC","Matt Szczur_CHC","Rhys Hoskins_PHI","Ian Happ_CHC","Marwin Gonzalez_HOU","Travis Jankowski_SD","Tom Murphy_COL","Charlie Tilson_CWS","Daniel Nava_PHI","Cameron Rupp_PHI","Tommy La Stella_CHC","Robinson Chirinos_TEX","Ryan O'Hearn_KC","Andrew Knapp_PHI","Pete Kozma_TEX","Brett Nicholas_TEX","Pat Valaika_COL","Terrance Gore_KC","Jake Marisnick_HOU","Ryan Rua_TEX","Christian Bethancourt_SD","Tony Wolters_COL","Austin Hedges_SD","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Brock Stassi_PHI","Erick Aybar_SD","Cody Asche_CWS","Andres Blanco_PHI","Hanser Alberto_TEX","Cristhian Adames_COL","Luis Sardinas_SD","Allen Cordoba_SD","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Raul Mondesi_KC","Jabari Blash_SD","Alexi Amarista_COL","Yolmer Sanchez_CWS","Hector Sanchez_SD","Kevan Smith_CWS","Ty Kelly_PHI","Eloy Jimenez_CHC","Tony Kemp_HOU","Drew Butera_KC","Drew Robinson_TEX","Zack Collins_CWS","Luis Torrens_SD"
61.1566666666667,6.63166666666667,0,0,0,0,0,0.184782608695652,0,0,0,8.07017543859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7516339869281,0,0,28.7712418300654,3.99802371541502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2371541501976,0,0,0,0,0,0,0,-10.5090909090909,0,0,0,0,0,0,0,13.3333333333333,20.5277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.63166666666667,69.94,0,0,0,0,0,16.4239130434783,0,0,0,21.4152046783626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3660130718954,0,0,-6.43790849673203,27.9940711462451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9802371541502,0,0,0,0,0,0,0,18.9363636363636,0,0,0,0,0,0,0,34.5,22.4861111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73.7228260869565,-11.7666666666667,0,0,0,0,-12.8744588744589,0,0,0,0,0,0,0,0,0,0,0,0,1.40659340659341,10.5974025974026,0,0,0,0,2.86904761904762,0,0,0,0,0,0,0,0,0,-7.7280701754386,0,0,0,0,0,0,0,0,31.0666666666667,0,0,0,0,0,0,0,-13.0916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89010989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-11.7666666666667,37.6798418972332,0,0,0,0,8.53801169590643,0,0,0,0,0,0,0,0,0,0,0,0,8.92307692307692,4.43333333333333,0,0,0,0,-7.73684210526316,0,0,0,0,0,0,0,0,0,14.8235294117647,0,0,0,0,0,0,0,0,-9.38095238095238,0,0,0,0,0,0,0,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,59.1261538461538,2.40923076923077,0,0,0,4.92391304347826,-4.60688405797101,0,75.8333333333333,0,0,0,0,0,0,0,0,0,0,-7.09057971014493,0,0,0,0,0,0,0,0,0,4.39920948616601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47076023391813,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,-2.32727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.40923076923077,57.0338461538462,0,0,0,3.33333333333333,19.6884057971014,0,120,0,0,0,0,0,0,0,0,0,0,3.6231884057971,0,0,0,0,0,0,0,0,0,13.9881422924901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7046783625731,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,14.8454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,79.1538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08498023715415,0,0,0,0,0,0,0,0,6.23076923076923,0,0,0,0,0,0,0,0,5.84307692307692,0,0,0,0,0,0,-1.16769230769231,0,0,0,0,0,0,0,-22.5,0,0,0,0,0,0,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.096837944664,0,0,0,0,-5.55978260869565,0,0,0,0,10.5,-7.9,0,0,0,0,-14.2,0,0,0,0,0,0,0,0,0,0,19.3333333333333
0.184782608695652,16.4239130434783,0,0,0,0,0,33.4619565217391,0,0,0,7.00292397660819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6838235294118,0,0,5.65073529411765,14.9632034632035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0513833992095,0,0,0,0,0,0,0,1.42222222222222,0,0,0,0,0,0,0,36.1666666666667,17.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-12.8744588744589,8.53801169590643,0,0,0,0,61.8268398268398,0,0,0,0,0,0,0,0,0,0,0,0,21.7307692307692,5.99473684210526,0,0,0,0,-3.53216374269006,0,0,0,0,0,0,0,0,0,-9.48161764705882,0,0,0,0,0,0,0,0,5.61538461538461,0,0,0,0,0,0,0,-3.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9010989010989,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.92391304347826,3.33333333333333,0,0,0,39.036231884058,7.22510822510823,0,-14,0,0,0,0,0,0,0,0,0,0,3.58874458874459,0,0,0,0,0,0,0,0,0,15.9134199134199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17279411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.25,0,0,0,0,0,0,0,0,-1.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,4.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
