"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
16031,"Damien Williams","RB","MIA","TEN",5,8,18,13,25,38,38,9,87.5
16834,"Tevin Coleman","RB","ATL","DEN",5,26,39,23,23,39,46,29.3,85.8
18016,"Kyler Fackrell","OLB","GB","NYG",5,14,25,0,0,0,0,0,72.1
15069,"Stacy McGee","DT","OAK","SD",5,23,45,0,0,0,0,0,65.9
17923,"Ezekiel Elliott","RB","DAL","CIN",5,45,79,33,9,40,42,35.1,64.7
16769,"Vic Beasley","OLB","ATL","DEN",5,42,60,0,0,0,0,0,64.5
15469,"Nickell Robey","CB","BUF","LA",5,24,36,0,0,0,0,0,60.4
16934,"Cameron Artis-Payne","RB","CAR","TB",5,34,63,53,0,53,53,20.5,60.3
14872,"Mike Gillislee","RB","BUF","LA",5,11,20,18,0,18,18,6.6,60
16848,"Sammie Coates","WR","PIT","NYJ",5,44,58,0,25,14,25,34.9,58.9
14978,"Justin Hunter","WR","BUF","LA",5,11,20,0,9,9,9,7.4,58.2
16847,"David Johnson","RB","ARI","SF",5,53,78,51,11,57,62,36.5,57.5
17915,"Joey Bosa","DE","SD","OAK",5,27,38,0,0,0,0,0,55.9
13722,"Vinny Curry","DE","PHI","DET",5,16,26,0,0,0,0,0,55.6
17048,"Tyrell Williams","WR","SD","OAK",5,34,67,0,18,15,18,25.7,52.1
18002,"Jonathan Bullard","DE","CHI","IND",5,16,24,0,0,0,0,0,51.9
8244,"Philip Rivers","QB","SD","OAK",5,51,100,0,0,59,59,31.36,51.7
16972,"Anthony Chickillo","OLB","PIT","NYJ",5,21,36,0,0,0,0,0,51
11940,"Lorenzo Alexander","OLB","BUF","LA",5,43,64,0,0,0,0,0,50.9
15126,"Theo Riddick","RB","DET","PHI",5,40,66,28,15,43,43,26.2,50.5
8950,"Brian Orakpo","OLB","TEN","MIA",5,34,77,0,0,0,0,0,48.2
17200,"Connor Hamlett","TE","CLE","NE",5,16,25,0,6,6,6,8.7,48.1
13255,"Matt Asiata","RB","MIN","HOU",5,34,46,41,9,50,50,19.1,47.4
17966,"Cody Kessler","QB","CLE","NE",5,14,22,7,0,64,64,6.48,46.3
11256,"Ryan Mathews","RB","PHI","DET",5,25,41,44,20,64,64,17.5,46
16524,"Devonta Freeman","RB","ATL","DEN",5,40,60,58,13,65,70,21.3,45.8
1181,"Martellus Bennett","TE","NE","CLE",5,55,69,0,15,11,15,30.7,44.9
8595,"Antonio Smith","DE","HOU","MIN",5,9,15,0,0,0,0,0,42.8
18690,"Jalen Richard","RB","OAK","SD",5,23,32,35,30,61,65,15.7,42.2
4314,"Tom Brady","QB","NE","CLE",5,71,89,3,0,59,59,32.64,41.7
15971,"Josh Huff","WR","PHI","DET",5,18,30,11,17,28,28,10.5,41.7
16763,"Marcus Mariota","QB","TEN","MIA",5,74,100,10,0,49,49,30.52,41.2
3807,"Ben Roethlisberger","QB","PIT","NYJ",5,74,97,0,0,64,64,33.2,39.5
14141,"Cole Beasley","WR","DAL","CIN",5,29,51,0,14,14,14,15.3,39
7884,"Antonio Gates","TE","SD","OAK",5,18,35,0,28,22,28,12,38.9
14789,"Jamize Olawale","FB","OAK","SD",5,22,31,27,5,32,32,9.4,38.2
14005,"TY Hilton","WR","IND","CHI",5,61,90,0,18,16,18,36.1,37.9
12305,"Derrick Morgan","OLB","TEN","MIA",5,34,77,0,0,0,0,0,37.9
13887,"Travis Benjamin","WR","SD","OAK",5,31,61,0,36,23,36,21.7,37.7
16647,"Kareem Martin","OLB","ARI","SF",5,8,10,0,0,0,0,0,37.5
18333,"Austin Johnson","NT","TEN","MIA",5,8,18,0,0,0,0,0,37.5
12912,"Jurrell Casey","DT","TEN","MIA",5,31,71,0,0,0,0,0,36.8
3341,"Calais Campbell","DE","ARI","SF",5,49,63,0,0,0,0,0,36.7
8358,"Brian Hoyer","QB","CHI","IND",5,66,100,2,0,67,67,26.78,36
17355,"Quan Bray","WR","IND","CHI",5,10,15,10,30,30,40,5.6,36
11932,"LeSean McCoy","RB","BUF","LA",5,44,80,41,5,46,46,20.8,35.9
18067,"Jordan Howard","RB","CHI","IND",5,63,96,25,5,30,30,28.3,35.4
11023,"Carlos Dunlap","DE","CIN","DAL",5,34,60,0,0,0,0,0,35.3
17053,"Malcolm Brown","RB","LA","BUF",5,8,12,25,13,38,38,3.8,35
11384,"Willie Young","OLB","CHI","IND",5,51,75,0,0,0,0,0,34.9
12581,"Vincent Rey","ILB","CIN","DAL",5,13,23,0,0,0,0,0,34.6
16909,"Jay Ajayi","RB","MIA","TEN",5,30,68,43,3,43,47,10.2,34
15814,"Benson Mayowa","DE","DAL","CIN",5,22,31,0,0,0,0,0,33.6
16765,"Amari Cooper","WR","OAK","SD",5,65,90,0,19,9,19,30.8,33.5
1658,"Greg Olsen","TE","CAR","TB",5,54,100,0,24,17,24,30.1,33.5
14269,"Alfred Morris","RB","DAL","CIN",5,10,18,60,10,60,70,3.3,33
14975,"Vince Williams","ILB","PIT","NYJ",5,51,88,0,0,0,0,0,32.7
14008,"Andrew Luck","QB","IND","CHI",5,68,100,7,0,65,65,25.18,32.6
5571,"Larry Fitzgerald","WR","ARI","SF",5,62,91,0,13,10,13,26.1,32.4
15138,"Eddie Lacy","RB","GB","NYG",5,26,33,42,4,46,46,9.4,32.3
16793,"Malcom Brown","DT","NE","CLE",5,42,67,0,0,0,0,0,31.9
17975,"Hunter Henry","TE","SD","OAK",5,42,82,0,10,7,10,16.4,31.9
12841,"Andy Dalton","QB","CIN","DAL",5,70,100,9,0,67,67,22.16,31.7
13319,"Terrell McClain","DT","DAL","CIN",5,41,59,0,0,0,0,0,31.3
12296,"LeGarrette Blount","RB","NE","CLE",5,31,39,58,0,58,58,9.7,31.3
11667,"Brandon Marshall","WR","NYJ","PIT",5,56,97,0,27,14,27,28.4,31.1
9038,"Matthew Stafford","QB","DET","PHI",5,61,100,10,0,51,51,19.8,30.8
