"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Amir Garrett","Yasmani Grandal","Miguel Cabrera","Dee Gordon","Nicholas Castellanos","Corey Seager","JD Martinez","Justin Upton","Mikie Mahtook"
"2","Chris Sale","Trevor Bauer","Cameron Rupp","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Corey Seager","JD Martinez","Andrew Benintendi","Odubel Herrera"
"3","Matt Moore","Kenta Maeda","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Corey Seager","JD Martinez","Matt Kemp","Mookie Betts"
"4","Chris Sale","Trevor Bauer","Yasmani Grandal","Tommy Joseph","Cesar Hernandez","Nicholas Castellanos","Corey Seager","Mookie Betts","Howie Kendrick","Odubel Herrera"
"5","Chris Sale","Amir Garrett","Yasmani Grandal","Eric Thames","Dee Gordon","Maikel Franco","Corey Seager","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"6","Chris Sale","Amir Garrett","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Mookie Betts","Giancarlo Stanton","Denard Span"
"7","Trevor Bauer","Matt Moore","Gary Sanchez","Miguel Cabrera","Logan Forsythe","Nicholas Castellanos","Corey Seager","JD Martinez","Justin Upton","Denard Span"
"8","Chris Sale","Trevor Bauer","Yasmani Grandal","John Hicks","Logan Forsythe","Eduardo Nunez","Corey Seager","Justin Upton","Mikie Mahtook","JaCoby Jones"
"9","Justin Verlander","Trevor Bauer","Yasmani Grandal","Miguel Cabrera","Cesar Hernandez","Nicholas Castellanos","Dansby Swanson","JD Martinez","Mookie Betts","Justin Upton"
"10","Chris Sale","Trevor Bauer","Yasmani Grandal","Adrian Gonzalez","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Matt Kemp","Andrew Benintendi","JaCoby Jones"
"11","Chris Sale","Amir Garrett","Yasmani Grandal","Eric Hosmer","Dee Gordon","Mike Moustakas","Corey Seager","Mookie Betts","Jorge Bonifacio","Lorenzo Cain"
"12","Chris Sale","Matt Moore","Nick Hundley","Miguel Cabrera","Danny Santana","Nicholas Castellanos","Dansby Swanson","JD Martinez","Justin Upton","Adam Engel"
"13","Chris Sale","Trevor Bauer","Cameron Rupp","Tommy Joseph","Dee Gordon","Maikel Franco","Corey Seager","Mookie Betts","Denard Span","Aaron Altherr"
"14","Chris Sale","Amir Garrett","Yasmani Grandal","Mitch Moreland","Cesar Hernandez","Nicholas Castellanos","Xander Bogaerts","Mookie Betts","Justin Upton","Andrew Benintendi"
"15","Chris Sale","Justin Verlander","Cameron Rupp","John Hicks","Cesar Hernandez","Maikel Franco","Corey Seager","JD Martinez","Justin Upton","Mikie Mahtook"
"16","Chris Sale","Trevor Bauer","Roberto Perez","Adrian Gonzalez","Jose Ramirez","Nicholas Castellanos","Corey Seager","Mookie Betts","Bradley Zimmer","Austin Jackson"
"17","Chris Sale","Kenta Maeda","Austin Barnes","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Dansby Swanson","JD Martinez","Denard Span","Mikie Mahtook"
"18","Chris Sale","Trevor Bauer","Yasmani Grandal","Matt Adams","Cesar Hernandez","Adonis Garcia","Dansby Swanson","Matt Kemp","Denard Span","Odubel Herrera"
"19","Chris Sale","Matt Moore","Yasmani Grandal","Miguel Cabrera","Logan Forsythe","Mike Moustakas","Alcides Escobar","Mookie Betts","Lorenzo Cain","Alex Gordon"
"20","Chris Sale","Trevor Bauer","Nick Hundley","Buster Posey","Joe Panik","Nicholas Castellanos","Brandon Crawford","Mookie Betts","Justin Upton","Odubel Herrera"
