"Charlie Blackmon_COL","Mike Trout_LAA","Kris Bryant_CHC","Nolan Arenado_COL","Anthony Rizzo_CHC","Corey Dickerson_TB","Brett Gardner_NYY","Aaron Judge_NYY","Cameron Maybin_LAA","Mark Reynolds_COL","Gary Sanchez_NYY","DJ LeMahieu_COL","Logan Morrison_TB","Carlos Gonzalez_COL","Trevor Story_COL","David Dahl_COL","Aaron Hicks_NYY","Ben Zobrist_CHC","Javier Baez_CHC","Kyle Schwarber_CHC","Evan Longoria_TB","Ian Desmond_COL","Ian Happ_CHC","Aaron Altherr_PHI","Matt Holliday_NYY","Mike Moustakas_KC","Hunter Pence_SF","Eduardo Nunez_SF","Buster Posey_SF","Chris Carter_NYY","Brandon Belt_SF","Andrelton Simmons_LAA","Maikel Franco_PHI","Jacoby Ellsbury_NYY","Joe Panik_SF","Brad Miller_TB","Gerardo Parra_COL","Brandon Moss_KC","Jorge Bonifacio_KC","Albert Pujols_LAA","Tommy Joseph_PHI","Cesar Hernandez_PHI","Alex Gordon_KC","Salvador Perez_KC","Starlin Castro_NYY","Didi Gregorius_NYY","Brandon Crawford_SF","Wilson Ramos_TB","Lorenzo Cain_KC","Eric Hosmer_KC","Whit Merrifield_KC","Denard Span_SF","Addison Russell_CHC","CJ Cron_LAA","Howie Kendrick_PHI","Pat Valaika_COL","Jason Heyward_CHC","Willson Contreras_CHC","Colby Rasmus_TB","Steven Souza_TB","Matt Duffy_TB","Michael Saunders_PHI","Rhys Hoskins_PHI","Greg Bird_NYY","Jefry Marte_LAA","Daniel Nava_PHI","Stephen Cardullo_COL","Raimel Tapia_COL","Chase Headley_NYY","Jarrett Parker_SF","Luis Valbuena_LAA","Ben Revere_LAA","Kevin Kiermaier_TB","Freddy Galvis_PHI","Dustin Garneau_COL","Cameron Rupp_PHI","Andrew Knapp_PHI","Paulo Orlando_KC","Billy Burns_KC","Rob Refsnyder_NYY","Jorge Soler_KC","Miguel Montero_CHC","Christian Arroyo_SF","Yunel Escobar_LAA","Kole Calhoun_LAA","Jake Bauers_TB","Tom Murphy_COL","Cheslor Cuthbert_KC","Nick Hundley_SF","Jon Jay_CHC","Mac Williamson_SF","Albert Almora_CHC","Derek Norris_TB","Alexi Amarista_COL","Odubel Herrera_PHI","Tony Wolters_COL","Jeimer Candelario_CHC","Kelby Tomlinson_SF","Rickie Weeks_TB","Peter Bourjos_TB","Tim Beckham_TB","Danny Espinosa_LAA","Mallex Smith_TB","Ryan O'Hearn_KC","Jesus Sucre_TB","Brock Stassi_PHI","Terrance Gore_KC","Gleyber Torres_NYY","Aaron Hill_SF","Justin Ruggiano_SF","Tommy La Stella_CHC","Curt Casali_TB","Andres Blanco_PHI","Austin Romine_NYY","Gorkys Hernandez_SF","Conor Gillaspie_SF","Daniel Robertson_TB","Ryan Hanigan_COL","Cristhian Adames_COL","Ronald Torreyes_NYY","Nolan Fontana_LAA","Raul Mondesi_KC","Michael Morse_SF","Martin Maldonado_LAA","Michael Martinez_TB","Juan Graterol_LAA","Ty Kelly_PHI","Alcides Escobar_KC","Kyle Higashioka_NYY","Tim Federowicz_SF","Shane Peterson_TB","Carlos Perez_LAA","Eloy Jimenez_CHC","Cliff Pennington_LAA","Drew Butera_KC","Chris Marrero_SF"
70.0865384615385,0,0,-0.324561403508772,0,0,0,0,0,4.04117647058824,0,-0.391891891891892,0,12.4294294294294,5.96153846153846,0,0,0,0,0,0,5.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.375,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94642857142857,0,23.7642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51.2814102564103,0,0,0,0,0,0,6.27217741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1025641025641,0,0,0,0,0,0,0,11.7588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0584795321637,0,0,0,0,0,0,0,0,0,0,15.7631578947368,0,0,0,0,0,2.77777777777778,21.8351648351648,0,0,0,0,0,0,0,0,0,0,0,2.6551724137931,0.165079365079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7610887096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349431818181818,0,24.6666666666667,0,0,0,0,0,0,0,12.875,0,0
0,0,85.50213371266,0,5.70495495495495,0,0,0,0,0,0,0,0,0,0,0,0,13.3703703703704,10.9643874643875,17.0645161290323,0,0,65.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7647058823529,0,0,0,7.23148148148148,13.4501424501425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8545454545455,0,0,0,0,0,0,0,12.4380952380952,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.324561403508772,0,0,63.9975609756098,0,0,0,0,0,10.3587301587302,0,1.41835357624831,0,4.00225225225225,6.42307692307692,0,0,0,0,0,0,23.4485294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5694444444444,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3888888888889,0,-1.13571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.70495495495495,0,69.3230769230769,0,0,0,0,0,0,0,0,0,0,0,0,5.40270935960591,-6.9679802955665,8.92513368983957,0,0,-6.36111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76470588235294,0,0,0,29.0304232804233,22.9630541871921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56363636363636,0,0,0,0,0,0,0,11.7307692307692,0,-11.9385964912281,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,70.4,0,0,0,0,0,0,3.0855614973262,0,0,0,0,0,0,0,12.7453769559033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.84259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4835164835165,5.10795454545455,0,0,0,0,0,0,0,0,0,0,0,0,3.7425320056899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5529556650246,0,0,0,0,0,26.1858974358974,-0.466666666666667,-3.29365079365079,0,6.5,0,36.3181818181818,0,0,0,0,0,0,0,0,0,0,0,9.87105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0
0,0,0,0,0,0,91.9322638146168,33.8204301075269,0,0,11.4779411764706,0,0,0,0,0,31.9238095238095,0,0,0,0,0,0,0,21.4867724867725,0,0,0,0,0.875,0,0,0,-10.14,0,0,0,0,0,0,0,0,0,0,9.80681818181818,-3.59477124183007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.1194581280788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2362637362637,0,0,0,0,0,-3.51948051948052,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0
0,0,0,0,0,0,33.8204301075269,105.336032388664,0,0,20.2389705882353,0,0,0,0,0,-7.17105263157895,0,0,0,0,0,0,0,28.3229166666667,0,0,0,0,10.9666666666667,0,0,0,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,27.1983805668016,-12.6394736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1461675579323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6198830409357,0,0,0,0,0,22.7359307359307,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0
0,6.27217741935484,0,0,0,0,0,0,48.6141141141141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8025525525526,0,0,0,0,0,0,0,-2.7883064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19230769230769,0,0,0,0,0,0,0,0,0,0,5.42105263157895,0,0,0,0,0,-18.0320512820513,3,0,0,0,0,0,0,0,0,0,0,0,-5.45299145299145,3.83806818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7494252873563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04086021505376,0,0.5,0,0,0,0,0,0,0,4.54761904761905,0,0
4.04117647058824,0,0,10.3587301587302,0,0,0,0,0,67.9009009009009,0,10.1386554621849,0,-1.4280303030303,14.8233333333333,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6111111111111,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.06593406593407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9666666666667,0,5.17647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
