"Mike Trout_LAA","Ryan Braun_MIL","Robinson Cano_SEA","Eric Thames_MIL","Jean Segura_SEA","Wil Myers_SD","Nelson Cruz_SEA","Jonathan Villar_MIL","Jose Abreu_CWS","Yonder Alonso_OAK","Kyle Seager_SEA","Khris Davis_OAK","Keon Broxton_MIL","Todd Frazier_CWS","Rajai Davis_OAK","Ben Gamel_SEA","Avisail Garcia_CWS","Mitch Haniger_SEA","Domingo Santana_MIL","Travis Shaw_MIL","Albert Pujols_LAA","Cameron Maybin_LAA","Kole Calhoun_LAA","CJ Cron_LAA","Jed Lowrie_OAK","Marcus Semien_OAK","Luis Valbuena_LAA","Ryon Healy_OAK","Ryan Schimpf_SD","Hernan Perez_MIL","Manuel Margot_SD","Melky Cabrera_CWS","Jefry Marte_LAA","Yoan Moncada_CWS","Trevor Plouffe_OAK","Yangervis Solarte_SD","Alex Dickerson_SD","Hunter Renfroe_SD","Orlando Arcia_MIL","Tim Anderson_CWS","Matt Joyce_OAK","Danny Valencia_SEA","Nick Franklin_MIL","Jett Bandy_MIL","Cory Spangenberg_SD","Yunel Escobar_LAA","Ben Revere_LAA","Matt Davidson_CWS","Tyler Saladino_CWS","Leonys Martin_SEA","Taylor Motter_SEA","Jesus Aguilar_MIL","Andrelton Simmons_LAA","Stephen Vogt_OAK","Travis Jankowski_SD","Danny Espinosa_LAA","Jarrod Dyson_SEA","Matt Szczur_SD","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Josh Phegley_OAK","Mike Zunino_SEA","Mark Canha_OAK","Charlie Tilson_CWS","Adam Rosales_OAK","Manny Pina_MIL","Eric Sogard_MIL","Christian Bethancourt_SD","Austin Hedges_SD","Guillermo Heredia_SEA","Erick Aybar_SD","Leury Garcia_CWS","Jacob May_CWS","Shawn O'Malley_SEA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Luis Sardinas_SD","Allen Cordoba_SD","Cody Asche_CWS","Carlos Ruiz_SEA","Bruce Maxwell_OAK","Boog Powell_SEA","Jabari Blash_SD","Geovany Soto_CWS","Martin Maldonado_LAA","Juan Graterol_LAA","Omar Narvaez_CWS","Willy Garcia_CWS","Tuffy Gosewisch_SEA","Hector Sanchez_SD","Carlos Perez_LAA","Yolmer Sanchez_CWS","Kevan Smith_CWS","Mike Freeman_SEA","Daniel Vogelbach_SEA","Cliff Pennington_LAA","Chad Pinder_OAK","Luis Torrens_SD","Zack Collins_CWS","Jaff Decker_OAK","Matt Olson_OAK"
41.8295454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4569892473118,4.24666666666667,3.35913978494624,-8.93333333333333,0,0,-23.3333333333333,0,0,0,0,0,-2.63970588235294,0,0,0,0,0,0,0,0,0,0,0,0,2.6551724137931,15,0,0,0,0,0,-2.80342741935484,0,0,12.4246031746032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97150997150997,28,0,0,0,0,0,0,0,0,0,26.0666666666667,0,0,0,0,0
0,66.4266666666667,0,16.5757575757576,0,0,0,-21.9525691699605,0,0,0,0,-31.5555555555556,0,0,0,0,0,3.23421052631579,-18.1515151515152,0,0,0,0,0,0,0,0,0,-10.9230769230769,0,0,0,0,0,0,0,0,14.0952380952381,0,0,0,-6,45.8181818181818,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,0,13.4358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73.3185483870968,0,-0.123684210526316,0,5.02463054187192,0,0,0,-5.88888888888889,0,0,0,0,26.6060606060606,0,6.69473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6376811594203,0,0,0,0,0,0,0,3.03205128205128,1.41503267973856,0,0,0,0,0,14.6330049261084,0,0,0,0,-4.5,0,0,0,0,0,0,0,-5.06842105263158,0,0,0,0,0,0,0,0,0,45.2909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0
0,16.5757575757576,0,91.7903225806452,0,0,0,-3.12758620689655,0,0,0,0,-11.9833333333333,0,0,0,0,0,-7.29051383399209,19.6933497536946,0,0,0,0,0,0,0,0,0,49.5763157894737,0,0,0,0,0,0,0,0,4.17195767195767,0,0,0,-13.4,-3.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65,0,0,0,0,0,0,14.2087912087912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.123684210526316,0,55.9261538461538,0,13.3833992094862,0,0,0,-5.19565217391304,0,0,0,0,18.6862745098039,0,9.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33571428571429,0,0,0,0,0,0,0,8.43333333333333,11.5,0,0,0,0,0,7.19565217391304,0,0,0,0,17.8106060606061,0,0,0,0,0,0,0,12.0292397660819,0,0,0,0,0,0,0,0,0,2.92222222222222,0,0,0,0,0,0,0,0,1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,64.0405405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23588709677419,0,10.6285714285714,0,0,0,0,4.6036036036036,0,-1.02102102102102,0,0,0,0,0,0,-17.9285714285714,0,0,0,0,0,0,0,0,0,-8.87179487179487,0,0,15.4666666666667,0,0,0,0,0,0,0,0,0,0,9.70362903225806,0,-3.11174242424242,0,0,0,0,0,1.45,15.6777777777778,0,0,0,0,-12.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0
0,0,5.02463054187192,0,13.3833992094862,0,63.4991596638655,0,0,0,10.6118279569892,0,0,0,0,1.84285714285714,0,4.31052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31216931216931,0,0,0,0,0,0,0,17.3653846153846,16.0256916996047,0,0,0,0,0,5.48689516129032,0,0,0,0,4.58771929824561,0,0,0,0,0,0,0,15.1883116883117,0,0,0,0,0,0,0,0,0,-2.26282051282051,0,0,0,0,0,0,0,0,-9,0,0,0,0,9.5,0,0,0,0,0,0,0
0,-21.9525691699605,0,-3.12758620689655,0,0,0,64.5801587301587,0,0,0,0,10.8152709359606,0,0,0,0,0,-11.994708994709,1.90645161290323,0,0,0,0,0,0,0,0,0,12.5375494071146,0,0,0,0,0,0,0,0,3.91827956989247,0,0,0,-1.46666666666667,9.51169590643275,0,0,0,0,0,0,0,-47.5833333333333,0,0,0,0,0,0,-19,0,0,0,0,0,0,24.9889705882353,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58.5,0,0,0,0,10.6032608695652,0,0,-2.59032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2777777777778,0,0,0,0,0,0,0,5.26166666666667,0,0,0,0,0,0,0,17.3538011695906,7.8768115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31623931623932,1.98214285714286,0,0,0,0,0,16.8076923076923,0,0,0,0,-12.8055555555556,0,0,8.66993464052288,1.36666666666667,0,0,0,0,-8.65,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,72.2402298850575,0,-2.25925925925926,0,0,18,0,0,0,0,0,0,0,0,0,-3.7962962962963,35.2,0,-3.12250712250712,0,0,0,0,0,0,3.69846153846154,0,0,0,0,0,8.38769230769231,0,0,0,0,0,0,0,0,0,0,0,0,-6.81818181818182,0,0,0,0,0,0,13.6666666666667,0,-37,0,4.60606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5952380952381,0,0,2.38181818181818,0
