"Jose Altuve_HOU","Anthony Rizzo_CHC","Willson Contreras_CHC","Justin Smoak_TOR","Alex Bregman_HOU","Melky Cabrera_KC","Brian Dozier_MIN","Joey Gallo_TEX","Javier Baez_CHC","Nelson Cruz_SEA","Daniel Murphy_WAS","Lorenzo Cain_KC","Elvis Andrus_TEX","Josh Donaldson_TOR","Carlos Correa_HOU","Carlos Gomez_TEX","Yuli Gurriel_HOU","Ronald Guzman_TEX","Bryce Harper_WAS","Steve Pearce_TOR","Robinson Cano_SEA","Jean Segura_SEA","Miguel Sano_MIN","Ryan Zimmerman_WAS","Kris Bryant_CHC","Ian Happ_CHC","Marwin Gonzalez_HOU","George Springer_HOU","Shin-Soo Choo_TEX","Robbie Grossman_MIN","Howie Kendrick_WAS","Kyle Schwarber_CHC","Anthony Rendon_WAS","Trea Turner_WAS","Russell Martin_TOR","Jake Marisnick_HOU","Jarrod Dyson_SEA","Carlos Beltran_HOU","Kendrys Morales_TOR","Eduardo Escobar_MIN","Josh Reddick_HOU","Ezequiel Carrera_TOR","Evan Gattis_HOU","Brandon Moss_KC","Rougned Odor_TEX","Danny Valencia_SEA","Mike Moustakas_KC","Kyle Seager_SEA","Whit Merrifield_KC","Nomar Mazara_TEX","Brian Goodwin_WAS","Troy Tulowitzki_TOR","Eric Hosmer_KC","Joe Mauer_MIN","Kennys Vargas_MIN","Delino DeShields_TEX","Adam Eaton_WAS","Addison Russell_CHC","Devon Travis_TOR","Derek Fisher_HOU","Jorge Soler_KC","Adrian Beltre_TEX","Eddie Rosario_MIN","Mitch Haniger_SEA","Kevin Pillar_TOR","Leonys Martin_SEA","Jorge Bonifacio_KC","Ben Zobrist_CHC","Victor Caratini_CHC","Brian McCann_HOU","Ben Gamel_SEA","Cheslor Cuthbert_KC","Paulo Orlando_KC","Billy Burns_KC","Taylor Motter_SEA","Guillermo Heredia_SEA","Jason Castro_MIN","Jurickson Profar_TEX","Jayson Werth_WAS","Jason Heyward_CHC","Norichika Aoki_TOR","Ryan Goins_TOR","Salvador Perez_KC","Ehire Adrianza_MIN","Adam Lind_WAS","Jon Jay_CHC","Michael Taylor_WAS","Albert Almora_CHC","Mark Zagunis_CHC","Alex Gordon_KC","Mike Zunino_SEA","Mike Napoli_TEX","Max Kepler_MIN","Byron Buxton_MIN","Alex Avila_CHC","Miguel Montero_TOR","Rob Refsnyder_TOR","Danny Espinosa_SEA","Ryan O'Hearn_KC","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Ryan Raburn_WAS","Jose Bautista_TOR","Dalton Pompey_TOR","Rowdy Tellez_TOR","Ramon Torres_KC","Terrance Gore_KC","Hunter Dozier_KC","Andy Ibanez_TEX","Wilmer Difo_WAS","Tommy La Stella_CHC","JD Davis_HOU","Shawn O'Malley_SEA","Robinson Chirinos_TEX","Tyler Smith_TEX","Jarrod Saltalamacchia_TOR","Darwin Barney_TOR","Carlos Ruiz_SEA","Boog Powell_SEA","Chris Gimenez_MIN","Jorge Polanco_MIN","Hanser Alberto_TEX","Ryan Rua_TEX","Darrell Ceciliani_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Drew Butera_KC","Tuffy Gosewisch_SEA","Raul Mondesi_KC","Drew Stubbs_TEX","Jose Lobaton_WAS","Stephen Drew_WAS","Chris Coghlan_TOR","AJ Reed_HOU","Anthony Alford_TOR","Dwight Smith_TOR","Alcides Escobar_KC","DJ Peterson_SEA","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Anthony Recker_MIN","Drew Robinson_TEX","Zack Granite_MIN","Chris Heisey_WAS","Luke Maile_TOR","Teoscar Hernandez_TOR","Kyle Tucker_HOU","Daniel Palka_MIN","Pedro Severino_WAS","Juan Centeno_HOU","Colin Moran_HOU","Tony Kemp_HOU","Tyler White_HOU","Matt Wieters_WAS","Adrian Sanchez_WAS","Rafael Bautista_WAS","Raffy Lopez_TOR","Chad Huffman_WAS","Andrew Stevenson_WAS","Mike Ohlman_TOR"
71.0805806858826,0,0,0,14.0386624869383,0,0,0,0,0,0,0,0,0,-5.43761569788967,0,-3.6068010936432,0,0,0,0,0,0,0,0,0,6.21398601398601,4.42396868413129,0,0,0,0,0,0,0,6.71141649048626,0,10.0879120879121,0,0,5.79052511415525,0,-3.60740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7692307692308,0,0,0,0,0,0,0,0,0,-1.29043715846995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,69,0,-34.95,0,0,0,0,0,0,0
0,67.1898625429553,20.7046277665996,0,0,0,0,0,6.01643192488263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6629213483146,22.6019607843137,0,0,0,0,0,10.5771561771562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46538319141059,0,0,0,0,0,0,0,0,0,4.93770491803279,26.25,0,0,0,0,0,0,0,0,0,0,20.6230212573496,0,0,0,0,0,14.7624584717608,0,2.49557032115172,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.7046277665996,74.5285388127854,0,0,0,0,0,-0.955232909860859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.780868385346,-1.71996996996997,0,0,0,0,0,-3.95072463768116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7784765897973,0,0,0,0,0,0,0,0,0,16.4869565217391,21,0,0,0,0,0,0,0,0,0,0,21.1004081632653,0,0,0,0,0,13.6287356321839,0,1.43669985775249,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72.2731640356898,0,0,0,0,0,0,0,0,0,19.3708408953418,0,0,0,0,0,8.07882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6147540983607,0,0,0,8.40216519647153,0,0,3.18604651162791,0,0,0,0,0,0,0,0,0,6.95016835016835,0,0,0,0,0,0,25.4892037786775,0,0,0,0,0,1.25501202886929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.91120218579235,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.14285714285714,0,0,0,0,0,0,0,-1.57597007947639,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-1.13795918367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.25238095238095,0,0,-21.3333333333333,0,0,0,0,0,0,0,0,-8.47166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0386624869383,0,0,0,51.5570807595516,0,0,0,0,0,0,0,0,0,3.0935817805383,0,3.66105146242133,0,0,0,0,0,0,0,0,0,2.84294024325754,7.96958304853042,0,0,0,0,0,0,0,8.18466898954704,0,10.3683409436834,0,0,12.7433489827856,0,0.393796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1742424242424,0,0,0,0,0,0,0,0,0,0.598370927318296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126.5,0,-21.3,0,0,0,0,0,0,0
0,0,0,0,0,20.7,0,0,0,0,0,20.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5833333333333,0,0,3.2,0,-3.8,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,-6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,53.6070028011205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722522522522522,0,0,0,0,0,0,9.55432692307692,0,0,0,0,0,0,0,0,0,4.50367346938776,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5463125548727,8.42610837438424,0,0,0,0,0,0,0,10.7515527950311,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36393442622951,0,0,0,0,0,0,-0.522058823529412,0,0,0,0,0,0,0,0,17.110060362173,5.42882744495648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79692307692308,2.97866744593805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.88571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,80.9404388714733,0,0,0,0,1.66204481792717,0,0,-9.30056497175141,0,0,0,0,0,0,0,0,0,0,0,0,13.4730606945797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52455590386625,0,0,0,0,1.38994278831677,0,0,0,0,0,12.734219269103,0,0,0,0,0,-8.35964912280702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41469979296066,0,0,0,0,0,0,0,4.66666666666667,-108.5,17.4395604395604,0,0,0,0,0,0,0,0,0,0,0,0,24.5795454545455,0,0,0,0,0,0,0,0,24.6753246753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.01643192488263,-0.955232909860859,0,0,0,0,0,70.693817104776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50307287093942,3.11282051282051,0,0,0,0,0,8.45071982281285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.05387755102041,0,0,0,0,0,0,0,0,0,-3.84423076923077,0,0,0,0,0,0,0,0,0,0,0,-3.43710359408034,0,0,0,0,0,-1.43870967741935,0,2.31428571428571,-15.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,57.8808510638298,0,0,0,0,0,0,0,0,0,0,1.39558232931727,11.5316066725198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52842105263158,0,0,0,0,0,0,0,0,12.8842198060535,0,7.63820224719101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4752941176471,0,28.1029411764706,0,0,0,0,6.97804774083546,0,0,0,20.6156462585034,-3.13603896103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6485986250661,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183760683760684,0,0,0,0,0,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
