"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Max Scherzer","Drew Pomeranz","Christian Vazquez","Matt Carpenter","Dustin Pedroia","Josh Donaldson","Xander Bogaerts","Mookie Betts","Chris Young","Matt Olson"
"Max Scherzer","Drew Pomeranz","Russell Martin","Matt Carpenter","Jason Kipnis","Josh Donaldson","Troy Tulowitzki","Khris Davis","Jose Bautista","Steve Pearce"
"Max Scherzer","Jesse Chavez","Russell Martin","Sam Travis","Dustin Pedroia","Manny Machado","Xander Bogaerts","Mookie Betts","Jose Bautista","Chris Young"
"Max Scherzer","Jesse Chavez","Russell Martin","Justin Smoak","Brian Dozier","Josh Donaldson","Troy Tulowitzki","Shin-Soo Choo","Jose Bautista","Mallex Smith"
"Max Scherzer","Luis Severino","Russell Martin","Ryon Healy","Jed Lowrie","Josh Donaldson","Franklin Barreto","Khris Davis","Jose Bautista","Matt Olson"
"Max Scherzer","Luis Severino","Bruce Maxwell","Matt Carpenter","Brian Dozier","Kyle Seager","Franklin Barreto","Khris Davis","Matt Joyce","Matt Olson"
"Max Scherzer","Luis Severino","Christian Vazquez","Sam Travis","Dustin Pedroia","Kyle Seager","Franklin Barreto","Mookie Betts","Randal Grichuk","Chris Young"
"Max Scherzer","Drew Pomeranz","Robinson Chirinos","Matt Carpenter","Rougned Odor","Adrian Beltre","Elvis Andrus","Shin-Soo Choo","Jose Bautista","Chris Young"
"Max Scherzer","Drew Pomeranz","Evan Gattis","Sam Travis","Dustin Pedroia","Kyle Seager","Xander Bogaerts","Mallex Smith","Jackie Bradley","Chris Young"
"Max Scherzer","Drew Pomeranz","Christian Vazquez","Sam Travis","Jason Kipnis","Manny Machado","Francisco Lindor","Mookie Betts","Jackie Bradley","Chris Young"
"Max Scherzer","Kenta Maeda","Russell Martin","Kendrys Morales","Rougned Odor","Josh Donaldson","Troy Tulowitzki","Mookie Betts","Jose Bautista","Matt Olson"
"Max Scherzer","Jesse Chavez","Christian Vazquez","Eric Thames","Dustin Pedroia","Eduardo Escobar","Xander Bogaerts","Mookie Betts","Khris Davis","Jackie Bradley"
"Max Scherzer","Jesse Chavez","Evan Gattis","Sam Travis","Jose Altuve","Alex Bregman","Carlos Correa","George Springer","Jose Bautista","Matt Olson"
"Max Scherzer","Kenta Maeda","Christian Vazquez","Sam Travis","Dustin Pedroia","Jake Lamb","Xander Bogaerts","Khris Davis","Chris Young","Christian Yelich"
"Max Scherzer","Drew Pomeranz","Russell Martin","Sam Travis","Rougned Odor","Josh Donaldson","Elvis Andrus","Nomar Mazara","Shin-Soo Choo","Delino DeShields"
"Max Scherzer","Drew Pomeranz","Russell Martin","Justin Smoak","Dustin Pedroia","Josh Donaldson","Francisco Lindor","Jose Bautista","Kevin Pillar","Matt Olson"
"Max Scherzer","Luis Severino","Christian Vazquez","Sam Travis","Rougned Odor","Eduardo Escobar","Xander Bogaerts","Jackie Bradley","Chris Young","Matt Olson"
"Max Scherzer","Drew Pomeranz","Evan Gattis","Yonder Alonso","Jose Altuve","Josh Donaldson","Franklin Barreto","Khris Davis","Matt Joyce","Matt Olson"
