"Jonathan Schoop_BAL","Adrian Beltre_TEX","Adam Jones_BAL","Elvis Andrus_TEX","Manny Machado_BAL","Starling Marte_PIT","Chris Davis_BAL","Josh Harrison_PIT","Andrew McCutchen_PIT","Gregory Polanco_PIT","Shin-Soo Choo_TEX","Josh Bell_PIT","Adam Frazier_PIT","David Freese_PIT","Hunter Renfroe_SD","Mike Napoli_TEX","Seth Smith_BAL","Mark Trumbo_BAL","Rougned Odor_TEX","Nomar Mazara_TEX","Jose Pirela_SD","Wil Myers_SD","Manuel Margot_SD","Carlos Gomez_TEX","Delino DeShields_TEX","Joey Gallo_TEX","Trey Mancini_BAL","Ryan Schimpf_SD","Welington Castillo_BAL","Yangervis Solarte_SD","Jordy Mercer_PIT","Jose Osuna_PIT","Robinson Chirinos_TEX","Caleb Joseph_BAL","Jurickson Profar_TEX","Alex Dickerson_SD","Carlos Asuaje_SD","JJ Hardy_BAL","Ronald Guzman_TEX","Jordan Luplow_PIT","Cory Spangenberg_SD","Jonathan Lucroy_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Travis Jankowski_SD","Ruben Tejada_BAL","Johnny Giavotella_BAL","Ryan Rua_TEX","Anthony Santander_BAL","Andy Ibanez_TEX","Matt Szczur_SD","Jabari Blash_SD","Danny Ortiz_PIT","Hector Sanchez_SD","Kevin Newman_PIT","Paul Janish_BAL","Craig Gentry_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","David Washington_BAL","Luis Sardinas_BAL","Joey Rickard_BAL","Chase d'Arnaud_SD","Hanser Alberto_TEX","Christian Bethancourt_SD","Austin Hedges_SD","Franchy Cordero_SD","Luis Urias_SD","Drew Stubbs_TEX","Erick Aybar_SD","Francisco Cervelli_PIT","Elias Diaz_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","John Jaso_PIT","Drew Robinson_TEX","Gift Ngoepe_PIT","Max Moroff_PIT","Dusty Coleman_SD","Jacob Stallings_PIT","Jose Rondon_SD","Allen Cordoba_SD","Luis Torrens_SD","John Bormann_PIT","Chris Stewart_PIT"
57.7162225338943,0,16.1709986320109,0,0.0293667007150153,0,8.42853912256897,0,0,0,0,0,0,0,0,0,2.93831168831169,1.87949976624591,0,0,0,0,0,0,0,0,11.8231611893584,0,-0.468831168831169,0,0,0,0,0,0,0,0,12.4609800362976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.4727272727273,0,7.11265969802555,0,0,0,0,0,0,-14.4673311184939,0,0,0,0,-7.21590909090909,0,0,-2.54756871035941,24.0981507823613,0,0,0,13.0781609195402,7.26190476190476,-6.9258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69602272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.1709986320109,0,53.7574451410658,0,-1.36526610644258,0,18.5591397849462,0,0,0,0,0,0,0,0,0,9.32164404223228,15.0168495297806,0,0,0,0,0,0,0,0,9.14556692242114,0,4.89137254901961,0,0,0,0,0,0,0,0,12.838961038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.11265969802555,0,71.5072861920688,0,0,0,0,0,0,8.36394357919483,0,0,0,0,-6.65272121436505,0,0,-4.47460317460317,8.72135670236936,0,0,0,2.13045634920635,8.31410256410256,1.1772043745728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.560839160839161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0293667007150153,0,-1.36526610644258,0,71.0202686202686,0,-4.04495192307692,0,0,0,0,0,0,0,0,0,21.533892382949,9.78217338217338,0,0,0,0,0,0,0,0,9.44886128364389,0,3.33333333333333,0,0,0,0,0,0,0,0,5.76948051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.42853912256897,0,18.5591397849462,0,-4.04495192307692,0,75.996589940324,0,0,0,0,0,0,0,0,0,15.7589743589744,14.7832480818414,0,0,0,0,0,0,0,0,13.1489361702128,0,15.1463963963964,0,0,0,0,0,0,0,0,13.2452830188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43.2553626149132,1.10598770382251,-7.26314484126984,0,-0.172827172827173,11.265306122449,5.78110599078341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3906955736224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0639730639731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.10598770382251,66.5198690977092,0.349531116794544,0,7.0834086118639,0.864430468204053,10.0242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4227086183311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78725891291642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-7.26314484126984,0.349531116794544,48.1605633802817,0,6.67636171337916,-2.11948790896159,-9.53434343434343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53146853146853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-14.4673311184939,0,8.36394357919483,0,0,0,0,0,0,54.4613739641807,0,0,0,0,-7.77611940298507,0,0,1.47906976744186,13.1590151795631,0,0,0,5.71186440677966,18.6893719806763,12.8980213089802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.56584699453552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
