"Charlie Blackmon_COL","Joey Votto_CIN","Nolan Arenado_COL","Adam Duvall_CIN","Ian Desmond_COL","Anthony Rizzo_CHC","Tommy Pham_STL","Mark Reynolds_COL","Dexter Fowler_STL","Zack Cozart_CIN","Scooter Gennett_CIN","David Dahl_COL","Travis Shaw_MIL","JD Martinez_DET","Ryan Braun_MIL","Eric Thames_MIL","Christian Yelich_MIA","Billy Hamilton_CIN","Justin Upton_DET","Matt Carpenter_STL","Carlos Gonzalez_COL","Gerardo Parra_COL","Raimel Tapia_COL","Kris Bryant_CHC","Brandon Belt_SF","Justin Bour_MIA","Marcell Ozuna_MIA","Aledmys Diaz_STL","Paul DeJong_STL","DJ LeMahieu_COL","Eugenio Suarez_CIN","Arismendy Alcantara_CIN","Domingo Santana_MIL","Orlando Arcia_MIL","Ian Happ_CHC","Ian Kinsler_DET","Giancarlo Stanton_MIA","Jedd Gyorko_STL","JT Realmuto_MIA","Scott Schebler_CIN","Manny Pina_MIL","Willson Contreras_CHC","Denard Span_SF","Buster Posey_SF","Alex Avila_DET","Stephen Piscotty_STL","Trevor Story_COL","Jesse Winker_CIN","Stephen Vogt_MIL","Nicholas Castellanos_DET","Joe Panik_SF","Devin Mesoraco_CIN","Jose Peraza_CIN","Jonathan Villar_MIL","Hunter Pence_SF","Eduardo Nunez_SF","Chad Huffman_STL","Dee Gordon_MIA","Jason Heyward_CHC","Miguel Cabrera_DET","Randal Grichuk_STL","Phillip Ervin_CIN","Pat Valaika_COL","Eric Sogard_MIL","Hernan Perez_MIL","Kyle Schwarber_CHC","Victor Martinez_DET","Yadier Molina_STL","Dustin Garneau_COL","Tom Murphy_COL","Jesus Aguilar_MIL","Martin Prado_MIA","Ben Zobrist_CHC","Jon Jay_CHC","Nick Hundley_SF","Andrew Romine_DET","Derek Dietrich_MIA","Tucker Barnhart_CIN","Stephen Cardullo_COL","Mike Tauchman_COL","Gorkys Hernandez_SF","Jarrett Parker_SF","Christian Arroyo_SF","Alexi Amarista_COL","Javier Baez_CHC","Lewis Brinson_MIL","James McCann_DET","Tyler Moore_MIA","Kolten Wong_STL","Cristhian Adames_COL","Patrick Kivlehan_CIN","Jordan Patterson_COL","Addison Russell_CHC","Mikie Mahtook_DET","Mac Williamson_SF","Jose Martinez_STL","Greg Garcia_STL","Keon Broxton_MIL","Jeimer Candelario_CHC","Brett Phillips_MIL","Mark Zagunis_CHC","Alex Presley_DET","Brandon Crawford_SF","Kelby Tomlinson_SF","JT Riddle_MIA","Harrison Bader_STL","Ryan Hanigan_COL","Tony Wolters_COL","Michael Reed_MIL","Jose Iglesias_DET","JaCoby Jones_DET","Luke Voit_STL","Nick Senzel_CIN","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Tommy La Stella_CHC","Ryan Cordell_MIL","Aaron Hill_SF","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Destin Hood_MIA","Alex Mejia_STL","Magneuris Sierra_STL","Albert Almora_CHC","Jacob Nottingham_MIL","Conor Gillaspie_SF","Jae-gyun Hwang_SF","Ichiro Suzuki_MIA","Tomas Telis_MIA","Carson Kelly_STL","Stuart Turner_CIN","Jett Bandy_MIL","Corey Ray_MIL","Jim Adduci_DET","Justin Ruggiano_SF","Eric Fryer_STL","Christian Colon_MIA","Steve Lombardozzi_MIA","Victor Caratini_CHC","Michael Morse_SF","Austin Slater_SF","Ryder Jones_SF","Tim Federowicz_SF","Matt den Dekker_DET","Mike Aviles_MIA","Eloy Jimenez_CHC","Orlando Calixte_SF","AJ Ellis_MIA","Chris Marrero_SF","Miguel Rojas_MIA"
0,38,0,32,0,0,0,0,0,21,38,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,67,0,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,60,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,20,43,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,28,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,55,0,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,0,0,23,43,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,61,75,0,0,0,0,0,0,0,0,0,73,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0,15
0,71,0,65,0,0,0,0,0,54,32,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,2,0,0,0,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,56,8,0,0,0,0,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,42,0,52,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,56,27,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,60,0,35,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,62,26,7,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,32,0,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,17,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,49,0,0,0,0,0,0,45,30,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,57,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,61,0,0,0,0,0,0,63,0,0,0,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,28,6,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,11,0,0,0,0,5,18,3,0,0,0,0,5,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,62,61,0,0,0,0,0,0,0,0,0,60,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,61,76,0,0,0,0,0,0,0,0,0,73,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0,15
0,0,0,0,0,0,35,0,51,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,63,19,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,0,17,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,19,30,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,70,0,47,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,57,30,13,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,0,66,0,0,0,0,0,54,32,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,73,8,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,2,0,0,0,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,8,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,55,0,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,59,0,0,0,0,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,26,46,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,71,0,0,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,47,0,0,0,0,0,0,0,0,0,23,48,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
